symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_5m_atr_momentum,gate_vwap_extension,gate_consolidation_coil,gate_volume_ignition,naive_baseline_fired,data_source_flags
NRBBEARING,2026-06-08 10:15:00 IST,BULL,2026-06-08 10:20:00 IST,428.35,347.7,589.66,589.65,629.98,670.3,2026-06-08 15:20:00 IST,419.32,HORIZON_REACHED,-0.112,20,75.0,True,True,True,True,True,NONE
HINDUNILVR,2026-04-17 10:15:00 IST,BEAR,2026-04-17 10:20:00 IST,2218.24,2086.86,2480.99,2481.0,2546.69,2612.38,2026-04-17 15:20:00 IST,2249.38,HORIZON_REACHED,0.237,20,75.0,True,True,True,True,True,NONE
OLECTRA,2025-10-28 10:15:00 IST,SIDEWAYS,2025-10-28 10:20:00 IST,1495.3,1397.11,1691.67,1691.68,1740.78,1789.87,2025-10-28 15:20:00 IST,1397.11,SL_HIT,-1.0,9,75.0,True,True,True,True,True,NONE
OLECTRA,2025-12-24 10:15:00 IST,BEAR,2025-12-24 10:20:00 IST,1249.5,1127.25,1494.0,1494.0,1555.12,1616.25,2025-12-24 15:20:00 IST,1127.25,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
OLECTRA,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,1340.7,1225.93,1570.23,1570.24,1627.62,1685.01,2026-05-08 15:20:00 IST,1225.93,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
GPPL,2026-04-17 10:15:00 IST,SIDEWAYS,2026-04-17 10:20:00 IST,160.92,147.67,187.42,187.42,194.04,200.67,2026-04-17 15:20:00 IST,151.05,HORIZON_REACHED,-0.745,20,75.0,True,True,True,True,True,NONE
VOLTAS,2025-08-22 10:15:00 IST,SIDEWAYS,2025-08-22 10:20:00 IST,801.03,778.13,846.82,846.83,858.28,869.73,2025-08-22 15:20:00 IST,846.83,T1_HIT,2.0,13,75.0,True,True,True,True,True,NONE
ABFRL,2026-05-07 10:15:00 IST,BEAR,2026-05-07 10:20:00 IST,67.79,62.15,79.07,79.07,81.89,84.71,2026-05-07 15:20:00 IST,62.15,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
ABFRL,2026-05-21 10:15:00 IST,BEAR,2026-05-21 10:20:00 IST,66.76,60.29,79.69,79.7,82.94,86.17,2026-05-21 15:20:00 IST,60.29,SL_HIT,-1.0,9,75.0,True,True,True,True,True,NONE
ABFRL,2026-07-30 10:15:00 IST,BEAR,2026-07-30 10:20:00 IST,58.94,54.95,66.91,66.92,68.91,70.91,2026-07-30 15:20:00 IST,54.95,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
PIDILITIND,2026-04-17 10:15:00 IST,BEAR,2026-04-17 10:20:00 IST,1383.44,1301.2,1547.92,1547.92,1589.04,1630.16,2026-04-17 15:20:00 IST,1457.21,HORIZON_REACHED,0.897,20,75.0,True,True,True,True,True,NONE
HDBFS,2026-01-09 10:15:00 IST,BULL,2026-01-09 10:20:00 IST,2360.61,2280.73,2520.39,2520.37,2560.31,2600.25,2026-01-09 15:20:00 IST,2280.73,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
ARE&M,2026-07-02 10:15:00 IST,SIDEWAYS,2026-07-02 10:20:00 IST,857.61,813.74,945.36,945.35,967.29,989.22,2026-07-02 15:20:00 IST,906.83,HORIZON_REACHED,1.122,20,75.0,True,True,True,True,True,NONE
ARE&M,2026-07-30 10:15:00 IST,BULL,2026-07-30 10:20:00 IST,906.85,856.57,1007.41,1007.41,1032.55,1057.69,2026-07-30 15:20:00 IST,1007.41,T1_HIT,2.0,9,75.0,True,True,True,True,True,NONE
NAZARA,2025-12-16 10:15:00 IST,BEAR,2025-12-16 10:20:00 IST,245.4,220.48,295.24,295.24,307.7,320.16,2025-12-16 15:20:00 IST,268.85,HORIZON_REACHED,0.941,20,75.0,True,True,True,True,True,NONE
NAZARA,2026-04-08 10:15:00 IST,BEAR,2026-04-08 10:20:00 IST,247.51,227.0,288.54,288.53,298.78,309.04,2026-04-08 15:20:00 IST,274.34,HORIZON_REACHED,1.308,20,75.0,True,True,True,True,True,NONE
BHARTIARTL,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,2113.3,2043.62,2252.66,2252.66,2287.5,2322.34,2025-11-04 15:20:00 IST,2043.62,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
BHARTIARTL,2026-06-19 10:15:00 IST,SIDEWAYS,2026-06-19 10:20:00 IST,1910.8,1780.32,2171.76,2171.76,2237.0,2302.24,2026-06-19 15:20:00 IST,1908.84,HORIZON_REACHED,-0.015,20,75.0,True,True,True,True,True,NONE
RPOWER,2026-04-08 10:15:00 IST,BEAR,2026-04-08 10:20:00 IST,24.76,20.04,34.2,34.2,36.56,38.92,2026-04-08 15:20:00 IST,29.12,HORIZON_REACHED,0.924,20,75.0,True,True,True,True,True,NONE
INOXGREEN,2025-12-23 10:15:00 IST,SIDEWAYS,2025-12-23 10:20:00 IST,208.43,194.61,236.08,236.07,242.98,249.89,2025-12-23 15:20:00 IST,194.61,SL_HIT,-1.0,11,75.0,True,True,True,True,True,NONE
TATASTEEL,2025-10-28 10:15:00 IST,BULL,2025-10-28 10:20:00 IST,178.14,167.03,200.35,200.36,205.91,211.47,2025-10-28 15:20:00 IST,167.03,SL_HIT,-1.0,17,75.0,True,True,True,True,True,NONE
TATASTEEL,2026-07-31 10:15:00 IST,SIDEWAYS,2026-07-31 10:20:00 IST,189.69,180.88,207.31,207.31,211.72,216.12,2026-07-31 15:20:00 IST,180.88,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
ABBOTINDIA,2026-07-03 10:15:00 IST,BEAR,2026-07-03 10:20:00 IST,25895.0,25157.64,27369.71,27369.72,27738.4,28107.08,2026-07-03 15:20:00 IST,27369.72,T1_HIT,2.0,6,75.0,True,True,True,True,True,NONE
KPGEL,2025-12-31 10:15:00 IST,BEAR,2025-12-31 10:20:00 IST,440.95,399.17,524.52,524.51,545.4,566.29,2025-12-31 15:20:00 IST,399.17,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
KPGEL,2026-05-04 10:15:00 IST,SIDEWAYS,2026-05-04 10:20:00 IST,448.65,404.44,537.08,537.07,559.17,581.28,2026-05-04 15:20:00 IST,404.44,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
NORTHARC,2026-01-22 10:15:00 IST,BULL,2026-01-22 10:20:00 IST,276.87,257.95,314.72,314.71,324.17,333.63,2026-01-22 15:20:00 IST,257.95,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
NORTHARC,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,325.3,291.31,393.28,393.28,410.28,427.27,2026-07-10 15:20:00 IST,291.31,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
AAVAS,2025-11-12 10:15:00 IST,BULL,2025-11-12 10:20:00 IST,1704.0,1557.02,1997.96,1997.96,2071.45,2144.94,2025-11-12 15:20:00 IST,1557.02,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
ENDURANCE,2026-05-22 10:15:00 IST,BULL,2026-05-22 10:20:00 IST,2721.8,2416.95,3331.51,3331.5,3483.93,3636.35,2026-05-22 15:20:00 IST,2622.42,HORIZON_REACHED,-0.326,20,75.0,True,True,True,True,True,NONE
TRENT,2026-05-22 10:15:00 IST,BEAR,2026-05-22 10:20:00 IST,2860.11,2642.72,3294.88,3294.89,3403.59,3512.28,2026-05-22 15:20:00 IST,3205.76,HORIZON_REACHED,1.59,20,75.0,True,True,True,True,True,NONE
NATCOPHARM,2025-11-26 10:15:00 IST,BULL,2025-11-26 10:20:00 IST,925.83,805.7,1166.08,1166.09,1226.15,1286.22,2025-11-26 15:20:00 IST,914.66,HORIZON_REACHED,-0.093,20,75.0,True,True,True,True,True,NONE
NATCOPHARM,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,1174.7,1089.83,1344.44,1344.44,1386.88,1429.31,2026-05-08 15:20:00 IST,1089.83,SL_HIT,-1.0,15,75.0,True,True,True,True,True,NONE
KARURVYSYA,2025-10-20 10:15:00 IST,BULL,2025-10-20 10:20:00 IST,241.31,219.58,284.78,284.77,295.63,306.5,2025-10-20 15:20:00 IST,253.7,HORIZON_REACHED,0.57,20,75.0,True,True,True,True,True,NONE
IPCALAB,2026-01-08 10:15:00 IST,BULL,2026-01-08 10:20:00 IST,1544.0,1386.4,1859.21,1859.2,1938.0,2016.8,2026-01-08 15:20:00 IST,1451.96,HORIZON_REACHED,-0.584,20,75.0,True,True,True,True,True,NONE
IPCALAB,2026-07-13 10:15:00 IST,BULL,2026-07-13 10:20:00 IST,1823.3,1735.69,1998.53,1998.52,2042.32,2086.13,2026-07-13 15:20:00 IST,1735.69,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
3MINDIA,2026-02-20 10:15:00 IST,BULL,2026-02-20 10:20:00 IST,1759.74,1726.99,1825.23,1825.24,1841.62,1857.99,2026-02-20 15:20:00 IST,1825.24,T1_HIT,2.0,10,75.0,True,True,True,True,True,NONE
THERMAX,2025-10-31 10:15:00 IST,SIDEWAYS,2025-10-31 10:20:00 IST,1869.94,1828.71,1952.41,1952.4,1973.02,1993.63,2025-10-31 15:20:00 IST,1952.4,T1_HIT,2.0,8,75.0,True,True,True,True,True,NONE
METALIETF.NS,2026-01-28 10:15:00 IST,BULL,2026-01-28 10:20:00 IST,12.18,11.07,14.4,14.4,14.95,15.51,2026-01-28 15:20:00 IST,12.43,HORIZON_REACHED,0.226,20,75.0,True,True,True,True,True,NONE
METALIETF.NS,2026-05-27 10:15:00 IST,BULL,2026-05-27 10:20:00 IST,13.81,13.06,15.32,15.31,15.69,16.06,2026-05-27 15:20:00 IST,13.06,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
BAJAJELEC,2025-11-14 10:15:00 IST,BULL,2025-11-14 10:20:00 IST,1717.11,1665.3,1820.73,1820.73,1846.63,1872.54,2025-11-14 15:20:00 IST,1665.3,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
PFIZER,2026-05-11 10:15:00 IST,SIDEWAYS,2026-05-11 10:20:00 IST,4797.56,4574.49,5243.71,5243.7,5355.24,5466.77,2026-05-11 15:20:00 IST,4574.49,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
ASIANPAINT,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,2577.54,2388.8,2955.02,2955.02,3049.39,3143.76,2026-05-08 15:20:00 IST,2663.61,HORIZON_REACHED,0.456,20,75.0,True,True,True,True,True,NONE
COCHINSHIP,2026-08-06 10:15:00 IST,SIDEWAYS,2026-08-06 10:20:00 IST,1490.0,1382.5,1705.0,1705.0,1758.75,1812.5,2026-08-06 15:20:00 IST,1486.99,HORIZON_REACHED,-0.028,20,75.0,True,True,True,True,True,NONE
JGCHEM,2026-04-08 10:15:00 IST,BEAR,2026-04-08 10:20:00 IST,354.7,305.13,453.84,453.84,478.62,503.41,2026-04-08 15:20:00 IST,417.75,HORIZON_REACHED,1.272,20,75.0,True,True,True,True,True,NONE
JGCHEM,2026-05-29 10:15:00 IST,BULL,2026-05-29 10:20:00 IST,436.2,386.75,535.11,535.1,559.82,584.55,2026-05-29 15:20:00 IST,416.82,HORIZON_REACHED,-0.392,20,75.0,True,True,True,True,True,NONE
JGCHEM,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,456.35,415.72,537.61,537.61,557.92,578.24,2026-07-10 15:20:00 IST,537.61,T1_HIT,2.0,18,75.0,True,True,True,True,True,NONE
TTML,2026-06-04 10:15:00 IST,BEAR,2026-06-04 10:20:00 IST,44.18,41.7,49.15,49.14,50.38,51.62,2026-06-04 15:20:00 IST,41.7,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
RELIANCE,2025-11-20 10:15:00 IST,BULL,2025-11-20 10:20:00 IST,1541.97,1496.69,1632.54,1632.53,1655.17,1677.81,2025-11-20 15:20:00 IST,1537.31,HORIZON_REACHED,-0.103,20,75.0,True,True,True,True,True,NONE
MCX,2025-11-26 10:15:00 IST,BULL,2025-11-26 10:20:00 IST,2056.6,1924.58,2320.64,2320.64,2386.65,2452.66,2025-11-26 15:20:00 IST,2164.99,HORIZON_REACHED,0.821,20,75.0,True,True,True,True,True,NONE
MCX,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,3097.8,2859.15,3575.09,3575.1,3694.43,3813.75,2026-05-08 15:20:00 IST,2859.15,SL_HIT,-1.0,17,75.0,True,True,True,True,True,NONE
ORIENTCEM,2025-12-23 10:15:00 IST,BEAR,2025-12-23 10:20:00 IST,170.35,158.8,193.46,193.45,199.22,205.0,2025-12-23 15:20:00 IST,163.81,HORIZON_REACHED,-0.566,20,75.0,True,True,True,True,True,NONE
ORIENTCEM,2026-07-03 10:15:00 IST,BEAR,2026-07-03 10:20:00 IST,142.29,132.2,162.47,162.47,167.51,172.56,2026-07-03 15:20:00 IST,132.2,SL_HIT,-1.0,15,75.0,True,True,True,True,True,NONE
ONESOURCE,2025-08-01 10:15:00 IST,BULL,2025-08-01 10:20:00 IST,1348.51,1304.33,1436.85,1436.87,1458.96,1481.05,2025-08-01 15:20:00 IST,1304.33,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
BAJAJHFL,2026-05-26 10:15:00 IST,BEAR,2026-05-26 10:20:00 IST,85.05,82.38,90.39,90.39,91.72,93.06,2026-05-26 15:20:00 IST,82.38,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
INDIANB,2025-10-20 10:15:00 IST,BULL,2025-10-20 10:20:00 IST,796.83,738.56,913.35,913.37,942.51,971.64,2025-10-20 15:20:00 IST,867.1,HORIZON_REACHED,1.206,20,75.0,True,True,True,True,True,NONE
INDIANB,2026-01-22 10:15:00 IST,BULL,2026-01-22 10:20:00 IST,878.05,811.85,1010.44,1010.45,1043.55,1076.65,2026-01-22 15:20:00 IST,811.85,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
INDIANB,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,870.7,766.81,1078.49,1078.48,1130.43,1182.37,2026-07-10 15:20:00 IST,889.5,HORIZON_REACHED,0.181,20,75.0,True,True,True,True,True,NONE
KANSAINER,2026-01-16 10:15:00 IST,BULL,2026-01-16 10:20:00 IST,1106.94,1079.32,1162.18,1162.18,1175.99,1189.8,2026-01-16 15:20:00 IST,1079.32,SL_HIT,-1.0,11,75.0,True,True,True,True,True,NONE
BHARATFORG,2025-11-19 10:15:00 IST,BULL,2025-11-19 10:20:00 IST,1440.18,1358.69,1603.15,1603.16,1643.91,1684.65,2025-11-19 15:20:00 IST,1358.69,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
BHARATFORG,2026-06-15 10:15:00 IST,BULL,2026-06-15 10:20:00 IST,2014.39,1866.13,2310.9,2310.91,2385.04,2459.17,2026-06-15 15:20:00 IST,2145.6,HORIZON_REACHED,0.885,20,75.0,True,True,True,True,True,NONE
BHARATFORG,2026-06-22 10:15:00 IST,BULL,2026-06-22 10:20:00 IST,2097.44,1943.47,2405.36,2405.38,2482.37,2559.35,2026-06-22 15:20:00 IST,2209.07,HORIZON_REACHED,0.725,20,75.0,True,True,True,True,True,NONE
BHARATFORG,2026-06-29 10:15:00 IST,BULL,2026-06-29 10:20:00 IST,2164.33,2029.68,2433.65,2433.63,2500.95,2568.28,2026-06-29 15:20:00 IST,2181.3,HORIZON_REACHED,0.126,20,75.0,True,True,True,True,True,NONE
JINDALSAW,2026-03-20 10:15:00 IST,BULL,2026-03-20 10:20:00 IST,2578.89,2521.09,2694.49,2694.49,2723.39,2752.29,2026-03-20 15:20:00 IST,2694.49,T1_HIT,2.0,12,75.0,True,True,True,True,True,NONE
DEVYANI,2025-11-18 10:15:00 IST,BEAR,2025-11-18 10:20:00 IST,148.08,135.22,173.79,173.8,180.23,186.66,2025-11-18 15:20:00 IST,135.22,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
DEVYANI,2025-12-31 10:15:00 IST,BEAR,2025-12-31 10:20:00 IST,147.95,136.18,171.5,171.49,177.37,183.26,2025-12-31 15:20:00 IST,136.18,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
SIRCA,2026-01-16 10:15:00 IST,BULL,2026-01-16 10:20:00 IST,491.4,459.8,554.6,554.6,570.4,586.2,2026-01-16 15:20:00 IST,459.8,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
SIRCA,2026-04-10 10:15:00 IST,BEAR,2026-04-10 10:20:00 IST,437.15,397.06,517.32,517.33,537.37,557.42,2026-04-10 15:20:00 IST,424.08,HORIZON_REACHED,-0.326,20,75.0,True,True,True,True,True,NONE
LODHA,2026-05-29 10:15:00 IST,BEAR,2026-05-29 10:20:00 IST,938.1,872.14,1070.02,1070.02,1103.0,1135.98,2026-05-29 15:20:00 IST,872.14,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
LTFOODS,2026-03-27 10:15:00 IST,SIDEWAYS,2026-03-27 10:20:00 IST,593.52,579.54,621.46,621.48,628.47,635.46,2026-03-27 15:20:00 IST,621.48,T1_HIT,2.0,19,75.0,True,True,True,True,True,NONE
BBTC,2025-09-26 10:15:00 IST,BULL,2025-09-26 10:20:00 IST,1291.45,1261.46,1351.43,1351.43,1366.43,1381.42,2025-09-26 15:20:00 IST,1351.43,T1_HIT,2.0,3,75.0,True,True,True,True,True,NONE
RTNINDIA,2025-10-17 10:15:00 IST,SIDEWAYS,2025-10-17 10:20:00 IST,1695.54,1653.36,1779.9,1779.9,1800.99,1822.08,2025-10-17 15:20:00 IST,1779.9,T1_HIT,2.0,7,75.0,True,True,True,True,True,NONE
IIFL,2025-10-28 10:15:00 IST,BULL,2025-10-28 10:20:00 IST,510.03,482.94,564.2,564.21,577.75,591.3,2025-10-28 15:20:00 IST,564.21,T1_HIT,2.0,20,75.0,True,True,True,True,True,NONE
IIFL,2025-11-26 10:15:00 IST,BULL,2025-11-26 10:20:00 IST,566.56,526.91,645.85,645.86,665.68,685.51,2025-11-26 15:20:00 IST,597.72,HORIZON_REACHED,0.786,20,75.0,True,True,True,True,True,NONE
IIFL,2025-12-24 10:15:00 IST,BULL,2025-12-24 10:20:00 IST,597.73,549.22,694.75,694.75,719.0,743.26,2025-12-24 15:20:00 IST,549.22,SL_HIT,-1.0,20,75.0,True,True,True,True,True,NONE
TRITURBINE,2026-04-08 10:15:00 IST,BEAR,2026-04-08 10:20:00 IST,464.75,428.52,537.2,537.21,555.33,573.44,2026-04-08 15:20:00 IST,537.21,T1_HIT,2.0,7,75.0,True,True,True,True,True,NONE
TRITURBINE,2026-08-06 10:15:00 IST,BULL,2026-08-06 10:20:00 IST,646.35,598.44,742.17,742.17,766.12,790.08,2026-08-06 15:20:00 IST,598.44,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
PREMIERENE,2026-04-01 10:15:00 IST,SIDEWAYS,2026-04-01 10:20:00 IST,937.01,839.62,1131.78,1131.79,1180.48,1229.18,2026-04-01 15:20:00 IST,1017.36,HORIZON_REACHED,0.825,20,75.0,True,True,True,True,True,NONE
PREMIERENE,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,1033.84,945.13,1211.25,1211.26,1255.61,1299.97,2026-04-17 15:20:00 IST,945.13,SL_HIT,-1.0,18,75.0,True,True,True,True,True,NONE
PREMIERENE,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,1117.2,1009.81,1331.98,1331.98,1385.68,1439.37,2026-07-10 15:20:00 IST,1009.81,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
POWERINDIA,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,20457.0,16553.26,28264.49,28264.48,30216.35,32168.22,2025-11-04 15:20:00 IST,21850.64,HORIZON_REACHED,0.357,20,75.0,True,True,True,True,True,NONE
POWERINDIA,2026-04-09 10:15:00 IST,BULL,2026-04-09 10:20:00 IST,27315.0,24088.89,33767.21,33767.22,35380.28,36993.33,2026-04-09 15:20:00 IST,33767.22,T1_HIT,2.0,14,75.0,True,True,True,True,True,NONE
POWERINDIA,2026-05-29 10:15:00 IST,BULL,2026-05-29 10:20:00 IST,38445.0,33867.36,47600.29,47600.28,49889.1,52177.92,2026-05-29 15:20:00 IST,33867.36,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
ETERNAL,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,3287.35,3217.5,3427.04,3427.05,3461.97,3496.9,2026-04-17 15:20:00 IST,3217.5,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
SBIN,2025-10-28 10:15:00 IST,BULL,2025-10-28 10:20:00 IST,913.78,873.95,993.45,993.44,1013.35,1033.27,2025-10-28 15:20:00 IST,966.48,HORIZON_REACHED,1.323,20,75.0,True,True,True,True,True,NONE
SBIN,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,940.64,900.06,1021.81,1021.8,1042.09,1062.38,2025-11-04 15:20:00 IST,934.19,HORIZON_REACHED,-0.159,20,75.0,True,True,True,True,True,NONE
CHOICEIN,2025-11-19 10:15:00 IST,SIDEWAYS,2025-11-19 10:20:00 IST,799.75,775.57,848.12,848.11,860.2,872.29,2025-11-19 15:20:00 IST,775.57,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
CHOICEIN,2025-11-26 10:15:00 IST,BULL,2025-11-26 10:20:00 IST,811.05,773.54,886.08,886.07,904.82,923.58,2025-11-26 15:20:00 IST,773.54,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
CHOICEIN,2026-06-29 10:15:00 IST,SIDEWAYS,2026-06-29 10:20:00 IST,745.2,703.23,829.14,829.14,850.13,871.11,2026-06-29 15:20:00 IST,829.14,T1_HIT,2.0,8,75.0,True,True,True,True,True,NONE
WEWORK,2025-08-22 10:15:00 IST,SIDEWAYS,2025-08-22 10:20:00 IST,1240.12,1214.59,1291.17,1291.18,1303.94,1316.71,2025-08-22 15:20:00 IST,1291.18,T1_HIT,2.0,6,75.0,True,True,True,True,True,NONE
WEWORK,2026-05-15 10:15:00 IST,BULL,2026-05-15 10:20:00 IST,2187.48,2138.91,2284.6,2284.62,2308.91,2333.19,2026-05-15 15:20:00 IST,2138.91,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
WEWORK,2026-07-03 10:15:00 IST,BULL,2026-07-03 10:20:00 IST,2268.36,2186.94,2431.2,2431.2,2471.91,2512.62,2026-07-03 15:20:00 IST,2186.94,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
HGINFRA,2026-08-06 10:15:00 IST,BEAR,2026-08-06 10:20:00 IST,550.28,528.98,592.9,592.88,603.53,614.18,2026-08-06 15:20:00 IST,528.98,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
MINDACORP,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,590.8,560.03,652.34,652.34,667.72,683.11,2025-11-04 15:20:00 IST,589.66,HORIZON_REACHED,-0.037,20,75.0,True,True,True,True,True,NONE
MINDACORP,2026-04-17 10:15:00 IST,SIDEWAYS,2026-04-17 10:20:00 IST,532.8,497.8,602.81,602.8,620.3,637.8,2026-04-17 15:20:00 IST,515.34,HORIZON_REACHED,-0.499,20,75.0,True,True,True,True,True,NONE
MINDACORP,2026-06-15 10:15:00 IST,BULL,2026-06-15 10:20:00 IST,662.55,622.94,741.76,741.77,761.57,781.38,2026-06-15 15:20:00 IST,704.34,HORIZON_REACHED,1.055,20,75.0,True,True,True,True,True,NONE
MINDACORP,2026-08-03 10:15:00 IST,BULL,2026-08-03 10:20:00 IST,726.78,673.35,833.65,833.64,860.35,887.07,2026-08-03 15:20:00 IST,712.57,HORIZON_REACHED,-0.266,20,75.0,True,True,True,True,True,NONE
ADANIPORTS,2025-11-12 10:15:00 IST,BULL,2025-11-12 10:20:00 IST,1500.58,1416.01,1669.7,1669.72,1712.0,1754.29,2025-11-12 15:20:00 IST,1491.78,HORIZON_REACHED,-0.104,20,75.0,True,True,True,True,True,NONE
ADANIPORTS,2025-11-26 10:15:00 IST,BULL,2025-11-26 10:20:00 IST,1499.88,1458.26,1583.12,1583.12,1603.93,1624.74,2025-11-26 15:20:00 IST,1458.26,SL_HIT,-1.0,9,75.0,True,True,True,True,True,NONE
ADANIPORTS,2026-05-15 10:15:00 IST,BULL,2026-05-15 10:20:00 IST,1787.57,1671.29,2020.12,2020.13,2078.27,2136.41,2026-05-15 15:20:00 IST,1812.92,HORIZON_REACHED,0.218,20,75.0,True,True,True,True,True,NONE
SIGNPOST,2026-04-20 10:15:00 IST,BULL,2026-04-20 10:20:00 IST,270.41,229.18,352.87,352.87,373.49,394.1,2026-04-20 15:20:00 IST,273.58,HORIZON_REACHED,0.077,20,75.0,True,True,True,True,True,NONE
SIGNPOST,2026-06-30 10:15:00 IST,BULL,2026-06-30 10:20:00 IST,273.35,244.12,331.81,331.81,346.43,361.04,2026-06-30 15:20:00 IST,331.81,T1_HIT,2.0,10,75.0,True,True,True,True,True,NONE
KIRLOSBROS,2026-01-30 10:15:00 IST,BEAR,2026-01-30 10:20:00 IST,1566.3,1457.46,1783.97,1783.98,1838.4,1892.82,2026-01-30 15:20:00 IST,1582.84,HORIZON_REACHED,0.152,20,75.0,True,True,True,True,True,NONE
PAYTM,2026-05-15 10:15:00 IST,BULL,2026-05-15 10:20:00 IST,738.08,694.03,826.19,826.18,848.21,870.23,2026-05-15 15:20:00 IST,804.11,HORIZON_REACHED,1.499,20,75.0,True,True,True,True,True,NONE
PURVA,2025-12-23 10:15:00 IST,SIDEWAYS,2025-12-23 10:20:00 IST,259.49,232.85,312.77,312.77,326.09,339.41,2025-12-23 15:20:00 IST,232.85,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
PURVA,2026-01-14 10:15:00 IST,SIDEWAYS,2026-01-14 10:20:00 IST,251.42,224.56,305.14,305.14,318.57,332.0,2026-01-14 15:20:00 IST,224.56,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
RENUKA,2026-04-23 10:15:00 IST,BULL,2026-04-23 10:20:00 IST,28.89,27.26,32.15,32.15,32.96,33.78,2026-04-23 15:20:00 IST,27.26,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
LALPATHLAB,2025-11-19 10:15:00 IST,SIDEWAYS,2025-11-19 10:20:00 IST,1596.2,1500.49,1787.63,1787.62,1835.48,1883.33,2025-11-19 15:20:00 IST,1500.49,SL_HIT,-1.0,9,75.0,True,True,True,True,True,NONE
LALPATHLAB,2026-07-24 10:15:00 IST,BULL,2026-07-24 10:20:00 IST,1754.53,1659.24,1945.11,1945.11,1992.75,2040.4,2026-07-24 15:20:00 IST,1945.11,T1_HIT,2.0,7,75.0,True,True,True,True,True,NONE
NAVINFLUOR,2025-12-10 10:15:00 IST,BULL,2025-12-10 10:20:00 IST,5942.85,5416.37,6995.82,6995.81,7259.05,7522.29,2025-12-10 15:20:00 IST,5765.43,HORIZON_REACHED,-0.337,20,75.0,True,True,True,True,True,NONE
NAVINFLUOR,2026-04-20 10:15:00 IST,BULL,2026-04-20 10:20:00 IST,6463.72,5961.72,7467.74,7467.72,7718.72,7969.72,2026-04-20 15:20:00 IST,6896.44,HORIZON_REACHED,0.862,20,75.0,True,True,True,True,True,NONE
