scanner,gate_component,full_mean_R,ablated_mean_R,delta_mean_R,p_value,cohen_d,action_recommendation
MULTI_TF,GATE_1H_TREND,0.0066,-0.067,0.0736,0.6152,0.0663,MARGINAL
MULTI_TF,GATE_30M_SQUEEZE,0.0066,-0.067,0.0736,0.6083,0.0663,MARGINAL
MULTI_TF,GATE_15M_THRUST,0.0066,-0.067,0.0736,0.6065,0.0663,MARGINAL
MULTI_TF,GATE_DIURNAL_RVOL,0.0066,-0.067,0.0736,0.6042,0.0663,MARGINAL
