symbol,variant_id,scan_date,partition,regime,entry_price,stop_loss,target_1,signal_rr,score,thrust_atr,ext_pct,realized_rr,exit_reason,exit_date,holding_period_bars,max_favorable_excursion_r,max_adverse_excursion_r,r1_hit_before_sl,r1_5_hit_before_sl,r2_hit_before_sl,post_sl_recovered_entry,post_sl_recovered_t1,post_sl_max_recovery_r
ADANIENSOL,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,967.55,921.74,1059.17,2.0,85.0,0.37,0.89,0.37,EXPIRED_POS,2025-11-27,20,1.8,0.49,1,1,0,0,0,0.0
ADANIENSOL,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,967.55,921.74,1059.17,2.0,85.0,0.37,0.89,0.37,EXPIRED_POS,2025-11-27,20,1.8,0.49,1,1,0,0,0,0.0
ADANIENSOL,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,967.55,921.74,1059.17,2.0,85.0,0.37,0.89,0.37,EXPIRED_POS,2025-11-27,20,1.8,0.49,1,1,0,0,0,0.0
ADANIENSOL,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,967.55,921.74,1059.17,2.0,85.0,0.37,0.89,0.37,EXPIRED_POS,2025-11-27,20,1.8,0.49,1,1,0,0,0,0.0
ADANIENSOL,EOD_CHALL_E_COMBINED,2025-10-29,DEV,BULL,967.55,921.74,1059.17,2.0,85.0,0.37,0.89,0.37,EXPIRED_POS,2025-11-27,20,1.8,0.49,1,1,0,0,0,0.0
ADANIENSOL,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,967.55,921.74,1059.17,2.0,85.0,0.37,0.89,0.37,EXPIRED_POS,2025-11-27,20,1.8,0.49,1,1,0,0,0,0.0
ADANIENSOL,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,967.55,921.74,1059.17,2.0,85.0,0.37,0.89,0.37,EXPIRED_POS,2025-11-27,20,1.8,0.49,1,1,0,0,0,0.0
ADANIENSOL,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,967.55,921.74,1059.17,2.0,90.0,0.37,0.89,0.37,EXPIRED_POS,2025-11-27,20,1.8,0.49,1,1,0,0,0,0.0
DATAMATICS,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,969.7,911.58,1085.94,2.0,85.0,1.38,4.3,-1.0,SL_HIT,2025-11-03,3,0.69,1.16,0,0,0,0,0,-0.41
DATAMATICS,EOD_CHALL_A_THRUST,2025-10-29,DEV,BULL,969.7,911.58,1085.94,2.0,85.0,1.38,4.3,-1.0,SL_HIT,2025-11-03,3,0.69,1.16,0,0,0,0,0,-0.41
DATAMATICS,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,969.7,911.58,1085.94,2.0,85.0,1.38,4.3,-1.0,SL_HIT,2025-11-03,3,0.69,1.16,0,0,0,0,0,-0.41
DATAMATICS,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,969.7,911.58,1085.94,2.0,85.0,1.38,4.3,-1.0,SL_HIT,2025-11-03,3,0.69,1.16,0,0,0,0,0,-0.41
DATAMATICS,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,969.7,911.58,1085.94,2.0,70.0,1.38,4.3,-1.0,SL_HIT,2025-11-03,3,0.69,1.16,0,0,0,0,0,-0.41
GPPL,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,161.02,153.54,175.98,2.0,100.0,0.29,0.68,2.0,T1_HIT,2025-11-07,6,2.2,0.58,1,1,1,0,0,0.0
GPPL,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,161.02,153.54,175.98,2.0,100.0,0.29,0.68,2.0,T1_HIT,2025-11-07,6,2.2,0.58,1,1,1,0,0,0.0
GPPL,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,161.02,153.54,175.98,2.0,100.0,0.29,0.68,2.0,T1_HIT,2025-11-07,6,2.2,0.58,1,1,1,0,0,0.0
GPPL,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,161.02,153.54,175.98,2.0,100.0,0.29,0.68,2.0,T1_HIT,2025-11-07,6,2.2,0.58,1,1,1,0,0,0.0
GPPL,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,161.02,153.54,175.98,2.0,100.0,0.29,0.68,2.0,T1_HIT,2025-11-07,6,2.2,0.58,1,1,1,0,0,0.0
GPPL,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,161.02,153.54,175.98,2.0,100.0,0.29,0.68,2.0,T1_HIT,2025-11-07,6,2.2,0.58,1,1,1,0,0,0.0
HSCL,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,85.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
HSCL,EOD_CHALL_A_THRUST,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,85.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
HSCL,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,85.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
HSCL,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,85.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
HSCL,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,85.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
HSCL,EOD_CHALL_E_COMBINED,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,85.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
HSCL,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,85.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
HSCL,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,85.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
HSCL,EOD_CHALL_H_THRUST_CALIBRATED,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,85.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
HSCL,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,485.09,461.04,533.19,2.0,90.0,0.62,1.56,-1.0,SL_HIT,2025-11-04,4,0.36,1.03,0,0,0,0,0,-0.86
IOC,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,156.27,150.01,168.79,2.0,85.0,1.72,3.56,0.11,EXPIRED_POS,2025-11-27,20,1.75,0.14,1,1,0,0,0,0.0
IOC,EOD_CHALL_A_THRUST,2025-10-29,DEV,BULL,156.27,150.01,168.79,2.0,85.0,1.72,3.56,0.11,EXPIRED_POS,2025-11-27,20,1.75,0.14,1,1,0,0,0,0.0
IOC,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,156.27,150.01,168.79,2.0,85.0,1.72,3.56,0.11,EXPIRED_POS,2025-11-27,20,1.75,0.14,1,1,0,0,0,0.0
IOC,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,156.27,150.01,168.79,2.0,85.0,1.72,3.56,0.11,EXPIRED_POS,2025-11-27,20,1.75,0.14,1,1,0,0,0,0.0
IOC,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,156.27,150.01,168.79,2.0,70.0,1.72,3.56,0.11,EXPIRED_POS,2025-11-27,20,1.75,0.14,1,1,0,0,0,0.0
KPIGREEN,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,531.16,503.44,586.6,2.0,85.0,0.46,1.29,-1.0,SL_HIT,2025-11-07,6,0.38,1.39,0,0,0,0,0,-0.58
KPIGREEN,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,531.16,503.44,586.6,2.0,85.0,0.46,1.29,-1.0,SL_HIT,2025-11-07,6,0.38,1.39,0,0,0,0,0,-0.58
KPIGREEN,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,531.16,503.44,586.6,2.0,85.0,0.46,1.29,-1.0,SL_HIT,2025-11-07,6,0.38,1.39,0,0,0,0,0,-0.58
KPIGREEN,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,531.16,503.44,586.6,2.0,85.0,0.46,1.29,-1.0,SL_HIT,2025-11-07,6,0.38,1.39,0,0,0,0,0,-0.58
KPIGREEN,EOD_CHALL_E_COMBINED,2025-10-29,DEV,BULL,531.16,503.44,586.6,2.0,85.0,0.46,1.29,-1.0,SL_HIT,2025-11-07,6,0.38,1.39,0,0,0,0,0,-0.58
KPIGREEN,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,531.16,503.44,586.6,2.0,85.0,0.46,1.29,-1.0,SL_HIT,2025-11-07,6,0.38,1.39,0,0,0,0,0,-0.58
KPIGREEN,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,531.16,503.44,586.6,2.0,85.0,0.46,1.29,-1.0,SL_HIT,2025-11-07,6,0.38,1.39,0,0,0,0,0,-0.58
KPIGREEN,EOD_CHALL_H_THRUST_CALIBRATED,2025-10-29,DEV,BULL,531.16,503.44,586.6,2.0,85.0,0.46,1.29,-1.0,SL_HIT,2025-11-07,6,0.38,1.39,0,0,0,0,0,-0.58
KPIGREEN,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,531.16,503.44,586.6,2.0,90.0,0.46,1.29,-1.0,SL_HIT,2025-11-07,6,0.38,1.39,0,0,0,0,0,-0.58
MAYURUNIQ,EOD_CHAMPION_V1,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,85.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
MAYURUNIQ,EOD_CHALL_A_THRUST,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,85.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
MAYURUNIQ,EOD_CHALL_B_SCORE80,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,85.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
MAYURUNIQ,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,85.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
MAYURUNIQ,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,85.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
MAYURUNIQ,EOD_CHALL_E_COMBINED,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,85.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
MAYURUNIQ,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,85.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
MAYURUNIQ,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,85.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
MAYURUNIQ,EOD_CHALL_H_THRUST_CALIBRATED,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,85.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
MAYURUNIQ,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,NEUTRAL,524.4,496.99,579.22,2.0,90.0,0.51,1.36,-1.0,SL_HIT,2025-11-20,15,1.48,1.07,1,0,0,0,0,-0.47
RECLTD,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,377.25,363.24,405.27,2.0,90.0,0.01,0.02,-1.0,SL_HIT,2025-11-04,4,0.14,1.08,0,0,0,0,0,-0.9
RECLTD,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,377.25,363.24,405.27,2.0,90.0,0.01,0.02,-1.0,SL_HIT,2025-11-04,4,0.14,1.08,0,0,0,0,0,-0.9
RECLTD,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,377.25,363.24,405.27,2.0,90.0,0.01,0.02,-1.0,SL_HIT,2025-11-04,4,0.14,1.08,0,0,0,0,0,-0.9
RECLTD,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,377.25,363.24,405.27,2.0,90.0,0.01,0.02,-1.0,SL_HIT,2025-11-04,4,0.14,1.08,0,0,0,0,0,-0.9
RECLTD,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,377.25,363.24,405.27,2.0,90.0,0.01,0.02,-1.0,SL_HIT,2025-11-04,4,0.14,1.08,0,0,0,0,0,-0.9
RECLTD,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,377.25,363.24,405.27,2.0,95.0,0.01,0.02,-1.0,SL_HIT,2025-11-04,4,0.14,1.08,0,0,0,0,0,-0.9
RRKABEL,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,1417.85,1355.88,1541.79,2.0,75.0,0.15,0.39,-1.0,SL_HIT,2025-11-07,6,1.58,1.1,1,1,0,1,0,0.11
RRKABEL,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,1417.85,1355.88,1541.79,2.0,75.0,0.15,0.39,-1.0,SL_HIT,2025-11-07,6,1.58,1.1,1,1,0,1,0,0.11
RRKABEL,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,1417.85,1355.88,1541.79,2.0,75.0,0.15,0.39,-1.0,SL_HIT,2025-11-07,6,1.58,1.1,1,1,0,1,0,0.11
RRKABEL,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,1417.85,1355.88,1541.79,2.0,75.0,0.15,0.39,-1.0,SL_HIT,2025-11-07,6,1.58,1.1,1,1,0,1,0,0.11
RRKABEL,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,1417.85,1355.88,1541.79,2.0,80.0,0.15,0.39,-1.0,SL_HIT,2025-11-07,6,1.58,1.1,1,1,0,1,0,0.11
SHRIRAMFIN,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SHRIRAMFIN,EOD_CHALL_A_THRUST,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SHRIRAMFIN,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SHRIRAMFIN,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SHRIRAMFIN,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SHRIRAMFIN,EOD_CHALL_E_COMBINED,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SHRIRAMFIN,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SHRIRAMFIN,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SHRIRAMFIN,EOD_CHALL_H_THRUST_CALIBRATED,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SHRIRAMFIN,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,729.85,698.85,791.85,2.0,100.0,0.52,1.12,2.0,T1_HIT,2025-11-04,4,2.41,0.37,1,1,1,0,0,0.0
SKMEGGPROD,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,193.35,179.76,220.53,2.0,85.0,0.79,3.26,2.0,T1_HIT,2025-11-03,3,2.88,0.0,1,1,1,0,0,0.0
SKMEGGPROD,EOD_CHALL_A_THRUST,2025-10-29,DEV,BULL,193.35,179.76,220.53,2.0,85.0,0.79,3.26,2.0,T1_HIT,2025-11-03,3,2.88,0.0,1,1,1,0,0,0.0
SKMEGGPROD,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,193.35,179.76,220.53,2.0,85.0,0.79,3.26,2.0,T1_HIT,2025-11-03,3,2.88,0.0,1,1,1,0,0,0.0
SKMEGGPROD,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,193.35,179.76,220.53,2.0,85.0,0.79,3.26,2.0,T1_HIT,2025-11-03,3,2.88,0.0,1,1,1,0,0,0.0
SKMEGGPROD,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,193.35,179.76,220.53,2.0,70.0,0.79,3.26,2.0,T1_HIT,2025-11-03,3,2.88,0.0,1,1,1,0,0,0.0
UNITDSPR,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,1370.6,1319.32,1473.16,2.0,100.0,0.43,0.81,1.13,EXPIRED_POS,2025-11-27,20,1.94,0.22,1,1,0,0,0,0.0
UNITDSPR,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,1370.6,1319.32,1473.16,2.0,100.0,0.43,0.81,1.13,EXPIRED_POS,2025-11-27,20,1.94,0.22,1,1,0,0,0,0.0
UNITDSPR,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,1370.6,1319.32,1473.16,2.0,100.0,0.43,0.81,1.13,EXPIRED_POS,2025-11-27,20,1.94,0.22,1,1,0,0,0,0.0
UNITDSPR,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,1370.6,1319.32,1473.16,2.0,100.0,0.43,0.81,1.13,EXPIRED_POS,2025-11-27,20,1.94,0.22,1,1,0,0,0,0.0
UNITDSPR,EOD_CHALL_E_COMBINED,2025-10-29,DEV,BULL,1370.6,1319.32,1473.16,2.0,100.0,0.43,0.81,1.13,EXPIRED_POS,2025-11-27,20,1.94,0.22,1,1,0,0,0,0.0
UNITDSPR,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,1370.6,1319.32,1473.16,2.0,100.0,0.43,0.81,1.13,EXPIRED_POS,2025-11-27,20,1.94,0.22,1,1,0,0,0,0.0
UNITDSPR,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,1370.6,1319.32,1473.16,2.0,100.0,0.43,0.81,1.13,EXPIRED_POS,2025-11-27,20,1.94,0.22,1,1,0,0,0,0.0
UNITDSPR,EOD_CHALL_H_THRUST_CALIBRATED,2025-10-29,DEV,BULL,1370.6,1319.32,1473.16,2.0,100.0,0.43,0.81,1.13,EXPIRED_POS,2025-11-27,20,1.94,0.22,1,1,0,0,0,0.0
UNITDSPR,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,1370.6,1319.32,1473.16,2.0,100.0,0.43,0.81,1.13,EXPIRED_POS,2025-11-27,20,1.94,0.22,1,1,0,0,0,0.0
^CNXENERGY,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,36347.95,35697.88,37648.09,2.0,70.0,1.41,1.27,-1.0,SL_HIT,2025-11-07,6,0.26,1.32,0,0,0,1,0,0.27
^CNXENERGY,EOD_CHALL_A_THRUST,2025-10-29,DEV,BULL,36347.95,35697.88,37648.09,2.0,70.0,1.41,1.27,-1.0,SL_HIT,2025-11-07,6,0.26,1.32,0,0,0,1,0,0.27
^CNXENERGY,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,36347.95,35697.88,37648.09,2.0,70.0,1.41,1.27,-1.0,SL_HIT,2025-11-07,6,0.26,1.32,0,0,0,1,0,0.27
^CNXENERGY,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,36347.95,35697.88,37648.09,2.0,70.0,1.41,1.27,-1.0,SL_HIT,2025-11-07,6,0.26,1.32,0,0,0,1,0,0.27
^CNXENERGY,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,36347.95,35697.88,37648.09,2.0,70.0,1.41,1.27,-1.0,SL_HIT,2025-11-07,6,0.26,1.32,0,0,0,1,0,0.27
^CNXENERGY,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,36347.95,35697.88,37648.09,2.0,70.0,1.41,1.27,-1.0,SL_HIT,2025-11-07,6,0.26,1.32,0,0,0,1,0,0.27
^CNXENERGY,EOD_CHALL_H_THRUST_CALIBRATED,2025-10-29,DEV,BULL,36347.95,35697.88,37648.09,2.0,70.0,1.41,1.27,-1.0,SL_HIT,2025-11-07,6,0.26,1.32,0,0,0,1,0,0.27
^CNXENERGY,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,36347.95,35697.88,37648.09,2.0,75.0,1.41,1.27,-1.0,SL_HIT,2025-11-07,6,0.26,1.32,0,0,0,1,0,0.27
^CNXINFRA,EOD_CHAMPION_V1,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,85.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
^CNXINFRA,EOD_CHALL_A_THRUST,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,85.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
^CNXINFRA,EOD_CHALL_B_SCORE80,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,85.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
^CNXINFRA,EOD_CHALL_C_EXTENSION,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,85.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
^CNXINFRA,EOD_CHALL_D_THRUST_030,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,85.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
^CNXINFRA,EOD_CHALL_E_COMBINED,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,85.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
^CNXINFRA,EOD_CHALL_F_CALIBRATED_SCORE,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,85.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
^CNXINFRA,EOD_CHALL_G_SWEET_SPOT,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,85.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
^CNXINFRA,EOD_CHALL_H_THRUST_CALIBRATED,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,85.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
^CNXINFRA,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-10-29,DEV,BULL,9661.85,9501.95,9981.65,2.0,95.0,1.08,0.9,-1.0,SL_HIT,2025-11-06,5,0.13,1.14,0,0,0,1,0,0.43
BERGEPAINT,EOD_CHAMPION_V1,2025-11-13,DEV,BULL,577.9,553.86,625.98,2.0,75.0,0.71,1.49,-1.0,SL_HIT,2025-12-02,13,0.69,1.16,0,0,0,0,0,-0.68
BERGEPAINT,EOD_CHALL_A_THRUST,2025-11-13,DEV,BULL,577.9,553.86,625.98,2.0,75.0,0.71,1.49,-1.0,SL_HIT,2025-12-02,13,0.69,1.16,0,0,0,0,0,-0.68
BERGEPAINT,EOD_CHALL_C_EXTENSION,2025-11-13,DEV,BULL,577.9,553.86,625.98,2.0,75.0,0.71,1.49,-1.0,SL_HIT,2025-12-02,13,0.69,1.16,0,0,0,0,0,-0.68
BERGEPAINT,EOD_CHALL_D_THRUST_030,2025-11-13,DEV,BULL,577.9,553.86,625.98,2.0,75.0,0.71,1.49,-1.0,SL_HIT,2025-12-02,13,0.69,1.16,0,0,0,0,0,-0.68
BERGEPAINT,EOD_CHALL_E_COMBINED,2025-11-13,DEV,BULL,577.9,553.86,625.98,2.0,75.0,0.71,1.49,-1.0,SL_HIT,2025-12-02,13,0.69,1.16,0,0,0,0,0,-0.68
BERGEPAINT,EOD_CHALL_F_CALIBRATED_SCORE,2025-11-13,DEV,BULL,577.9,553.86,625.98,2.0,75.0,0.71,1.49,-1.0,SL_HIT,2025-12-02,13,0.69,1.16,0,0,0,0,0,-0.68
BERGEPAINT,EOD_CHALL_G_SWEET_SPOT,2025-11-13,DEV,BULL,577.9,553.86,625.98,2.0,75.0,0.71,1.49,-1.0,SL_HIT,2025-12-02,13,0.69,1.16,0,0,0,0,0,-0.68
BERGEPAINT,EOD_CHALL_H_THRUST_CALIBRATED,2025-11-13,DEV,BULL,577.9,553.86,625.98,2.0,75.0,0.71,1.49,-1.0,SL_HIT,2025-12-02,13,0.69,1.16,0,0,0,0,0,-0.68
BERGEPAINT,EOD_CHALL_I_MONOTONIC_RUBRIC,2025-11-13,DEV,BULL,577.9,553.86,625.98,2.0,80.0,0.71,1.49,-1.0,SL_HIT,2025-12-02,13,0.69,1.16,0,0,0,0,0,-0.68
ANURAS,EOD_CHAMPION_V1,2025-11-20,DEV,BULL,1179.2,1124.88,1287.84,2.0,70.0,1.99,4.8,2.0,T1_HIT,2025-12-09,13,2.4,0.13,1,1,1,0,0,0.0
ANURAS,EOD_CHALL_A_THRUST,2025-11-20,DEV,BULL,1179.2,1124.88,1287.84,2.0,70.0,1.99,4.8,2.0,T1_HIT,2025-12-09,13,2.4,0.13,1,1,1,0,0,0.0
ANURAS,EOD_CHALL_D_THRUST_030,2025-11-20,DEV,BULL,1179.2,1124.88,1287.84,2.0,70.0,1.99,4.8,2.0,T1_HIT,2025-12-09,13,2.4,0.13,1,1,1,0,0,0.0
ANURAS,EOD_CHALL_G_SWEET_SPOT,2025-11-20,DEV,BULL,1179.2,1124.88,1287.84,2.0,70.0,1.99,4.8,2.0,T1_HIT,2025-12-09,13,2.4,0.13,1,1,1,0,0,0.0
