scanner,candidate_id,timing_mode,compound,be_threshold,n,net_wr,net_er,net_pf,max_dd_r,r5_pct,lock_n,lock_wr,lock_er,lock_pf,bull_n,bull_wr,bull_er,neut_n,neut_wr,neut_er,bear_n,bear_wr,bear_er
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T3_CONFIRM_VOL_STRUCTURE_TIGHT_BULL_RS70_BE15,T3_CONFIRM_VOL,STRUCTURE_TIGHT_BULL_RS70,1.5,82,34.15,-0.2664,0.555,24.71,0.0,23,34.78,-0.085,0.85,82,34.15,-0.2664,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T3_CONFIRM_VOL_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE0,T3_CONFIRM_VOL,STRUCTURE_TIGHT_NONBEAR_CPOS75,0.0,110,35.45,-0.248,0.598,34.46,0.0,27,40.74,0.1037,1.227,85,40.0,-0.1323,25,20.0,-0.6413,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T3_CONFIRM_VOL_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE5,T3_CONFIRM_VOL,STRUCTURE_TIGHT_NONBEAR_CPOS75,0.5,110,35.45,-0.0831,0.816,18.59,0.0,27,40.74,0.317,2.304,85,40.0,0.0184,25,20.0,-0.428,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T3_CONFIRM_VOL_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE8,T3_CONFIRM_VOL,STRUCTURE_TIGHT_NONBEAR_CPOS75,0.8,110,35.45,-0.1675,0.687,26.66,0.0,27,40.74,0.2311,1.702,85,40.0,-0.0743,25,20.0,-0.4845,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T3_CONFIRM_VOL_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE10,T3_CONFIRM_VOL,STRUCTURE_TIGHT_NONBEAR_CPOS75,1.0,110,35.45,-0.1964,0.652,29.84,0.0,27,40.74,0.1526,1.374,85,40.0,-0.0992,25,20.0,-0.5269,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T3_CONFIRM_VOL_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE12,T3_CONFIRM_VOL,STRUCTURE_TIGHT_NONBEAR_CPOS75,1.2,110,35.45,-0.2227,0.623,32.73,0.0,27,40.74,0.1122,1.251,85,40.0,-0.112,25,20.0,-0.5989,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T3_CONFIRM_VOL_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE15,T3_CONFIRM_VOL,STRUCTURE_TIGHT_NONBEAR_CPOS75,1.5,110,35.45,-0.2384,0.607,33.4,0.0,27,40.74,0.1037,1.227,85,40.0,-0.1323,25,20.0,-0.5989,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_RS70_BE0,T4_CONFIRM_RANGE,CPOS75_RS70,0.0,912,46.6,-0.0389,0.915,45.36,0.0,162,44.44,-0.0694,0.848,795,46.67,-0.0449,97,47.42,0.0159,20,40.0,-0.0674
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_RS70_BE5,T4_CONFIRM_RANGE,CPOS75_RS70,0.5,912,46.6,0.0719,1.206,13.97,0.0,162,44.44,0.0379,1.108,795,46.67,0.0616,97,47.42,0.1425,20,40.0,0.1417
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_RS70_BE8,T4_CONFIRM_RANGE,CPOS75_RS70,0.8,912,46.6,0.019,1.047,25.29,0.0,162,44.44,0.0048,1.013,795,46.67,0.0092,97,47.42,0.0879,20,40.0,0.0743
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_RS70_BE10,T4_CONFIRM_RANGE,CPOS75_RS70,1.0,912,46.6,-0.003,0.993,34.38,0.0,162,44.44,-0.0338,0.92,795,46.67,-0.0138,97,47.42,0.077,20,40.0,0.0397
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_RS70_BE12,T4_CONFIRM_RANGE,CPOS75_RS70,1.2,912,46.6,-0.0177,0.96,39.73,0.0,162,44.44,-0.0483,0.889,795,46.67,-0.0269,97,47.42,0.0567,20,40.0,-0.0144
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_RS70_BE15,T4_CONFIRM_RANGE,CPOS75_RS70,1.5,912,46.6,-0.024,0.946,42.05,0.0,162,44.44,-0.0563,0.873,795,46.67,-0.0325,97,47.42,0.0437,20,40.0,-0.0144
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_VOL14X_BE0,T4_CONFIRM_RANGE,CPOS75_VOL14X,0.0,379,46.7,-0.0005,0.999,19.4,0.0,69,52.17,0.0767,1.198,305,47.21,0.0033,51,47.06,0.0926,23,39.13,-0.2568
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_VOL14X_BE5,T4_CONFIRM_RANGE,CPOS75_VOL14X,0.5,379,46.7,0.1137,1.336,12.05,0.0,69,52.17,0.1851,1.665,305,47.21,0.1084,51,47.06,0.267,23,39.13,-0.155
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_VOL14X_BE8,T4_CONFIRM_RANGE,CPOS75_VOL14X,0.8,379,46.7,0.0703,1.184,13.51,0.0,69,52.17,0.1419,1.441,305,47.21,0.0646,51,47.06,0.2177,23,39.13,-0.1806
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_VOL14X_BE10,T4_CONFIRM_RANGE,CPOS75_VOL14X,1.0,379,46.7,0.056,1.141,13.7,0.0,69,52.17,0.0958,1.261,305,47.21,0.0526,51,47.06,0.1964,23,39.13,-0.2107
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_VOL14X_BE12,T4_CONFIRM_RANGE,CPOS75_VOL14X,1.2,379,46.7,0.0397,1.096,15.73,0.0,69,52.17,0.0804,1.21,305,47.21,0.0365,51,47.06,0.172,23,39.13,-0.2107
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_CPOS75_VOL14X_BE15,T4_CONFIRM_RANGE,CPOS75_VOL14X,1.5,379,46.7,0.0228,1.053,17.02,0.0,69,52.17,0.0771,1.2,305,47.21,0.0224,51,47.06,0.1304,23,39.13,-0.2107
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_RS70_VOL14X_BE0,T4_CONFIRM_RANGE,RS70_VOL14X,0.0,793,53.09,0.0877,1.238,23.19,0.0,154,48.05,0.0249,1.059,722,53.32,0.0856,56,53.57,0.1512,15,40.0,-0.049
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_RS70_VOL14X_BE5,T4_CONFIRM_RANGE,RS70_VOL14X,0.5,793,53.09,0.1737,1.615,10.09,0.0,154,48.05,0.1231,1.383,722,53.32,0.17,56,53.57,0.2443,15,40.0,0.087
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_RS70_VOL14X_BE8,T4_CONFIRM_RANGE,RS70_VOL14X,0.8,793,53.09,0.1358,1.424,14.9,0.0,154,48.05,0.0818,1.225,722,53.32,0.1295,56,53.57,0.2362,15,40.0,0.0678
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_RS70_VOL14X_BE10,T4_CONFIRM_RANGE,RS70_VOL14X,1.0,793,53.09,0.1244,1.375,15.38,0.0,154,48.05,0.0556,1.143,722,53.32,0.1193,56,53.57,0.2173,15,40.0,0.0216
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_RS70_VOL14X_BE12,T4_CONFIRM_RANGE,RS70_VOL14X,1.2,793,53.09,0.1142,1.334,18.56,0.0,154,48.05,0.0487,1.123,722,53.32,0.1088,56,53.57,0.2082,15,40.0,0.0216
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_RS70_VOL14X_BE15,T4_CONFIRM_RANGE,RS70_VOL14X,1.5,793,53.09,0.1026,1.29,20.68,0.0,154,48.05,0.0335,1.081,722,53.32,0.0976,56,53.57,0.1892,15,40.0,0.0216
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_BE0,T4_CONFIRM_RANGE,BULL_CPOS75,0.0,1102,47.46,-0.0158,0.965,48.02,0.0,195,47.69,0.0275,1.061,1102,47.46,-0.0158,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_BE5,T4_CONFIRM_RANGE,BULL_CPOS75,0.5,1102,47.46,0.0892,1.258,24.37,0.0,195,47.69,0.1325,1.386,1102,47.46,0.0892,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_BE8,T4_CONFIRM_RANGE,BULL_CPOS75,0.8,1102,47.46,0.0348,1.087,35.73,0.0,195,47.69,0.0848,1.217,1102,47.46,0.0348,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_BE10,T4_CONFIRM_RANGE,BULL_CPOS75,1.0,1102,47.46,0.0157,1.038,40.49,0.0,195,47.69,0.0528,1.125,1102,47.46,0.0157,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_BE12,T4_CONFIRM_RANGE,BULL_CPOS75,1.2,1102,47.46,0.0043,1.01,44.71,0.0,195,47.69,0.0407,1.093,1102,47.46,0.0043,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_BE15,T4_CONFIRM_RANGE,BULL_CPOS75,1.5,1102,47.46,-0.0046,0.99,45.77,0.0,195,47.69,0.0329,1.074,1102,47.46,-0.0046,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_BE0,T4_CONFIRM_RANGE,BULL_RS70,0.0,2680,51.72,0.0805,1.217,24.41,0.0,453,44.59,-0.017,0.961,2680,51.72,0.0805,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_BE5,T4_CONFIRM_RANGE,BULL_RS70,0.5,2680,51.72,0.162,1.56,14.73,0.0,453,44.59,0.0916,1.277,2680,51.72,0.162,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_BE8,T4_CONFIRM_RANGE,BULL_RS70,0.8,2680,51.72,0.1174,1.352,18.02,0.0,453,44.59,0.0318,1.081,2680,51.72,0.1174,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_BE10,T4_CONFIRM_RANGE,BULL_RS70,1.0,2680,51.72,0.1024,1.294,20.38,0.0,453,44.59,0.0123,1.03,2680,51.72,0.1024,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_BE12,T4_CONFIRM_RANGE,BULL_RS70,1.2,2680,51.72,0.0953,1.268,20.59,0.0,453,44.59,0.0047,1.011,2680,51.72,0.0953,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_BE15,T4_CONFIRM_RANGE,BULL_RS70,1.5,2680,51.72,0.0889,1.245,21.21,0.0,453,44.59,-0.0094,0.978,2680,51.72,0.0889,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_TIGHT_SPAN_BE0,T4_CONFIRM_RANGE,BULL_TIGHT_SPAN,0.0,306,41.5,-0.1215,0.78,44.27,0.0,69,53.62,0.2225,1.502,306,41.5,-0.1215,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_TIGHT_SPAN_BE5,T4_CONFIRM_RANGE,BULL_TIGHT_SPAN,0.5,306,41.5,0.0322,1.081,16.23,0.0,69,53.62,0.4072,2.573,306,41.5,0.0322,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_TIGHT_SPAN_BE8,T4_CONFIRM_RANGE,BULL_TIGHT_SPAN,0.8,306,41.5,-0.0473,0.901,28.52,0.0,69,53.62,0.3031,1.835,306,41.5,-0.0473,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_TIGHT_SPAN_BE10,T4_CONFIRM_RANGE,BULL_TIGHT_SPAN,1.0,306,41.5,-0.0778,0.847,34.66,0.0,69,53.62,0.257,1.628,306,41.5,-0.0778,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_TIGHT_SPAN_BE12,T4_CONFIRM_RANGE,BULL_TIGHT_SPAN,1.2,306,41.5,-0.0956,0.819,38.45,0.0,69,53.62,0.2258,1.513,306,41.5,-0.0956,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_TIGHT_SPAN_BE15,T4_CONFIRM_RANGE,BULL_TIGHT_SPAN,1.5,306,41.5,-0.1131,0.792,41.68,0.0,69,53.62,0.2225,1.502,306,41.5,-0.1131,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_NONBEAR_CPOS75_RS70_BE0,T4_CONFIRM_RANGE,NONBEAR_CPOS75_RS70,0.0,892,46.75,-0.0383,0.917,45.35,0.0,157,44.59,-0.0615,0.866,795,46.67,-0.0449,97,47.42,0.0159,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_NONBEAR_CPOS75_RS70_BE5,T4_CONFIRM_RANGE,NONBEAR_CPOS75_RS70,0.5,892,46.75,0.0704,1.201,13.14,0.0,157,44.59,0.0473,1.135,795,46.67,0.0616,97,47.42,0.1425,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_NONBEAR_CPOS75_RS70_BE8,T4_CONFIRM_RANGE,NONBEAR_CPOS75_RS70,0.8,892,46.75,0.0178,1.044,24.28,0.0,157,44.59,0.015,1.039,795,46.67,0.0092,97,47.42,0.0879,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_NONBEAR_CPOS75_RS70_BE10,T4_CONFIRM_RANGE,NONBEAR_CPOS75_RS70,1.0,892,46.75,-0.0039,0.991,33.36,0.0,157,44.59,-0.0247,0.941,795,46.67,-0.0138,97,47.42,0.077,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_NONBEAR_CPOS75_RS70_BE12,T4_CONFIRM_RANGE,NONBEAR_CPOS75_RS70,1.2,892,46.75,-0.0178,0.959,38.7,0.0,157,44.59,-0.0398,0.909,795,46.67,-0.0269,97,47.42,0.0567,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_NONBEAR_CPOS75_RS70_BE15,T4_CONFIRM_RANGE,NONBEAR_CPOS75_RS70,1.5,892,46.75,-0.0242,0.946,41.01,0.0,157,44.59,-0.048,0.892,795,46.67,-0.0325,97,47.42,0.0437,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_RS70_BE0,T4_CONFIRM_RANGE,BULL_CPOS75_RS70,0.0,795,46.67,-0.0449,0.902,55.32,0.0,146,45.21,-0.0684,0.851,795,46.67,-0.0449,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_RS70_BE5,T4_CONFIRM_RANGE,BULL_CPOS75_RS70,0.5,795,46.67,0.0616,1.176,15.27,0.0,146,45.21,0.0341,1.096,795,46.67,0.0616,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_RS70_BE8,T4_CONFIRM_RANGE,BULL_CPOS75_RS70,0.8,795,46.67,0.0092,1.023,30.94,0.0,146,45.21,-0.0006,0.998,795,46.67,0.0092,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_RS70_BE10,T4_CONFIRM_RANGE,BULL_CPOS75_RS70,1.0,795,46.67,-0.0138,0.968,40.48,0.0,146,45.21,-0.0361,0.915,795,46.67,-0.0138,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_RS70_BE12,T4_CONFIRM_RANGE,BULL_CPOS75_RS70,1.2,795,46.67,-0.0269,0.939,47.54,0.0,146,45.21,-0.0523,0.882,795,46.67,-0.0269,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_RS70_BE15,T4_CONFIRM_RANGE,BULL_CPOS75_RS70,1.5,795,46.67,-0.0325,0.927,49.89,0.0,146,45.21,-0.0611,0.864,795,46.67,-0.0325,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_VOL14X_BE0,T4_CONFIRM_RANGE,BULL_CPOS75_VOL14X,0.0,305,47.21,0.0033,1.007,18.51,0.0,54,51.85,0.0966,1.244,305,47.21,0.0033,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_VOL14X_BE5,T4_CONFIRM_RANGE,BULL_CPOS75_VOL14X,0.5,305,47.21,0.1084,1.304,11.24,0.0,54,51.85,0.2074,1.728,305,47.21,0.1084,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_VOL14X_BE8,T4_CONFIRM_RANGE,BULL_CPOS75_VOL14X,0.8,305,47.21,0.0646,1.161,13.6,0.0,54,51.85,0.1597,1.48,305,47.21,0.0646,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_VOL14X_BE10,T4_CONFIRM_RANGE,BULL_CPOS75_VOL14X,1.0,305,47.21,0.0526,1.128,15.1,0.0,54,51.85,0.1204,1.324,305,47.21,0.0526,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_VOL14X_BE12,T4_CONFIRM_RANGE,BULL_CPOS75_VOL14X,1.2,305,47.21,0.0365,1.085,17.22,0.0,54,51.85,0.1008,1.258,305,47.21,0.0365,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_CPOS75_VOL14X_BE15,T4_CONFIRM_RANGE,BULL_CPOS75_VOL14X,1.5,305,47.21,0.0224,1.051,17.45,0.0,54,51.85,0.0966,1.244,305,47.21,0.0224,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_VOL14X_BE0,T4_CONFIRM_RANGE,BULL_RS70_VOL14X,0.0,722,53.32,0.0856,1.234,20.29,0.0,140,47.14,0.0048,1.011,722,53.32,0.0856,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_VOL14X_BE5,T4_CONFIRM_RANGE,BULL_RS70_VOL14X,0.5,722,53.32,0.17,1.603,10.03,0.0,140,47.14,0.1031,1.316,722,53.32,0.17,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_VOL14X_BE8,T4_CONFIRM_RANGE,BULL_RS70_VOL14X,0.8,722,53.32,0.1295,1.402,13.06,0.0,140,47.14,0.0598,1.162,722,53.32,0.1295,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_VOL14X_BE10,T4_CONFIRM_RANGE,BULL_RS70_VOL14X,1.0,722,53.32,0.1193,1.359,13.54,0.0,140,47.14,0.0385,1.099,722,53.32,0.1193,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_VOL14X_BE12,T4_CONFIRM_RANGE,BULL_RS70_VOL14X,1.2,722,53.32,0.1088,1.317,16.72,0.0,140,47.14,0.031,1.078,722,53.32,0.1088,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_BULL_RS70_VOL14X_BE15,T4_CONFIRM_RANGE,BULL_RS70_VOL14X,1.5,722,53.32,0.0976,1.275,18.84,0.0,140,47.14,0.0142,1.034,722,53.32,0.0976,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_TRIPLE_CPOS75_RS70_VOL14X_BE0,T4_CONFIRM_RANGE,TRIPLE_CPOS75_RS70_VOL14X,0.0,246,49.19,0.0313,1.072,19.4,0.0,51,50.98,0.0194,1.048,216,48.61,0.009,23,60.87,0.3546,7,28.57,-0.3421
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_TRIPLE_CPOS75_RS70_VOL14X_BE5,T4_CONFIRM_RANGE,TRIPLE_CPOS75_RS70_VOL14X,0.5,246,49.19,0.1511,1.478,9.53,0.0,51,50.98,0.1424,1.509,216,48.61,0.1211,23,60.87,0.4941,7,28.57,-0.0506
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_TRIPLE_CPOS75_RS70_VOL14X_BE8,T4_CONFIRM_RANGE,TRIPLE_CPOS75_RS70_VOL14X,0.8,246,49.19,0.1051,1.29,14.49,0.0,51,50.98,0.0862,1.256,216,48.61,0.07,23,60.87,0.4941,7,28.57,-0.0919
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_TRIPLE_CPOS75_RS70_VOL14X_BE10,T4_CONFIRM_RANGE,TRIPLE_CPOS75_RS70_VOL14X,1.0,246,49.19,0.0874,1.23,14.93,0.0,51,50.98,0.0446,1.118,216,48.61,0.058,23,60.87,0.448,7,28.57,-0.1907
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_TRIPLE_CPOS75_RS70_VOL14X_BE12,T4_CONFIRM_RANGE,TRIPLE_CPOS75_RS70_VOL14X,1.2,246,49.19,0.0696,1.175,17.05,0.0,51,50.98,0.0238,1.06,216,48.61,0.0401,23,60.87,0.4259,7,28.57,-0.1907
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_TRIPLE_CPOS75_RS70_VOL14X_BE15,T4_CONFIRM_RANGE,TRIPLE_CPOS75_RS70_VOL14X,1.5,246,49.19,0.0601,1.148,17.28,0.0,51,50.98,0.0194,1.048,216,48.61,0.0292,23,60.87,0.4259,7,28.57,-0.1907
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_QUAD_BULL_CPOS75_RS70_VOL14X_BE0,T4_CONFIRM_RANGE,QUAD_BULL_CPOS75_RS70_VOL14X,0.0,216,48.61,0.009,1.02,18.37,0.0,45,51.11,0.0503,1.128,216,48.61,0.009,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_QUAD_BULL_CPOS75_RS70_VOL14X_BE5,T4_CONFIRM_RANGE,QUAD_BULL_CPOS75_RS70_VOL14X,0.5,216,48.61,0.1211,1.366,9.57,0.0,45,51.11,0.1597,1.563,216,48.61,0.1211,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_QUAD_BULL_CPOS75_RS70_VOL14X_BE8,T4_CONFIRM_RANGE,QUAD_BULL_CPOS75_RS70_VOL14X,0.8,216,48.61,0.07,1.183,14.53,0.0,45,51.11,0.1025,1.301,216,48.61,0.07,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_QUAD_BULL_CPOS75_RS70_VOL14X_BE10,T4_CONFIRM_RANGE,QUAD_BULL_CPOS75_RS70_VOL14X,1.0,216,48.61,0.058,1.147,14.96,0.0,45,51.11,0.0789,1.217,216,48.61,0.058,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_QUAD_BULL_CPOS75_RS70_VOL14X_BE12,T4_CONFIRM_RANGE,QUAD_BULL_CPOS75_RS70_VOL14X,1.2,216,48.61,0.0401,1.097,17.09,0.0,45,51.11,0.0554,1.143,216,48.61,0.0401,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_QUAD_BULL_CPOS75_RS70_VOL14X_BE15,T4_CONFIRM_RANGE,QUAD_BULL_CPOS75_RS70_VOL14X,1.5,216,48.61,0.0292,1.069,17.31,0.0,45,51.11,0.0503,1.128,216,48.61,0.0292,0,0.0,-9.99,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE0,T4_CONFIRM_RANGE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.0,239,49.79,0.0423,1.099,19.4,0.0,48,52.08,0.0514,1.13,216,48.61,0.009,23,60.87,0.3546,0,0.0,-9.99
ACCUMULATION_VCP,ACCUMULATION_VCP_V514_T4_CONFIRM_RANGE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE5,T4_CONFIRM_RANGE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.5,239,49.79,0.157,1.501,9.53,0.0,48,52.08,0.1761,1.654,216,48.61,0.1211,23,60.87,0.4941,0,0.0,-9.99
