scanner,candidate_id,timing_mode,compound,be_threshold,n,net_wr,net_er,net_pf,max_dd_r,r5_pct,lock_n,lock_wr,lock_er,lock_pf,bull_n,bull_wr,bull_er,neut_n,neut_wr,neut_er,bear_n,bear_wr,bear_er
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_RS70_BE15,T2_CONFIRM_DEFENSE,BULL_CPOS75_RS70,1.5,222,33.78,-0.13,0.542,30.07,0.0,222,33.78,-0.13,0.542,222,33.78,-0.13,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE0,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,0.0,231,33.33,-0.1321,0.529,31.75,0.0,231,33.33,-0.1321,0.529,231,33.33,-0.1321,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE5,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,0.5,231,33.33,-0.0981,0.602,23.88,0.0,231,33.33,-0.0981,0.602,231,33.33,-0.0981,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE8,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,0.8,231,33.33,-0.1191,0.554,28.74,0.0,231,33.33,-0.1191,0.554,231,33.33,-0.1191,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE10,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,1.0,231,33.33,-0.1191,0.554,28.74,0.0,231,33.33,-0.1191,0.554,231,33.33,-0.1191,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE12,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,1.2,231,33.33,-0.1281,0.536,30.82,0.0,231,33.33,-0.1281,0.536,231,33.33,-0.1281,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE15,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,1.5,231,33.33,-0.1321,0.529,31.75,0.0,231,33.33,-0.1321,0.529,231,33.33,-0.1321,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE0,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,0.0,300,35.0,-0.1242,0.568,38.48,0.0,300,35.0,-0.1242,0.568,300,35.0,-0.1242,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE5,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,0.5,300,35.0,-0.0867,0.653,27.22,0.0,300,35.0,-0.0867,0.653,300,35.0,-0.0867,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE8,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,0.8,300,35.0,-0.1065,0.605,33.17,0.0,300,35.0,-0.1065,0.605,300,35.0,-0.1065,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE10,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,1.0,300,35.0,-0.11,0.597,34.21,0.0,300,35.0,-0.11,0.597,300,35.0,-0.11,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE12,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,1.2,300,35.0,-0.1204,0.575,37.33,0.0,300,35.0,-0.1204,0.575,300,35.0,-0.1204,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE15,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,1.5,300,35.0,-0.1234,0.569,38.26,0.0,300,35.0,-0.1234,0.569,300,35.0,-0.1234,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE0,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,0.0,375,34.13,-0.1019,0.617,39.44,0.0,375,34.13,-0.1019,0.617,222,33.78,-0.13,152,34.21,-0.0742,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE5,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,0.5,375,34.13,-0.0714,0.697,31.68,0.0,375,34.13,-0.0714,0.697,222,33.78,-0.0945,152,34.21,-0.0506,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE8,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,0.8,375,34.13,-0.0918,0.642,35.88,0.0,375,34.13,-0.0918,0.642,222,33.78,-0.1164,152,34.21,-0.0691,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE10,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,1.0,375,34.13,-0.0932,0.638,36.39,0.0,375,34.13,-0.0932,0.638,222,33.78,-0.1164,152,34.21,-0.0724,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE12,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,1.2,375,34.13,-0.0987,0.625,38.25,0.0,375,34.13,-0.0987,0.625,222,33.78,-0.1258,152,34.21,-0.0724,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE15,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,1.5,375,34.13,-0.1012,0.619,39.17,0.0,375,34.13,-0.1012,0.619,222,33.78,-0.13,152,34.21,-0.0724,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE0,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,0.0,222,33.78,-0.13,0.542,30.07,0.0,222,33.78,-0.13,0.542,222,33.78,-0.13,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE5,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,0.5,222,33.78,-0.0945,0.619,22.21,0.0,222,33.78,-0.0945,0.619,222,33.78,-0.0945,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE8,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,0.8,222,33.78,-0.1164,0.569,27.07,0.0,222,33.78,-0.1164,0.569,222,33.78,-0.1164,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE10,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,1.0,222,33.78,-0.1164,0.569,27.07,0.0,222,33.78,-0.1164,0.569,222,33.78,-0.1164,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE12,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,1.2,222,33.78,-0.1258,0.55,29.15,0.0,222,33.78,-0.1258,0.55,222,33.78,-0.1258,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE15,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,1.5,222,33.78,-0.13,0.542,30.07,0.0,222,33.78,-0.13,0.542,222,33.78,-0.13,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE0,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.0,374,33.96,-0.1073,0.598,41.36,0.0,374,33.96,-0.1073,0.598,222,33.78,-0.13,152,34.21,-0.0742,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE5,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.5,374,33.96,-0.0767,0.676,33.6,0.0,374,33.96,-0.0767,0.676,222,33.78,-0.0945,152,34.21,-0.0506,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE8,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.8,374,33.96,-0.0972,0.622,37.79,0.0,374,33.96,-0.0972,0.622,222,33.78,-0.1164,152,34.21,-0.0691,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE10,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,1.0,374,33.96,-0.0985,0.619,38.3,0.0,374,33.96,-0.0985,0.619,222,33.78,-0.1164,152,34.21,-0.0724,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE12,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,1.2,374,33.96,-0.1041,0.606,40.16,0.0,374,33.96,-0.1041,0.606,222,33.78,-0.1258,152,34.21,-0.0724,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE15,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,1.5,374,33.96,-0.1066,0.6,41.08,0.0,374,33.96,-0.1066,0.6,222,33.78,-0.13,152,34.21,-0.0724,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_BULL_RS70_BE0,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_BULL_RS70,0.0,300,35.0,-0.1242,0.568,38.48,0.0,300,35.0,-0.1242,0.568,300,35.0,-0.1242,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_BULL_RS70_BE5,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_BULL_RS70,0.5,300,35.0,-0.0867,0.653,27.22,0.0,300,35.0,-0.0867,0.653,300,35.0,-0.0867,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_BULL_RS70_BE8,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_BULL_RS70,0.8,300,35.0,-0.1065,0.605,33.17,0.0,300,35.0,-0.1065,0.605,300,35.0,-0.1065,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_BULL_RS70_BE10,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_BULL_RS70,1.0,300,35.0,-0.11,0.597,34.21,0.0,300,35.0,-0.11,0.597,300,35.0,-0.11,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_BULL_RS70_BE12,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_BULL_RS70,1.2,300,35.0,-0.1204,0.575,37.33,0.0,300,35.0,-0.1204,0.575,300,35.0,-0.1204,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_BULL_RS70_BE15,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_BULL_RS70,1.5,300,35.0,-0.1234,0.569,38.26,0.0,300,35.0,-0.1234,0.569,300,35.0,-0.1234,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE0,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_NONBEAR_CPOS75,0.0,580,34.66,-0.1031,0.599,61.01,0.0,580,34.66,-0.1031,0.599,330,33.33,-0.123,250,36.4,-0.0768,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE5,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_NONBEAR_CPOS75,0.5,580,34.66,-0.0793,0.66,49.7,0.0,580,34.66,-0.0793,0.66,330,33.33,-0.0948,250,36.4,-0.0588,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE8,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_NONBEAR_CPOS75,0.8,580,34.66,-0.0963,0.616,57.05,0.0,580,34.66,-0.0963,0.616,330,33.33,-0.1137,250,36.4,-0.0732,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE10,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_NONBEAR_CPOS75,1.0,580,34.66,-0.0972,0.613,57.62,0.0,580,34.66,-0.0972,0.613,330,33.33,-0.1139,250,36.4,-0.0753,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE12,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_NONBEAR_CPOS75,1.2,580,34.66,-0.101,0.604,59.81,0.0,580,34.66,-0.101,0.604,330,33.33,-0.1202,250,36.4,-0.0757,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T2_CONFIRM_DEFENSE_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE15,T2_CONFIRM_DEFENSE,STRUCTURE_TIGHT_NONBEAR_CPOS75,1.5,580,34.66,-0.1026,0.6,60.73,0.0,580,34.66,-0.1026,0.6,330,33.33,-0.123,250,36.4,-0.0757,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_RS70_BE0,T3_CONFIRM_VOL,CPOS75_RS70,0.0,352,33.24,-0.1041,0.639,39.73,0.0,352,33.24,-0.1041,0.639,217,32.26,-0.1536,134,34.33,-0.0389,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_RS70_BE5,T3_CONFIRM_VOL,CPOS75_RS70,0.5,352,33.24,-0.0658,0.737,31.66,0.0,352,33.24,-0.0658,0.737,217,32.26,-0.1057,134,34.33,-0.0158,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_RS70_BE8,T3_CONFIRM_VOL,CPOS75_RS70,0.8,352,33.24,-0.0933,0.664,37.14,0.0,352,33.24,-0.0933,0.664,217,32.26,-0.1398,134,34.33,-0.033,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_RS70_BE10,T3_CONFIRM_VOL,CPOS75_RS70,1.0,352,33.24,-0.0948,0.66,37.65,0.0,352,33.24,-0.0948,0.66,217,32.26,-0.1398,134,34.33,-0.0368,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_RS70_BE12,T3_CONFIRM_VOL,CPOS75_RS70,1.2,352,33.24,-0.1007,0.647,39.73,0.0,352,33.24,-0.1007,0.647,217,32.26,-0.1494,134,34.33,-0.0368,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_RS70_BE15,T3_CONFIRM_VOL,CPOS75_RS70,1.5,352,33.24,-0.1033,0.641,39.73,0.0,352,33.24,-0.1033,0.641,217,32.26,-0.1536,134,34.33,-0.0368,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_VOL14X_BE0,T3_CONFIRM_VOL,CPOS75_VOL14X,0.0,370,33.24,-0.1006,0.644,39.82,0.0,370,33.24,-0.1006,0.644,225,32.44,-0.1498,144,34.03,-0.0378,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_VOL14X_BE5,T3_CONFIRM_VOL,CPOS75_VOL14X,0.5,370,33.24,-0.0641,0.74,32.44,0.0,370,33.24,-0.0641,0.74,225,32.44,-0.1035,144,34.03,-0.0162,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_VOL14X_BE8,T3_CONFIRM_VOL,CPOS75_VOL14X,0.8,370,33.24,-0.0904,0.668,37.24,0.0,370,33.24,-0.0904,0.668,225,32.44,-0.1364,144,34.03,-0.0324,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_VOL14X_BE10,T3_CONFIRM_VOL,CPOS75_VOL14X,1.0,370,33.24,-0.0917,0.665,37.74,0.0,370,33.24,-0.0917,0.665,225,32.44,-0.1364,144,34.03,-0.0359,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_VOL14X_BE12,T3_CONFIRM_VOL,CPOS75_VOL14X,1.2,370,33.24,-0.0974,0.651,39.82,0.0,370,33.24,-0.0974,0.651,225,32.44,-0.1456,144,34.03,-0.0359,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_CPOS75_VOL14X_BE15,T3_CONFIRM_VOL,CPOS75_VOL14X,1.5,370,33.24,-0.0999,0.646,39.82,0.0,370,33.24,-0.0999,0.646,225,32.44,-0.1498,144,34.03,-0.0359,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_RS70_VOL14X_BE0,T3_CONFIRM_VOL,RS70_VOL14X,0.0,499,34.07,-0.0971,0.665,55.05,0.0,499,34.07,-0.0971,0.665,310,33.55,-0.143,188,34.57,-0.0321,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_RS70_VOL14X_BE5,T3_CONFIRM_VOL,RS70_VOL14X,0.5,499,34.07,-0.0573,0.771,41.78,0.0,499,34.07,-0.0573,0.771,310,33.55,-0.0929,188,34.57,-0.009,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_RS70_VOL14X_BE8,T3_CONFIRM_VOL,RS70_VOL14X,0.8,499,34.07,-0.0788,0.71,47.62,0.0,499,34.07,-0.0788,0.71,310,33.55,-0.1201,188,34.57,-0.0214,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_RS70_VOL14X_BE10,T3_CONFIRM_VOL,RS70_VOL14X,1.0,499,34.07,-0.0855,0.693,50.89,0.0,499,34.07,-0.0855,0.693,310,33.55,-0.1292,188,34.57,-0.0241,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_RS70_VOL14X_BE12,T3_CONFIRM_VOL,RS70_VOL14X,1.2,499,34.07,-0.0922,0.676,54.01,0.0,499,34.07,-0.0922,0.676,310,33.55,-0.1393,188,34.57,-0.0251,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_RS70_VOL14X_BE15,T3_CONFIRM_VOL,RS70_VOL14X,1.5,499,34.07,-0.094,0.672,54.01,0.0,499,34.07,-0.094,0.672,310,33.55,-0.1423,188,34.57,-0.0251,1,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_CPOS75_BE0,T3_CONFIRM_VOL,BULL_CPOS75,0.0,299,33.78,-0.133,0.548,41.59,0.0,299,33.78,-0.133,0.548,299,33.78,-0.133,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_CPOS75_BE5,T3_CONFIRM_VOL,BULL_CPOS75,0.5,299,33.78,-0.0922,0.636,29.78,0.0,299,33.78,-0.0922,0.636,299,33.78,-0.0922,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_CPOS75_BE8,T3_CONFIRM_VOL,BULL_CPOS75,0.8,299,33.78,-0.1228,0.567,38.81,0.0,299,33.78,-0.1228,0.567,299,33.78,-0.1228,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_CPOS75_BE10,T3_CONFIRM_VOL,BULL_CPOS75,1.0,299,33.78,-0.1229,0.567,38.87,0.0,299,33.78,-0.1229,0.567,299,33.78,-0.1229,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_CPOS75_BE12,T3_CONFIRM_VOL,BULL_CPOS75,1.2,299,33.78,-0.1299,0.554,40.89,0.0,299,33.78,-0.1299,0.554,299,33.78,-0.1299,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_CPOS75_BE15,T3_CONFIRM_VOL,BULL_CPOS75,1.5,299,33.78,-0.133,0.548,41.59,0.0,299,33.78,-0.133,0.548,299,33.78,-0.133,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_RS70_BE0,T3_CONFIRM_VOL,BULL_RS70,0.0,310,33.55,-0.143,0.547,46.15,0.0,310,33.55,-0.143,0.547,310,33.55,-0.143,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_RS70_BE5,T3_CONFIRM_VOL,BULL_RS70,0.5,310,33.55,-0.0929,0.65,32.32,0.0,310,33.55,-0.0929,0.65,310,33.55,-0.0929,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_RS70_BE8,T3_CONFIRM_VOL,BULL_RS70,0.8,310,33.55,-0.1201,0.589,39.06,0.0,310,33.55,-0.1201,0.589,310,33.55,-0.1201,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_RS70_BE10,T3_CONFIRM_VOL,BULL_RS70,1.0,310,33.55,-0.1292,0.572,41.89,0.0,310,33.55,-0.1292,0.572,310,33.55,-0.1292,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_RS70_BE12,T3_CONFIRM_VOL,BULL_RS70,1.2,310,33.55,-0.1393,0.553,45.01,0.0,310,33.55,-0.1393,0.553,310,33.55,-0.1393,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_RS70_BE15,T3_CONFIRM_VOL,BULL_RS70,1.5,310,33.55,-0.1423,0.548,45.93,0.0,310,33.55,-0.1423,0.548,310,33.55,-0.1423,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_TIGHT_SPAN_BE0,T3_CONFIRM_VOL,BULL_TIGHT_SPAN,0.0,420,33.81,-0.1369,0.549,59.43,0.0,420,33.81,-0.1369,0.549,420,33.81,-0.1369,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_TIGHT_SPAN_BE5,T3_CONFIRM_VOL,BULL_TIGHT_SPAN,0.5,420,33.81,-0.0931,0.641,42.3,0.0,420,33.81,-0.0931,0.641,420,33.81,-0.0931,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_TIGHT_SPAN_BE8,T3_CONFIRM_VOL,BULL_TIGHT_SPAN,0.8,420,33.81,-0.1199,0.581,53.42,0.0,420,33.81,-0.1199,0.581,420,33.81,-0.1199,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_TIGHT_SPAN_BE10,T3_CONFIRM_VOL,BULL_TIGHT_SPAN,1.0,420,33.81,-0.1267,0.568,56.05,0.0,420,33.81,-0.1267,0.568,420,33.81,-0.1267,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_TIGHT_SPAN_BE12,T3_CONFIRM_VOL,BULL_TIGHT_SPAN,1.2,420,33.81,-0.1342,0.553,59.17,0.0,420,33.81,-0.1342,0.553,420,33.81,-0.1342,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_BULL_TIGHT_SPAN_BE15,T3_CONFIRM_VOL,BULL_TIGHT_SPAN,1.5,420,33.81,-0.1364,0.549,59.21,0.0,420,33.81,-0.1364,0.549,420,33.81,-0.1364,0,0.0,-9.99,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_NONBEAR_CPOS75_RS70_BE0,T3_CONFIRM_VOL,NONBEAR_CPOS75_RS70,0.0,351,33.05,-0.1098,0.62,41.64,0.0,351,33.05,-0.1098,0.62,217,32.26,-0.1536,134,34.33,-0.0389,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_NONBEAR_CPOS75_RS70_BE5,T3_CONFIRM_VOL,NONBEAR_CPOS75_RS70,0.5,351,33.05,-0.0714,0.715,33.57,0.0,351,33.05,-0.0714,0.715,217,32.26,-0.1057,134,34.33,-0.0158,0,0.0,-9.99
MULTITF_5M,MULTITF_5M_V514_T3_CONFIRM_VOL_NONBEAR_CPOS75_RS70_BE8,T3_CONFIRM_VOL,NONBEAR_CPOS75_RS70,0.8,351,33.05,-0.099,0.644,39.06,0.0,351,33.05,-0.099,0.644,217,32.26,-0.1398,134,34.33,-0.033,0,0.0,-9.99
