variant,train_n,train_exp,train_wr,val_n,val_exp,val_wr,ho_n,ho_exp,ho_wr,ho_ci_low,ho_ci_high,ho_mfe,ho_mae,ho_fwd_5d,status
D5,8,-0.507,25.0,3,0.381,66.7,3,0.439,66.7,-1.0,1.5,2.61,-1.42,2.09,INCONCLUSIVE / UNDERPOWERED
