symbol,variant_id,scan_date,partition,regime,entry_price,stop_loss,target_1,realized_rr,exit_reason,holding_period_bars
KITEX,MULTIBAGGER_CHAMPION_V1,2025-09-19,DEV,BULL,2062.38,2030.64,2189.36,-1.0,SL_HIT,10
^CNXENERGY,MULTIBAGGER_CHALL_A_CONVEX_CATALYST,2025-10-29,DEV,BULL,36347.95,35714.42,38882.06,-1.0,SL_HIT,6
^CNXENERGY,MULTIBAGGER_CHAMPION_V1,2025-10-29,DEV,BULL,36347.95,35714.42,38882.06,-1.0,SL_HIT,6
^NSEBANK,MULTIBAGGER_CHALL_A_CONVEX_CATALYST,2026-01-02,VAL,BULL,60150.95,59437.29,63005.6,-1.0,SL_HIT,5
^NSEBANK,MULTIBAGGER_CHAMPION_V1,2026-01-02,VAL,BULL,60150.95,59437.29,63005.6,-1.0,SL_HIT,5
GREAVESCOT,MULTIBAGGER_CHALL_A_CONVEX_CATALYST,2026-07-02,HOLDOUT,BULL,229.15,210.88,302.24,-1.0,SL_HIT,23
GREAVESCOT,MULTIBAGGER_CHAMPION_V1,2026-07-02,HOLDOUT,BULL,229.15,210.88,302.24,-1.0,SL_HIT,23
AEROFLEX,MULTIBAGGER_CHALL_A_CONVEX_CATALYST,2026-05-07,VAL,BULL,413.21,371.97,578.16,-1.0,SL_HIT,3
AEROFLEX,MULTIBAGGER_CHAMPION_V1,2026-05-07,VAL,BULL,413.21,371.97,578.16,-1.0,SL_HIT,3
NH,MULTIBAGGER_CHALL_A_CONVEX_CATALYST,2026-07-03,HOLDOUT,BULL,1998.37,1904.12,2375.36,-1.0,SL_HIT,22
NH,MULTIBAGGER_CHAMPION_V1,2026-07-03,HOLDOUT,BULL,1998.37,1904.12,2375.36,-1.0,SL_HIT,22
ADANIENSOL,MULTIBAGGER_CHALL_A_CONVEX_CATALYST,2026-04-24,VAL,BULL,1411.95,1287.08,1911.44,-1.0,SL_HIT,12
ADANIENSOL,MULTIBAGGER_CHAMPION_V1,2026-04-24,VAL,BULL,1411.95,1287.08,1911.44,-1.0,SL_HIT,12
GNFC,MULTIBAGGER_CHALL_A_CONVEX_CATALYST,2026-05-14,VAL,BULL,519.95,494.43,622.04,-1.0,SL_HIT,13
GNFC,MULTIBAGGER_CHAMPION_V1,2026-05-14,VAL,BULL,519.95,494.43,622.04,-1.0,SL_HIT,13
SOBHA,MULTIBAGGER_CHALL_A_CONVEX_CATALYST,2026-07-24,HOLDOUT,BULL,1274.57,1255.56,1350.62,-1.0,SL_HIT,4
SOBHA,MULTIBAGGER_CHAMPION_V1,2026-07-24,HOLDOUT,BULL,1274.57,1255.56,1350.62,-1.0,SL_HIT,4
