symbol,variant_id,date,partition,regime,entry_price,stop_loss,target_price,risk,target_r,r_multiple,outcome_type,bars_held
AJANTPHARM,MBAG_V57_SCALE_E_60D_55R,2025-12-22,DEV,BULL,2700.800048828125,2501.03,3799.54,199.77,5.5,1.4577,EXPIRED_POS,50
AJANTPHARM,MBAG_V57_SCALE_F_MULTI_REG,2025-12-22,DEV,BULL,2700.800048828125,2501.03,3699.65,199.77,5.0,1.3921,EXPIRED_POS,45
AJANTPHARM,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-01-01,VAL,BULL,2938.39990234375,2795.87,3651.05,142.53,5.0,-1.0,SL_HIT,3
AJANTPHARM,MBAG_V57_SCALE_A_60D_165V,2026-02-25,VAL,BULL,3021.300048828125,2756.75,4344.05,264.55,5.0,-1.0,SL_HIT,21
AJANTPHARM,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-02-25,VAL,BULL,3021.300048828125,2919.99,3527.85,101.31,5.0,-1.0,SL_HIT,3
AJANTPHARM,MBAG_V57_SCALE_E_60D_55R,2026-02-25,VAL,BULL,3021.300048828125,2756.75,4476.33,264.55,5.5,-1.0,SL_HIT,21
AJANTPHARM,MBAG_V57_SCALE_F_MULTI_REG,2026-02-25,VAL,BULL,3021.300048828125,2756.75,4344.05,264.55,5.0,-1.0,SL_HIT,21
AJANTPHARM,MBAG_V57_SCALE_A_60D_165V,2026-03-12,VAL,BULL,3119.5,2815.85,4637.75,303.65,5.0,-1.0,SL_HIT,7
AJANTPHARM,MBAG_V57_SCALE_B_75D_180V,2026-03-12,VAL,BULL,3119.5,2815.85,4637.75,303.65,5.0,-1.0,SL_HIT,7
AJANTPHARM,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-03-12,VAL,BULL,3119.5,2956.69,3933.55,162.81,5.0,-1.0,SL_HIT,2
AJANTPHARM,MBAG_V57_SCALE_D_60D_45R,2026-03-12,VAL,BULL,3119.5,2815.85,4485.92,303.65,4.5,-1.0,SL_HIT,7
AJANTPHARM,MBAG_V57_SCALE_E_60D_55R,2026-03-12,VAL,BULL,3119.5,2815.85,4789.58,303.65,5.5,-1.0,SL_HIT,7
AJANTPHARM,MBAG_V57_SCALE_F_MULTI_REG,2026-03-12,VAL,BULL,3119.5,2815.85,4637.75,303.65,5.0,-1.0,SL_HIT,7
AJANTPHARM,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-05-14,VAL,BULL,3259.199951171875,3100.66,4051.9,158.54,5.0,-1.0,SL_HIT,6
AJANTPHARM,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-06-29,HOLDOUT,BULL,3384.199951171875,3206.67,4271.85,177.53,5.0,1.2263,EXPIRED_POS,45
AKUMS,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-04-13,VAL,BULL,521.9320678710938,482.19,720.64,39.74,5.0,1.6817,EXPIRED_POS,45
AKUMS,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-05-04,VAL,BULL,556.5184936523438,522.29,727.66,34.23,5.0,-1.0,SL_HIT,6
AKUMS,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-06-10,HOLDOUT,BULL,589.3134155273438,553.43,768.73,35.88,5.0,5.0,TARGET_HIT,44
