variant,train_n,train_exp,train_wr,val_n,val_exp,val_wr,ho_n,ho_exp,ho_wr,ho_ci_low,ho_ci_high,ho_cohen_d,ho_power,status
V8,12,-0.455,33.3,8,0.09,50.0,6,0.588,83.3,-0.079,1.0,0.734,0.44,FAILED_HOLDOUT
