scanner,ctype,combo,be,n,nc,wr,er,pf,mdd,r5,lock_n,lock_er,lock_pf,dwr,der,ci_lo,ci_hi,adv_er,sev_er,v512_wr,v512_er,v58_wr,v58_er
EOD_BREAKOUT,SINGLE,G20_BULL_FAST,1.5,2835,2835,19.19,-0.4158,0.518,1291.54,0.0,695,-0.2727,0.653,-25.73,-0.5658,-0.4666,-0.3651,-0.5099,-0.604,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G21_NONBEAR_ASYM,0.0,3750,3750,36.53,-0.1431,0.782,686.24,0.0,747,0.1822,1.321,-8.39,-0.2931,-0.1855,-0.1007,-0.231,-0.319,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G21_NONBEAR_ASYM,0.5,3750,3750,36.53,-0.0138,0.974,529.8,0.0,747,0.3188,1.74,-8.39,-0.1638,-0.0543,0.0267,-0.0982,-0.1827,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G21_NONBEAR_ASYM,0.8,3750,3750,36.53,-0.0318,0.942,562.93,0.0,747,0.2894,1.629,-8.39,-0.1818,-0.0726,0.009,-0.1168,-0.2018,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G21_NONBEAR_ASYM,1.0,3750,3750,36.53,-0.0434,0.922,566.81,0.0,747,0.2693,1.561,-8.39,-0.1934,-0.0844,-0.0024,-0.1287,-0.214,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G21_NONBEAR_ASYM,1.2,3750,3750,36.53,-0.0543,0.904,578.09,0.0,747,0.2665,1.552,-8.39,-0.2043,-0.0954,-0.0131,-0.1399,-0.2255,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G21_NONBEAR_ASYM,1.5,3750,3750,36.53,-0.0711,0.878,590.57,0.0,747,0.2566,1.521,-8.39,-0.2211,-0.1125,-0.0297,-0.1571,-0.2432,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G22_TRIPLE_BULL,0.0,1374,1374,19.14,-0.5284,0.458,724.86,0.0,292,-0.2476,0.718,-25.78,-0.6784,-0.6022,-0.4547,-0.6257,-0.7229,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G22_TRIPLE_BULL,0.5,1374,1374,19.14,-0.3317,0.574,558.65,0.0,292,-0.0262,0.96,-25.78,-0.4817,-0.4036,-0.2598,-0.4234,-0.5151,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G22_TRIPLE_BULL,0.8,1374,1374,19.14,-0.3572,0.556,591.84,0.0,292,-0.0335,0.95,-25.78,-0.5072,-0.4294,-0.2849,-0.4496,-0.542,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G22_TRIPLE_BULL,1.0,1374,1374,19.14,-0.3749,0.544,611.04,0.0,292,-0.0915,0.873,-25.78,-0.5249,-0.4474,-0.3025,-0.4678,-0.5607,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G22_TRIPLE_BULL,1.2,1374,1374,19.14,-0.3919,0.533,632.4,0.0,292,-0.1061,0.856,-25.78,-0.5419,-0.4645,-0.3192,-0.4853,-0.5787,44.92,0.15,41.01,-0.074
EOD_BREAKOUT,SINGLE,G22_TRIPLE_BULL,1.5,1374,1374,19.14,-0.4173,0.517,654.34,0.0,292,-0.1133,0.848,-25.78,-0.5673,-0.4902,-0.3444,-0.5115,-0.6056,44.92,0.15,41.01,-0.074
ACCUMULATION_VCP,SINGLE,G1_RISK_TIGHT,0.0,4863,4863,39.05,-0.0695,0.887,519.43,0.0,1203,0.0892,1.176,-5.21,-0.1875,-0.107,-0.032,-0.1583,-0.2472,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G1_RISK_TIGHT,0.5,4863,4863,39.05,0.0486,1.098,340.34,0.0,1203,0.213,1.555,-5.21,-0.0694,0.0128,0.0844,-0.0372,-0.123,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G1_RISK_TIGHT,0.8,4863,4863,39.05,0.0328,1.064,345.07,0.0,1203,0.1945,1.484,-5.21,-0.0852,-0.0032,0.0689,-0.0534,-0.1395,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G1_RISK_TIGHT,1.0,4863,4863,39.05,0.0212,1.04,366.59,0.0,1203,0.1776,1.424,-5.21,-0.0968,-0.015,0.0575,-0.0653,-0.1518,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G1_RISK_TIGHT,1.2,4863,4863,39.05,0.0092,1.017,408.14,0.0,1203,0.1554,1.352,-5.21,-0.1088,-0.0272,0.0456,-0.0776,-0.1645,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G1_RISK_TIGHT,1.5,4863,4863,39.05,-0.0058,0.99,422.98,0.0,1203,0.1341,1.29,-5.21,-0.1238,-0.0424,0.0308,-0.093,-0.1803,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G2_TARGET_HIGH,0.0,11039,11039,41.16,-0.0484,0.907,930.86,0.0,3013,0.0715,1.167,-3.1,-0.1664,-0.0706,-0.0263,-0.1342,-0.2199,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G2_TARGET_HIGH,0.5,11039,11039,41.16,0.0507,1.12,620.64,0.0,3013,0.1733,1.53,-3.1,-0.0673,0.0296,0.0718,-0.0328,-0.1163,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G2_TARGET_HIGH,0.8,11039,11039,41.16,0.0389,1.09,662.81,0.0,3013,0.1611,1.475,-3.1,-0.0791,0.0176,0.0602,-0.0448,-0.1286,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G2_TARGET_HIGH,1.0,11039,11039,41.16,0.0288,1.065,662.81,0.0,3013,0.1422,1.397,-3.1,-0.0892,0.0075,0.0502,-0.0552,-0.1392,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G2_TARGET_HIGH,1.2,11039,11039,41.16,0.0207,1.046,662.81,0.0,3013,0.1292,1.348,-3.1,-0.0973,-0.0007,0.0422,-0.0634,-0.1476,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G2_TARGET_HIGH,1.5,11039,11039,41.16,0.0068,1.015,689.82,0.0,3013,0.1135,1.293,-3.1,-0.1112,-0.0148,0.0284,-0.0778,-0.1623,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G3_TIGHT_PCTSTOP,0.0,4255,4255,45.38,0.0707,1.122,170.28,0.0,838,0.0804,1.137,1.12,-0.0473,0.0289,0.1126,-0.0181,-0.1069,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G3_TIGHT_PCTSTOP,0.5,4255,4255,45.38,0.1798,1.383,165.51,0.0,838,0.2146,1.473,1.12,0.0618,0.1398,0.2197,0.0938,0.0079,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G3_TIGHT_PCTSTOP,0.8,4255,4255,45.38,0.1643,1.339,165.51,0.0,838,0.2019,1.432,1.12,0.0463,0.124,0.2045,0.0779,-0.0085,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G3_TIGHT_PCTSTOP,1.0,4255,4255,45.38,0.1534,1.309,165.51,0.0,838,0.1715,1.345,1.12,0.0354,0.1129,0.1938,0.0667,-0.0199,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G3_TIGHT_PCTSTOP,1.2,4255,4255,45.38,0.1433,1.283,165.51,0.0,838,0.1422,1.27,1.12,0.0253,0.1027,0.184,0.0564,-0.0306,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G3_TIGHT_PCTSTOP,1.5,4255,4255,45.38,0.1302,1.251,165.51,0.0,838,0.1308,1.243,1.12,0.0122,0.0894,0.1711,0.043,-0.0443,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G4_HIGH_R_TGT,0.0,1153,1153,41.89,-0.0494,0.9,137.92,0.0,349,0.1591,1.434,-2.37,-0.1674,-0.1153,0.0165,-0.1342,-0.219,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G4_HIGH_R_TGT,0.5,1153,1153,41.89,0.0422,1.105,102.85,0.0,349,0.2659,2.022,-2.37,-0.0758,-0.0208,0.1052,-0.0407,-0.1236,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G4_HIGH_R_TGT,0.8,1153,1153,41.89,0.0298,1.072,107.88,0.0,349,0.2378,1.825,-2.37,-0.0882,-0.0337,0.0932,-0.0534,-0.1366,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G4_HIGH_R_TGT,1.0,1153,1153,41.89,0.0215,1.051,107.88,0.0,349,0.2226,1.734,-2.37,-0.0965,-0.0422,0.0852,-0.0619,-0.1453,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G4_HIGH_R_TGT,1.2,1153,1153,41.89,0.0149,1.035,107.88,0.0,349,0.2165,1.7,-2.37,-0.1031,-0.049,0.0789,-0.0686,-0.1521,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G4_HIGH_R_TGT,1.5,1153,1153,41.89,0.0004,1.001,107.88,0.0,349,0.2013,1.62,-2.37,-0.1176,-0.064,0.0649,-0.0834,-0.1672,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G5_FAST_RESOLVE,0.0,4381,4381,20.18,-0.4921,0.491,2211.97,0.0,1022,-0.355,0.614,-24.08,-0.6101,-0.5345,-0.4497,-0.5916,-0.691,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G5_FAST_RESOLVE,0.5,4381,4381,20.18,-0.2976,0.615,1684.41,0.0,1022,-0.0999,0.85,-24.08,-0.4156,-0.3388,-0.2564,-0.3915,-0.4855,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G5_FAST_RESOLVE,0.8,4381,4381,20.18,-0.323,0.595,1749.64,0.0,1022,-0.1351,0.807,-24.08,-0.441,-0.3644,-0.2816,-0.4176,-0.5123,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G5_FAST_RESOLVE,1.0,4381,4381,20.18,-0.3399,0.583,1756.52,0.0,1022,-0.1663,0.773,-24.08,-0.4579,-0.3815,-0.2984,-0.4351,-0.5302,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G5_FAST_RESOLVE,1.2,4381,4381,20.18,-0.3569,0.571,1787.63,0.0,1022,-0.2005,0.738,-24.08,-0.4749,-0.3985,-0.3152,-0.4525,-0.5481,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G5_FAST_RESOLVE,1.5,4381,4381,20.18,-0.3823,0.554,1857.27,0.0,1022,-0.2451,0.698,-24.08,-0.5003,-0.4241,-0.3404,-0.4786,-0.5749,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G6_NO_STALL,0.0,12158,12158,41.22,-0.051,0.901,1033.73,0.0,3310,0.0648,1.152,-3.04,-0.169,-0.0719,-0.0301,-0.1366,-0.2222,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G6_NO_STALL,0.5,12158,12158,41.22,0.0474,1.113,694.12,0.0,3310,0.1655,1.507,-3.04,-0.0706,0.0274,0.0673,-0.036,-0.1194,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G6_NO_STALL,0.8,12158,12158,41.22,0.0362,1.084,738.91,0.0,3310,0.1567,1.467,-3.04,-0.0818,0.0161,0.0562,-0.0474,-0.131,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G6_NO_STALL,1.0,12158,12158,41.22,0.0259,1.059,738.91,0.0,3310,0.1355,1.38,-3.04,-0.0921,0.0058,0.0461,-0.058,-0.1418,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G6_NO_STALL,1.2,12158,12158,41.22,0.018,1.04,738.91,0.0,3310,0.1221,1.33,-3.04,-0.1,-0.0023,0.0382,-0.0661,-0.1502,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G6_NO_STALL,1.5,12158,12158,41.22,0.0042,1.009,771.93,0.0,3310,0.1085,1.283,-3.04,-0.1138,-0.0162,0.0246,-0.0802,-0.1646,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G11_NOT_IMMEDIATE,0.0,11834,11834,42.07,-0.0295,0.941,800.09,0.0,3222,0.093,1.228,-2.19,-0.1475,-0.0506,-0.0084,-0.1146,-0.1998,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G11_NOT_IMMEDIATE,0.5,11834,11834,42.07,0.0653,1.16,554.67,0.0,3222,0.1886,1.604,-2.19,-0.0527,0.0452,0.0854,-0.0177,-0.1008,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G11_NOT_IMMEDIATE,0.8,11834,11834,42.07,0.0545,1.13,558.91,0.0,3222,0.1801,1.561,-2.19,-0.0635,0.0342,0.0747,-0.0288,-0.1121,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G11_NOT_IMMEDIATE,1.0,11834,11834,42.07,0.0449,1.105,558.91,0.0,3222,0.1617,1.476,-2.19,-0.0731,0.0246,0.0653,-0.0386,-0.1221,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G11_NOT_IMMEDIATE,1.2,11834,11834,42.07,0.037,1.085,558.91,0.0,3222,0.1472,1.416,-2.19,-0.081,0.0166,0.0575,-0.0467,-0.1304,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G11_NOT_IMMEDIATE,1.5,11834,11834,42.07,0.0238,1.053,558.91,0.0,3222,0.1356,1.371,-2.19,-0.0942,0.0033,0.0444,-0.0602,-0.1442,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G12_EARLY_CYCLE,0.0,1785,1785,16.97,-0.6069,0.396,1082.14,0.0,414,-0.885,0.195,-27.29,-0.7249,-0.669,-0.5449,-0.7073,-0.8077,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G12_EARLY_CYCLE,0.5,1785,1785,16.97,-0.405,0.496,869.15,0.0,414,-0.611,0.26,-27.29,-0.523,-0.4658,-0.3442,-0.4997,-0.5944,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G12_EARLY_CYCLE,0.8,1785,1785,16.97,-0.4311,0.48,911.52,0.0,414,-0.6776,0.241,-27.29,-0.5491,-0.4922,-0.3701,-0.5266,-0.622,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G12_EARLY_CYCLE,1.0,1785,1785,16.97,-0.449,0.47,923.25,0.0,414,-0.6853,0.239,-27.29,-0.567,-0.5102,-0.3877,-0.5449,-0.6408,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G12_EARLY_CYCLE,1.2,1785,1785,16.97,-0.4662,0.461,923.25,0.0,414,-0.7032,0.234,-27.29,-0.5842,-0.5275,-0.4048,-0.5626,-0.659,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G12_EARLY_CYCLE,1.5,1785,1785,16.97,-0.4929,0.447,968.01,0.0,414,-0.7493,0.223,-27.29,-0.6109,-0.5544,-0.4314,-0.5901,-0.6873,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G7_BULL,0.0,9594,9594,43.57,-0.0085,0.983,404.55,0.0,2762,0.0466,1.111,-0.69,-0.1265,-0.032,0.0149,-0.0936,-0.1787,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G7_BULL,0.5,9594,9594,43.57,0.0841,1.211,385.62,0.0,2762,0.1472,1.46,-0.69,-0.0339,0.0618,0.1065,0.0011,-0.082,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G7_BULL,0.8,9594,9594,43.57,0.0731,1.179,385.62,0.0,2762,0.1374,1.416,-0.69,-0.0449,0.0506,0.0956,-0.0102,-0.0935,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G7_BULL,1.0,9594,9594,43.57,0.0667,1.161,385.62,0.0,2762,0.1296,1.383,-0.69,-0.0513,0.0441,0.0893,-0.0167,-0.1001,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G7_BULL,1.2,9594,9594,43.57,0.0574,1.135,385.62,0.0,2762,0.1204,1.347,-0.69,-0.0606,0.0347,0.0801,-0.0262,-0.1098,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G7_BULL,1.5,9594,9594,43.57,0.0441,1.101,385.62,0.0,2762,0.1066,1.295,-0.69,-0.0739,0.0213,0.067,-0.0398,-0.1238,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G8_NON_BEAR,0.0,12088,12088,41.23,-0.0506,0.902,1026.76,0.0,3286,0.0645,1.151,-3.03,-0.1686,-0.0716,-0.0296,-0.1362,-0.2219,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G8_NON_BEAR,0.5,12088,12088,41.23,0.048,1.114,690.78,0.0,3286,0.1655,1.506,-3.03,-0.07,0.028,0.068,-0.0354,-0.1188,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G8_NON_BEAR,0.8,12088,12088,41.23,0.0366,1.085,735.3,0.0,3286,0.156,1.463,-3.03,-0.0814,0.0164,0.0567,-0.0471,-0.1307,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G8_NON_BEAR,1.0,12088,12088,41.23,0.0264,1.06,735.3,0.0,3286,0.1353,1.378,-3.03,-0.0916,0.0061,0.0466,-0.0575,-0.1414,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G8_NON_BEAR,1.2,12088,12088,41.23,0.0185,1.041,735.3,0.0,3286,0.1219,1.329,-3.03,-0.0995,-0.0019,0.0388,-0.0656,-0.1497,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G8_NON_BEAR,1.5,12088,12088,41.23,0.0045,1.01,765.42,0.0,3286,0.1075,1.279,-3.03,-0.1135,-0.016,0.025,-0.0799,-0.1643,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G9_BEAR_NEUTRAL,0.0,2564,2564,32.45,-0.21,0.659,690.08,0.0,548,0.1566,1.341,-11.81,-0.328,-0.2556,-0.1643,-0.2975,-0.385,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G9_BEAR_NEUTRAL,0.5,2564,2564,32.45,-0.0946,0.811,468.53,0.0,548,0.2472,1.671,-11.81,-0.2126,-0.1383,-0.0508,-0.1794,-0.2642,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G9_BEAR_NEUTRAL,0.8,2564,2564,32.45,-0.1114,0.785,488.12,0.0,548,0.1886,1.442,-11.81,-0.2294,-0.1555,-0.0674,-0.1967,-0.282,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G9_BEAR_NEUTRAL,1.0,2564,2564,32.45,-0.1195,0.773,508.85,0.0,548,0.1672,1.373,-11.81,-0.2375,-0.1637,-0.0753,-0.205,-0.2904,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G9_BEAR_NEUTRAL,1.2,2564,2564,32.45,-0.1266,0.763,526.9,0.0,548,0.1628,1.359,-11.81,-0.2446,-0.1709,-0.0822,-0.2122,-0.2978,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G9_BEAR_NEUTRAL,1.5,2564,2564,32.45,-0.1447,0.737,573.44,0.0,548,0.1589,1.348,-11.81,-0.2627,-0.1894,-0.1001,-0.2307,-0.3167,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G13_UPPER_CLOSE,0.0,4866,4866,38.27,-0.1458,0.685,809.42,0.0,1720,-0.0228,0.938,-5.99,-0.2638,-0.1723,-0.1193,-0.2287,-0.3116,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G13_UPPER_CLOSE,0.5,4866,4866,38.27,-0.055,0.852,551.13,0.0,1720,0.0799,1.299,-5.99,-0.173,-0.0802,-0.0299,-0.1362,-0.2174,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G13_UPPER_CLOSE,0.8,4866,4866,38.27,-0.0655,0.829,574.54,0.0,1720,0.0632,1.223,-5.99,-0.1835,-0.0908,-0.0402,-0.1469,-0.2282,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G13_UPPER_CLOSE,1.0,4866,4866,38.27,-0.0748,0.809,601.63,0.0,1720,0.0461,1.153,-5.99,-0.1928,-0.1003,-0.0494,-0.1564,-0.238,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G13_UPPER_CLOSE,1.2,4866,4866,38.27,-0.0841,0.791,646.59,0.0,1720,0.0387,1.126,-5.99,-0.2021,-0.1097,-0.0584,-0.1659,-0.2476,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G13_UPPER_CLOSE,1.5,4866,4866,38.27,-0.0998,0.761,723.25,0.0,1720,0.0168,1.051,-5.99,-0.2178,-0.1257,-0.0739,-0.182,-0.2641,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G14_ASYMMETRIC,0.0,4457,4457,38.93,-0.0659,0.894,467.06,0.0,1110,0.0885,1.172,-5.33,-0.1839,-0.1055,-0.0263,-0.1549,-0.2439,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G14_ASYMMETRIC,0.5,4457,4457,38.93,0.053,1.106,304.73,0.0,1110,0.212,1.543,-5.33,-0.065,0.0152,0.0909,-0.0329,-0.1189,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G14_ASYMMETRIC,0.8,4457,4457,38.93,0.0374,1.072,304.73,0.0,1110,0.1958,1.482,-5.33,-0.0806,-0.0008,0.0755,-0.049,-0.1353,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G14_ASYMMETRIC,1.0,4457,4457,38.93,0.0254,1.048,324.62,0.0,1110,0.1794,1.424,-5.33,-0.0926,-0.0129,0.0637,-0.0612,-0.1479,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G14_ASYMMETRIC,1.2,4457,4457,38.93,0.0133,1.024,364.19,0.0,1110,0.1544,1.345,-5.33,-0.1047,-0.0252,0.0517,-0.0738,-0.1608,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G14_ASYMMETRIC,1.5,4457,4457,38.93,-0.0016,0.997,374.79,0.0,1110,0.1351,1.289,-5.33,-0.1196,-0.0403,0.0371,-0.089,-0.1764,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G16_FAST_TIGHT,0.0,2489,2489,22.66,-0.4041,0.569,1032.15,0.0,490,-0.4128,0.56,-21.6,-0.5221,-0.4628,-0.3455,-0.5028,-0.6015,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G16_FAST_TIGHT,0.5,2489,2489,22.66,-0.2159,0.712,784.55,0.0,490,-0.1662,0.76,-21.6,-0.3339,-0.2727,-0.1591,-0.3093,-0.4026,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G16_FAST_TIGHT,0.8,2489,2489,22.66,-0.2402,0.689,812.45,0.0,490,-0.229,0.697,-21.6,-0.3582,-0.2972,-0.1831,-0.3342,-0.4283,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G16_FAST_TIGHT,1.0,2489,2489,22.66,-0.2568,0.675,841.06,0.0,490,-0.2354,0.691,-21.6,-0.3748,-0.314,-0.1995,-0.3513,-0.4458,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G16_FAST_TIGHT,1.2,2489,2489,22.66,-0.2729,0.661,847.51,0.0,490,-0.2657,0.664,-21.6,-0.3909,-0.3304,-0.2155,-0.3679,-0.4629,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G16_FAST_TIGHT,1.5,2489,2489,22.66,-0.2976,0.641,906.99,0.0,490,-0.3241,0.619,-21.6,-0.4156,-0.3554,-0.2399,-0.3933,-0.489,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G17_MID_PRICE,0.0,7294,7294,40.98,-0.0574,0.89,629.87,0.0,1972,0.0434,1.1,-3.28,-0.1754,-0.0844,-0.0304,-0.143,-0.2286,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G17_MID_PRICE,0.5,7294,7294,40.98,0.0429,1.101,477.24,0.0,1972,0.1487,1.454,-3.28,-0.0751,0.0171,0.0686,-0.0404,-0.1237,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G17_MID_PRICE,0.8,7294,7294,40.98,0.029,1.066,477.24,0.0,1972,0.1252,1.357,-3.28,-0.089,0.003,0.0549,-0.0547,-0.1383,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G17_MID_PRICE,1.0,7294,7294,40.98,0.0213,1.048,477.24,0.0,1972,0.1161,1.322,-3.28,-0.0967,-0.0048,0.0473,-0.0626,-0.1464,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G17_MID_PRICE,1.2,7294,7294,40.98,0.0121,1.027,477.24,0.0,1972,0.0962,1.253,-3.28,-0.1059,-0.0141,0.0383,-0.0719,-0.156,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G17_MID_PRICE,1.5,7294,7294,40.98,-0.0027,0.994,477.24,0.0,1972,0.0847,1.216,-3.28,-0.1207,-0.0291,0.0237,-0.0871,-0.1715,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G18_ACTIVE_NAME,0.0,11669,11669,41.29,-0.0477,0.908,971.2,0.0,3194,0.0693,1.161,-2.97,-0.1657,-0.0691,-0.0263,-0.1333,-0.2189,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G18_ACTIVE_NAME,0.5,11669,11669,41.29,0.051,1.122,652.0,0.0,3194,0.1726,1.529,-2.97,-0.067,0.0306,0.0714,-0.0324,-0.1158,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G18_ACTIVE_NAME,0.8,11669,11669,41.29,0.0391,1.091,695.7,0.0,3194,0.1608,1.476,-2.97,-0.0789,0.0185,0.0596,-0.0446,-0.1282,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G18_ACTIVE_NAME,1.0,11669,11669,41.29,0.0288,1.065,695.7,0.0,3194,0.1403,1.391,-2.97,-0.0892,0.0082,0.0495,-0.0551,-0.139,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G18_ACTIVE_NAME,1.2,11669,11669,41.29,0.021,1.047,695.7,0.0,3194,0.1281,1.345,-2.97,-0.097,0.0002,0.0417,-0.0631,-0.1472,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G18_ACTIVE_NAME,1.5,11669,11669,41.29,0.007,1.015,710.28,0.0,3194,0.11,1.283,-2.97,-0.111,-0.0139,0.0279,-0.0774,-0.1618,44.26,0.118,40.76,-0.053
ACCUMULATION_VCP,SINGLE,G19_BULL_TIGHT,0.0,3592,3592,40.95,-0.0414,0.932,271.76,0.0,929,0.0429,1.084,-3.31,-0.1594,-0.0854,0.0025,-0.1303,-0.2192,44.26,0.118,40.76,-0.053
