symbol,variant_id,scan_date,partition,regime,entry_price,stop_loss,target_1,realized_rr,hit_sl,hit_t1,signal_rr,score,support_type,stop_width_pct
360ONE,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-01-23,VAL,NEUTRAL,1138.532018926266,1119.11,1187.09,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.7058825402716944
360ONE,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-01-23,VAL,NEUTRAL,1138.532018926266,1110.08,1209.66,-1.0,1,0,2.5,75.0,EMA20_SHELF,2.499009114657898
360ONE,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-01-23,VAL,NEUTRAL,1138.532018926266,1119.11,1187.09,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.7058825402716944
360ONE,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-01-23,VAL,NEUTRAL,1138.532018926266,1110.08,1209.66,-1.0,1,0,2.5,75.0,EMA20_SHELF,2.499009114657898
360ONE,PULLBACK_CHALL_E_EMA20_RECLAIM_2ATR,2026-01-23,VAL,NEUTRAL,1138.532018926266,1119.11,1187.09,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.7058825402716944
360ONE,PULLBACK_CHALL_F_VOL_DRY_PRIOR_HIGH_SHELF,2026-01-23,VAL,NEUTRAL,1138.532018926266,1110.08,1209.66,-1.0,1,0,2.5,75.0,EMA20_SHELF,2.499009114657898
360ONE,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-01-27,VAL,NEUTRAL,1134.535074774283,1114.38,1184.92,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.776505215433092
360ONE,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-01-27,VAL,NEUTRAL,1134.535074774283,1110.08,1195.67,-1.0,1,0,2.5,75.0,EMA20_SHELF,2.155515093189024
360ONE,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-02-11,VAL,BULL,1142.2184926365298,1124.73,1185.94,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.5310987126606532
360ONE,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-02-11,VAL,BULL,1142.2184926365298,1077.22,1304.71,-1.0,1,0,2.5,75.0,EMA20_SHELF,5.690548091766297
360ONE,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-02-11,VAL,BULL,1142.2184926365298,1124.73,1185.94,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.5310987126606532
360ONE,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-02-11,VAL,BULL,1142.2184926365298,1077.22,1304.71,-1.0,1,0,2.5,75.0,EMA20_SHELF,5.690548091766297
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-09-10,DEV,BULL,1369.1138586145794,1345.64,1427.8,2.5,0,1,2.5,75.0,EMA20_SHELF,1.7145293261681485
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-09-10,DEV,BULL,1369.1138586145794,1320.52,1490.6,2.19,0,0,2.5,75.0,EMA20_SHELF,3.549292727469141
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-09-10,DEV,BULL,1369.1138586145794,1345.64,1427.8,2.5,0,1,2.5,75.0,EMA20_SHELF,1.7145293261681485
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-09-10,DEV,BULL,1369.1138586145794,1320.52,1490.6,2.19,0,0,2.5,75.0,EMA20_SHELF,3.549292727469141
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-09-12,DEV,BULL,1372.0493257906935,1348.46,1431.02,2.5,0,1,2.5,75.0,EMA20_SHELF,1.7192768034851265
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-09-12,DEV,BULL,1372.0493257906935,1337.35,1458.8,2.5,0,1,2.5,75.0,EMA20_SHELF,2.529014455853972
3MINDIA,PULLBACK_CHALL_G_VOL_DRY_HYBRID,2025-09-12,DEV,BULL,1372.0493257906935,1324.03,1492.1,1.9,0,0,2.5,75.0,EMA20_SHELF,3.4998250345715998
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-09-17,DEV,BULL,1373.1056677405768,1348.34,1435.02,2.5,0,1,2.5,75.0,EMA20_SHELF,1.8036243183911969
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-09-17,DEV,BULL,1373.1056677405768,1340.61,1454.34,2.5,0,1,2.5,75.0,EMA20_SHELF,2.366581720840756
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-09-17,DEV,BULL,1373.1056677405768,1348.34,1435.02,2.5,0,1,2.5,75.0,EMA20_SHELF,1.8036243183911969
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-09-17,DEV,BULL,1373.1056677405768,1340.61,1454.34,2.5,0,1,2.5,75.0,EMA20_SHELF,2.366581720840756
3MINDIA,PULLBACK_CHALL_F_VOL_DRY_PRIOR_HIGH_SHELF,2025-09-17,DEV,BULL,1373.1056677405768,1340.61,1454.34,2.5,0,1,2.5,75.0,EMA20_SHELF,2.366581720840756
3MINDIA,PULLBACK_CHALL_G_VOL_DRY_HYBRID,2025-09-17,DEV,BULL,1373.1056677405768,1325.05,1493.24,2.12,0,0,2.5,75.0,EMA20_SHELF,3.499779286444259
3MINDIA,PULLBACK_CHALL_H_VOL_DRY_PRIOR_HIGH,2025-09-17,DEV,BULL,1373.1056677405768,1325.05,1493.24,2.12,0,0,2.5,75.0,EMA20_SHELF,3.499779286444259
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-09-18,DEV,BULL,1383.4246761316613,1358.57,1445.56,2.5,0,1,2.5,75.0,EMA20_SHELF,1.7966049442720726
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-09-18,DEV,BULL,1383.4246761316613,1340.61,1490.46,2.28,0,0,2.5,75.0,EMA20_SHELF,3.094832474101877
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-09-18,DEV,BULL,1383.4246761316613,1358.57,1445.56,2.5,0,1,2.5,75.0,EMA20_SHELF,1.7966049442720726
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-09-18,DEV,BULL,1383.4246761316613,1340.61,1490.46,2.28,0,0,2.5,75.0,EMA20_SHELF,3.094832474101877
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-10-14,DEV,BULL,1476.6807921793356,1454.49,1532.16,2.5,0,1,2.5,75.0,EMA20_SHELF,1.5027480750654112
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-10-14,DEV,BULL,1476.6807921793356,1395.39,1679.91,1.19,0,0,2.5,75.0,EMA20_SHELF,5.504967126941756
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-10-14,DEV,BULL,1476.6807921793356,1454.49,1532.16,2.5,0,1,2.5,75.0,EMA20_SHELF,1.5027480750654112
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-10-14,DEV,BULL,1476.6807921793356,1395.39,1679.91,1.19,0,0,2.5,75.0,EMA20_SHELF,5.504967126941756
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-10-21,DEV,BULL,1501.0609891484837,1478.67,1557.04,2.5,0,1,2.5,75.0,EMA20_SHELF,1.491677507466603
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-10-21,DEV,BULL,1501.0609891484837,1440.84,1651.61,0.47,0,0,2.5,75.0,EMA20_SHELF,4.0118948919354525
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-10-21,DEV,BULL,1501.0609891484837,1478.67,1557.04,2.5,0,1,2.5,75.0,EMA20_SHELF,1.491677507466603
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-10-21,DEV,BULL,1501.0609891484837,1440.84,1651.61,0.47,0,0,2.5,75.0,EMA20_SHELF,4.0118948919354525
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-11-18,DEV,BULL,1529.3925497940577,1501.34,1599.52,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.8342282233449625
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-11-18,DEV,BULL,1529.3925497940577,1474.91,1665.6,2.14,0,0,2.5,75.0,EMA20_SHELF,3.56236531957698
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-11-18,DEV,BULL,1529.3925497940577,1501.34,1599.52,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.8342282233449625
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-11-18,DEV,BULL,1529.3925497940577,1474.91,1665.6,2.14,0,0,2.5,75.0,EMA20_SHELF,3.56236531957698
3MINDIA,PULLBACK_CHALL_F_VOL_DRY_PRIOR_HIGH_SHELF,2025-11-18,DEV,BULL,1529.3925497940577,1474.91,1665.6,2.14,0,0,2.5,75.0,EMA20_SHELF,3.56236531957698
3MINDIA,PULLBACK_CHALL_G_VOL_DRY_HYBRID,2025-11-18,DEV,BULL,1529.3925497940577,1474.91,1665.6,2.14,0,0,2.5,75.0,EMA20_SHELF,3.56236531957698
3MINDIA,PULLBACK_CHALL_H_VOL_DRY_PRIOR_HIGH,2025-11-18,DEV,BULL,1529.3925497940577,1474.91,1665.6,2.14,0,0,2.5,75.0,EMA20_SHELF,3.56236531957698
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-11-19,DEV,BULL,1540.3869350471784,1511.56,1612.45,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.8714086955233489
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-11-19,DEV,BULL,1540.3869350471784,1474.91,1704.08,1.64,0,0,2.5,75.0,EMA20_SHELF,4.250681017699813
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-11-19,DEV,BULL,1540.3869350471784,1511.56,1612.45,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.8714086955233489
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-11-19,DEV,BULL,1540.3869350471784,1474.91,1704.08,1.64,0,0,2.5,75.0,EMA20_SHELF,4.250681017699813
3MINDIA,PULLBACK_CHALL_E_EMA20_RECLAIM_2ATR,2025-11-19,DEV,BULL,1540.3869350471784,1511.56,1612.45,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.8714086955233489
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-11-24,DEV,BULL,1537.1499499142724,1507.43,1611.45,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.933445069293976
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-11-24,DEV,BULL,1537.1499499142724,1474.91,1692.75,1.95,0,0,2.5,75.0,EMA20_SHELF,4.04904869025585
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-11-24,DEV,BULL,1537.1499499142724,1507.43,1611.45,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.933445069293976
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-11-24,DEV,BULL,1537.1499499142724,1474.91,1692.75,1.95,0,0,2.5,75.0,EMA20_SHELF,4.04904869025585
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-11-27,DEV,BULL,1528.8653996590028,1498.66,1604.38,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.9756742265041607
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-11-27,DEV,BULL,1528.8653996590028,1474.91,1663.75,2.5,0,1,2.5,75.0,EMA20_SHELF,3.5291137905950998
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-12-03,DEV,BULL,1518.1479217063347,1490.39,1587.54,2.5,0,1,2.5,75.0,EMA20_SHELF,1.8284069232947924
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-12-03,DEV,BULL,1518.1479217063347,1470.48,1637.32,2.5,0,1,2.5,75.0,EMA20_SHELF,3.1398733301797077
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-12-03,DEV,BULL,1518.1479217063347,1490.39,1587.54,2.5,0,1,2.5,75.0,EMA20_SHELF,1.8284069232947924
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-12-03,DEV,BULL,1518.1479217063347,1470.48,1637.32,2.5,0,1,2.5,75.0,EMA20_SHELF,3.1398733301797077
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-12-04,DEV,BULL,1552.8740226348582,1525.62,1621.01,2.5,0,1,2.5,75.0,EMA20_SHELF,1.755069776272946
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-12-04,DEV,BULL,1552.8740226348582,1470.48,1758.86,0.9,0,0,2.5,75.0,EMA20_SHELF,5.305905143229526
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-12-04,DEV,BULL,1552.8740226348582,1525.62,1621.01,2.5,0,1,2.5,75.0,EMA20_SHELF,1.755069776272946
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-12-04,DEV,BULL,1552.8740226348582,1470.48,1758.86,0.9,0,0,2.5,75.0,EMA20_SHELF,5.305905143229526
3MINDIA,PULLBACK_CHALL_E_EMA20_RECLAIM_2ATR,2025-12-04,DEV,BULL,1552.8740226348582,1525.62,1621.01,2.5,0,1,2.5,75.0,EMA20_SHELF,1.755069776272946
3MINDIA,PULLBACK_CHALL_F_VOL_DRY_PRIOR_HIGH_SHELF,2025-12-04,DEV,BULL,1552.8740226348582,1470.48,1758.86,0.9,0,0,2.5,75.0,EMA20_SHELF,5.305905143229526
3MINDIA,PULLBACK_CHALL_G_VOL_DRY_HYBRID,2025-12-04,DEV,BULL,1552.8740226348582,1470.48,1758.86,0.9,0,0,2.5,75.0,EMA20_SHELF,5.305905143229526
3MINDIA,PULLBACK_CHALL_H_VOL_DRY_PRIOR_HIGH,2025-12-04,DEV,BULL,1552.8740226348582,1470.48,1758.86,0.9,0,0,2.5,75.0,EMA20_SHELF,5.305905143229526
3MINDIA,PULLBACK_CHALL_I_STAGE2_PRIOR_HIGH,2025-12-04,DEV,BULL,1552.8740226348582,1470.48,1758.86,0.9,0,0,2.5,75.0,EMA20_SHELF,5.305905143229526
3MINDIA,PULLBACK_CHALL_J_STAGE2_VOL_DRY_HYBRID,2025-12-04,DEV,BULL,1552.8740226348582,1470.48,1758.86,0.9,0,0,2.5,75.0,EMA20_SHELF,5.305905143229526
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-12-30,DEV,BULL,1592.8350091884622,1569.42,1651.37,2.5,0,1,2.5,75.0,EMA20_SHELF,1.4700210036438055
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-12-30,DEV,BULL,1592.8350091884622,1559.07,1677.25,2.5,0,1,2.5,75.0,EMA20_SHELF,2.11980581753193
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-12-30,DEV,BULL,1592.8350091884622,1569.42,1651.37,2.5,0,1,2.5,75.0,EMA20_SHELF,1.4700210036438055
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-12-30,DEV,BULL,1592.8350091884622,1559.07,1677.25,2.5,0,1,2.5,75.0,EMA20_SHELF,2.11980581753193
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2025-12-31,DEV,BULL,1606.6090372289518,1583.71,1663.86,2.5,0,1,2.5,75.0,EMA20_SHELF,1.425302403903292
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2025-12-31,DEV,BULL,1606.6090372289518,1559.07,1725.46,2.5,0,1,2.5,75.0,EMA20_SHELF,2.958967373353401
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2025-12-31,DEV,BULL,1606.6090372289518,1583.71,1663.86,2.5,0,1,2.5,75.0,EMA20_SHELF,1.425302403903292
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2025-12-31,DEV,BULL,1606.6090372289518,1559.07,1725.46,2.5,0,1,2.5,75.0,EMA20_SHELF,2.958967373353401
3MINDIA,PULLBACK_CHALL_E_EMA20_RECLAIM_2ATR,2025-12-31,DEV,BULL,1606.6090372289518,1583.71,1663.86,2.5,0,1,2.5,75.0,EMA20_SHELF,1.425302403903292
3MINDIA,PULLBACK_CHAMPION_V1,2026-01-01,VAL,BULL,1626.63950272208,1545.31,1829.96,0.86,0,0,2.5,75.0,EMA20_SHELF,4.999848004796397
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-01-01,VAL,BULL,1626.63950272208,1603.53,1684.41,2.5,0,1,2.5,75.0,EMA20_SHELF,1.4206898752555568
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-01-01,VAL,BULL,1626.63950272208,1559.07,1795.56,1.03,0,0,2.5,75.0,EMA20_SHELF,4.153932239381043
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-01-01,VAL,BULL,1626.63950272208,1603.53,1684.41,2.5,0,1,2.5,75.0,EMA20_SHELF,1.4206898752555568
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-01-01,VAL,BULL,1626.63950272208,1559.07,1795.56,1.03,0,0,2.5,75.0,EMA20_SHELF,4.153932239381043
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-01-02,VAL,BULL,1629.7980592567797,1606.83,1687.22,2.5,0,1,2.5,75.0,EMA20_SHELF,1.4092579829953666
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-01-02,VAL,BULL,1629.7980592567797,1559.07,1806.62,0.78,0,0,2.5,75.0,EMA20_SHELF,4.339682383045242
3MINDIA,PULLBACK_CHALL_G_VOL_DRY_HYBRID,2026-01-02,VAL,BULL,1629.7980592567797,1559.07,1806.62,0.78,0,0,2.5,75.0,EMA20_SHELF,4.339682383045242
3MINDIA,PULLBACK_CHALL_J_STAGE2_VOL_DRY_HYBRID,2026-01-02,VAL,BULL,1629.7980592567797,1559.07,1806.62,0.78,0,0,2.5,75.0,EMA20_SHELF,4.339682383045242
3MINDIA,PULLBACK_CHAMPION_V1,2026-01-06,VAL,BULL,1640.23874835133,1558.23,1845.26,0.88,0,0,2.5,75.0,EMA20_SHELF,4.999805573046017
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-01-06,VAL,BULL,1640.23874835133,1616.95,1698.46,2.5,0,1,2.5,75.0,EMA20_SHELF,1.419838933492973
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-01-06,VAL,BULL,1640.23874835133,1559.07,1843.16,0.89,0,0,2.5,75.0,EMA20_SHELF,4.948593516213179
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-01-06,VAL,BULL,1640.23874835133,1616.95,1698.46,2.5,0,1,2.5,75.0,EMA20_SHELF,1.419838933492973
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-01-06,VAL,BULL,1640.23874835133,1559.07,1843.16,0.89,0,0,2.5,75.0,EMA20_SHELF,4.948593516213179
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-01-15,VAL,BULL,1659.9714634188758,1634.22,1724.35,2.5,0,1,2.5,75.0,EMA20_SHELF,1.55131964532921
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-01-15,VAL,BULL,1659.9714634188758,1600.76,1808.0,0.88,0,0,2.5,75.0,EMA20_SHELF,3.5670169472024518
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-01-15,VAL,BULL,1659.9714634188758,1634.22,1724.35,2.5,0,1,2.5,75.0,EMA20_SHELF,1.55131964532921
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-01-15,VAL,BULL,1659.9714634188758,1600.76,1808.0,0.88,0,0,2.5,75.0,EMA20_SHELF,3.5670169472024518
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-03-17,VAL,BULL,1836.897075238286,1810.63,1902.56,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.4299698982796072
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-03-17,VAL,BULL,1836.897075238286,1757.21,2036.11,1.92,0,0,2.5,75.0,EMA20_SHELF,4.338135016516856
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-03-17,VAL,BULL,1836.897075238286,1810.63,1902.56,-1.0,1,0,2.5,75.0,EMA20_SHELF,1.4299698982796072
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-03-17,VAL,BULL,1836.897075238286,1757.21,2036.11,1.92,0,0,2.5,75.0,EMA20_SHELF,4.338135016516856
3MINDIA,PULLBACK_CHALL_F_VOL_DRY_PRIOR_HIGH_SHELF,2026-03-17,VAL,BULL,1836.897075238286,1757.21,2036.11,1.92,0,0,2.5,75.0,EMA20_SHELF,4.338135016516856
3MINDIA,PULLBACK_CHALL_G_VOL_DRY_HYBRID,2026-03-17,VAL,BULL,1836.897075238286,1757.21,2036.11,1.92,0,0,2.5,75.0,EMA20_SHELF,4.338135016516856
3MINDIA,PULLBACK_CHALL_H_VOL_DRY_PRIOR_HIGH,2026-03-17,VAL,BULL,1836.897075238286,1757.21,2036.11,1.92,0,0,2.5,75.0,EMA20_SHELF,4.338135016516856
3MINDIA,PULLBACK_CHALL_I_STAGE2_PRIOR_HIGH,2026-03-17,VAL,BULL,1836.897075238286,1757.21,2036.11,1.92,0,0,2.5,75.0,EMA20_SHELF,4.338135016516856
3MINDIA,PULLBACK_CHALL_J_STAGE2_VOL_DRY_HYBRID,2026-03-17,VAL,BULL,1836.897075238286,1757.21,2036.11,1.92,0,0,2.5,75.0,EMA20_SHELF,4.338135016516856
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-03-23,VAL,BULL,1827.621069141112,1800.28,1895.97,2.5,0,1,2.5,75.0,EMA20_SHELF,1.495992227423868
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-03-23,VAL,BULL,1827.621069141112,1778.44,1950.57,2.5,0,1,2.5,75.0,EMA20_SHELF,2.690988300119812
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-03-23,VAL,BULL,1827.621069141112,1800.28,1895.97,2.5,0,1,2.5,75.0,EMA20_SHELF,1.495992227423868
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-03-23,VAL,BULL,1827.621069141112,1778.44,1950.57,2.5,0,1,2.5,75.0,EMA20_SHELF,2.690988300119812
3MINDIA,PULLBACK_CHALL_E_EMA20_RECLAIM_2ATR,2026-03-23,VAL,BULL,1827.621069141112,1800.28,1895.97,2.5,0,1,2.5,75.0,EMA20_SHELF,1.495992227423868
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-03-25,VAL,BULL,1831.6773125583209,1805.3,1897.62,2.5,0,1,2.5,75.0,EMA20_SHELF,1.4400632893945424
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-03-25,VAL,BULL,1831.6773125583209,1778.44,1964.77,2.5,0,1,2.5,75.0,EMA20_SHELF,2.906478788229557
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-03-25,VAL,BULL,1831.6773125583209,1805.3,1897.62,2.5,0,1,2.5,75.0,EMA20_SHELF,1.4400632893945424
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-03-25,VAL,BULL,1831.6773125583209,1778.44,1964.77,2.5,0,1,2.5,75.0,EMA20_SHELF,2.906478788229557
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-04-03,VAL,BULL,1887.3135784642927,1858.75,1958.72,2.5,0,1,2.5,75.0,EMA20_SHELF,1.513451648429029
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-04-03,VAL,BULL,1887.3135784642927,1778.44,2159.5,1.19,0,0,2.5,75.0,EMA20_SHELF,5.768706361604367
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-04-03,VAL,BULL,1887.3135784642927,1858.75,1958.72,2.5,0,1,2.5,75.0,EMA20_SHELF,1.513451648429029
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-04-03,VAL,BULL,1887.3135784642927,1778.44,2159.5,1.19,0,0,2.5,75.0,EMA20_SHELF,5.768706361604367
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-04-06,VAL,BULL,1905.8435111466367,1877.59,1976.48,2.5,0,1,2.5,75.0,EMA20_SHELF,1.482467525869335
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-04-06,VAL,BULL,1905.8435111466367,1802.03,2165.38,0.68,0,0,2.5,75.0,EMA20_SHELF,5.447116226461747
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-04-06,VAL,BULL,1905.8435111466367,1877.59,1976.48,2.5,0,1,2.5,75.0,EMA20_SHELF,1.482467525869335
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-04-06,VAL,BULL,1905.8435111466367,1802.03,2165.38,0.68,0,0,2.5,75.0,EMA20_SHELF,5.447116226461747
3MINDIA,PULLBACK_CHALL_A_BULL_CLOSE_2ATR,2026-04-07,VAL,BULL,1911.2500307771752,1882.02,1984.33,2.5,0,1,2.5,75.0,EMA20_SHELF,1.5293671841192518
3MINDIA,PULLBACK_CHALL_B_BULL_CLOSE_SHELF,2026-04-07,VAL,BULL,1911.2500307771752,1802.03,2184.3,0.43,0,0,2.5,75.0,EMA20_SHELF,5.71458621417329
3MINDIA,PULLBACK_CHALL_C_PRIOR_HIGH_2ATR,2026-04-07,VAL,BULL,1911.2500307771752,1882.02,1984.33,2.5,0,1,2.5,75.0,EMA20_SHELF,1.5293671841192518
3MINDIA,PULLBACK_CHALL_D_PRIOR_HIGH_SHELF,2026-04-07,VAL,BULL,1911.2500307771752,1802.03,2184.3,0.43,0,0,2.5,75.0,EMA20_SHELF,5.71458621417329
3MINDIA,PULLBACK_CHALL_F_VOL_DRY_PRIOR_HIGH_SHELF,2026-04-07,VAL,BULL,1911.2500307771752,1802.03,2184.3,0.43,0,0,2.5,75.0,EMA20_SHELF,5.71458621417329
3MINDIA,PULLBACK_CHALL_G_VOL_DRY_HYBRID,2026-04-07,VAL,BULL,1911.2500307771752,1802.03,2184.3,0.43,0,0,2.5,75.0,EMA20_SHELF,5.71458621417329
3MINDIA,PULLBACK_CHALL_H_VOL_DRY_PRIOR_HIGH,2026-04-07,VAL,BULL,1911.2500307771752,1802.03,2184.3,0.43,0,0,2.5,75.0,EMA20_SHELF,5.71458621417329
3MINDIA,PULLBACK_CHALL_I_STAGE2_PRIOR_HIGH,2026-04-07,VAL,BULL,1911.2500307771752,1802.03,2184.3,0.43,0,0,2.5,75.0,EMA20_SHELF,5.71458621417329
3MINDIA,PULLBACK_CHALL_J_STAGE2_VOL_DRY_HYBRID,2026-04-07,VAL,BULL,1911.2500307771752,1802.03,2184.3,0.43,0,0,2.5,75.0,EMA20_SHELF,5.71458621417329
