variant,train_n,train_exp,train_wr,val_n,val_exp,val_wr,ho_n,ho_exp,ho_wr,ho_ci_low,ho_ci_high,ho_mfe,ho_mae,ho_fwd_5d,status
D4,1,-1.0,0.0,0,0.0,0.0,1,1.5,100.0,1.5,1.5,4.76,-0.62,3.26,INCONCLUSIVE / UNDERPOWERED
