symbol,scan_date,next_date,regime,eod_score,est_5m_score,vol_surge,price_move_pct,gap_up_pct,raw_r,realized_r,hit_stop,atr,o_nd,h_nd,l_nd,c_nd,variant_id,sector
MPHASIS,2026-07-02,2026-07-03,BULL,80.0,85.0,2.344,1.127,1.14,1.14,0.741,0,68.3,2211.71,2270.14,2208.78,2236.64,V9_LIBERAL_EOD_NOCAP,IT
KOTAKBANK,2026-07-08,2026-07-09,BEAR,80.0,80.0,1.477,1.521,0.378,1.03,0.669,0,8.34,370.86,377.3,367.77,376.5,V9_LIBERAL_EOD_NOCAP,BANK
RELIANCE,2026-07-08,2026-07-09,BEAR,80.0,80.0,1.256,0.211,0.094,1.12,0.727,0,23.13,1277.1,1296.5,1274.2,1279.8,V9_LIBERAL_EOD_NOCAP,ENERGY
BHARTIARTL,2026-07-08,2026-07-09,BEAR,80.0,80.0,1.988,1.53,0.736,2.51,1.875,0,34.05,1902.0,1966.0,1898.8,1931.1,V9_LIBERAL_EOD_NOCAP,TELECOM
TCS,2026-07-10,2026-07-13,NEUTRAL,80.0,85.0,2.663,5.133,0.29,2.84,1.848,0,60.58,2063.68,2192.88,2053.84,2169.6,V9_LIBERAL_EOD_NOCAP,IT
BAJAJ-AUTO,2026-07-10,2026-07-13,NEUTRAL,80.0,85.0,3.421,2.986,-0.748,2.32,1.51,0,207.71,10080.0,10442.0,10030.5,10381.0,V9_LIBERAL_EOD_NOCAP,AUTO
SBIN,2026-07-14,2026-07-15,NEUTRAL,80.0,80.0,1.403,1.438,0.01,1.41,0.915,0,19.42,1015.5,1036.0,1013.7,1030.1,V9_LIBERAL_EOD_NOCAP,BANK
BPCL,2026-07-14,2026-07-15,NEUTRAL,80.0,80.0,1.376,1.176,0.213,0.88,0.242,0,7.77,306.0,311.15,306.0,309.6,V9_LIBERAL_EOD_NOCAP,ENERGY
TATAMOTORS,2026-07-14,2026-07-15,NEUTRAL,80.0,80.0,1.345,0.845,0.623,1.12,0.727,0,12.47,420.0,430.45,419.55,423.55,V9_LIBERAL_EOD_NOCAP,AUTO
POWERGRID,2026-07-16,2026-07-17,NEUTRAL,100.0,85.0,1.391,0.997,0.0,0.96,0.281,0,4.99,280.75,284.35,279.65,283.55,V9_LIBERAL_EOD_NOCAP,ENERGY
AXISBANK,2026-07-16,2026-07-17,NEUTRAL,80.0,85.0,2.033,1.645,-0.046,1.3,0.844,0,26.7,1307.0,1333.0,1305.0,1328.5,V9_LIBERAL_EOD_NOCAP,BANK
RELIANCE,2026-07-16,2026-07-17,NEUTRAL,80.0,80.0,1.512,2.092,0.262,1.83,1.19,0,22.07,1300.0,1330.3,1296.1,1327.2,V9_LIBERAL_EOD_NOCAP,ENERGY
WIPRO,2026-07-16,2026-07-17,NEUTRAL,80.0,80.0,1.452,1.412,-2.357,0.91,0.256,0,3.97,173.55,176.26,173.55,176.0,V9_LIBERAL_EOD_NOCAP,IT
JSWSTEEL,2026-07-16,2026-07-17,NEUTRAL,80.0,85.0,2.136,1.335,0.0,1.26,0.817,0,24.3,1221.0,1243.9,1218.0,1237.3,V9_LIBERAL_EOD_NOCAP,METAL
AXISBANK,2026-07-20,2026-07-21,NEUTRAL,80.0,80.0,1.811,1.06,-0.876,0.99,0.295,0,30.55,1245.0,1267.7,1244.5,1258.2,V9_LIBERAL_EOD_NOCAP,BANK
BPCL,2026-07-22,2026-07-23,NEUTRAL,80.0,80.0,1.519,1.457,-2.739,1.93,1.251,0,8.03,305.4,317.0,305.1,309.85,V9_LIBERAL_EOD_NOCAP,ENERGY
DRREDDY,2026-07-22,2026-07-23,NEUTRAL,80.0,80.0,1.995,5.931,-6.916,3.13,2.031,0,30.12,1101.0,1171.6,1101.0,1166.3,V9_LIBERAL_EOD_NOCAP,PHARMA
HEROMOTOCO,2026-07-22,2026-07-23,NEUTRAL,80.0,85.0,2.908,3.744,-0.0,2.85,1.853,0,97.35,4914.81,5122.94,4907.91,5098.8,V9_LIBERAL_EOD_NOCAP,AUTO
ITC,2026-07-22,2026-07-23,NEUTRAL,80.0,80.0,1.768,0.482,-0.303,1.32,0.861,0,4.08,279.95,284.0,279.65,281.3,V9_LIBERAL_EOD_NOCAP,FMCG
SIEMENS,2026-07-24,2026-07-27,BEAR,100.0,85.0,1.353,0.291,1.056,0.98,0.29,0,29.97,2062.34,2084.38,2062.34,2068.34,V9_LIBERAL_EOD_NOCAP,MFNG
CHOLAFIN,2026-07-24,2026-07-27,BEAR,80.0,80.0,1.742,2.362,1.137,1.76,1.141,0,45.95,1744.0,1804.5,1743.8,1785.2,V9_LIBERAL_EOD_NOCAP,FINSERV
COFORGE,2026-07-24,2026-07-27,BEAR,80.0,80.0,1.586,2.2,0.727,1.15,0.748,0,49.22,1488.61,1531.11,1482.54,1521.36,V9_LIBERAL_EOD_NOCAP,IT
LUPIN,2026-07-24,2026-07-27,BEAR,80.0,80.0,1.528,1.645,0.021,1.54,1.002,0,52.84,2371.0,2432.1,2368.1,2410.0,V9_LIBERAL_EOD_NOCAP,PHARMA
WIPRO,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.968,0.333,1.038,0.99,0.297,0,3.7,183.0,185.76,181.45,183.61,V9_LIBERAL_EOD_NOCAP,IT
CIPLA,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.32,1.606,0.443,1.64,1.069,0,32.6,1451.0,1491.2,1442.0,1474.3,V9_LIBERAL_EOD_NOCAP,PHARMA
MARUTI,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.443,1.219,-0.159,0.92,0.262,0,286.04,13642.98,13840.99,13583.58,13809.31,V9_LIBERAL_EOD_NOCAP,AUTO
ITC,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.286,0.228,0.334,1.07,0.695,0,4.3,285.6,289.05,284.15,286.25,V9_LIBERAL_EOD_NOCAP,FMCG
HINDUNILVR,2026-07-28,2026-07-29,BEAR,80.0,85.0,2.485,3.282,1.374,2.05,1.335,0,47.08,2050.5,2123.0,2047.0,2117.8,V9_LIBERAL_EOD_NOCAP,FMCG
BRITANNIA,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.591,0.327,0.383,1.06,0.69,0,101.92,5409.41,5490.56,5398.59,5427.11,V9_LIBERAL_EOD_NOCAP,FMCG
DABUR,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.258,1.474,0.659,1.28,0.832,0,8.23,427.4,435.3,427.0,433.7,V9_LIBERAL_EOD_NOCAP,FMCG
TRENT,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.256,2.218,0.317,1.28,0.834,0,72.85,2940.0,3010.1,2916.5,3005.2,V9_LIBERAL_EOD_NOCAP,CONS
LT,2026-07-28,2026-07-29,BEAR,80.0,80.0,1.647,0.924,1.654,1.71,1.114,0,64.44,3895.4,3978.2,3891.1,3931.4,V9_LIBERAL_EOD_NOCAP,INFRA
KAYNES,2026-07-28,2026-07-29,BEAR,80.0,85.0,8.396,11.238,1.342,5.42,1.875,0,101.79,3271.0,3685.0,3270.2,3638.6,V9_LIBERAL_EOD_NOCAP,TECH
ADANIPORTS,2026-07-30,2026-07-31,BULL,80.0,85.0,2.016,1.344,0.595,1.11,0.719,1,41.1,1674.0,1708.1,1650.0,1696.5,V9_LIBERAL_EOD_NOCAP,INFRA
TATAMOTORS,2026-07-30,2026-07-31,BULL,80.0,85.0,3.47,5.266,0.0,3.1,2.012,0,11.07,414.95,440.65,414.25,436.8,V9_LIBERAL_EOD_NOCAP,AUTO
BEL,2026-07-30,2026-07-31,BULL,80.0,80.0,1.275,0.74,0.026,0.99,0.293,0,7.57,384.48,390.07,384.48,387.32,V9_LIBERAL_EOD_NOCAP,INFRA
RELIANCE,2026-08-05,2026-08-06,BULL,80.0,80.0,1.813,3.113,0.391,2.4,1.563,0,22.29,1285.0,1325.2,1281.2,1325.0,V9_LIBERAL_EOD_NOCAP,ENERGY
SBIN,2026-08-11,2026-08-12,NEUTRAL,80.0,80.0,1.477,1.501,0.0,1.18,0.77,0,21.95,1066.0,1085.5,1066.0,1082.0,V9_LIBERAL_EOD_NOCAP,BANK
BHARTIARTL,2026-08-11,2026-08-12,NEUTRAL,80.0,80.0,1.791,1.907,-0.345,1.42,0.922,0,34.21,1908.6,1945.0,1901.3,1945.0,V9_LIBERAL_EOD_NOCAP,TELECOM
BPCL,2026-08-13,2026-08-14,NEUTRAL,80.0,80.0,1.76,1.461,-0.048,0.9,0.25,0,6.82,314.85,319.45,314.05,319.45,V9_LIBERAL_EOD_NOCAP,ENERGY
ADANIENT,2026-08-13,2026-08-14,NEUTRAL,80.0,80.0,1.699,2.364,0.003,1.62,1.05,0,68.5,2965.0,3048.0,2950.0,3035.1,V9_LIBERAL_EOD_NOCAP,ENERGY
BHARTIARTL,2026-08-13,2026-08-14,NEUTRAL,80.0,80.0,1.684,2.733,0.0,2.53,1.641,0,35.22,1939.1,2005.8,1932.0,1992.1,V9_LIBERAL_EOD_NOCAP,TELECOM
ITC,2026-08-19,2026-08-20,BEAR,80.0,85.0,2.492,1.286,0.431,1.05,0.683,1,4.38,268.2,271.65,265.0,271.65,V9_LIBERAL_EOD_NOCAP,FMCG
SUNPHARMA,2026-08-21,2026-08-24,NEUTRAL,80.0,80.0,1.53,0.399,0.0,0.86,0.231,0,31.87,1902.4,1923.0,1892.6,1910.0,V9_LIBERAL_EOD_NOCAP,PHARMA
TATASTEEL,2026-08-21,2026-08-24,NEUTRAL,80.0,80.0,1.717,1.168,0.628,0.78,0.192,0,3.66,184.15,186.3,183.06,186.3,V9_LIBERAL_EOD_NOCAP,METAL
TATASTEEL,2026-08-25,2026-08-26,NEUTRAL,100.0,85.0,1.411,0.815,-0.241,1.27,0.823,1,3.64,186.49,189.95,184.29,188.01,V9_LIBERAL_EOD_NOCAP,METAL
HCLTECH,2026-08-27,2026-08-28,BEAR,80.0,85.0,2.317,2.023,0.624,1.99,1.291,0,29.67,1290.0,1334.2,1290.0,1316.1,V9_LIBERAL_EOD_NOCAP,IT
HDFCBANK,2026-08-31,2026-09-01,BEAR,80.0,80.0,1.689,0.972,-0.557,1.13,0.733,1,12.29,705.05,715.45,698.5,711.9,V9_LIBERAL_EOD_NOCAP,BANK
ADANIPORTS,2026-08-31,2026-09-01,BEAR,80.0,80.0,1.537,1.385,2.002,1.12,0.73,0,36.34,1625.0,1655.6,1625.0,1647.5,V9_LIBERAL_EOD_NOCAP,INFRA
HCLTECH,2026-08-31,2026-09-01,BEAR,80.0,85.0,2.067,2.682,0.297,2.25,1.459,0,30.82,1316.1,1368.0,1313.1,1351.4,V9_LIBERAL_EOD_NOCAP,IT
ITC,2026-08-31,2026-09-01,BEAR,80.0,85.0,2.198,1.95,2.348,1.91,1.241,0,4.68,261.5,268.2,261.5,266.6,V9_LIBERAL_EOD_NOCAP,FMCG
DLF,2026-09-02,2026-09-03,BEAR,80.0,80.0,1.504,1.587,-0.379,1.4,0.913,0,17.42,671.0,689.35,671.0,681.65,V9_LIBERAL_EOD_NOCAP,REALTY
GODREJPROP,2026-09-02,2026-09-03,BEAR,80.0,85.0,2.551,1.909,-0.34,2.16,1.402,0,57.3,1964.0,2056.7,1960.0,2001.5,V9_LIBERAL_EOD_NOCAP,REALTY
DRREDDY,2025-10-01,2025-10-03,BEAR,80.0,80.0,1.385,0.338,-0.064,1.15,0.745,0,24.84,1236.06,1257.43,1232.19,1240.23,V10_COMPOSITE_OPTIMIZER,PHARMA
DIVISLAB,2025-10-01,2025-10-03,BEAR,80.0,80.0,1.497,1.849,0.867,1.92,1.251,0,119.54,5759.5,5932.0,5746.0,5866.0,V10_COMPOSITE_OPTIMIZER,PHARMA
COALINDIA,2025-10-06,2025-10-07,BULL,80.0,80.0,1.464,0.182,0.55,1.22,0.796,0,5.18,368.99,373.75,368.8,369.66,V10_COMPOSITE_OPTIMIZER,ENERGY
LODHA,2025-10-06,2025-10-07,BULL,80.0,85.0,5.86,2.415,0.26,1.59,1.033,1,28.68,1118.0,1152.2,1098.8,1145.0,V10_COMPOSITE_OPTIMIZER,REALTY
ICICIGI,2025-10-14,2025-10-15,NEUTRAL,80.0,85.0,12.316,6.607,2.173,5.12,3.0,0,37.46,1881.82,2025.7,1881.82,2006.14,V10_COMPOSITE_OPTIMIZER,FINSERV
CIPLA,2025-10-14,2025-10-15,NEUTRAL,80.0,80.0,1.657,0.561,-0.148,0.71,0.156,0,27.49,1535.59,1550.26,1531.63,1544.21,V10_COMPOSITE_OPTIMIZER,PHARMA
GODREJPROP,2025-10-14,2025-10-15,NEUTRAL,80.0,85.0,2.14,3.289,0.496,1.97,1.278,0,52.25,2057.65,2134.68,2057.45,2125.33,V10_COMPOSITE_OPTIMIZER,REALTY
NESTLEIND,2025-10-14,2025-10-15,NEUTRAL,80.0,85.0,2.251,3.905,0.0,3.27,2.126,0,19.97,1163.59,1212.59,1163.59,1209.03,V10_COMPOSITE_OPTIMIZER,FMCG
HAL,2025-10-14,2025-10-15,NEUTRAL,80.0,80.0,1.262,2.069,0.004,1.94,1.259,0,90.82,4707.88,4839.79,4707.88,4805.28,V10_COMPOSITE_OPTIMIZER,INFRA
ITC,2025-10-16,2025-10-17,BULL,80.0,80.0,1.492,1.678,0.049,2.38,1.548,0,4.54,386.5,394.6,386.4,392.98,V10_COMPOSITE_OPTIMIZER,FMCG
HINDUNILVR,2025-10-16,2025-10-17,BULL,80.0,80.0,1.744,1.489,0.156,1.54,0.999,0,42.19,2519.86,2568.48,2514.46,2557.38,V10_COMPOSITE_OPTIMIZER,FMCG
KOTAKBANK,2025-10-27,2025-10-28,BULL,80.0,80.0,1.52,0.878,-0.307,0.85,0.223,0,8.21,427.66,432.87,427.66,431.42,V10_COMPOSITE_OPTIMIZER,BANK
FEDERALBNK,2025-10-27,2025-10-28,BULL,80.0,80.0,1.348,0.194,-0.804,0.72,0.159,0,31.85,2328.22,2345.37,2328.2,2332.75,V10_COMPOSITE_OPTIMIZER,BANK
COALINDIA,2025-10-29,2025-10-30,BULL,80.0,85.0,2.269,1.24,0.249,1.33,0.866,1,5.77,367.98,373.75,364.48,372.55,V10_COMPOSITE_OPTIMIZER,ENERGY
FEDERALBNK,2025-10-31,2025-11-03,NEUTRAL,80.0,80.0,1.568,0.213,-3.407,0.74,0.169,0,30.37,2277.79,2294.61,2268.43,2282.63,V10_COMPOSITE_OPTIMIZER,BANK
LUPIN,2025-10-31,2025-11-03,NEUTRAL,80.0,85.0,2.604,0.854,0.178,1.47,0.955,1,36.94,1952.84,1993.55,1932.59,1969.52,V10_COMPOSITE_OPTIMIZER,PHARMA
DLF,2025-10-31,2025-11-03,NEUTRAL,80.0,80.0,1.785,2.94,-0.165,2.73,1.776,0,14.22,745.64,774.77,743.02,767.56,V10_COMPOSITE_OPTIMIZER,REALTY
DABUR,2025-10-31,2025-11-03,NEUTRAL,80.0,80.0,1.703,3.114,0.113,2.22,1.446,0,9.62,479.32,495.37,476.86,494.25,V10_COMPOSITE_OPTIMIZER,FMCG
CHOLAFIN,2025-11-06,2025-11-07,BEAR,80.0,80.0,1.338,2.306,-1.063,1.48,0.961,0,44.58,1663.6,1713.05,1642.73,1701.96,V10_COMPOSITE_OPTIMIZER,FINSERV
ADANIENT,2025-11-06,2025-11-07,BEAR,80.0,85.0,2.153,2.35,0.03,1.9,1.233,0,61.49,2313.97,2401.43,2290.38,2368.34,V10_COMPOSITE_OPTIMIZER,ENERGY
HINDALCO,2025-11-06,2025-11-07,BEAR,80.0,80.0,1.36,0.241,0.013,0.97,0.283,0,19.35,784.41,798.43,778.94,786.3,V10_COMPOSITE_OPTIMIZER,METAL
TRENT,2025-11-10,2025-11-11,BEAR,80.0,80.0,1.672,0.484,0.264,0.85,0.224,0,109.95,4288.66,4358.56,4256.81,4309.43,V10_COMPOSITE_OPTIMIZER,CONS
HAL,2025-11-10,2025-11-11,BEAR,80.0,80.0,1.483,1.408,0.111,1.26,0.819,0,87.05,4755.59,4837.81,4747.56,4822.53,V10_COMPOSITE_OPTIMIZER,INFRA
KOTAKBANK,2025-11-14,2025-11-17,BULL,80.0,85.0,2.314,0.377,0.736,1.0,0.651,0,6.62,418.28,423.25,417.76,419.86,V10_COMPOSITE_OPTIMIZER,BANK
EICHERMOT,2025-11-14,2025-11-17,BULL,80.0,80.0,1.517,1.025,0.523,0.77,0.187,0,135.97,6730.0,6809.0,6675.0,6799.0,V10_COMPOSITE_OPTIMIZER,AUTO
MPHASIS,2025-11-20,2025-11-21,BULL,80.0,85.0,2.038,0.446,-0.201,0.77,0.184,0,71.54,2663.49,2704.69,2642.65,2675.37,V10_COMPOSITE_OPTIMIZER,IT
BAJFINANCE,2025-11-26,2025-11-27,BULL,80.0,80.0,1.827,1.792,0.485,1.7,1.106,0,22.83,1009.4,1038.52,1004.72,1027.48,V10_COMPOSITE_OPTIMIZER,FINSERV
JSWSTEEL,2025-11-28,2025-12-01,BULL,100.0,90.0,2.047,0.3,0.396,1.07,0.696,0,24.88,1158.25,1178.23,1150.69,1161.73,V10_COMPOSITE_OPTIMIZER,METAL
ITC,2025-11-28,2025-12-01,BULL,80.0,80.0,1.636,0.36,-0.359,0.78,-1.0,1,4.42,384.07,386.64,379.68,385.45,V10_COMPOSITE_OPTIMIZER,FMCG
SBIN,2025-12-04,2025-12-05,NEUTRAL,80.0,80.0,1.602,2.387,0.079,2.26,1.47,0,14.16,932.05,956.07,929.94,954.3,V10_COMPOSITE_OPTIMIZER,BANK
ADANIENT,2025-12-04,2025-12-05,NEUTRAL,80.0,80.0,1.547,2.142,-0.0,1.13,0.732,0,59.97,2216.91,2267.59,2201.92,2264.39,V10_COMPOSITE_OPTIMIZER,ENERGY
DLF,2025-12-08,2025-12-09,BEAR,80.0,80.0,1.411,0.811,-0.429,1.32,0.858,0,14.47,676.01,690.33,671.07,681.49,V10_COMPOSITE_OPTIMIZER,REALTY
GODREJPROP,2025-12-08,2025-12-09,BEAR,80.0,85.0,2.969,3.706,-0.258,1.95,1.271,0,55.25,1960.52,2041.53,1942.61,2033.17,V10_COMPOSITE_OPTIMIZER,REALTY
TRENT,2025-12-08,2025-12-09,BEAR,80.0,85.0,2.414,0.884,-1.0,1.11,0.725,1,81.81,4043.62,4112.02,3982.12,4079.37,V10_COMPOSITE_OPTIMIZER,CONS
BEL,2025-12-08,2025-12-09,BEAR,80.0,80.0,1.664,1.143,-0.349,0.87,0.237,0,9.04,383.42,389.34,378.94,387.8,V10_COMPOSITE_OPTIMIZER,INFRA
TATASTEEL,2025-12-10,2025-12-11,BEAR,100.0,85.0,1.767,1.761,0.783,1.29,0.842,0,3.19,160.2,163.29,159.87,163.02,V10_COMPOSITE_OPTIMIZER,METAL
PERSISTENT,2025-12-10,2025-12-11,BEAR,80.0,80.0,1.572,2.69,0.133,1.7,1.107,0,146.69,6019.91,6207.23,5997.49,6181.83,V10_COMPOSITE_OPTIMIZER,IT
DIVISLAB,2025-12-10,2025-12-11,BEAR,80.0,80.0,1.385,2.055,0.095,2.22,1.442,0,118.69,6300.5,6498.0,6274.0,6430.0,V10_COMPOSITE_OPTIMIZER,PHARMA
ABB,2025-12-10,2025-12-11,BEAR,80.0,80.0,1.867,1.717,0.039,1.46,0.95,0,93.99,5133.01,5236.08,5126.03,5221.15,V10_COMPOSITE_OPTIMIZER,MFNG
DIXON,2025-12-10,2025-12-11,BEAR,80.0,85.0,4.224,5.175,-0.016,2.02,1.312,0,449.71,12349.0,13030.0,12130.0,12988.0,V10_COMPOSITE_OPTIMIZER,TECH
KAYNES,2025-12-10,2025-12-11,BEAR,80.0,80.0,1.833,3.258,0.604,0.87,0.234,0,330.36,3914.0,4129.0,3830.0,4041.5,V10_COMPOSITE_OPTIMIZER,TECH
IOC,2025-12-12,2025-12-15,NEUTRAL,80.0,85.0,3.343,2.046,0.916,1.61,1.045,1,3.04,158.26,161.93,155.66,161.5,V10_COMPOSITE_OPTIMIZER,ENERGY
AXISBANK,2025-12-16,2025-12-17,NEUTRAL,80.0,80.0,1.386,0.336,0.082,0.95,0.274,0,21.66,1219.66,1235.05,1219.36,1223.76,V10_COMPOSITE_OPTIMIZER,BANK
EICHERMOT,2025-12-16,2025-12-17,NEUTRAL,80.0,80.0,1.395,0.429,0.602,0.75,0.175,0,129.03,7104.0,7176.5,7080.5,7134.5,V10_COMPOSITE_OPTIMIZER,AUTO
ITC,2025-12-18,2025-12-19,NEUTRAL,100.0,85.0,1.304,0.2,-0.037,0.76,0.181,0,4.0,381.64,383.93,381.64,382.4,V10_COMPOSITE_OPTIMIZER,FMCG
POWERGRID,2025-12-18,2025-12-19,NEUTRAL,80.0,80.0,1.961,2.093,0.039,1.89,1.229,0,4.11,255.19,261.02,255.09,260.53,V10_COMPOSITE_OPTIMIZER,ENERGY
DIVISLAB,2025-12-18,2025-12-19,NEUTRAL,80.0,85.0,3.701,1.069,0.47,2.06,1.342,0,121.46,6410.0,6598.0,6408.5,6478.5,V10_COMPOSITE_OPTIMIZER,PHARMA
ABB,2025-12-18,2025-12-19,NEUTRAL,80.0,85.0,2.238,1.391,0.167,1.21,0.789,0,93.53,5085.2,5170.35,5079.23,5155.91,V10_COMPOSITE_OPTIMIZER,MFNG
CHOLAFIN,2025-12-22,2025-12-23,BULL,80.0,85.0,4.14,4.579,1.268,3.07,1.998,0,46.96,1603.17,1711.45,1593.98,1676.59,V10_COMPOSITE_OPTIMIZER,FINSERV
TATASTEEL,2025-12-26,2025-12-29,NEUTRAL,80.0,85.0,2.222,1.646,0.231,2.07,1.349,0,2.91,166.08,170.61,165.87,168.82,V10_COMPOSITE_OPTIMIZER,METAL
KOTAKBANK,2025-12-30,2025-12-31,NEUTRAL,80.0,80.0,1.495,1.997,0.246,2.21,1.439,0,5.7,430.86,440.32,430.4,439.46,V10_COMPOSITE_OPTIMIZER,BANK
ONGC,2025-12-30,2025-12-31,NEUTRAL,80.0,80.0,1.944,2.424,0.004,2.33,1.517,0,3.52,229.29,235.46,229.22,234.85,V10_COMPOSITE_OPTIMIZER,ENERGY
M&M,2025-12-30,2025-12-31,NEUTRAL,80.0,80.0,1.308,1.538,-0.199,1.59,1.034,0,58.56,3615.04,3684.9,3602.57,3670.65,V10_COMPOSITE_OPTIMIZER,AUTO
HINDUNILVR,2025-12-30,2025-12-31,NEUTRAL,80.0,80.0,1.328,1.131,-0.009,1.49,0.967,0,31.5,2266.94,2302.08,2263.77,2292.58,V10_COMPOSITE_OPTIMIZER,FMCG
DABUR,2025-12-30,2025-12-31,NEUTRAL,80.0,85.0,2.273,1.737,-0.131,2.75,1.79,0,7.12,488.66,503.37,488.56,497.15,V10_COMPOSITE_OPTIMIZER,FMCG
DIXON,2025-12-30,2025-12-31,NEUTRAL,80.0,80.0,1.323,2.075,0.756,1.07,0.698,0,475.78,11856.0,12239.0,11755.0,12102.0,V10_COMPOSITE_OPTIMIZER,TECH
HEROMOTOCO,2026-01-01,2026-01-02,NEUTRAL,100.0,85.0,1.285,0.559,1.001,1.42,0.924,0,119.21,5787.2,5914.22,5762.68,5819.57,V10_COMPOSITE_OPTIMIZER,AUTO
ICICIBANK,2026-01-05,2026-01-06,BULL,100.0,90.0,2.147,2.857,0.036,3.55,2.307,0,15.63,1372.0,1413.6,1366.0,1411.2,V10_COMPOSITE_OPTIMIZER,BANK
ONGC,2026-01-05,2026-01-06,BULL,80.0,80.0,1.329,1.596,0.0,1.3,0.847,0,4.27,232.62,236.79,232.62,236.33,V10_COMPOSITE_OPTIMIZER,ENERGY
TCS,2026-01-05,2026-01-06,BULL,80.0,80.0,1.416,1.427,-0.19,1.61,1.048,0,42.39,3093.55,3144.82,3088.73,3137.69,V10_COMPOSITE_OPTIMIZER,IT
HCLTECH,2026-01-05,2026-01-06,BULL,80.0,80.0,1.317,1.0,-0.454,1.19,0.771,0,27.85,1543.19,1567.97,1540.3,1558.62,V10_COMPOSITE_OPTIMIZER,IT
CIPLA,2026-01-05,2026-01-06,BULL,80.0,80.0,1.577,0.724,-0.0,1.36,0.881,0,19.39,1505.67,1525.39,1505.67,1516.57,V10_COMPOSITE_OPTIMIZER,PHARMA
BRITANNIA,2026-01-05,2026-01-06,BULL,80.0,80.0,1.54,1.482,0.224,1.4,0.911,1,97.52,6040.0,6142.5,5948.5,6129.5,V10_COMPOSITE_OPTIMIZER,FMCG
ABB,2026-01-05,2026-01-06,BULL,80.0,80.0,1.615,1.083,0.0,1.39,0.904,0,82.11,5147.45,5233.1,5139.48,5203.22,V10_COMPOSITE_OPTIMIZER,MFNG
INFY,2026-01-13,2026-01-14,BEAR,80.0,80.0,1.414,0.743,-0.688,1.37,0.891,0,27.62,1554.36,1582.75,1549.57,1565.91,V10_COMPOSITE_OPTIMIZER,IT
IDFCFIRSTB,2026-01-21,2026-01-22,BEAR,80.0,80.0,1.641,2.683,0.601,1.89,1.227,0,1.75,81.76,84.23,81.66,83.95,V10_COMPOSITE_OPTIMIZER,BANK
BRITANNIA,2026-01-21,2026-01-22,BEAR,80.0,80.0,1.335,1.402,0.819,1.59,1.03,0,105.13,5850.0,5975.0,5819.0,5932.0,V10_COMPOSITE_OPTIMIZER,FMCG
BPCL,2026-01-27,2026-01-28,BEAR,80.0,85.0,2.197,0.513,0.867,0.78,0.189,0,8.99,350.61,355.86,347.59,352.41,V10_COMPOSITE_OPTIMIZER,ENERGY
IOC,2026-01-27,2026-01-28,BEAR,80.0,80.0,1.693,2.421,0.063,1.91,1.242,0,3.45,157.02,161.96,156.57,160.82,V10_COMPOSITE_OPTIMIZER,ENERGY
POWERGRID,2026-01-27,2026-01-28,BEAR,80.0,80.0,1.304,2.283,-0.138,1.85,1.199,0,4.82,251.18,257.86,251.18,256.92,V10_COMPOSITE_OPTIMIZER,ENERGY
M&M,2026-01-27,2026-01-28,BEAR,80.0,80.0,1.836,2.078,-0.427,1.3,0.845,0,79.06,3343.88,3420.97,3340.92,3413.35,V10_COMPOSITE_OPTIMIZER,AUTO
HEROMOTOCO,2026-01-27,2026-01-28,BEAR,80.0,80.0,1.39,1.951,0.502,1.13,0.733,1,135.74,5303.62,5418.39,5226.63,5407.11,V10_COMPOSITE_OPTIMIZER,AUTO
ITC,2026-01-27,2026-01-28,BEAR,80.0,80.0,1.44,0.375,0.408,0.78,0.189,0,6.13,305.07,308.65,304.5,306.22,V10_COMPOSITE_OPTIMIZER,FMCG
HAL,2026-01-27,2026-01-28,BEAR,80.0,85.0,2.162,5.812,0.494,3.66,1.875,0,97.11,4333.99,4600.38,4325.56,4585.9,V10_COMPOSITE_OPTIMIZER,INFRA
IDFCFIRSTB,2026-01-29,2026-01-30,NEUTRAL,80.0,80.0,1.8,1.285,-1.138,1.38,0.897,0,1.91,82.28,84.25,82.28,83.34,V10_COMPOSITE_OPTIMIZER,BANK
M&M,2026-01-29,2026-01-30,NEUTRAL,80.0,80.0,1.898,4.532,-2.996,2.64,1.716,0,84.69,3248.88,3416.52,3248.68,3396.14,V10_COMPOSITE_OPTIMIZER,AUTO
ITC,2026-01-29,2026-01-30,NEUTRAL,80.0,85.0,2.062,1.051,0.063,1.37,0.888,0,5.91,303.97,310.03,301.73,307.17,V10_COMPOSITE_OPTIMIZER,FMCG
HINDUNILVR,2026-01-29,2026-01-30,NEUTRAL,80.0,80.0,1.513,1.367,-0.493,1.27,0.824,0,45.81,2317.43,2360.99,2316.44,2349.11,V10_COMPOSITE_OPTIMIZER,FMCG
NESTLEIND,2026-01-29,2026-01-30,NEUTRAL,80.0,85.0,5.53,3.608,-0.148,3.0,1.949,0,23.59,1272.97,1326.03,1270.01,1318.9,V10_COMPOSITE_OPTIMIZER,FMCG
TITAN,2026-01-29,2026-01-30,NEUTRAL,80.0,80.0,1.844,0.821,0.135,0.86,0.231,0,77.15,3932.1,3981.93,3897.01,3964.39,V10_COMPOSITE_OPTIMIZER,CONS
