regime,sample_size,avg_r30m,avg_mfe_pct,avg_mae_pct
HIGH_VOLATILITY_BEAR,779,2.4011340335569438,62.57358742657885,-4.69193086188593
HIGH_VOLATILITY_BULL,810,0.5997484151611744,8.546918168911091,-24.535998999533007
SIDEWAYS_NEUTRAL,14430,1.2500355283407092,6.218964258060268,-2.422241964402332
