symbol,variant_id,scan_date,partition,regime,entry_price,stop_loss,target_1,signal_rr,score,stage,engine_path,realized_rr,exit_reason,exit_date,holding_period_bars,max_favorable_excursion_r,max_adverse_excursion_r,r1_hit_before_sl,r1_5_hit_before_sl,r2_hit_before_sl,post_sl_recovered_entry,post_sl_recovered_t1,post_sl_max_recovery_r
WAAREEENER,REVERSAL_CHAMPION_V1,2026-01-12,VAL,NEUTRAL,2576.9,2512.38,3043.0,7.22,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-01-20,6,1.1,1.33,1,0,0,1,1,9.58
ALIVUS,REVERSAL_CHAMPION_V1,2026-01-20,VAL,NEUTRAL,868.35,850.73,928.0,3.39,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-01-21,1,0.0,1.4,0,0,0,1,1,6.34
DRREDDY,REVERSAL_CHAMPION_V1,2026-01-20,VAL,BEAR,1159.35,1151.57,1257.03,12.56,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-01-21,1,3.46,2.34,1,1,1,1,1,12.67
ALIVUS,REVERSAL_CHAMPION_V1,2026-01-22,VAL,NEUTRAL,861.5,832.77,928.0,2.31,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,2.31,T1_HIT,2026-01-28,3,2.63,0.0,1,1,1,0,0,0.0
SWIGGY,REVERSAL_CHAMPION_V1,2026-01-22,VAL,NEUTRAL,320.3,316.81,363.9,12.49,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-01-23,1,0.4,2.91,0,0,0,1,0,4.21
CGCL,REVERSAL_CHAMPION_V1,2026-01-27,VAL,NEUTRAL,169.73,165.17,185.04,3.36,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-02-02,4,2.34,1.85,1,1,1,1,0,2.45
SHYAMMETL,REVERSAL_CHAMPION_V1,2026-01-27,VAL,NEUTRAL,799.15,770.13,845.0,1.58,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,1.58,T1_HIT,2026-01-29,2,2.54,0.01,1,1,1,0,0,0.0
BALUFORGE,REVERSAL_CHAMPION_V1,2026-01-29,VAL,NEUTRAL,391.9,348.25,473.7,1.87,78.0,DISPLACEMENT_BURST,STAGE4_DISPLACEMENT,1.87,T1_HIT,2026-02-09,7,2.17,0.0,1,1,1,0,0,0.0
CSBBANK,REVERSAL_CHAMPION_V1,2026-01-29,VAL,NEUTRAL,435.3,401.63,535.55,2.98,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-02-02,2,0.37,1.11,0,0,0,0,0,-0.22
POCL,REVERSAL_CHAMPION_V1,2026-01-29,VAL,NEUTRAL,499.68,495.51,599.08,23.84,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.27,SL_HIT,2026-01-30,1,0.56,7.6,0,0,0,1,0,8.17
LUMAXTECH,REVERSAL_CHAMPION_V1,2026-02-02,VAL,NEUTRAL,1373.7,1280.57,1703.1,3.54,92.0,HIGH_CONFIDENCE_ALERT,STAGE5_HIGH_CONFIDENCE,3.54,T1_HIT,2026-02-11,7,4.09,0.0,1,1,1,0,0,0.0
CAPILLARY,REVERSAL_CHAMPION_V1,2026-02-16,VAL,NEUTRAL,525.75,509.39,634.0,6.62,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-02-24,6,2.4,1.33,1,1,1,1,0,1.18
FSL,REVERSAL_CHAMPION_V1,2026-02-20,VAL,NEUTRAL,243.15,238.91,291.44,11.39,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-02-23,1,3.05,1.19,1,1,1,0,0,-0.86
HOMEFIRST,REVERSAL_CHAMPION_V1,2026-03-02,VAL,NEUTRAL,1091.7,1061.98,1254.14,5.47,78.0,DISPLACEMENT_BURST,STAGE4_DISPLACEMENT,-1.0,SL_HIT,2026-03-05,2,0.28,2.15,0,0,0,1,0,0.62
JAYKAY,REVERSAL_CHAMPION_V1,2026-03-02,VAL,NEUTRAL,145.19,139.35,218.75,12.6,92.0,HIGH_CONFIDENCE_ALERT,STAGE5_HIGH_CONFIDENCE,-1.0,SL_HIT,2026-03-04,1,1.3,1.23,1,0,0,1,0,0.0
BONDADA,REVERSAL_CHAMPION_V1,2026-03-05,VAL,NEUTRAL,283.32,279.32,343.16,14.96,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-03-12,5,4.1,1.65,1,1,1,1,0,3.05
HINDPETRO,REVERSAL_CHAMPION_V1,2026-03-05,VAL,NEUTRAL,418.4,398.1,458.7,1.99,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.64,SL_HIT,2026-03-09,2,0.08,2.38,0,0,0,0,0,-0.58
HAPPSTMNDS,REVERSAL_CHAMPION_V1,2026-03-09,VAL,NEUTRAL,337.29,329.64,385.18,6.26,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,6.26,T1_HIT,2026-03-10,1,8.41,0.33,1,1,1,0,0,0.0
SONATSOFTW,REVERSAL_CHAMPION_V1,2026-03-09,VAL,NEUTRAL,242.74,240.26,287.46,18.03,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-03-11,2,3.77,1.54,1,1,1,1,0,0.02
CHOLAHLDNG,REVERSAL_CHAMPION_V1,2026-03-13,VAL,NEUTRAL,1553.9,1473.6,1700.4,1.82,78.0,DISPLACEMENT_BURST,STAGE4_DISPLACEMENT,-1.21,SL_HIT,2026-03-19,4,0.28,1.82,0,0,0,0,0,-0.95
JKLAKSHMI,REVERSAL_CHAMPION_V1,2026-03-13,VAL,NEUTRAL,591.8,587.02,726.76,28.23,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-03-16,1,1.78,4.96,1,1,0,1,0,5.59
EMAMILTD,REVERSAL_CHAMPION_V1,2026-03-23,VAL,NEUTRAL,401.7,398.3,453.45,15.22,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-03-24,1,3.03,1.0,1,1,1,1,0,7.44
THYROCARE,REVERSAL_CHAMPION_V1,2026-03-23,VAL,NEUTRAL,368.5,342.15,501.47,5.05,92.0,HIGH_CONFIDENCE_ALERT,STAGE5_HIGH_CONFIDENCE,0.82,EXPIRED_POS,2026-04-24,20,1.41,0.99,1,0,0,0,0,0.0
PGHH,REVERSAL_CHAMPION_V1,2026-03-30,VAL,NEUTRAL,9323.0,9004.75,10840.0,4.77,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,2.59,EXPIRED_POS,2026-04-30,20,3.85,0.0,1,1,1,0,0,0.0
SBCL,REVERSAL_CHAMPION_V1,2026-03-30,VAL,NEUTRAL,387.85,368.15,434.75,2.38,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,2.38,T1_HIT,2026-04-08,5,4.58,0.0,1,1,1,0,0,0.0
CREDITACC,REVERSAL_CHAMPION_V1,2026-04-09,VAL,NEUTRAL,2000.17,1978.03,2080.42,3.62,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.17,SL_HIT,2026-04-09,1,0.0,1.32,0,0,0,1,0,3.56
TATAMOTORS,REVERSAL_CHAMPION_V1,2026-05-14,VAL,NEUTRAL,375.21,372.11,432.91,18.61,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-05-15,1,3.57,1.1,1,1,1,1,0,6.35
AETHER,REVERSAL_CHAMPION_V1,2026-05-18,VAL,BULL,1114.9,1092.01,1275.1,7.0,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-05-19,1,0.0,1.48,0,0,0,1,0,1.3
AURIONPRO,REVERSAL_CHAMPION_V1,2026-05-20,VAL,BEAR,788.95,721.28,905.0,1.71,78.0,DISPLACEMENT_BURST,STAGE4_DISPLACEMENT,1.3,EXPIRED_POS,2026-06-17,20,1.4,0.73,1,0,0,0,0,0.0
BOSCHLTD,REVERSAL_CHAMPION_V1,2026-05-22,VAL,NEUTRAL,36065.0,34655.85,38855.0,1.98,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,1.98,T1_HIT,2026-06-12,15,2.4,0.23,1,1,1,0,0,0.0
AVANTIFEED,REVERSAL_CHAMPION_V1,2026-06-23,HOLDOUT,NEUTRAL,986.5,941.17,1091.8,2.32,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-06-29,4,0.26,1.28,0,0,0,0,0,-0.32
PRAJIND,REVERSAL_CHAMPION_V1,2026-06-23,HOLDOUT,BEAR,1513.25,1499.47,1596.01,6.01,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.0,SL_HIT,2026-07-15,17,2.43,1.49,1,1,1,1,0,1.15
JINDALSAW,REVERSAL_CHAMPION_V1,2026-08-12,HOLDOUT,NEUTRAL,2672.91,2651.98,2773.07,4.79,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-1.33,SL_HIT,2026-08-12,1,0.0,1.65,0,0,0,1,0,0.38
COROMANDEL,REVERSAL_CHAMPION_V1,2026-08-26,HOLDOUT,BEAR,1949.7,1886.82,2112.5,2.59,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,-0.17,EXPIRED_NEG,2026-09-04,7,0.22,0.95,0,0,0,0,0,0.0
COALINDIA,REVERSAL_CHAMPION_V1,2026-08-28,HOLDOUT,BEAR,395.99,391.45,412.7,3.68,65.0,RECLAIM_CONFIRMED,STAGE3_RECLAIM,3.68,T1_HIT,2026-09-02,3,4.65,0.35,1,1,1,0,0,0.0
