scanner,combo,ctype,be,n_candidates,n_confirmed,n_executed,funnel_pct,wr,er,pf,dwr,der
REVERSAL,G1_G3_G7_TIGHT_PCT_BULL,TRIPLE,1.2,23559,1202,1202,5.1,41.85,0.2479,1.438,0.05,-0.0041
REVERSAL,G1_G3_G7_TIGHT_PCT_BULL,TRIPLE,1.5,23559,1202,1202,5.1,41.85,0.2321,1.399,0.05,-0.0199
REVERSAL,G4_G5_G7_HRR_FAST_BULL,TRIPLE,0.0,23559,1673,1673,7.1,40.17,0.0438,1.063,-1.63,-0.2082
REVERSAL,G4_G5_G7_HRR_FAST_BULL,TRIPLE,0.5,23559,1673,1673,7.1,40.17,0.182,1.328,-1.63,-0.07
REVERSAL,G4_G5_G7_HRR_FAST_BULL,TRIPLE,0.8,23559,1673,1673,7.1,40.17,0.1641,1.286,-1.63,-0.0879
REVERSAL,G4_G5_G7_HRR_FAST_BULL,TRIPLE,1.0,23559,1673,1673,7.1,40.17,0.152,1.26,-1.63,-0.1
REVERSAL,G4_G5_G7_HRR_FAST_BULL,TRIPLE,1.2,23559,1673,1673,7.1,40.17,0.1393,1.233,-1.63,-0.1127
REVERSAL,G4_G5_G7_HRR_FAST_BULL,TRIPLE,1.5,23559,1673,1673,7.1,40.17,0.1214,1.197,-1.63,-0.1306
REVERSAL,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,0.0,23559,3334,3334,14.2,40.7,0.1008,1.148,-1.1,-0.1512
REVERSAL,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,0.5,23559,3334,3334,14.2,40.7,0.2394,1.441,-1.1,-0.0126
REVERSAL,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,0.8,23559,3334,3334,14.2,40.7,0.222,1.397,-1.1,-0.03
REVERSAL,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,1.0,23559,3334,3334,14.2,40.7,0.2098,1.367,-1.1,-0.0422
REVERSAL,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,1.2,23559,3334,3334,14.2,40.7,0.1978,1.339,-1.1,-0.0542
REVERSAL,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,1.5,23559,3334,3334,14.2,40.7,0.179,1.297,-1.1,-0.073
REVERSAL,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,0.0,23559,2389,2389,10.1,38.93,0.0303,1.043,-2.87,-0.2217
REVERSAL,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,0.5,23559,2389,2389,10.1,38.93,0.1741,1.309,-2.87,-0.0779
REVERSAL,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,0.8,23559,2389,2389,10.1,38.93,0.1563,1.269,-2.87,-0.0957
REVERSAL,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,1.0,23559,2389,2389,10.1,38.93,0.1435,1.242,-2.87,-0.1085
REVERSAL,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,1.2,23559,2389,2389,10.1,38.93,0.1306,1.215,-2.87,-0.1214
REVERSAL,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,1.5,23559,2389,2389,10.1,38.93,0.1115,1.178,-2.87,-0.1405
REVERSAL,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,0.0,23559,444,444,1.9,39.41,0.0703,1.1,-2.39,-0.1817
REVERSAL,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,0.5,23559,444,444,1.9,39.41,0.211,1.375,-2.39,-0.041
REVERSAL,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,0.8,23559,444,444,1.9,39.41,0.1919,1.33,-2.39,-0.0601
REVERSAL,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,1.0,23559,444,444,1.9,39.41,0.18,1.303,-2.39,-0.072
REVERSAL,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,1.2,23559,444,444,1.9,39.41,0.168,1.278,-2.39,-0.084
REVERSAL,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,1.5,23559,444,444,1.9,39.41,0.1514,1.244,-2.39,-0.1006
REVERSAL,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,0.0,23559,3262,3262,13.8,40.25,0.0769,1.112,-1.55,-0.1751
REVERSAL,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,0.5,23559,3262,3262,13.8,40.25,0.2166,1.396,-1.55,-0.0354
REVERSAL,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,0.8,23559,3262,3262,13.8,40.25,0.1986,1.351,-1.55,-0.0534
REVERSAL,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,1.0,23559,3262,3262,13.8,40.25,0.1866,1.323,-1.55,-0.0654
REVERSAL,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,1.2,23559,3262,3262,13.8,40.25,0.1743,1.295,-1.55,-0.0777
REVERSAL,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,1.5,23559,3262,3262,13.8,40.25,0.1558,1.256,-1.55,-0.0962
REVERSAL,G11_G5_G13_NOTIMM_FAST_CLV,TRIPLE,0.0,23559,3322,3322,14.1,39.1,0.0017,1.002,-2.7,-0.2503
REVERSAL,G11_G5_G13_NOTIMM_FAST_CLV,TRIPLE,0.5,23559,3322,3322,14.1,39.1,0.1398,1.25,-2.7,-0.1122
REVERSAL,G11_G5_G13_NOTIMM_FAST_CLV,TRIPLE,0.8,23559,3322,3322,14.1,39.1,0.1225,1.212,-2.7,-0.1295
REVERSAL,G11_G5_G13_NOTIMM_FAST_CLV,TRIPLE,1.0,23559,3322,3322,14.1,39.1,0.1109,1.188,-2.7,-0.1411
REVERSAL,G11_G5_G13_NOTIMM_FAST_CLV,TRIPLE,1.2,23559,3322,3322,14.1,39.1,0.0989,1.165,-2.7,-0.1531
REVERSAL,G11_G5_G13_NOTIMM_FAST_CLV,TRIPLE,1.5,23559,3322,3322,14.1,39.1,0.0809,1.131,-2.7,-0.1711
REVERSAL,G12_G1_G13_EARLY_TIGHT_CLV,TRIPLE,0.0,23559,2055,2055,8.7,38.2,0.0179,1.025,-3.6,-0.2341
REVERSAL,G12_G1_G13_EARLY_TIGHT_CLV,TRIPLE,0.5,23559,2055,2055,8.7,38.2,0.163,1.288,-3.6,-0.089
REVERSAL,G12_G1_G13_EARLY_TIGHT_CLV,TRIPLE,0.8,23559,2055,2055,8.7,38.2,0.1439,1.246,-3.6,-0.1081
REVERSAL,G12_G1_G13_EARLY_TIGHT_CLV,TRIPLE,1.0,23559,2055,2055,8.7,38.2,0.1316,1.22,-3.6,-0.1204
REVERSAL,G12_G1_G13_EARLY_TIGHT_CLV,TRIPLE,1.2,23559,2055,2055,8.7,38.2,0.119,1.195,-3.6,-0.133
REVERSAL,G12_G1_G13_EARLY_TIGHT_CLV,TRIPLE,1.5,23559,2055,2055,8.7,38.2,0.1,1.159,-3.6,-0.152
PULLBACK_V2,G1_RISK_TIGHT,SINGLE,0.0,82840,33137,33137,40.0,40.36,0.1077,1.161,-5.24,-0.1533
PULLBACK_V2,G1_RISK_TIGHT,SINGLE,0.5,82840,33137,33137,40.0,40.36,0.2432,1.457,-5.24,-0.0178
PULLBACK_V2,G1_RISK_TIGHT,SINGLE,0.8,82840,33137,33137,40.0,40.36,0.2261,1.412,-5.24,-0.0349
PULLBACK_V2,G1_RISK_TIGHT,SINGLE,1.0,82840,33137,33137,40.0,40.36,0.2152,1.384,-5.24,-0.0458
PULLBACK_V2,G1_RISK_TIGHT,SINGLE,1.2,82840,33137,33137,40.0,40.36,0.203,1.355,-5.24,-0.058
PULLBACK_V2,G1_RISK_TIGHT,SINGLE,1.5,82840,33137,33137,40.0,40.36,0.1853,1.314,-5.24,-0.0757
PULLBACK_V2,G2_TARGET_HIGH,SINGLE,0.0,82840,82840,82840,100.0,43.96,0.098,1.165,-1.64,-0.163
PULLBACK_V2,G2_TARGET_HIGH,SINGLE,0.5,82840,82840,82840,100.0,43.96,0.218,1.46,-1.64,-0.043
PULLBACK_V2,G2_TARGET_HIGH,SINGLE,0.8,82840,82840,82840,100.0,43.96,0.2024,1.413,-1.64,-0.0586
PULLBACK_V2,G2_TARGET_HIGH,SINGLE,1.0,82840,82840,82840,100.0,43.96,0.1921,1.384,-1.64,-0.0689
PULLBACK_V2,G2_TARGET_HIGH,SINGLE,1.2,82840,82840,82840,100.0,43.96,0.1815,1.356,-1.64,-0.0795
PULLBACK_V2,G2_TARGET_HIGH,SINGLE,1.5,82840,82840,82840,100.0,43.96,0.1661,1.316,-1.64,-0.0949
PULLBACK_V2,G3_TIGHT_PCTSTOP,SINGLE,0.0,82840,28995,28995,35.0,40.07,0.1774,1.253,-5.53,-0.0836
PULLBACK_V2,G3_TIGHT_PCTSTOP,SINGLE,0.5,82840,28995,28995,35.0,40.07,0.3197,1.573,-5.53,0.0587
PULLBACK_V2,G3_TIGHT_PCTSTOP,SINGLE,0.8,82840,28995,28995,35.0,40.07,0.3011,1.522,-5.53,0.0401
PULLBACK_V2,G3_TIGHT_PCTSTOP,SINGLE,1.0,82840,28995,28995,35.0,40.07,0.2889,1.491,-5.53,0.0279
PULLBACK_V2,G3_TIGHT_PCTSTOP,SINGLE,1.2,82840,28995,28995,35.0,40.07,0.2766,1.46,-5.53,0.0156
PULLBACK_V2,G3_TIGHT_PCTSTOP,SINGLE,1.5,82840,28995,28995,35.0,40.07,0.2581,1.417,-5.53,-0.0029
PULLBACK_V2,G4_HIGH_R_TGT,SINGLE,0.0,82840,37394,37394,45.1,43.96,0.0966,1.162,-1.64,-0.1644
PULLBACK_V2,G4_HIGH_R_TGT,SINGLE,0.5,82840,37394,37394,45.1,43.96,0.2173,1.459,-1.64,-0.0437
PULLBACK_V2,G4_HIGH_R_TGT,SINGLE,0.8,82840,37394,37394,45.1,43.96,0.2016,1.412,-1.64,-0.0594
PULLBACK_V2,G4_HIGH_R_TGT,SINGLE,1.0,82840,37394,37394,45.1,43.96,0.1915,1.383,-1.64,-0.0695
PULLBACK_V2,G4_HIGH_R_TGT,SINGLE,1.2,82840,37394,37394,45.1,43.96,0.1806,1.354,-1.64,-0.0804
PULLBACK_V2,G4_HIGH_R_TGT,SINGLE,1.5,82840,37394,37394,45.1,43.96,0.1648,1.313,-1.64,-0.0962
PULLBACK_V2,G5_FAST_RESOLVE,SINGLE,0.0,82840,29030,29030,35.0,44.42,0.1172,1.199,-1.18,-0.1438
PULLBACK_V2,G5_FAST_RESOLVE,SINGLE,0.5,82840,29030,29030,35.0,44.42,0.2355,1.501,-1.18,-0.0255
PULLBACK_V2,G5_FAST_RESOLVE,SINGLE,0.8,82840,29030,29030,35.0,44.42,0.2202,1.454,-1.18,-0.0408
PULLBACK_V2,G5_FAST_RESOLVE,SINGLE,1.0,82840,29030,29030,35.0,44.42,0.2101,1.424,-1.18,-0.0509
PULLBACK_V2,G5_FAST_RESOLVE,SINGLE,1.2,82840,29030,29030,35.0,44.42,0.1997,1.395,-1.18,-0.0613
PULLBACK_V2,G5_FAST_RESOLVE,SINGLE,1.5,82840,29030,29030,35.0,44.42,0.1844,1.354,-1.18,-0.0766
PULLBACK_V2,G6_NO_STALL,SINGLE,0.0,82840,53714,53714,64.8,44.1,0.103,1.174,-1.5,-0.158
PULLBACK_V2,G6_NO_STALL,SINGLE,0.5,82840,53714,53714,64.8,44.1,0.2229,1.472,-1.5,-0.0381
PULLBACK_V2,G6_NO_STALL,SINGLE,0.8,82840,53714,53714,64.8,44.1,0.2071,1.424,-1.5,-0.0539
PULLBACK_V2,G6_NO_STALL,SINGLE,1.0,82840,53714,53714,64.8,44.1,0.1968,1.395,-1.5,-0.0642
PULLBACK_V2,G6_NO_STALL,SINGLE,1.2,82840,53714,53714,64.8,44.1,0.1862,1.366,-1.5,-0.0748
PULLBACK_V2,G6_NO_STALL,SINGLE,1.5,82840,53714,53714,64.8,44.1,0.1709,1.326,-1.5,-0.0901
PULLBACK_V2,G11_NOT_IMMEDIATE,SINGLE,0.0,82840,82840,82840,100.0,43.96,0.098,1.165,-1.64,-0.163
PULLBACK_V2,G11_NOT_IMMEDIATE,SINGLE,0.5,82840,82840,82840,100.0,43.96,0.218,1.46,-1.64,-0.043
PULLBACK_V2,G11_NOT_IMMEDIATE,SINGLE,0.8,82840,82840,82840,100.0,43.96,0.2024,1.413,-1.64,-0.0586
PULLBACK_V2,G11_NOT_IMMEDIATE,SINGLE,1.0,82840,82840,82840,100.0,43.96,0.1921,1.384,-1.64,-0.0689
PULLBACK_V2,G11_NOT_IMMEDIATE,SINGLE,1.2,82840,82840,82840,100.0,43.96,0.1815,1.356,-1.64,-0.0795
PULLBACK_V2,G11_NOT_IMMEDIATE,SINGLE,1.5,82840,82840,82840,100.0,43.96,0.1661,1.316,-1.64,-0.0949
PULLBACK_V2,G12_EARLY_CYCLE,SINGLE,0.0,82840,33139,33139,40.0,43.82,0.0919,1.154,-1.78,-0.1691
PULLBACK_V2,G12_EARLY_CYCLE,SINGLE,0.5,82840,33139,33139,40.0,43.82,0.2121,1.447,-1.78,-0.0489
PULLBACK_V2,G12_EARLY_CYCLE,SINGLE,0.8,82840,33139,33139,40.0,43.82,0.1966,1.401,-1.78,-0.0644
PULLBACK_V2,G12_EARLY_CYCLE,SINGLE,1.0,82840,33139,33139,40.0,43.82,0.1858,1.371,-1.78,-0.0752
PULLBACK_V2,G12_EARLY_CYCLE,SINGLE,1.2,82840,33139,33139,40.0,43.82,0.1752,1.343,-1.78,-0.0858
PULLBACK_V2,G12_EARLY_CYCLE,SINGLE,1.5,82840,33139,33139,40.0,43.82,0.1599,1.304,-1.78,-0.1011
PULLBACK_V2,G7_BULL,SINGLE,0.0,82840,79619,79619,96.1,44.32,0.1083,1.183,-1.28,-0.1527
PULLBACK_V2,G7_BULL,SINGLE,0.5,82840,79619,79619,96.1,44.32,0.2277,1.483,-1.28,-0.0333
PULLBACK_V2,G7_BULL,SINGLE,0.8,82840,79619,79619,96.1,44.32,0.2123,1.436,-1.28,-0.0487
PULLBACK_V2,G7_BULL,SINGLE,1.0,82840,79619,79619,96.1,44.32,0.2019,1.407,-1.28,-0.0591
PULLBACK_V2,G7_BULL,SINGLE,1.2,82840,79619,79619,96.1,44.32,0.1914,1.377,-1.28,-0.0696
PULLBACK_V2,G7_BULL,SINGLE,1.5,82840,79619,79619,96.1,44.32,0.1761,1.337,-1.28,-0.0849
PULLBACK_V2,G8_NON_BEAR,SINGLE,0.0,82840,82840,82840,100.0,43.96,0.098,1.165,-1.64,-0.163
PULLBACK_V2,G8_NON_BEAR,SINGLE,0.5,82840,82840,82840,100.0,43.96,0.218,1.46,-1.64,-0.043
PULLBACK_V2,G8_NON_BEAR,SINGLE,0.8,82840,82840,82840,100.0,43.96,0.2024,1.413,-1.64,-0.0586
PULLBACK_V2,G8_NON_BEAR,SINGLE,1.0,82840,82840,82840,100.0,43.96,0.1921,1.384,-1.64,-0.0689
PULLBACK_V2,G8_NON_BEAR,SINGLE,1.2,82840,82840,82840,100.0,43.96,0.1815,1.356,-1.64,-0.0795
PULLBACK_V2,G8_NON_BEAR,SINGLE,1.5,82840,82840,82840,100.0,43.96,0.1661,1.316,-1.64,-0.0949
PULLBACK_V2,G9_BEAR_NEUTRAL,SINGLE,0.0,82840,3221,3221,3.9,34.86,-0.1554,0.773,-10.74,-0.4164
PULLBACK_V2,G9_BEAR_NEUTRAL,SINGLE,0.5,82840,3221,3221,3.9,34.86,-0.0218,0.96,-10.74,-0.2828
PULLBACK_V2,G9_BEAR_NEUTRAL,SINGLE,0.8,82840,3221,3221,3.9,34.86,-0.0418,0.927,-10.74,-0.3028
PULLBACK_V2,G9_BEAR_NEUTRAL,SINGLE,1.0,82840,3221,3221,3.9,34.86,-0.052,0.911,-10.74,-0.313
PULLBACK_V2,G9_BEAR_NEUTRAL,SINGLE,1.2,82840,3221,3221,3.9,34.86,-0.0642,0.892,-10.74,-0.3252
PULLBACK_V2,G9_BEAR_NEUTRAL,SINGLE,1.5,82840,3221,3221,3.9,34.86,-0.0822,0.866,-10.74,-0.3432
PULLBACK_V2,G13_UPPER_CLOSE,SINGLE,0.0,82840,33137,33137,40.0,45.93,0.0341,1.066,0.33,-0.2269
PULLBACK_V2,G13_UPPER_CLOSE,SINGLE,0.5,82840,33137,33137,40.0,45.93,0.139,1.334,0.33,-0.122
PULLBACK_V2,G13_UPPER_CLOSE,SINGLE,0.8,82840,33137,33137,40.0,45.93,0.1255,1.293,0.33,-0.1355
PULLBACK_V2,G13_UPPER_CLOSE,SINGLE,1.0,82840,33137,33137,40.0,45.93,0.1157,1.264,0.33,-0.1453
PULLBACK_V2,G13_UPPER_CLOSE,SINGLE,1.2,82840,33137,33137,40.0,45.93,0.1066,1.238,0.33,-0.1544
PULLBACK_V2,G13_UPPER_CLOSE,SINGLE,1.5,82840,33137,33137,40.0,45.93,0.0934,1.203,0.33,-0.1676
PULLBACK_V2,G14_ASYMMETRIC,SINGLE,0.0,82840,33137,33137,40.0,40.36,0.1077,1.161,-5.24,-0.1533
PULLBACK_V2,G14_ASYMMETRIC,SINGLE,0.5,82840,33137,33137,40.0,40.36,0.2432,1.457,-5.24,-0.0178
PULLBACK_V2,G14_ASYMMETRIC,SINGLE,0.8,82840,33137,33137,40.0,40.36,0.2261,1.412,-5.24,-0.0349
PULLBACK_V2,G14_ASYMMETRIC,SINGLE,1.0,82840,33137,33137,40.0,40.36,0.2152,1.384,-5.24,-0.0458
PULLBACK_V2,G14_ASYMMETRIC,SINGLE,1.2,82840,33137,33137,40.0,40.36,0.203,1.355,-5.24,-0.058
PULLBACK_V2,G14_ASYMMETRIC,SINGLE,1.5,82840,33137,33137,40.0,40.36,0.1853,1.314,-5.24,-0.0757
PULLBACK_V2,G16_FAST_TIGHT,SINGLE,0.0,82840,37358,37358,45.1,43.93,0.1004,1.169,-1.67,-0.1606
PULLBACK_V2,G16_FAST_TIGHT,SINGLE,0.5,82840,37358,37358,45.1,43.93,0.2202,1.464,-1.67,-0.0408
PULLBACK_V2,G16_FAST_TIGHT,SINGLE,0.8,82840,37358,37358,45.1,43.93,0.2051,1.419,-1.67,-0.0559
PULLBACK_V2,G16_FAST_TIGHT,SINGLE,1.0,82840,37358,37358,45.1,43.93,0.1943,1.388,-1.67,-0.0667
PULLBACK_V2,G16_FAST_TIGHT,SINGLE,1.2,82840,37358,37358,45.1,43.93,0.184,1.36,-1.67,-0.077
PULLBACK_V2,G16_FAST_TIGHT,SINGLE,1.5,82840,37358,37358,45.1,43.93,0.1684,1.32,-1.67,-0.0926
PULLBACK_V2,G17_MID_PRICE,SINGLE,0.0,82840,49708,49708,60.0,44.72,0.123,1.209,-0.88,-0.138
PULLBACK_V2,G17_MID_PRICE,SINGLE,0.5,82840,49708,49708,60.0,44.72,0.243,1.518,-0.88,-0.018
PULLBACK_V2,G17_MID_PRICE,SINGLE,0.8,82840,49708,49708,60.0,44.72,0.227,1.468,-0.88,-0.034
PULLBACK_V2,G17_MID_PRICE,SINGLE,1.0,82840,49708,49708,60.0,44.72,0.2169,1.438,-0.88,-0.0441
PULLBACK_V2,G17_MID_PRICE,SINGLE,1.2,82840,49708,49708,60.0,44.72,0.2068,1.409,-0.88,-0.0542
PULLBACK_V2,G17_MID_PRICE,SINGLE,1.5,82840,49708,49708,60.0,44.72,0.1914,1.367,-0.88,-0.0696
PULLBACK_V2,G18_ACTIVE_NAME,SINGLE,0.0,82840,82788,82788,99.9,43.98,0.0987,1.166,-1.62,-0.1623
PULLBACK_V2,G18_ACTIVE_NAME,SINGLE,0.5,82840,82788,82788,99.9,43.98,0.2186,1.461,-1.62,-0.0424
PULLBACK_V2,G18_ACTIVE_NAME,SINGLE,0.8,82840,82788,82788,99.9,43.98,0.2031,1.415,-1.62,-0.0579
PULLBACK_V2,G18_ACTIVE_NAME,SINGLE,1.0,82840,82788,82788,99.9,43.98,0.1927,1.386,-1.62,-0.0683
PULLBACK_V2,G18_ACTIVE_NAME,SINGLE,1.2,82840,82788,82788,99.9,43.98,0.1822,1.357,-1.62,-0.0788
PULLBACK_V2,G18_ACTIVE_NAME,SINGLE,1.5,82840,82788,82788,99.9,43.98,0.1667,1.317,-1.62,-0.0943
PULLBACK_V2,G19_BULL_TIGHT,SINGLE,0.0,82840,31313,31313,37.8,40.85,0.1235,1.186,-4.75,-0.1375
PULLBACK_V2,G19_BULL_TIGHT,SINGLE,0.5,82840,31313,31313,37.8,40.85,0.2585,1.489,-4.75,-0.0025
PULLBACK_V2,G19_BULL_TIGHT,SINGLE,0.8,82840,31313,31313,37.8,40.85,0.2416,1.443,-4.75,-0.0194
PULLBACK_V2,G19_BULL_TIGHT,SINGLE,1.0,82840,31313,31313,37.8,40.85,0.2305,1.414,-4.75,-0.0305
PULLBACK_V2,G19_BULL_TIGHT,SINGLE,1.2,82840,31313,31313,37.8,40.85,0.2186,1.385,-4.75,-0.0424
PULLBACK_V2,G19_BULL_TIGHT,SINGLE,1.5,82840,31313,31313,37.8,40.85,0.2008,1.343,-4.75,-0.0602
PULLBACK_V2,G20_BULL_FAST,SINGLE,0.0,82840,27946,27946,33.7,44.78,0.1279,1.219,-0.82,-0.1331
PULLBACK_V2,G20_BULL_FAST,SINGLE,0.5,82840,27946,27946,33.7,44.78,0.2456,1.526,-0.82,-0.0154
PULLBACK_V2,G20_BULL_FAST,SINGLE,0.8,82840,27946,27946,33.7,44.78,0.2305,1.478,-0.82,-0.0305
PULLBACK_V2,G20_BULL_FAST,SINGLE,1.0,82840,27946,27946,33.7,44.78,0.2204,1.448,-0.82,-0.0406
PULLBACK_V2,G20_BULL_FAST,SINGLE,1.2,82840,27946,27946,33.7,44.78,0.21,1.418,-0.82,-0.051
PULLBACK_V2,G20_BULL_FAST,SINGLE,1.5,82840,27946,27946,33.7,44.78,0.1949,1.376,-0.82,-0.0661
PULLBACK_V2,G21_NONBEAR_ASYM,SINGLE,0.0,82840,33137,33137,40.0,40.36,0.1077,1.161,-5.24,-0.1533
PULLBACK_V2,G21_NONBEAR_ASYM,SINGLE,0.5,82840,33137,33137,40.0,40.36,0.2432,1.457,-5.24,-0.0178
PULLBACK_V2,G21_NONBEAR_ASYM,SINGLE,0.8,82840,33137,33137,40.0,40.36,0.2261,1.412,-5.24,-0.0349
PULLBACK_V2,G21_NONBEAR_ASYM,SINGLE,1.0,82840,33137,33137,40.0,40.36,0.2152,1.384,-5.24,-0.0458
PULLBACK_V2,G21_NONBEAR_ASYM,SINGLE,1.2,82840,33137,33137,40.0,40.36,0.203,1.355,-5.24,-0.058
PULLBACK_V2,G21_NONBEAR_ASYM,SINGLE,1.5,82840,33137,33137,40.0,40.36,0.1853,1.314,-5.24,-0.0757
PULLBACK_V2,G22_TRIPLE_BULL,SINGLE,0.0,82840,11054,11054,13.3,41.76,0.1514,1.232,-3.84,-0.1096
PULLBACK_V2,G22_TRIPLE_BULL,SINGLE,0.5,82840,11054,11054,13.3,41.76,0.2838,1.546,-3.84,0.0228
PULLBACK_V2,G22_TRIPLE_BULL,SINGLE,0.8,82840,11054,11054,13.3,41.76,0.2673,1.498,-3.84,0.0063
PULLBACK_V2,G22_TRIPLE_BULL,SINGLE,1.0,82840,11054,11054,13.3,41.76,0.2562,1.468,-3.84,-0.0048
PULLBACK_V2,G22_TRIPLE_BULL,SINGLE,1.2,82840,11054,11054,13.3,41.76,0.2443,1.437,-3.84,-0.0167
PULLBACK_V2,G22_TRIPLE_BULL,SINGLE,1.5,82840,11054,11054,13.3,41.76,0.2275,1.395,-3.84,-0.0335
PULLBACK_V2,G1_G5_TIGHT_FAST,PAIR,0.0,82840,11660,11660,14.1,41.2,0.1329,1.202,-4.4,-0.1281
PULLBACK_V2,G1_G5_TIGHT_FAST,PAIR,0.5,82840,11660,11660,14.1,41.2,0.2658,1.507,-4.4,0.0048
PULLBACK_V2,G1_G5_TIGHT_FAST,PAIR,0.8,82840,11660,11660,14.1,41.2,0.2493,1.461,-4.4,-0.0117
PULLBACK_V2,G1_G5_TIGHT_FAST,PAIR,1.0,82840,11660,11660,14.1,41.2,0.2385,1.433,-4.4,-0.0225
PULLBACK_V2,G1_G5_TIGHT_FAST,PAIR,1.2,82840,11660,11660,14.1,41.2,0.2266,1.402,-4.4,-0.0344
PULLBACK_V2,G1_G5_TIGHT_FAST,PAIR,1.5,82840,11660,11660,14.1,41.2,0.2096,1.361,-4.4,-0.0514
PULLBACK_V2,G1_G7_TIGHT_BULL,PAIR,0.0,82840,31313,31313,37.8,40.85,0.1235,1.186,-4.75,-0.1375
PULLBACK_V2,G1_G7_TIGHT_BULL,PAIR,0.5,82840,31313,31313,37.8,40.85,0.2585,1.489,-4.75,-0.0025
PULLBACK_V2,G1_G7_TIGHT_BULL,PAIR,0.8,82840,31313,31313,37.8,40.85,0.2416,1.443,-4.75,-0.0194
PULLBACK_V2,G1_G7_TIGHT_BULL,PAIR,1.0,82840,31313,31313,37.8,40.85,0.2305,1.414,-4.75,-0.0305
PULLBACK_V2,G1_G7_TIGHT_BULL,PAIR,1.2,82840,31313,31313,37.8,40.85,0.2186,1.385,-4.75,-0.0424
PULLBACK_V2,G1_G7_TIGHT_BULL,PAIR,1.5,82840,31313,31313,37.8,40.85,0.2008,1.343,-4.75,-0.0602
PULLBACK_V2,G1_G12_TIGHT_EARLY,PAIR,0.0,82840,13142,13142,15.9,40.21,0.1008,1.151,-5.39,-0.1602
PULLBACK_V2,G1_G12_TIGHT_EARLY,PAIR,0.5,82840,13142,13142,15.9,40.21,0.2372,1.445,-5.39,-0.0238
PULLBACK_V2,G1_G12_TIGHT_EARLY,PAIR,0.8,82840,13142,13142,15.9,40.21,0.2197,1.399,-5.39,-0.0413
PULLBACK_V2,G1_G12_TIGHT_EARLY,PAIR,1.0,82840,13142,13142,15.9,40.21,0.2086,1.372,-5.39,-0.0524
PULLBACK_V2,G1_G12_TIGHT_EARLY,PAIR,1.2,82840,13142,13142,15.9,40.21,0.1967,1.343,-5.39,-0.0643
PULLBACK_V2,G1_G12_TIGHT_EARLY,PAIR,1.5,82840,13142,13142,15.9,40.21,0.1788,1.302,-5.39,-0.0822
PULLBACK_V2,G2_G5_TGT_FAST,PAIR,0.0,82840,29030,29030,35.0,44.42,0.1172,1.199,-1.18,-0.1438
PULLBACK_V2,G2_G5_TGT_FAST,PAIR,0.5,82840,29030,29030,35.0,44.42,0.2355,1.501,-1.18,-0.0255
PULLBACK_V2,G2_G5_TGT_FAST,PAIR,0.8,82840,29030,29030,35.0,44.42,0.2202,1.454,-1.18,-0.0408
PULLBACK_V2,G2_G5_TGT_FAST,PAIR,1.0,82840,29030,29030,35.0,44.42,0.2101,1.424,-1.18,-0.0509
PULLBACK_V2,G2_G5_TGT_FAST,PAIR,1.2,82840,29030,29030,35.0,44.42,0.1997,1.395,-1.18,-0.0613
PULLBACK_V2,G2_G5_TGT_FAST,PAIR,1.5,82840,29030,29030,35.0,44.42,0.1844,1.354,-1.18,-0.0766
PULLBACK_V2,G2_G7_TGT_BULL,PAIR,0.0,82840,79619,79619,96.1,44.32,0.1083,1.183,-1.28,-0.1527
PULLBACK_V2,G2_G7_TGT_BULL,PAIR,0.5,82840,79619,79619,96.1,44.32,0.2277,1.483,-1.28,-0.0333
PULLBACK_V2,G2_G7_TGT_BULL,PAIR,0.8,82840,79619,79619,96.1,44.32,0.2123,1.436,-1.28,-0.0487
PULLBACK_V2,G2_G7_TGT_BULL,PAIR,1.0,82840,79619,79619,96.1,44.32,0.2019,1.407,-1.28,-0.0591
PULLBACK_V2,G2_G7_TGT_BULL,PAIR,1.2,82840,79619,79619,96.1,44.32,0.1914,1.377,-1.28,-0.0696
