scanner,combo,ctype,be,n_candidates,n_confirmed,n_executed,funnel_pct,wr,er,pf,dwr,der
ACCUMULATION_VCP,G5_G7_FAST_BULL,PAIR,0.5,12158,3302,3302,27.2,20.56,-0.2853,0.629,-23.7,-0.4033
ACCUMULATION_VCP,G5_G7_FAST_BULL,PAIR,0.8,12158,3302,3302,27.2,20.56,-0.3107,0.609,-23.7,-0.4287
ACCUMULATION_VCP,G5_G7_FAST_BULL,PAIR,1.0,12158,3302,3302,27.2,20.56,-0.3274,0.596,-23.7,-0.4454
ACCUMULATION_VCP,G5_G7_FAST_BULL,PAIR,1.2,12158,3302,3302,27.2,20.56,-0.3444,0.584,-23.7,-0.4624
ACCUMULATION_VCP,G5_G7_FAST_BULL,PAIR,1.5,12158,3302,3302,27.2,20.56,-0.3698,0.566,-23.7,-0.4878
ACCUMULATION_VCP,G5_G13_FAST_CLV,PAIR,0.0,12158,1115,1115,9.2,8.7,-0.901,0.185,-35.56,-1.019
ACCUMULATION_VCP,G5_G13_FAST_CLV,PAIR,0.5,12158,1115,1115,9.2,8.7,-0.6786,0.232,-35.56,-0.7966
ACCUMULATION_VCP,G5_G13_FAST_CLV,PAIR,0.8,12158,1115,1115,9.2,8.7,-0.708,0.224,-35.56,-0.826
ACCUMULATION_VCP,G5_G13_FAST_CLV,PAIR,1.0,12158,1115,1115,9.2,8.7,-0.7271,0.22,-35.56,-0.8451
ACCUMULATION_VCP,G5_G13_FAST_CLV,PAIR,1.2,12158,1115,1115,9.2,8.7,-0.747,0.215,-35.56,-0.865
ACCUMULATION_VCP,G5_G13_FAST_CLV,PAIR,1.5,12158,1115,1115,9.2,8.7,-0.7755,0.209,-35.56,-0.8935
ACCUMULATION_VCP,G7_G13_BULL_CLV,PAIR,0.0,12158,3875,3875,31.9,40.95,-0.0976,0.778,-3.31,-0.2156
ACCUMULATION_VCP,G7_G13_BULL_CLV,PAIR,0.5,12158,3875,3875,31.9,40.95,-0.0117,0.967,-3.31,-0.1297
ACCUMULATION_VCP,G7_G13_BULL_CLV,PAIR,0.8,12158,3875,3875,31.9,40.95,-0.0209,0.942,-3.31,-0.1389
ACCUMULATION_VCP,G7_G13_BULL_CLV,PAIR,1.0,12158,3875,3875,31.9,40.95,-0.0293,0.921,-3.31,-0.1473
ACCUMULATION_VCP,G7_G13_BULL_CLV,PAIR,1.2,12158,3875,3875,31.9,40.95,-0.0376,0.901,-3.31,-0.1556
ACCUMULATION_VCP,G7_G13_BULL_CLV,PAIR,1.5,12158,3875,3875,31.9,40.95,-0.0528,0.866,-3.31,-0.1708
ACCUMULATION_VCP,G7_G14_BULL_ASYM,PAIR,0.0,12158,3311,3311,27.2,40.8,-0.0387,0.937,-3.46,-0.1567
ACCUMULATION_VCP,G7_G14_BULL_ASYM,PAIR,0.5,12158,3311,3311,27.2,40.8,0.075,1.15,-3.46,-0.043
ACCUMULATION_VCP,G7_G14_BULL_ASYM,PAIR,0.8,12158,3311,3311,27.2,40.8,0.0612,1.119,-3.46,-0.0568
ACCUMULATION_VCP,G7_G14_BULL_ASYM,PAIR,1.0,12158,3311,3311,27.2,40.8,0.0525,1.101,-3.46,-0.0655
ACCUMULATION_VCP,G7_G14_BULL_ASYM,PAIR,1.2,12158,3311,3311,27.2,40.8,0.0408,1.076,-3.46,-0.0772
ACCUMULATION_VCP,G7_G14_BULL_ASYM,PAIR,1.5,12158,3311,3311,27.2,40.8,0.0242,1.044,-3.46,-0.0938
ACCUMULATION_VCP,G8_G14_NBEAR_ASYM,PAIR,0.0,12158,4429,4429,36.4,38.99,-0.0647,0.896,-5.27,-0.1827
ACCUMULATION_VCP,G8_G14_NBEAR_ASYM,PAIR,0.5,12158,4429,4429,36.4,38.99,0.0542,1.108,-5.27,-0.0638
ACCUMULATION_VCP,G8_G14_NBEAR_ASYM,PAIR,0.8,12158,4429,4429,36.4,38.99,0.0387,1.075,-5.27,-0.0793
ACCUMULATION_VCP,G8_G14_NBEAR_ASYM,PAIR,1.0,12158,4429,4429,36.4,38.99,0.0267,1.05,-5.27,-0.0913
ACCUMULATION_VCP,G8_G14_NBEAR_ASYM,PAIR,1.2,12158,4429,4429,36.4,38.99,0.0147,1.027,-5.27,-0.1033
ACCUMULATION_VCP,G8_G14_NBEAR_ASYM,PAIR,1.5,12158,4429,4429,36.4,38.99,-0.0005,0.999,-5.27,-0.1185
ACCUMULATION_VCP,G12_G7_EARLY_BULL,PAIR,0.0,12158,1398,1398,11.5,15.45,-0.6621,0.353,-28.81,-0.7801
ACCUMULATION_VCP,G12_G7_EARLY_BULL,PAIR,0.5,12158,1398,1398,11.5,15.45,-0.4566,0.442,-28.81,-0.5746
ACCUMULATION_VCP,G12_G7_EARLY_BULL,PAIR,0.8,12158,1398,1398,11.5,15.45,-0.4832,0.428,-28.81,-0.6012
ACCUMULATION_VCP,G12_G7_EARLY_BULL,PAIR,1.0,12158,1398,1398,11.5,15.45,-0.5014,0.419,-28.81,-0.6194
ACCUMULATION_VCP,G12_G7_EARLY_BULL,PAIR,1.2,12158,1398,1398,11.5,15.45,-0.5188,0.411,-28.81,-0.6368
ACCUMULATION_VCP,G12_G7_EARLY_BULL,PAIR,1.5,12158,1398,1398,11.5,15.45,-0.5461,0.398,-28.81,-0.6641
ACCUMULATION_VCP,G13_G7_CLV_BULL,PAIR,0.0,12158,3875,3875,31.9,40.95,-0.0976,0.778,-3.31,-0.2156
ACCUMULATION_VCP,G13_G7_CLV_BULL,PAIR,0.5,12158,3875,3875,31.9,40.95,-0.0117,0.967,-3.31,-0.1297
ACCUMULATION_VCP,G13_G7_CLV_BULL,PAIR,0.8,12158,3875,3875,31.9,40.95,-0.0209,0.942,-3.31,-0.1389
ACCUMULATION_VCP,G13_G7_CLV_BULL,PAIR,1.0,12158,3875,3875,31.9,40.95,-0.0293,0.921,-3.31,-0.1473
ACCUMULATION_VCP,G13_G7_CLV_BULL,PAIR,1.2,12158,3875,3875,31.9,40.95,-0.0376,0.901,-3.31,-0.1556
ACCUMULATION_VCP,G13_G7_CLV_BULL,PAIR,1.5,12158,3875,3875,31.9,40.95,-0.0528,0.866,-3.31,-0.1708
ACCUMULATION_VCP,G1_G2_TIGHT_HRTGT,PAIR,0.0,12158,4457,4457,36.7,38.93,-0.0659,0.894,-5.33,-0.1839
ACCUMULATION_VCP,G1_G2_TIGHT_HRTGT,PAIR,0.5,12158,4457,4457,36.7,38.93,0.053,1.106,-5.33,-0.065
ACCUMULATION_VCP,G1_G2_TIGHT_HRTGT,PAIR,0.8,12158,4457,4457,36.7,38.93,0.0374,1.072,-5.33,-0.0806
ACCUMULATION_VCP,G1_G2_TIGHT_HRTGT,PAIR,1.0,12158,4457,4457,36.7,38.93,0.0254,1.048,-5.33,-0.0926
ACCUMULATION_VCP,G1_G2_TIGHT_HRTGT,PAIR,1.2,12158,4457,4457,36.7,38.93,0.0133,1.024,-5.33,-0.1047
ACCUMULATION_VCP,G1_G2_TIGHT_HRTGT,PAIR,1.5,12158,4457,4457,36.7,38.93,-0.0016,0.997,-5.33,-0.1196
ACCUMULATION_VCP,G3_G5_PCTSTOP_FAST,PAIR,0.0,12158,2257,2257,18.6,25.52,-0.3016,0.666,-18.74,-0.4196
ACCUMULATION_VCP,G3_G5_PCTSTOP_FAST,PAIR,0.5,12158,2257,2257,18.6,25.52,-0.1203,0.833,-18.74,-0.2383
ACCUMULATION_VCP,G3_G5_PCTSTOP_FAST,PAIR,0.8,12158,2257,2257,18.6,25.52,-0.1438,0.807,-18.74,-0.2618
ACCUMULATION_VCP,G3_G5_PCTSTOP_FAST,PAIR,1.0,12158,2257,2257,18.6,25.52,-0.1597,0.79,-18.74,-0.2777
ACCUMULATION_VCP,G3_G5_PCTSTOP_FAST,PAIR,1.2,12158,2257,2257,18.6,25.52,-0.1757,0.774,-18.74,-0.2937
ACCUMULATION_VCP,G3_G5_PCTSTOP_FAST,PAIR,1.5,12158,2257,2257,18.6,25.52,-0.1992,0.751,-18.74,-0.3172
ACCUMULATION_VCP,G14_G5_ASYM_FAST,PAIR,0.0,12158,2318,2318,19.1,22.65,-0.3994,0.574,-21.61,-0.5174
ACCUMULATION_VCP,G14_G5_ASYM_FAST,PAIR,0.5,12158,2318,2318,19.1,22.65,-0.211,0.718,-21.61,-0.329
ACCUMULATION_VCP,G14_G5_ASYM_FAST,PAIR,0.8,12158,2318,2318,19.1,22.65,-0.2357,0.695,-21.61,-0.3537
ACCUMULATION_VCP,G14_G5_ASYM_FAST,PAIR,1.0,12158,2318,2318,19.1,22.65,-0.2522,0.681,-21.61,-0.3702
ACCUMULATION_VCP,G14_G5_ASYM_FAST,PAIR,1.2,12158,2318,2318,19.1,22.65,-0.2687,0.667,-21.61,-0.3867
ACCUMULATION_VCP,G14_G5_ASYM_FAST,PAIR,1.5,12158,2318,2318,19.1,22.65,-0.2929,0.647,-21.61,-0.4109
ACCUMULATION_VCP,G14_G12_ASYM_EARLY,PAIR,0.0,12158,1124,1124,9.2,20.37,-0.4826,0.5,-23.89,-0.6006
ACCUMULATION_VCP,G14_G12_ASYM_EARLY,PAIR,0.5,12158,1124,1124,9.2,20.37,-0.2893,0.625,-23.89,-0.4073
ACCUMULATION_VCP,G14_G12_ASYM_EARLY,PAIR,0.8,12158,1124,1124,9.2,20.37,-0.3138,0.606,-23.89,-0.4318
ACCUMULATION_VCP,G14_G12_ASYM_EARLY,PAIR,1.0,12158,1124,1124,9.2,20.37,-0.3308,0.593,-23.89,-0.4488
ACCUMULATION_VCP,G14_G12_ASYM_EARLY,PAIR,1.2,12158,1124,1124,9.2,20.37,-0.3477,0.581,-23.89,-0.4657
ACCUMULATION_VCP,G14_G12_ASYM_EARLY,PAIR,1.5,12158,1124,1124,9.2,20.37,-0.3732,0.563,-23.89,-0.4912
ACCUMULATION_VCP,G16_G7_FASTTIGHT_B,PAIR,0.0,12158,1855,1855,15.3,22.32,-0.4168,0.557,-21.94,-0.5348
ACCUMULATION_VCP,G16_G7_FASTTIGHT_B,PAIR,0.5,12158,1855,1855,15.3,22.32,-0.2277,0.697,-21.94,-0.3457
ACCUMULATION_VCP,G16_G7_FASTTIGHT_B,PAIR,0.8,12158,1855,1855,15.3,22.32,-0.2522,0.675,-21.94,-0.3702
ACCUMULATION_VCP,G16_G7_FASTTIGHT_B,PAIR,1.0,12158,1855,1855,15.3,22.32,-0.2688,0.661,-21.94,-0.3868
ACCUMULATION_VCP,G16_G7_FASTTIGHT_B,PAIR,1.2,12158,1855,1855,15.3,22.32,-0.2854,0.647,-21.94,-0.4034
ACCUMULATION_VCP,G16_G7_FASTTIGHT_B,PAIR,1.5,12158,1855,1855,15.3,22.32,-0.3099,0.628,-21.94,-0.4279
ACCUMULATION_VCP,G20_G2_BULLFAST_TGT,PAIR,0.0,12158,3060,3060,25.2,20.52,-0.4754,0.506,-23.74,-0.5934
ACCUMULATION_VCP,G20_G2_BULLFAST_TGT,PAIR,0.5,12158,3060,3060,25.2,20.52,-0.2817,0.634,-23.74,-0.3997
ACCUMULATION_VCP,G20_G2_BULLFAST_TGT,PAIR,0.8,12158,3060,3060,25.2,20.52,-0.307,0.613,-23.74,-0.425
ACCUMULATION_VCP,G20_G2_BULLFAST_TGT,PAIR,1.0,12158,3060,3060,25.2,20.52,-0.324,0.601,-23.74,-0.442
ACCUMULATION_VCP,G20_G2_BULLFAST_TGT,PAIR,1.2,12158,3060,3060,25.2,20.52,-0.3406,0.589,-23.74,-0.4586
ACCUMULATION_VCP,G20_G2_BULLFAST_TGT,PAIR,1.5,12158,3060,3060,25.2,20.52,-0.3659,0.571,-23.74,-0.4839
ACCUMULATION_VCP,G22_G2_TRIPLE_TGT,PAIR,0.0,12158,1742,1742,14.3,22.33,-0.4121,0.562,-21.93,-0.5301
ACCUMULATION_VCP,G22_G2_TRIPLE_TGT,PAIR,0.5,12158,1742,1742,14.3,22.33,-0.2228,0.703,-21.93,-0.3408
ACCUMULATION_VCP,G22_G2_TRIPLE_TGT,PAIR,0.8,12158,1742,1742,14.3,22.33,-0.2478,0.681,-21.93,-0.3658
ACCUMULATION_VCP,G22_G2_TRIPLE_TGT,PAIR,1.0,12158,1742,1742,14.3,22.33,-0.2642,0.667,-21.93,-0.3822
ACCUMULATION_VCP,G22_G2_TRIPLE_TGT,PAIR,1.2,12158,1742,1742,14.3,22.33,-0.2806,0.653,-21.93,-0.3986
ACCUMULATION_VCP,G22_G2_TRIPLE_TGT,PAIR,1.5,12158,1742,1742,14.3,22.33,-0.3056,0.634,-21.93,-0.4236
ACCUMULATION_VCP,G1_G5_G7_TIGHT_FAST_BULL,TRIPLE,0.0,12158,1855,1855,15.3,22.32,-0.4168,0.557,-21.94,-0.5348
ACCUMULATION_VCP,G1_G5_G7_TIGHT_FAST_BULL,TRIPLE,0.5,12158,1855,1855,15.3,22.32,-0.2277,0.697,-21.94,-0.3457
ACCUMULATION_VCP,G1_G5_G7_TIGHT_FAST_BULL,TRIPLE,0.8,12158,1855,1855,15.3,22.32,-0.2522,0.675,-21.94,-0.3702
ACCUMULATION_VCP,G1_G5_G7_TIGHT_FAST_BULL,TRIPLE,1.0,12158,1855,1855,15.3,22.32,-0.2688,0.661,-21.94,-0.3868
ACCUMULATION_VCP,G1_G5_G7_TIGHT_FAST_BULL,TRIPLE,1.2,12158,1855,1855,15.3,22.32,-0.2854,0.647,-21.94,-0.4034
ACCUMULATION_VCP,G1_G5_G7_TIGHT_FAST_BULL,TRIPLE,1.5,12158,1855,1855,15.3,22.32,-0.3099,0.628,-21.94,-0.4279
ACCUMULATION_VCP,G1_G2_G7_TIGHT_TGT_BULL,TRIPLE,0.0,12158,3311,3311,27.2,40.8,-0.0387,0.937,-3.46,-0.1567
ACCUMULATION_VCP,G1_G2_G7_TIGHT_TGT_BULL,TRIPLE,0.5,12158,3311,3311,27.2,40.8,0.075,1.15,-3.46,-0.043
ACCUMULATION_VCP,G1_G2_G7_TIGHT_TGT_BULL,TRIPLE,0.8,12158,3311,3311,27.2,40.8,0.0612,1.119,-3.46,-0.0568
ACCUMULATION_VCP,G1_G2_G7_TIGHT_TGT_BULL,TRIPLE,1.0,12158,3311,3311,27.2,40.8,0.0525,1.101,-3.46,-0.0655
ACCUMULATION_VCP,G1_G2_G7_TIGHT_TGT_BULL,TRIPLE,1.2,12158,3311,3311,27.2,40.8,0.0408,1.076,-3.46,-0.0772
ACCUMULATION_VCP,G1_G2_G7_TIGHT_TGT_BULL,TRIPLE,1.5,12158,3311,3311,27.2,40.8,0.0242,1.044,-3.46,-0.0938
ACCUMULATION_VCP,G1_G5_G12_TIGHT_FAST_EARLY,TRIPLE,0.0,12158,1176,1176,9.7,20.32,-0.4871,0.495,-23.94,-0.6051
ACCUMULATION_VCP,G1_G5_G12_TIGHT_FAST_EARLY,TRIPLE,0.5,12158,1176,1176,9.7,20.32,-0.2933,0.62,-23.94,-0.4113
ACCUMULATION_VCP,G1_G5_G12_TIGHT_FAST_EARLY,TRIPLE,0.8,12158,1176,1176,9.7,20.32,-0.3185,0.6,-23.94,-0.4365
ACCUMULATION_VCP,G1_G5_G12_TIGHT_FAST_EARLY,TRIPLE,1.0,12158,1176,1176,9.7,20.32,-0.3356,0.587,-23.94,-0.4536
ACCUMULATION_VCP,G1_G5_G12_TIGHT_FAST_EARLY,TRIPLE,1.2,12158,1176,1176,9.7,20.32,-0.3528,0.575,-23.94,-0.4708
ACCUMULATION_VCP,G1_G5_G12_TIGHT_FAST_EARLY,TRIPLE,1.5,12158,1176,1176,9.7,20.32,-0.378,0.558,-23.94,-0.496
ACCUMULATION_VCP,G2_G5_G7_TGT_FAST_BULL,TRIPLE,0.0,12158,3060,3060,25.2,20.52,-0.4754,0.506,-23.74,-0.5934
ACCUMULATION_VCP,G2_G5_G7_TGT_FAST_BULL,TRIPLE,0.5,12158,3060,3060,25.2,20.52,-0.2817,0.634,-23.74,-0.3997
ACCUMULATION_VCP,G2_G5_G7_TGT_FAST_BULL,TRIPLE,0.8,12158,3060,3060,25.2,20.52,-0.307,0.613,-23.74,-0.425
ACCUMULATION_VCP,G2_G5_G7_TGT_FAST_BULL,TRIPLE,1.0,12158,3060,3060,25.2,20.52,-0.324,0.601,-23.74,-0.442
ACCUMULATION_VCP,G2_G5_G7_TGT_FAST_BULL,TRIPLE,1.2,12158,3060,3060,25.2,20.52,-0.3406,0.589,-23.74,-0.4586
ACCUMULATION_VCP,G2_G5_G7_TGT_FAST_BULL,TRIPLE,1.5,12158,3060,3060,25.2,20.52,-0.3659,0.571,-23.74,-0.4839
ACCUMULATION_VCP,G3_G5_G7_PCT_FAST_BULL,TRIPLE,0.0,12158,1673,1673,13.8,26.0,-0.2863,0.68,-18.26,-0.4043
ACCUMULATION_VCP,G3_G5_G7_PCT_FAST_BULL,TRIPLE,0.5,12158,1673,1673,13.8,26.0,-0.1064,0.851,-18.26,-0.2244
ACCUMULATION_VCP,G3_G5_G7_PCT_FAST_BULL,TRIPLE,0.8,12158,1673,1673,13.8,26.0,-0.1298,0.824,-18.26,-0.2478
ACCUMULATION_VCP,G3_G5_G7_PCT_FAST_BULL,TRIPLE,1.0,12158,1673,1673,13.8,26.0,-0.1457,0.807,-18.26,-0.2637
ACCUMULATION_VCP,G3_G5_G7_PCT_FAST_BULL,TRIPLE,1.2,12158,1673,1673,13.8,26.0,-0.1609,0.791,-18.26,-0.2789
ACCUMULATION_VCP,G3_G5_G7_PCT_FAST_BULL,TRIPLE,1.5,12158,1673,1673,13.8,26.0,-0.1849,0.767,-18.26,-0.3029
ACCUMULATION_VCP,G1_G13_G7_TIGHT_CLV_BULL,TRIPLE,0.0,12158,1149,1149,9.5,46.74,-0.0082,0.983,2.48,-0.1262
ACCUMULATION_VCP,G1_G13_G7_TIGHT_CLV_BULL,TRIPLE,0.5,12158,1149,1149,9.5,46.74,0.0795,1.203,2.48,-0.0385
ACCUMULATION_VCP,G1_G13_G7_TIGHT_CLV_BULL,TRIPLE,0.8,12158,1149,1149,9.5,46.74,0.0675,1.167,2.48,-0.0505
ACCUMULATION_VCP,G1_G13_G7_TIGHT_CLV_BULL,TRIPLE,1.0,12158,1149,1149,9.5,46.74,0.063,1.154,2.48,-0.055
ACCUMULATION_VCP,G1_G13_G7_TIGHT_CLV_BULL,TRIPLE,1.2,12158,1149,1149,9.5,46.74,0.0552,1.133,2.48,-0.0628
ACCUMULATION_VCP,G1_G13_G7_TIGHT_CLV_BULL,TRIPLE,1.5,12158,1149,1149,9.5,46.74,0.0426,1.099,2.48,-0.0754
ACCUMULATION_VCP,G14_G5_G7_ASYM_FAST_BULL,TRIPLE,0.0,12158,1742,1742,14.3,22.33,-0.4121,0.562,-21.93,-0.5301
ACCUMULATION_VCP,G14_G5_G7_ASYM_FAST_BULL,TRIPLE,0.5,12158,1742,1742,14.3,22.33,-0.2228,0.703,-21.93,-0.3408
ACCUMULATION_VCP,G14_G5_G7_ASYM_FAST_BULL,TRIPLE,0.8,12158,1742,1742,14.3,22.33,-0.2478,0.681,-21.93,-0.3658
ACCUMULATION_VCP,G14_G5_G7_ASYM_FAST_BULL,TRIPLE,1.0,12158,1742,1742,14.3,22.33,-0.2642,0.667,-21.93,-0.3822
ACCUMULATION_VCP,G14_G5_G7_ASYM_FAST_BULL,TRIPLE,1.2,12158,1742,1742,14.3,22.33,-0.2806,0.653,-21.93,-0.3986
ACCUMULATION_VCP,G14_G5_G7_ASYM_FAST_BULL,TRIPLE,1.5,12158,1742,1742,14.3,22.33,-0.3056,0.634,-21.93,-0.4236
ACCUMULATION_VCP,G14_G12_G7_ASYM_EARLY_BULL,TRIPLE,0.0,12158,873,873,7.2,18.44,-0.5532,0.44,-25.82,-0.6712
ACCUMULATION_VCP,G14_G12_G7_ASYM_EARLY_BULL,TRIPLE,0.5,12158,873,873,7.2,18.44,-0.3553,0.55,-25.82,-0.4733
ACCUMULATION_VCP,G14_G12_G7_ASYM_EARLY_BULL,TRIPLE,0.8,12158,873,873,7.2,18.44,-0.3808,0.533,-25.82,-0.4988
ACCUMULATION_VCP,G14_G12_G7_ASYM_EARLY_BULL,TRIPLE,1.0,12158,873,873,7.2,18.44,-0.3978,0.522,-25.82,-0.5158
ACCUMULATION_VCP,G14_G12_G7_ASYM_EARLY_BULL,TRIPLE,1.2,12158,873,873,7.2,18.44,-0.416,0.511,-25.82,-0.534
ACCUMULATION_VCP,G14_G12_G7_ASYM_EARLY_BULL,TRIPLE,1.5,12158,873,873,7.2,18.44,-0.4415,0.496,-25.82,-0.5595
ACCUMULATION_VCP,G1_G2_G5_TIGHT_TGT_FAST,TRIPLE,0.0,12158,2318,2318,19.1,22.65,-0.3994,0.574,-21.61,-0.5174
ACCUMULATION_VCP,G1_G2_G5_TIGHT_TGT_FAST,TRIPLE,0.5,12158,2318,2318,19.1,22.65,-0.211,0.718,-21.61,-0.329
ACCUMULATION_VCP,G1_G2_G5_TIGHT_TGT_FAST,TRIPLE,0.8,12158,2318,2318,19.1,22.65,-0.2357,0.695,-21.61,-0.3537
ACCUMULATION_VCP,G1_G2_G5_TIGHT_TGT_FAST,TRIPLE,1.0,12158,2318,2318,19.1,22.65,-0.2522,0.681,-21.61,-0.3702
ACCUMULATION_VCP,G1_G2_G5_TIGHT_TGT_FAST,TRIPLE,1.2,12158,2318,2318,19.1,22.65,-0.2687,0.667,-21.61,-0.3867
ACCUMULATION_VCP,G1_G2_G5_TIGHT_TGT_FAST,TRIPLE,1.5,12158,2318,2318,19.1,22.65,-0.2929,0.647,-21.61,-0.4109
ACCUMULATION_VCP,G1_G3_G7_TIGHT_PCT_BULL,TRIPLE,0.0,12158,1717,1717,14.1,38.15,-0.0457,0.934,-6.11,-0.1637
ACCUMULATION_VCP,G1_G3_G7_TIGHT_PCT_BULL,TRIPLE,0.5,12158,1717,1717,14.1,38.15,0.0798,1.14,-6.11,-0.0382
ACCUMULATION_VCP,G1_G3_G7_TIGHT_PCT_BULL,TRIPLE,0.8,12158,1717,1717,14.1,38.15,0.0609,1.104,-6.11,-0.0571
ACCUMULATION_VCP,G1_G3_G7_TIGHT_PCT_BULL,TRIPLE,1.0,12158,1717,1717,14.1,38.15,0.0486,1.081,-6.11,-0.0694
ACCUMULATION_VCP,G1_G3_G7_TIGHT_PCT_BULL,TRIPLE,1.2,12158,1717,1717,14.1,38.15,0.0372,1.061,-6.11,-0.0808
ACCUMULATION_VCP,G1_G3_G7_TIGHT_PCT_BULL,TRIPLE,1.5,12158,1717,1717,14.1,38.15,0.024,1.038,-6.11,-0.094
ACCUMULATION_VCP,G4_G5_G7_HRR_FAST_BULL,TRIPLE,0.0,12158,236,236,1.9,7.2,-0.9185,0.183,-37.06,-1.0365
ACCUMULATION_VCP,G4_G5_G7_HRR_FAST_BULL,TRIPLE,0.5,12158,236,236,1.9,7.2,-0.694,0.228,-37.06,-0.812
ACCUMULATION_VCP,G4_G5_G7_HRR_FAST_BULL,TRIPLE,0.8,12158,236,236,1.9,7.2,-0.7254,0.221,-37.06,-0.8434
ACCUMULATION_VCP,G4_G5_G7_HRR_FAST_BULL,TRIPLE,1.0,12158,236,236,1.9,7.2,-0.7434,0.216,-37.06,-0.8614
ACCUMULATION_VCP,G4_G5_G7_HRR_FAST_BULL,TRIPLE,1.2,12158,236,236,1.9,7.2,-0.7613,0.212,-37.06,-0.8793
ACCUMULATION_VCP,G4_G5_G7_HRR_FAST_BULL,TRIPLE,1.5,12158,236,236,1.9,7.2,-0.7928,0.206,-37.06,-0.9108
ACCUMULATION_VCP,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,0.0,12158,1124,1124,9.2,20.37,-0.4826,0.5,-23.89,-0.6006
ACCUMULATION_VCP,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,0.5,12158,1124,1124,9.2,20.37,-0.2893,0.625,-23.89,-0.4073
ACCUMULATION_VCP,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,0.8,12158,1124,1124,9.2,20.37,-0.3138,0.606,-23.89,-0.4318
ACCUMULATION_VCP,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,1.0,12158,1124,1124,9.2,20.37,-0.3308,0.593,-23.89,-0.4488
ACCUMULATION_VCP,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,1.2,12158,1124,1124,9.2,20.37,-0.3477,0.581,-23.89,-0.4657
ACCUMULATION_VCP,G1_G2_G12_TIGHT_TGT_EARLY,TRIPLE,1.5,12158,1124,1124,9.2,20.37,-0.3732,0.563,-23.89,-0.4912
ACCUMULATION_VCP,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,0.0,12158,2310,2310,19.0,22.73,-0.3966,0.576,-21.53,-0.5146
ACCUMULATION_VCP,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,0.5,12158,2310,2310,19.0,22.73,-0.2085,0.721,-21.53,-0.3265
ACCUMULATION_VCP,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,0.8,12158,2310,2310,19.0,22.73,-0.2328,0.698,-21.53,-0.3508
ACCUMULATION_VCP,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,1.0,12158,2310,2310,19.0,22.73,-0.2493,0.684,-21.53,-0.3673
ACCUMULATION_VCP,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,1.2,12158,2310,2310,19.0,22.73,-0.2658,0.67,-21.53,-0.3838
ACCUMULATION_VCP,G8_G14_G5_NBEAR_ASYM_FAST,TRIPLE,1.5,12158,2310,2310,19.0,22.73,-0.2902,0.65,-21.53,-0.4082
ACCUMULATION_VCP,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,0.0,12158,873,873,7.2,18.44,-0.5532,0.44,-25.82,-0.6712
ACCUMULATION_VCP,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,0.5,12158,873,873,7.2,18.44,-0.3553,0.55,-25.82,-0.4733
ACCUMULATION_VCP,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,0.8,12158,873,873,7.2,18.44,-0.3808,0.533,-25.82,-0.4988
ACCUMULATION_VCP,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,1.0,12158,873,873,7.2,18.44,-0.3978,0.522,-25.82,-0.5158
ACCUMULATION_VCP,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,1.2,12158,873,873,7.2,18.44,-0.416,0.511,-25.82,-0.534
ACCUMULATION_VCP,G22_G2_G12_TRIPLE_TGT_EARLY,TRIPLE,1.5,12158,873,873,7.2,18.44,-0.4415,0.496,-25.82,-0.5595
ACCUMULATION_VCP,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,0.0,12158,3393,3393,27.9,42.74,0.0052,1.009,-1.52,-0.1128
ACCUMULATION_VCP,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,0.5,12158,3393,3393,27.9,42.74,0.1116,1.236,-1.52,-0.0064
ACCUMULATION_VCP,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,0.8,12158,3393,3393,27.9,42.74,0.098,1.201,-1.52,-0.02
ACCUMULATION_VCP,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,1.0,12158,3393,3393,27.9,42.74,0.0903,1.183,-1.52,-0.0277
ACCUMULATION_VCP,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,1.2,12158,3393,3393,27.9,42.74,0.0802,1.159,-1.52,-0.0378
ACCUMULATION_VCP,G11_G1_G7_NOTIMM_TIGHT_BULL,TRIPLE,1.5,12158,3393,3393,27.9,42.74,0.0629,1.121,-1.52,-0.0551
ACCUMULATION_VCP,G11_G5_G13_NOTIMM_FAST_CLV,TRIPLE,0.0,12158,1052,1052,8.7,9.13,-0.8856,0.195,-35.13,-1.0036
