symbol,timestamp,population,ret_5m,rvol,mfe_pct,mae_pct,r_5m,r_15m,r_30m,r_60m,r_eod,expectancy_r
SUNPHARMA,2026-08-07 12:00:00+05:30,E_SIMPLE_BREAKOUT,0.005186531811773351,1.3297119789337009,0.8248184269754565,0.0,0.11931570713205492,0.34756826331371926,0.6380686382570915,0.7262541035750512,0.6588200219887412,0.8248184269754564
SUNPHARMA,2026-08-07 12:15:00+05:30,E_SIMPLE_BREAKOUT,0.23836539898166365,2.5797584197255503,0.4755971389455344,-0.020679508323707192,0.08271172279488256,0.28949418503206203,0.3567010094591239,0.34118980059135695,0.28949418503206203,0.45491763062182716
SUNPHARMA,2026-08-07 12:20:00+05:30,E_SIMPLE_BREAKOUT,0.08271172279488256,1.3755851307939422,0.3925607224141271,-0.025826446280991736,0.18078512396694216,0.16012270588520144,0.27892688089165807,0.2582644628099174,0.1704570675684401,0.36673427613313536
SUNPHARMA,2026-08-07 12:25:00+05:30,E_SIMPLE_BREAKOUT,0.18078512396694216,2.437625136369906,0.29904866347641146,-0.1443696224864656,0.025779840164990978,-0.10827406991170405,0.09280994215648362,0.041250261826501676,0.10827406991170405,0.15467904098994587
SUNPHARMA,2026-08-07 12:35:00+05:30,E_SIMPLE_BREAKOUT,-0.04639301103414948,1.246226821905994,0.31973974112985204,-0.12377001930172708,-0.08766702043618592,0.11861424666513105,0.17018456344046032,0.0,0.04641454413873322,0.1959697218281249
SUNPHARMA,2026-08-07 12:55:00+05:30,E_SIMPLE_BREAKOUT,-0.005149664400961044,1.6414319706754186,0.20604748876479032,-0.18029155266919153,0.02059971842021036,-0.01030614728044102,-0.05151187219119758,-0.07211787868174378,-0.0206060064905462,0.025755936095598786
SUNPHARMA,2026-08-07 14:30:00+05:30,E_SIMPLE_BREAKOUT,0.11859571494376507,1.35926300364636,1.1948945989858784,-0.1339089214374798,0.06695760426823606,-0.010298268149424476,-0.03605022562197799,0.4841380579038045,0.40688218548614397,1.0609856775483986
SUNPHARMA,2026-08-07 14:35:00+05:30,E_SIMPLE_BREAKOUT,0.06695760426823606,1.433463847925379,1.1271822604802881,-0.20073212028697487,-0.14926266805401303,-0.09264752717617865,0.09779321582105117,0.5249858996193636,0.3654318542756055,0.9264501401933133
SUNPHARMA,2026-08-07 14:40:00+05:30,E_SIMPLE_BREAKOUT,-0.14926266805401303,1.321138417021621,1.2783530323775774,-0.04639301103414948,0.07216620691043815,0.15463917525773196,0.08762634906572166,0.752576061130799,0.5309303519652061,1.2319600213434276
SUNPHARMA,2026-08-07 14:45:00+05:30,E_SIMPLE_BREAKOUT,0.07216620691043815,1.892853924484095,1.2053169939113864,-0.1081681034062672,-0.015455280949404451,-0.02575460975132654,0.18543193266024682,0.47388230432579986,0.4687326399248388,1.0971488905051194
SUNPHARMA,2026-08-07 14:50:00+05:30,E_SIMPLE_BREAKOUT,-0.015455280949404451,1.6309188113253288,1.220960977810194,-0.09272715369898332,0.09788390283653274,0.1906173452539765,0.9736759905093176,0.5254790258347471,0.4688050950693869,1.1282338241112106
SUNPHARMA,2026-08-07 14:55:00+05:30,E_SIMPLE_BREAKOUT,0.09788390283653274,2.674760499226686,1.1219788382977354,-0.19042466144493053,-0.10807903170033453,-0.06690935811245496,0.8028808845052754,0.349976779625579,0.3757101815813175,0.9315541768528048
SUNPHARMA,2026-08-07 15:00:00+05:30,E_SIMPLE_BREAKOUT,-0.10807903170033453,2.440765985069783,1.2313887430280015,-0.08243472439650856,0.20093896465583674,0.21124094669302917,0.5203758802046786,0.3503491510267422,0.44309214682676623,1.1489540186314928
SUNPHARMA,2026-08-07 15:05:00+05:30,E_SIMPLE_BREAKOUT,0.20093896465583674,3.07147631669932,1.0283833555049204,-0.24681451602273238,-0.1594044415063657,0.7815688394821879,0.4267753264822146,0.13368858086486388,0.3033680684708484,0.781568839482188
SUNPHARMA,2026-08-07 15:10:00+05:30,E_SIMPLE_BREAKOUT,-0.1594044415063657,10.618792360785603,1.1896842064763091,0.16995668286098067,0.16995668286098067,0.8703726033398116,0.6643675510357274,0.29356097159848676,0.46866652341201404,1.3596408893372895
SUNPHARMA,2026-08-10 11:15:00+05:30,E_SIMPLE_BREAKOUT,0.11277174066078909,1.843125710573331,0.11264470926139272,-0.6656426011264721,-0.015363483262928829,-0.10240655401945725,-0.15360983102918588,-0.2304147465437788,-0.2406529017857143,-0.5529978918650793
SUNPHARMA,2026-08-10 11:25:00+05:30,E_SIMPLE_BREAKOUT,-0.010239728420897598,2.1687707142823656,0.04097561219590269,-0.6402048655569782,-0.07682458386683738,-0.13316136163572342,-0.12804097311139565,-0.38924330785851474,-0.33290653008962867,-0.5992292533610755
SUNPHARMA,2026-08-10 11:35:00+05:30,E_SIMPLE_BREAKOUT,-0.0973872072815223,1.8146202475291604,0.13852923277451712,-0.4668809040029806,0.04104709035689612,0.04104709035689612,0.02565286574639098,-0.33348725470308277,-0.21035224653907078,-0.32835167122846354
SUNPHARMA,2026-08-10 11:45:00+05:30,E_SIMPLE_BREAKOUT,0.005127215994960679,1.3124176641174246,0.09231019631410256,-0.5128205128205128,-0.005126953125,-0.05128205128205128,-0.07692307692307693,-0.364101312099359,-0.21538211137820512,-0.42051031650641024
SUNPHARMA,2026-08-10 12:05:00+05:30,E_SIMPLE_BREAKOUT,0.030783765312339662,4.60134460941675,0.2872371592154165,-0.49240745312649586,-0.051292573477769846,-0.21029829899876168,-0.35904801434438893,-0.32827372251782166,0.2462068572134846,-0.20517029391107933
SUNPHARMA,2026-08-10 12:25:00+05:30,E_SIMPLE_BREAKOUT,-0.03083914602608584,1.483930634271602,0.529586437786978,-0.251942225952654,-0.1799578361902916,-0.051416524625797606,-0.2005257013268564,0.21080649567952445,0.3084991477547856,0.2776442118343241
SUNPHARMA,2026-08-10 12:30:00+05:30,E_SIMPLE_BREAKOUT,-0.1799578361902916,1.580966751786221,0.7108234564886997,-0.07211416485301858,0.06180854830457517,0.07726382925397964,-0.010305616548443409,0.23694115216289993,0.4944872496761653,0.6387092916356812
SUNPHARMA,2026-08-10 13:00:00+05:30,E_SIMPLE_BREAKOUT,0.010301451410355487,3.751007844708245,0.7212033974938232,0.0,0.10302905678483189,0.4224229058545583,0.24727225164142821,0.40181583681867605,0.4739374342469742,0.7212033974938232
SUNPHARMA,2026-08-10 13:10:00+05:30,E_SIMPLE_BREAKOUT,0.10292301617205533,1.4183953457440257,0.5140859680762153,-0.0873921043875656,0.21591987187009692,0.1953551780543528,-0.010279209176133309,0.4729628559082045,-0.04112311216801073,0.4266938636886496
SUNPHARMA,2026-08-10 14:05:00+05:30,E_SIMPLE_BREAKOUT,0.23088763468445359,1.7898068570372423,0.08702079200793447,-0.8395200621480676,0.04607240409841311,-0.18428336759342206,-0.12797542871768622,-0.15868828184988484,-0.3480956656321986,-0.7524992701401331
SUNPHARMA,2026-08-10 14:10:00+05:30,E_SIMPLE_BREAKOUT,0.04607240409841311,1.2014640209935086,0.040929530690745945,-0.8851846404019376,-0.12280108391740517,-0.22513427952814552,-0.12791649451342543,-0.3274674751388859,-0.4349160813456466,-0.8442551097111917
SUNPHARMA,2026-08-10 14:15:00+05:30,E_SIMPLE_BREAKOUT,-0.12280108391740517,2.234994177079727,0.12295207039254612,-0.7633209228515625,-0.10758071649269979,-0.056351208295978485,-0.10245901639344263,-0.389343011574667,-0.38422131147540983,-0.6403688524590164
SUNPHARMA,2026-08-10 14:20:00+05:30,E_SIMPLE_BREAKOUT,-0.10758071649269979,3.2723268338776497,0.23078106280614222,-0.6564464161167117,0.005127215994960679,0.056411896618547834,0.10256936124717433,-0.5077195902409108,-0.4051502289937366,-0.42566535331056954
SUNPHARMA,2026-08-10 14:25:00+05:30,E_SIMPLE_BREAKOUT,0.005127215994960679,2.236329176276395,0.22564227764423078,-0.6615397135416667,0.04615509815705128,0.09743714943910256,0.07692307692307693,-0.43077048277243585,-0.37948843149038464,-0.43589743589743585
SUNPHARMA,2026-08-10 15:00:00+05:30,E_SIMPLE_BREAKOUT,0.13835260937099667,1.6536638251737847,0.0,-0.8750371514277828,-0.19444923000503597,-0.5014802478086123,-0.7778094131442408,-0.17397924617238789,-0.5782380022595064,-0.8750371514277829
SUNPHARMA,2026-08-10 15:05:00+05:30,E_SIMPLE_BREAKOUT,-0.19444923000503597,1.2607083193630426,0.020509865107424564,-0.6819138977462118,-0.12305293191244258,-0.5332251991325146,-0.6716558358264471,-0.10766896839884796,-0.3589007338175631,-0.6614040326387872
SUNPHARMA,2026-08-10 15:15:00+05:30,E_SIMPLE_BREAKOUT,-0.18480367484278748,2.71562205176326,0.3291516320563266,-0.3754396593532672,-0.22629213941654985,-0.27772188573643825,-0.14914751993671732,0.07714461947983256,-0.2365755774624455,-0.04628802729694054
SUNPHARMA,2026-08-11 09:55:00+05:30,E_SIMPLE_BREAKOUT,0.3497967504179527,1.2750348946667966,-0.005131107942617193,-0.9124486560689682,-0.12815254959121963,-0.2511802486885326,-0.4203441171284268,-0.41521926663452013,-0.8355571263142363,-0.9175797640115853
SUNPHARMA,2026-08-11 10:40:00+05:30,E_SIMPLE_BREAKOUT,-0.030878825833118892,1.7903958181942274,0.11325942875946109,-0.6898694525142783,0.025741350582552027,0.015441039643879474,-0.11841272648350715,-0.1956367782311632,-0.5869040501840702,-0.5766100237548172
SUNPHARMA,2026-08-11 11:15:00+05:30,E_SIMPLE_BREAKOUT,-0.01545934547635453,2.554020606830865,0.051551705063834885,-0.5567609318625155,0.005153911919834078,-0.025775852531917443,-0.11857143881991905,-0.4227277572830942,-0.350554111607176,-0.5052092267986806
SUNPHARMA,2026-08-11 11:20:00+05:30,E_SIMPLE_BREAKOUT,0.005153911919834078,2.5240262347744613,0.04639540196584863,-0.5618858846787633,-0.04639540196584863,-0.01546723152476006,-0.20619619308516585,-0.5361113605431176,-0.41754603247577454,-0.5154904827129145
SUNPHARMA,2026-08-11 11:25:00+05:30,E_SIMPLE_BREAKOUT,-0.04639540196584863,1.5088598493069303,0.09283387458096957,-0.5157297576070139,0.015474410939917483,-0.020630449410134092,-0.2991257776237751,-0.44868237090639507,-0.2681769557439402,-0.4228958830260443
SUNPHARMA,2026-08-11 11:30:00+05:30,E_SIMPLE_BREAKOUT,0.015474410939917483,3.340808647593668,0.0773474945718903,-0.531121980549069,0.015465722181244668,-0.09281951130835729,-0.2475145004521379,-0.38158223213236997,-0.3351724764781913,-0.45377448597717873
SUNPHARMA,2026-08-11 11:35:00+05:30,E_SIMPLE_BREAKOUT,0.015465722181244668,3.5247982476948003,0.06187220340755921,-0.5465031820664636,-0.051557022715362125,-0.19075846661409007,-0.4227650688332196,-0.438234693080578,-0.24746993288461352,-0.4846309786589044
SUNPHARMA,2026-08-11 11:50:00+05:30,E_SIMPLE_BREAKOUT,-0.08257938508064516,2.5433837358007976,0.11880400479402946,-0.35642462560280846,-0.1394737955543303,-0.23245002031352374,-0.33059684556797253,-0.17563016535895665,0.08781192987429828,-0.23762062080877902
SUNPHARMA,2026-08-11 13:15:00+05:30,E_SIMPLE_BREAKOUT,-0.0827031740994885,1.528840052923846,0.8691178907462493,-0.11898855810269011,0.0,0.04138897196714951,0.04656101469542163,0.4293869026448525,0.3828258879494309,0.7501293326435592
SUNPHARMA,2026-08-11 13:30:00+05:30,E_SIMPLE_BREAKOUT,0.1035303835515092,1.2142889329488105,0.8273864720241337,-0.08791360012725916,-0.05171165450150836,0.005169902958585858,0.10859321196160258,0.38783740876131273,0.1654747694216968,0.7394728718968747
SUNPHARMA,2026-08-11 13:50:00+05:30,E_SIMPLE_BREAKOUT,0.11892686947503074,3.292283051302853,0.7024118375800295,-0.206590233492105,0.07230784264895485,-0.010326989821169068,0.1032951167460525,0.500985098998509,-0.020653979642338137,0.4958216040879244
SUNPHARMA,2026-08-11 14:05:00+05:30,E_SIMPLE_BREAKOUT,0.005164294884895181,1.5881713393814245,0.7128124394692665,-0.1962835138494318,0.1342962596042097,0.11363384152246901,0.34090782985214363,0.490702479338843,0.07747933884297521,0.5165289256198347
SUNPHARMA,2026-08-11 14:10:00+05:30,E_SIMPLE_BREAKOUT,0.1342962596042097,3.5315038908505025,0.5777402962569574,-0.33013641259992826,0.13927954586770325,0.12380194182851456,0.32497931019630927,0.175385559521368,-0.046426515289234416,0.24760388365702918
SUNPHARMA,2026-08-11 14:25:00+05:30,E_SIMPLE_BREAKOUT,0.14446645850094225,1.4592400567618775,0.4533770648183926,-0.4533770648183926,0.015458466157908295,0.2009286148409325,0.422460132502576,-0.39154948922913446,-0.19577788913575475,0.0
SUNPHARMA,2026-08-11 14:40:00+05:30,E_SIMPLE_BREAKOUT,0.11840053830080208,1.9035405885298893,0.251942225952654,-0.6529936286063668,0.06683771615479964,0.22108729003219244,-0.14910917670105878,-0.4319000621429456,-0.3599156723805832,-0.40105140265371275
SUNPHARMA,2026-08-11 15:00:00+05:30,E_SIMPLE_BREAKOUT,-0.10773525746678668,2.962931801634172,0.07190305745041124,-0.765241877709883,-0.08217223594058246,-0.2619267448967418,-0.5649427424336436,-0.626570352054146,-0.4160020382877355,-0.6933388202594717
SUNPHARMA,2026-08-11 15:05:00+05:30,E_SIMPLE_BREAKOUT,-0.08217223594058246,1.6233596753095323,0.1182240466782318,-0.6836313969737857,-0.1799023387304035,-0.26214215296517607,-0.43690567977383704,-0.5499846400346955,-0.2981263854086353,-0.5654073502955538
SUNPHARMA,2026-08-11 15:10:00+05:30,E_SIMPLE_BREAKOUT,-0.1799023387304035,3.1385267683372775,0.15447991761071062,-0.504636911849897,0.0,-0.44284117332324924,-0.28321318228630277,-0.23171987641606592,-0.21112129690718331,-0.35015699423918645
SUNPHARMA,2026-08-11 15:15:00+05:30,E_SIMPLE_BREAKOUT,0.0,2.0186490978593836,0.15447991761071062,-0.504636911849897,-0.08238803223159114,-0.3038117617951854,-0.30895983522142123,-0.22142372956359424,-0.27291703543383106,-0.35015699423918645
SUNPHARMA,2026-08-12 10:05:00+05:30,E_SIMPLE_BREAKOUT,0.13954678022208622,1.3109663981691597,0.18064516129032257,-0.3045173891129032,0.010320060483870968,-0.01548639112903226,0.05161290322580645,0.11354586693548387,-0.23225806451612901,-0.12387222782258064
SUNPHARMA,2026-08-12 10:55:00+05:30,E_SIMPLE_BREAKOUT,-0.07219225384480875,1.2199727798570943,0.10836346351625864,-0.5211814571802432,0.056761214308260574,0.0,-0.0825623389122596,-0.24253435073920285,-0.49022136747598166,-0.4128179936639846
SUNPHARMA,2026-08-12 11:25:00+05:30,E_SIMPLE_BREAKOUT,-0.03613583747418689,1.4080392824501353,0.01548968394614356,-0.4906264401402834,-0.010332760271766094,-0.16526742557922403,-0.16010419759717617,-0.18592664181508584,-0.3253653188687298,-0.4751367561941398
SUNPHARMA,2026-08-12 11:35:00+05:30,E_SIMPLE_BREAKOUT,-0.13428932486560505,2.0014941424689474,0.10861006392229118,-0.3465193261895526,-0.02068913442267908,-0.010341410492629946,0.015518429176364108,-0.04137826884535816,-0.23790926226726147,-0.23790926226726145
SUNPHARMA,2026-08-12 11:40:00+05:30,E_SIMPLE_BREAKOUT,-0.02068913442267908,1.8245586565937293,0.12932595476559514,-0.32589761716296867,0.005171775241846797,0.005171775241846797,-0.005171775241846797,-0.031036966194965824,-0.14484128049113554,-0.19657166239737356
SUNPHARMA,2026-08-12 11:50:00+05:30,E_SIMPLE_BREAKOUT,0.005177822200405209,1.2307297587819217,0.11896377694743279,-0.3362126848307893,-0.00517755411585876,0.025862514217753024,-0.025862514217753024,-0.015520034166805892,-0.18621515364012992,-0.21724890788335652
SUNPHARMA,2026-08-12 12:00:00+05:30,E_SIMPLE_BREAKOUT,-0.05689921444859919,1.4441887986063149,0.1811500462825985,-0.2743091364206047,0.08799095614459226,0.010355222023478617,0.10351431216148485,-0.19149895029386022,-0.15527146824222726,-0.09315909013800625
SUNPHARMA,2026-08-12 12:05:00+05:30,E_SIMPLE_BREAKOUT,0.08799095614459226,2.765594456686059,0.09307719062802013,-0.36198158151055854,-0.041371848584336644,-0.05171165450150836,-0.05688786991791911,-0.29993012109187844,-0.23787866067319835,-0.2689043908825384
SUNPHARMA,2026-08-12 12:40:00+05:30,E_SIMPLE_BREAKOUT,-0.010345691360615052,1.4626806804320993,0.2069857697283312,-0.29495219518111254,0.0,0.03621998302069858,-0.21733253153298834,-0.18628592941461836,0.129366106080207,-0.08796642545278135
SUNPHARMA,2026-08-12 12:45:00+05:30,E_SIMPLE_BREAKOUT,0.0,2.493601413846241,0.25355883125808537,-0.29495219518111254,0.0258732212160414,-0.21215915063065977,-0.129366106080207,-0.11383964666882276,0.25355883125808537,-0.04139336392302717
SUNPHARMA,2026-08-12 12:50:00+05:30,E_SIMPLE_BREAKOUT,0.0258732212160414,4.418217109567024,0.35178731650931194,-0.32074242999870667,0.010344085456544232,-0.2586652871184687,-0.20176018696650283,-0.18623774371120022,0.0724275434072685,0.031044886510605274
SUNPHARMA,2026-08-12 12:55:00+05:30,E_SIMPLE_BREAKOUT,0.010344085456544232,2.782901554404145,0.3414079155262303,-0.33105227112541985,-0.2482892033440649,-0.2534607111271525,-0.16552613556270993,-0.18104697332929043,0.01034932998349285,0.010355644400810382
SUNPHARMA,2026-08-12 13:00:00+05:30,E_SIMPLE_BREAKOUT,-0.2482892033440649,1.9701234127519258,0.5911649175344912,-0.08296907102682945,-0.020743850290296798,0.08296907102682945,0.08296907102682945,0.06222522073653265,0.2852105336220972,0.5081958465076617
SUNPHARMA,2026-08-12 14:30:00+05:30,E_SIMPLE_BREAKOUT,-0.04143410172631552,1.4555996436958458,0.8187338769841487,-0.03627698333890192,0.041451276690466304,0.26945543788501203,0.18654655896208483,0.6373679369156228,0.6373679369156228,0.7824568936452466
SUNPHARMA,2026-08-12 14:40:00+05:30,E_SIMPLE_BREAKOUT,0.217552745017143,5.4481174123797,0.5581934300835805,-0.17573001489853363,0.010334461795993182,-0.02067523278722201,0.47549880812992806,0.32044402601861643,0.41864664986149425,0.38246341518504673
SUNPHARMA,2026-08-12 14:45:00+05:30,E_SIMPLE_BREAKOUT,0.010334461795993182,2.7907753412730125,0.5478023558624031,-0.18604524991925064,0.12403226946059431,-0.08268607679263566,0.14470536579457366,0.3410840096091731,0.2894044230458656,0.36175710594315247
SUNPHARMA,2026-08-12 14:50:00+05:30,E_SIMPLE_BREAKOUT,0.12403226946059431,4.978555537717025,0.42324512586681484,-0.30969339962791675,-0.15484669981395838,-0.1806544831162848,0.40259763907928464,0.12387861999683578,0.17032758935834708,0.11355172623889803
SUNPHARMA,2026-08-12 14:55:00+05:30,E_SIMPLE_BREAKOUT,-0.15484669981395838,2.880744245729409,0.5789883700641241,-0.1550868466778846,-0.051695615559294875,0.4962766472692416,0.522124455048889,0.28949418503206203,0.3153419928117095,0.42390152338623943
SUNPHARMA,2026-08-12 15:00:00+05:30,E_SIMPLE_BREAKOUT,-0.051695615559294875,2.3756342269503037,0.631010190225498,-0.10344470749689379,0.025861176874223447,0.2275796192459434,0.44998195210593384,0.2275796192459434,0.3879176531133517,0.5275654827286042
SUNPHARMA,2026-08-12 15:05:00+05:30,E_SIMPLE_BREAKOUT,0.025861176874223447,1.8502873363908112,0.6049925551565096,-0.12927245299339896,0.522259447667033,0.584307700251267,0.4343567044841193,0.22234483186974993,0.3412780134762745,0.47572010216311067
SUNPHARMA,2026-08-12 15:10:00+05:30,E_SIMPLE_BREAKOUT,0.522259447667033,3.570038562270262,0.08230327088155864,-0.3909452461902006,-0.3189275294174383,0.0257201646090535,-0.15432098765432098,-0.257201646090535,-0.205761316872428,-0.30864197530864196
SUNPHARMA,2026-08-13 10:45:00+05:30,E_SIMPLE_BREAKOUT,-0.051442974815611914,1.2908470567948072,0.046323763588089324,-0.4066099292188223,-0.11838225329265956,-0.12352794193753208,-0.14926266805401303,-0.16985170552562143,-0.17499739417049395,-0.36028616563073296
SUNPHARMA,2026-08-13 10:50:00+05:30,E_SIMPLE_BREAKOUT,-0.11838225329265956,1.9797373585820697,0.1649012306733273,-0.2885692907548689,0.005151787446937061,0.015461652679574233,-0.010303574893874122,-0.21127360803452389,-0.10306091029379343,-0.12366806008154163
SUNPHARMA,2026-08-13 11:30:00+05:30,E_SIMPLE_BREAKOUT,-0.020629385751068596,1.3572004622662686,0.26306792101414006,-0.28369526685526797,0.041267284689484776,0.046424121149766746,0.005163132963896478,0.08769140583925153,-0.10316191522009743,-0.02062734584112791
SUNPHARMA,2026-08-13 11:50:00+05:30,E_SIMPLE_BREAKOUT,-0.1598255117012477,2.921189316095004,0.37697127953137105,-0.170413055932094,0.036145167667183065,0.20139552874064034,0.20139552874064034,0.1549186676994578,0.20655822359927703,0.20655822359927703
SUNPHARMA,2026-08-13 12:00:00+05:30,E_SIMPLE_BREAKOUT,0.08259847700708692,1.3020462737800158,0.2578914727706019,-0.28884348644590163,0.0825240120508857,-0.01547600683764989,0.0825240120508857,-0.0876868784491253,0.08768058227059086,-0.030952013675299817
SUNPHARMA,2026-08-13 12:05:00+05:30,E_SIMPLE_BREAKOUT,0.0825240120508857,1.2059970932456208,0.17522285978579064,-0.3710612838381966,-0.06184669279984589,0.0,0.01030463663982785,-0.27314207181199357,0.05153576517305845,-0.1958384240524059
SUNPHARMA,2026-08-13 12:10:00+05:30,E_SIMPLE_BREAKOUT,-0.06184669279984589,1.6921343314648272,0.23721626299908488,-0.30940594838475266,-0.036094842692833896,0.08251328880670852,0.0979798092978653,-0.11344632978902205,0.05156765806412544,-0.07218968538566778
SUNPHARMA,2026-08-13 12:15:00+05:30,E_SIMPLE_BREAKOUT,-0.036094842692833896,4.015133259434189,0.273409792526438,-0.273409792526438,0.09801518772568996,0.09801518772568996,0.08253678544944545,-0.13412306349948414,0.12380832675070931,0.0
