symbol,variant_id,scan_date,partition,regime,entry_price,stop_loss,target_1,realized_rr,exit_reason,holding_period_bars
TIPSMUSIC,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-04-17,VAL,BULL,585.55,553.95,648.74,2.0,T1_HIT,4
TIPSMUSIC,TECHNICAL_CHAMPION_V1,2026-04-17,VAL,BULL,585.55,553.95,648.74,2.0,T1_HIT,4
BSE,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-04-09,VAL,BULL,3248.84,3084.58,3577.35,2.0,T1_HIT,12
BSE,TECHNICAL_CHAMPION_V1,2026-04-09,VAL,BULL,3248.84,3084.58,3577.35,2.0,T1_HIT,12
GICRE,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-04-01,VAL,NEUTRAL,380.1,362.38,415.54,2.0,T1_HIT,9
GICRE,TECHNICAL_CHAMPION_V1,2026-04-01,VAL,NEUTRAL,380.1,362.38,415.54,2.0,T1_HIT,9
USHAMART,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-03,HOLDOUT,BULL,514.1,494.28,553.74,-1.0,SL_HIT,3
USHAMART,TECHNICAL_CHAMPION_V1,2026-07-03,HOLDOUT,BULL,514.1,494.28,553.74,-1.0,SL_HIT,3
SKMEGGPROD,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-05-08,VAL,BULL,183.71,175.58,199.97,-1.0,SL_HIT,2
SKMEGGPROD,TECHNICAL_CHAMPION_V1,2026-05-08,VAL,BULL,183.71,175.58,199.97,-1.0,SL_HIT,2
PRESTIGE,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-02,HOLDOUT,BULL,1672.0,1602.77,1810.44,-1.0,SL_HIT,16
PRESTIGE,TECHNICAL_CHAMPION_V1,2026-07-02,HOLDOUT,BULL,1672.0,1602.77,1810.44,-1.0,SL_HIT,16
ZAGGLE,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-01-23,VAL,BULL,2275.59,2249.17,2328.43,-1.0,SL_HIT,1
ZAGGLE,TECHNICAL_CHAMPION_V1,2026-01-23,VAL,BULL,2275.59,2249.17,2328.43,-1.0,SL_HIT,1
UNITDSPR,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-24,HOLDOUT,BULL,1467.2,1418.88,1563.83,1.838,HORIZON_REACHED,20
UNITDSPR,TECHNICAL_CHAMPION_V1,2026-07-24,HOLDOUT,BULL,1467.2,1418.88,1563.83,1.838,HORIZON_REACHED,20
M&MFIN,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2025-11-19,DEV,BULL,322.59,309.65,348.47,2.0,T1_HIT,3
M&MFIN,TECHNICAL_CHAMPION_V1,2025-11-19,DEV,BULL,322.59,309.65,348.47,2.0,T1_HIT,3
M&MFIN,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-03,HOLDOUT,BULL,326.7,311.5,357.11,2.0,T1_HIT,12
M&MFIN,TECHNICAL_CHAMPION_V1,2026-07-03,HOLDOUT,BULL,326.7,311.5,357.11,2.0,T1_HIT,12
THELEELA,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-06-12,HOLDOUT,NEUTRAL,429.8,413.14,463.11,2.0,T1_HIT,1
THELEELA,TECHNICAL_CHAMPION_V1,2026-06-12,HOLDOUT,NEUTRAL,429.8,413.14,463.11,2.0,T1_HIT,1
THELEELA,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-06-19,HOLDOUT,BULL,494.2,466.78,549.04,-0.312,HORIZON_REACHED,20
THELEELA,TECHNICAL_CHAMPION_V1,2026-06-19,HOLDOUT,BULL,494.2,466.78,549.04,-0.312,HORIZON_REACHED,20
