symbol,variant_id,scan_date,partition,regime,entry_price,stop_loss,target_1,signal_rr,score,vol_ratio,t3_depth,dryup_ratio,realized_rr,exit_reason,exit_date,holding_period_bars,max_favorable_excursion_r,max_adverse_excursion_r,r1_hit_before_sl,r1_5_hit_before_sl,r2_hit_before_sl,r3_hit,r5_hit,r10_hit,post_sl_recovered_entry,post_sl_recovered_t1,post_sl_max_recovery_r
SANSERA,VCP_CHALL_I_RUNNER_SCALE_OUT,2026-01-02,VAL,BULL,1871.0,1616.82,2506.45,2.5,78.0,4.457988001525818,7.92,0.95,-0.5,EXPIRED_NEG,2026-02-02,20,0.34,0.98,0,0,0,0,0,0,0,0,0.0
SANSERA,VCP_CHALL_J_CHANDELIER_TRAIL,2026-01-02,VAL,BULL,1871.0,1616.82,2506.45,2.5,78.0,4.457988001525818,7.92,0.95,-0.5,EXPIRED_NEG,2026-02-02,20,0.34,0.98,0,0,0,0,0,0,0,0,0.0
SENORES,VCP_CHAMPION_V1,2026-01-02,VAL,BULL,865.3,753.04,1145.95,2.5,78.0,1.7473901761150423,6.72,0.65,-1.0,SL_HIT,2026-01-20,12,0.1,1.01,0,0,0,0,0,0,0,0,-0.12
SENORES,VCP_CHALL_A_VOL_DRYUP,2026-01-02,VAL,BULL,865.3,753.04,1145.95,2.5,78.0,1.7473901761150423,6.72,0.65,-1.0,SL_HIT,2026-01-20,12,0.1,1.01,0,0,0,0,0,0,0,0,-0.12
SENORES,VCP_CHALL_D_T3_MODERATE,2026-01-02,VAL,BULL,865.3,753.04,1145.95,2.5,78.0,1.7473901761150423,6.72,0.65,-1.0,SL_HIT,2026-01-20,12,0.1,1.01,0,0,0,0,0,0,0,0,-0.12
SENORES,VCP_CHALL_E_EXPANSION_THRUST,2026-01-02,VAL,BULL,865.3,753.04,1145.95,2.5,78.0,1.7473901761150423,6.72,0.65,-1.0,SL_HIT,2026-01-20,12,0.1,1.01,0,0,0,0,0,0,0,0,-0.12
SENORES,VCP_CHALL_F_REGIME_ALIGNED,2026-01-02,VAL,BULL,865.3,753.04,1145.95,2.5,78.0,1.7473901761150423,6.72,0.65,-1.0,SL_HIT,2026-01-20,12,0.1,1.01,0,0,0,0,0,0,0,0,-0.12
SENORES,VCP_CHALL_H_TIGHT_THRUST,2026-01-02,VAL,BULL,865.3,753.04,1145.95,2.5,78.0,1.7473901761150423,6.72,0.65,-1.0,SL_HIT,2026-01-20,12,0.1,1.01,0,0,0,0,0,0,0,0,-0.12
TORNTPOWER,VCP_CHAMPION_V1,2026-01-02,VAL,BULL,1380.27,1211.34,1802.6,2.5,78.0,6.226297084060977,6.49,0.82,-0.41,EXPIRED_NEG,2026-02-02,20,0.07,0.77,0,0,0,0,0,0,0,0,0.0
TORNTPOWER,VCP_CHALL_D_T3_MODERATE,2026-01-02,VAL,BULL,1380.27,1211.34,1802.6,2.5,78.0,6.226297084060977,6.49,0.82,-0.41,EXPIRED_NEG,2026-02-02,20,0.07,0.77,0,0,0,0,0,0,0,0,0.0
TORNTPOWER,VCP_CHALL_E_EXPANSION_THRUST,2026-01-02,VAL,BULL,1380.27,1211.34,1802.6,2.5,78.0,6.226297084060977,6.49,0.82,-0.41,EXPIRED_NEG,2026-02-02,20,0.07,0.77,0,0,0,0,0,0,0,0,0.0
TORNTPOWER,VCP_CHALL_F_REGIME_ALIGNED,2026-01-02,VAL,BULL,1380.27,1211.34,1802.6,2.5,78.0,6.226297084060977,6.49,0.82,-0.41,EXPIRED_NEG,2026-02-02,20,0.07,0.77,0,0,0,0,0,0,0,0,0.0
TORNTPOWER,VCP_CHALL_G_RUNNER_EXPANSION,2026-01-02,VAL,BULL,1380.27,1211.34,1802.6,2.5,78.0,6.226297084060977,6.49,0.82,-0.41,EXPIRED_NEG,2026-02-02,20,0.07,0.77,0,0,0,0,0,0,0,0,0.0
TORNTPOWER,VCP_CHALL_H_TIGHT_THRUST,2026-01-02,VAL,BULL,1380.27,1211.34,1802.6,2.5,78.0,6.226297084060977,6.49,0.82,-0.41,EXPIRED_NEG,2026-02-02,20,0.07,0.77,0,0,0,0,0,0,0,0,0.0
TORNTPOWER,VCP_CHALL_I_RUNNER_SCALE_OUT,2026-01-02,VAL,BULL,1380.27,1211.34,1802.6,2.5,78.0,6.226297084060977,6.49,0.82,-0.41,EXPIRED_NEG,2026-02-02,20,0.07,0.77,0,0,0,0,0,0,0,0,0.0
TORNTPOWER,VCP_CHALL_J_CHANDELIER_TRAIL,2026-01-02,VAL,BULL,1380.27,1211.34,1802.6,2.5,78.0,6.226297084060977,6.49,0.82,-0.41,EXPIRED_NEG,2026-02-02,20,0.07,0.77,0,0,0,0,0,0,0,0,0.0
^CNXINFRA,VCP_CHAMPION_V1,2026-01-02,VAL,BULL,9765.75,9321.48,10876.43,2.5,83.0,1.3386260698847885,2.38,0.97,-1.0,SL_HIT,2026-01-09,5,0.06,1.1,0,0,0,0,0,0,0,0,-0.48
^CNXINFRA,VCP_CHALL_B_TIGHTNESS,2026-01-02,VAL,BULL,9765.75,9321.48,10876.43,2.5,83.0,1.3386260698847885,2.38,0.97,-1.0,SL_HIT,2026-01-09,5,0.06,1.1,0,0,0,0,0,0,0,0,-0.48
^CNXINFRA,VCP_CHALL_D_T3_MODERATE,2026-01-02,VAL,BULL,9765.75,9321.48,10876.43,2.5,83.0,1.3386260698847885,2.38,0.97,-1.0,SL_HIT,2026-01-09,5,0.06,1.1,0,0,0,0,0,0,0,0,-0.48
^CNXINFRA,VCP_CHALL_F_REGIME_ALIGNED,2026-01-02,VAL,BULL,9765.75,9321.48,10876.43,2.5,83.0,1.3386260698847885,2.38,0.97,-1.0,SL_HIT,2026-01-09,5,0.06,1.1,0,0,0,0,0,0,0,0,-0.48
^NSEBANK,VCP_CHAMPION_V1,2026-01-02,VAL,BULL,60150.95,58502.97,64270.9,2.5,93.0,2.065495339437433,1.72,1.11,-1.0,SL_HIT,2026-01-21,12,0.17,1.14,0,0,0,0,0,0,1,0,0.98
^NSEBANK,VCP_CHALL_B_TIGHTNESS,2026-01-02,VAL,BULL,60150.95,58502.97,64270.9,2.5,93.0,2.065495339437433,1.72,1.11,-1.0,SL_HIT,2026-01-21,12,0.17,1.14,0,0,0,0,0,0,1,0,0.98
^NSEBANK,VCP_CHALL_D_T3_MODERATE,2026-01-02,VAL,BULL,60150.95,58502.97,64270.9,2.5,93.0,2.065495339437433,1.72,1.11,-1.0,SL_HIT,2026-01-21,12,0.17,1.14,0,0,0,0,0,0,1,0,0.98
^NSEBANK,VCP_CHALL_E_EXPANSION_THRUST,2026-01-02,VAL,BULL,60150.95,58502.97,64270.9,2.5,93.0,2.065495339437433,1.72,1.11,-1.0,SL_HIT,2026-01-21,12,0.17,1.14,0,0,0,0,0,0,1,0,0.98
^NSEBANK,VCP_CHALL_F_REGIME_ALIGNED,2026-01-02,VAL,BULL,60150.95,58502.97,64270.9,2.5,93.0,2.065495339437433,1.72,1.11,-1.0,SL_HIT,2026-01-21,12,0.17,1.14,0,0,0,0,0,0,1,0,0.98
^NSEBANK,VCP_CHALL_G_RUNNER_EXPANSION,2026-01-02,VAL,BULL,60150.95,58502.97,64270.9,2.5,93.0,2.065495339437433,1.72,1.11,-1.0,SL_HIT,2026-01-21,12,0.17,1.14,0,0,0,0,0,0,1,0,0.98
^NSEBANK,VCP_CHALL_H_TIGHT_THRUST,2026-01-02,VAL,BULL,60150.95,58502.97,64270.9,2.5,93.0,2.065495339437433,1.72,1.11,-1.0,SL_HIT,2026-01-21,12,0.17,1.14,0,0,0,0,0,0,1,0,0.98
^NSEBANK,VCP_CHALL_I_RUNNER_SCALE_OUT,2026-01-02,VAL,BULL,60150.95,58502.97,64270.9,2.5,93.0,2.065495339437433,1.72,1.11,-1.0,SL_HIT,2026-01-21,12,0.17,1.14,0,0,0,0,0,0,1,0,0.98
^NSEBANK,VCP_CHALL_J_CHANDELIER_TRAIL,2026-01-02,VAL,BULL,60150.95,58502.97,64270.9,2.5,93.0,2.065495339437433,1.72,1.11,-1.0,SL_HIT,2026-01-21,12,0.17,1.14,0,0,0,0,0,0,1,0,0.98
^NSEI,VCP_CHAMPION_V1,2026-01-02,VAL,BULL,26328.55,25643.7,28040.67,2.5,78.0,1.4127363616605086,1.37,1.14,-1.0,SL_HIT,2026-01-09,5,0.07,1.03,0,0,0,0,0,0,1,0,0.02
^NSEI,VCP_CHALL_B_TIGHTNESS,2026-01-02,VAL,BULL,26328.55,25643.7,28040.67,2.5,78.0,1.4127363616605086,1.37,1.14,-1.0,SL_HIT,2026-01-09,5,0.07,1.03,0,0,0,0,0,0,1,0,0.02
^NSEI,VCP_CHALL_D_T3_MODERATE,2026-01-02,VAL,BULL,26328.55,25643.7,28040.67,2.5,78.0,1.4127363616605086,1.37,1.14,-1.0,SL_HIT,2026-01-09,5,0.07,1.03,0,0,0,0,0,0,1,0,0.02
^NSEI,VCP_CHALL_F_REGIME_ALIGNED,2026-01-02,VAL,BULL,26328.55,25643.7,28040.67,2.5,78.0,1.4127363616605086,1.37,1.14,-1.0,SL_HIT,2026-01-09,5,0.07,1.03,0,0,0,0,0,0,1,0,0.02
IPCALAB,VCP_CHAMPION_V1,2026-01-09,VAL,BULL,1575.0,1338.87,2165.33,2.5,78.0,3.559401599414637,12.15,1.64,-0.63,EXPIRED_NEG,2026-02-10,20,0.0,0.78,0,0,0,0,0,0,0,0,0.0
IPCALAB,VCP_CHALL_F_REGIME_ALIGNED,2026-01-09,VAL,BULL,1575.0,1338.87,2165.33,2.5,78.0,3.559401599414637,12.15,1.64,-0.63,EXPIRED_NEG,2026-02-10,20,0.0,0.78,0,0,0,0,0,0,0,0,0.0
HCLTECH,VCP_CHAMPION_V1,2026-01-16,VAL,BULL,1649.26,1508.89,2000.18,2.5,83.0,1.3012856904520969,6.92,1.43,-1.0,SL_HIT,2026-02-11,17,0.57,1.05,0,0,0,0,0,0,0,0,-1.13
HCLTECH,VCP_CHALL_D_T3_MODERATE,2026-01-16,VAL,BULL,1649.26,1508.89,2000.18,2.5,83.0,1.3012856904520969,6.92,1.43,-1.0,SL_HIT,2026-02-11,17,0.57,1.05,0,0,0,0,0,0,0,0,-1.13
HCLTECH,VCP_CHALL_F_REGIME_ALIGNED,2026-01-16,VAL,BULL,1649.26,1508.89,2000.18,2.5,83.0,1.3012856904520969,6.92,1.43,-1.0,SL_HIT,2026-02-11,17,0.57,1.05,0,0,0,0,0,0,0,0,-1.13
SBIN,VCP_CHAMPION_V1,2026-01-16,VAL,BULL,1023.85,936.27,1242.8,2.5,78.0,1.625595458373783,3.53,0.99,1.86,EXPIRED_POS,2026-02-16,20,1.91,0.59,1,1,0,0,0,0,0,0,0.0
SBIN,VCP_CHALL_B_TIGHTNESS,2026-01-16,VAL,BULL,1023.85,936.27,1242.8,2.5,78.0,1.625595458373783,3.53,0.99,1.86,EXPIRED_POS,2026-02-16,20,1.91,0.59,1,1,0,0,0,0,0,0,0.0
SBIN,VCP_CHALL_D_T3_MODERATE,2026-01-16,VAL,BULL,1023.85,936.27,1242.8,2.5,78.0,1.625595458373783,3.53,0.99,1.86,EXPIRED_POS,2026-02-16,20,1.91,0.59,1,1,0,0,0,0,0,0,0.0
SBIN,VCP_CHALL_E_EXPANSION_THRUST,2026-01-16,VAL,BULL,1023.85,936.27,1242.8,2.5,78.0,1.625595458373783,3.53,0.99,1.86,EXPIRED_POS,2026-02-16,20,1.91,0.59,1,1,0,0,0,0,0,0,0.0
SBIN,VCP_CHALL_F_REGIME_ALIGNED,2026-01-16,VAL,BULL,1023.85,936.27,1242.8,2.5,78.0,1.625595458373783,3.53,0.99,1.86,EXPIRED_POS,2026-02-16,20,1.91,0.59,1,1,0,0,0,0,0,0,0.0
SBIN,VCP_CHALL_H_TIGHT_THRUST,2026-01-16,VAL,BULL,1023.85,936.27,1242.8,2.5,78.0,1.625595458373783,3.53,0.99,1.86,EXPIRED_POS,2026-02-16,20,1.91,0.59,1,1,0,0,0,0,0,0,0.0
TECHM,VCP_CHAMPION_V1,2026-01-16,VAL,BULL,1628.19,1508.39,1927.69,2.5,78.0,3.240166774725717,4.35,1.08,-1.0,SL_HIT,2026-02-12,18,1.49,1.16,1,0,0,0,0,0,0,0,-1.0
TECHM,VCP_CHALL_B_TIGHTNESS,2026-01-16,VAL,BULL,1628.19,1508.39,1927.69,2.5,78.0,3.240166774725717,4.35,1.08,-1.0,SL_HIT,2026-02-12,18,1.49,1.16,1,0,0,0,0,0,0,0,-1.0
TECHM,VCP_CHALL_D_T3_MODERATE,2026-01-16,VAL,BULL,1628.19,1508.39,1927.69,2.5,78.0,3.240166774725717,4.35,1.08,-1.0,SL_HIT,2026-02-12,18,1.49,1.16,1,0,0,0,0,0,0,0,-1.0
TECHM,VCP_CHALL_E_EXPANSION_THRUST,2026-01-16,VAL,BULL,1628.19,1508.39,1927.69,2.5,78.0,3.240166774725717,4.35,1.08,-1.0,SL_HIT,2026-02-12,18,1.49,1.16,1,0,0,0,0,0,0,0,-1.0
TECHM,VCP_CHALL_F_REGIME_ALIGNED,2026-01-16,VAL,BULL,1628.19,1508.39,1927.69,2.5,78.0,3.240166774725717,4.35,1.08,-1.0,SL_HIT,2026-02-12,18,1.49,1.16,1,0,0,0,0,0,0,0,-1.0
TECHM,VCP_CHALL_G_RUNNER_EXPANSION,2026-01-16,VAL,BULL,1628.19,1508.39,1927.69,2.5,78.0,3.240166774725717,4.35,1.08,-1.0,SL_HIT,2026-02-12,18,1.49,1.16,1,0,0,0,0,0,0,0,-1.0
TECHM,VCP_CHALL_H_TIGHT_THRUST,2026-01-16,VAL,BULL,1628.19,1508.39,1927.69,2.5,78.0,3.240166774725717,4.35,1.08,-1.0,SL_HIT,2026-02-12,18,1.49,1.16,1,0,0,0,0,0,0,0,-1.0
TECHM,VCP_CHALL_I_RUNNER_SCALE_OUT,2026-01-16,VAL,BULL,1628.19,1508.39,1927.69,2.5,78.0,3.240166774725717,4.35,1.08,-1.0,SL_HIT,2026-02-12,18,1.49,1.16,1,0,0,0,0,0,0,0,-1.0
TECHM,VCP_CHALL_J_CHANDELIER_TRAIL,2026-01-16,VAL,BULL,1628.19,1508.39,1927.69,2.5,78.0,3.240166774725717,4.35,1.08,-1.0,SL_HIT,2026-02-12,18,1.49,1.16,1,0,0,0,0,0,0,0,-1.0
ULTRACEMCO,VCP_CHAMPION_V1,2026-01-16,VAL,BULL,12378.0,11555.08,14435.3,2.5,88.0,2.221399990175576,4.36,1.21,0.73,EXPIRED_POS,2026-02-16,20,0.89,0.48,0,0,0,0,0,0,0,0,0.0
ULTRACEMCO,VCP_CHALL_B_TIGHTNESS,2026-01-16,VAL,BULL,12378.0,11555.08,14435.3,2.5,88.0,2.221399990175576,4.36,1.21,0.73,EXPIRED_POS,2026-02-16,20,0.89,0.48,0,0,0,0,0,0,0,0,0.0
ULTRACEMCO,VCP_CHALL_D_T3_MODERATE,2026-01-16,VAL,BULL,12378.0,11555.08,14435.3,2.5,88.0,2.221399990175576,4.36,1.21,0.73,EXPIRED_POS,2026-02-16,20,0.89,0.48,0,0,0,0,0,0,0,0,0.0
ULTRACEMCO,VCP_CHALL_E_EXPANSION_THRUST,2026-01-16,VAL,BULL,12378.0,11555.08,14435.3,2.5,88.0,2.221399990175576,4.36,1.21,0.73,EXPIRED_POS,2026-02-16,20,0.89,0.48,0,0,0,0,0,0,0,0,0.0
ULTRACEMCO,VCP_CHALL_F_REGIME_ALIGNED,2026-01-16,VAL,BULL,12378.0,11555.08,14435.3,2.5,88.0,2.221399990175576,4.36,1.21,0.73,EXPIRED_POS,2026-02-16,20,0.89,0.48,0,0,0,0,0,0,0,0,0.0
ULTRACEMCO,VCP_CHALL_G_RUNNER_EXPANSION,2026-01-16,VAL,BULL,12378.0,11555.08,14435.3,2.5,88.0,2.221399990175576,4.36,1.21,0.73,EXPIRED_POS,2026-02-16,20,0.89,0.48,0,0,0,0,0,0,0,0,0.0
ULTRACEMCO,VCP_CHALL_H_TIGHT_THRUST,2026-01-16,VAL,BULL,12378.0,11555.08,14435.3,2.5,88.0,2.221399990175576,4.36,1.21,0.73,EXPIRED_POS,2026-02-16,20,0.89,0.48,0,0,0,0,0,0,0,0,0.0
ULTRACEMCO,VCP_CHALL_I_RUNNER_SCALE_OUT,2026-01-16,VAL,BULL,12378.0,11555.08,14435.3,2.5,88.0,2.221399990175576,4.36,1.21,0.73,EXPIRED_POS,2026-02-16,20,0.89,0.48,0,0,0,0,0,0,0,0,0.0
ULTRACEMCO,VCP_CHALL_J_CHANDELIER_TRAIL,2026-01-16,VAL,BULL,12378.0,11555.08,14435.3,2.5,88.0,2.221399990175576,4.36,1.21,0.73,EXPIRED_POS,2026-02-16,20,0.89,0.48,0,0,0,0,0,0,0,0,0.0
URBANCO,VCP_CHAMPION_V1,2026-01-16,VAL,BULL,1066.92,1018.82,1187.17,2.5,83.0,1.485446437912587,3.21,0.66,-1.18,SL_HIT,2026-01-22,5,0.0,1.2,0,0,0,0,0,0,0,0,-0.1
URBANCO,VCP_CHALL_A_VOL_DRYUP,2026-01-16,VAL,BULL,1066.92,1018.82,1187.17,2.5,83.0,1.485446437912587,3.21,0.66,-1.18,SL_HIT,2026-01-22,5,0.0,1.2,0,0,0,0,0,0,0,0,-0.1
URBANCO,VCP_CHALL_B_TIGHTNESS,2026-01-16,VAL,BULL,1066.92,1018.82,1187.17,2.5,83.0,1.485446437912587,3.21,0.66,-1.18,SL_HIT,2026-01-22,5,0.0,1.2,0,0,0,0,0,0,0,0,-0.1
URBANCO,VCP_CHALL_D_T3_MODERATE,2026-01-16,VAL,BULL,1066.92,1018.82,1187.17,2.5,83.0,1.485446437912587,3.21,0.66,-1.18,SL_HIT,2026-01-22,5,0.0,1.2,0,0,0,0,0,0,0,0,-0.1
URBANCO,VCP_CHALL_F_REGIME_ALIGNED,2026-01-16,VAL,BULL,1066.92,1018.82,1187.17,2.5,83.0,1.485446437912587,3.21,0.66,-1.18,SL_HIT,2026-01-22,5,0.0,1.2,0,0,0,0,0,0,0,0,-0.1
AETHER,VCP_CHAMPION_V1,2026-02-02,VAL,BULL,1038.0,922.86,1325.85,2.5,88.0,2.32005751129819,6.79,0.6,-0.92,EXPIRED_NEG,2026-03-02,20,0.4,0.98,0,0,0,0,0,0,0,0,0.0
AETHER,VCP_CHALL_A_VOL_DRYUP,2026-02-02,VAL,BULL,1038.0,922.86,1325.85,2.5,88.0,2.32005751129819,6.79,0.6,-0.92,EXPIRED_NEG,2026-03-02,20,0.4,0.98,0,0,0,0,0,0,0,0,0.0
AETHER,VCP_CHALL_D_T3_MODERATE,2026-02-02,VAL,BULL,1038.0,922.86,1325.85,2.5,88.0,2.32005751129819,6.79,0.6,-0.92,EXPIRED_NEG,2026-03-02,20,0.4,0.98,0,0,0,0,0,0,0,0,0.0
AETHER,VCP_CHALL_E_EXPANSION_THRUST,2026-02-02,VAL,BULL,1038.0,922.86,1325.85,2.5,88.0,2.32005751129819,6.79,0.6,-0.92,EXPIRED_NEG,2026-03-02,20,0.4,0.98,0,0,0,0,0,0,0,0,0.0
AETHER,VCP_CHALL_F_REGIME_ALIGNED,2026-02-02,VAL,BULL,1038.0,922.86,1325.85,2.5,88.0,2.32005751129819,6.79,0.6,-0.92,EXPIRED_NEG,2026-03-02,20,0.4,0.98,0,0,0,0,0,0,0,0,0.0
AETHER,VCP_CHALL_G_RUNNER_EXPANSION,2026-02-02,VAL,BULL,1038.0,922.86,1325.85,2.5,88.0,2.32005751129819,6.79,0.6,-0.92,EXPIRED_NEG,2026-03-02,20,0.4,0.98,0,0,0,0,0,0,0,0,0.0
AETHER,VCP_CHALL_H_TIGHT_THRUST,2026-02-02,VAL,BULL,1038.0,922.86,1325.85,2.5,88.0,2.32005751129819,6.79,0.6,-0.92,EXPIRED_NEG,2026-03-02,20,0.4,0.98,0,0,0,0,0,0,0,0,0.0
AETHER,VCP_CHALL_I_RUNNER_SCALE_OUT,2026-02-02,VAL,BULL,1038.0,922.86,1325.85,2.5,88.0,2.32005751129819,6.79,0.6,-0.92,EXPIRED_NEG,2026-03-02,20,0.4,0.98,0,0,0,0,0,0,0,0,0.0
AETHER,VCP_CHALL_J_CHANDELIER_TRAIL,2026-02-02,VAL,BULL,1038.0,922.86,1325.85,2.5,88.0,2.32005751129819,6.79,0.6,-0.92,EXPIRED_NEG,2026-03-02,20,0.4,0.98,0,0,0,0,0,0,0,0,0.0
BAJAJCON,VCP_CHAMPION_V1,2026-02-02,VAL,BULL,348.15,235.24,630.42,2.5,78.0,1.4766723718143977,29.21,2.27,0.27,EXPIRED_POS,2026-03-02,20,0.54,0.06,0,0,0,0,0,0,0,0,0.0
BAJAJCON,VCP_CHALL_F_REGIME_ALIGNED,2026-02-02,VAL,BULL,348.15,235.24,630.42,2.5,78.0,1.4766723718143977,29.21,2.27,0.27,EXPIRED_POS,2026-03-02,20,0.54,0.06,0,0,0,0,0,0,0,0,0.0
INDGN,VCP_CHAMPION_V1,2026-02-02,VAL,BULL,2177.31,2056.51,2479.31,2.5,93.0,1.5812659376244258,3.45,0.86,-1.0,SL_HIT,2026-02-25,18,0.43,1.0,0,0,0,0,0,0,0,0,-0.62
INDGN,VCP_CHALL_B_TIGHTNESS,2026-02-02,VAL,BULL,2177.31,2056.51,2479.31,2.5,93.0,1.5812659376244258,3.45,0.86,-1.0,SL_HIT,2026-02-25,18,0.43,1.0,0,0,0,0,0,0,0,0,-0.62
INDGN,VCP_CHALL_D_T3_MODERATE,2026-02-02,VAL,BULL,2177.31,2056.51,2479.31,2.5,93.0,1.5812659376244258,3.45,0.86,-1.0,SL_HIT,2026-02-25,18,0.43,1.0,0,0,0,0,0,0,0,0,-0.62
INDGN,VCP_CHALL_E_EXPANSION_THRUST,2026-02-02,VAL,BULL,2177.31,2056.51,2479.31,2.5,93.0,1.5812659376244258,3.45,0.86,-1.0,SL_HIT,2026-02-25,18,0.43,1.0,0,0,0,0,0,0,0,0,-0.62
INDGN,VCP_CHALL_F_REGIME_ALIGNED,2026-02-02,VAL,BULL,2177.31,2056.51,2479.31,2.5,93.0,1.5812659376244258,3.45,0.86,-1.0,SL_HIT,2026-02-25,18,0.43,1.0,0,0,0,0,0,0,0,0,-0.62
INDGN,VCP_CHALL_H_TIGHT_THRUST,2026-02-02,VAL,BULL,2177.31,2056.51,2479.31,2.5,93.0,1.5812659376244258,3.45,0.86,-1.0,SL_HIT,2026-02-25,18,0.43,1.0,0,0,0,0,0,0,0,0,-0.62
PNGJL,VCP_CHAMPION_V1,2026-02-02,VAL,BULL,943.61,888.02,1082.59,2.5,83.0,1.5812099860873192,5.45,0.89,-1.03,SL_HIT,2026-02-06,5,0.08,1.1,0,0,0,0,0,0,0,0,-1.06
PNGJL,VCP_CHALL_B_TIGHTNESS,2026-02-02,VAL,BULL,943.61,888.02,1082.59,2.5,83.0,1.5812099860873192,5.45,0.89,-1.03,SL_HIT,2026-02-06,5,0.08,1.1,0,0,0,0,0,0,0,0,-1.06
PNGJL,VCP_CHALL_D_T3_MODERATE,2026-02-02,VAL,BULL,943.61,888.02,1082.59,2.5,83.0,1.5812099860873192,5.45,0.89,-1.03,SL_HIT,2026-02-06,5,0.08,1.1,0,0,0,0,0,0,0,0,-1.06
PNGJL,VCP_CHALL_E_EXPANSION_THRUST,2026-02-02,VAL,BULL,943.61,888.02,1082.59,2.5,83.0,1.5812099860873192,5.45,0.89,-1.03,SL_HIT,2026-02-06,5,0.08,1.1,0,0,0,0,0,0,0,0,-1.06
PNGJL,VCP_CHALL_F_REGIME_ALIGNED,2026-02-02,VAL,BULL,943.61,888.02,1082.59,2.5,83.0,1.5812099860873192,5.45,0.89,-1.03,SL_HIT,2026-02-06,5,0.08,1.1,0,0,0,0,0,0,0,0,-1.06
PNGJL,VCP_CHALL_H_TIGHT_THRUST,2026-02-02,VAL,BULL,943.61,888.02,1082.59,2.5,83.0,1.5812099860873192,5.45,0.89,-1.03,SL_HIT,2026-02-06,5,0.08,1.1,0,0,0,0,0,0,0,0,-1.06
SHARDACROP,VCP_CHAMPION_V1,2026-02-02,VAL,BULL,1121.08,747.11,2056.0,2.5,78.0,7.954406396345116,28.49,3.38,0.04,EXPIRED_POS,2026-03-02,20,0.47,0.1,0,0,0,0,0,0,0,0,0.0
SHARDACROP,VCP_CHALL_F_REGIME_ALIGNED,2026-02-02,VAL,BULL,1121.08,747.11,2056.0,2.5,78.0,7.954406396345116,28.49,3.38,0.04,EXPIRED_POS,2026-03-02,20,0.47,0.1,0,0,0,0,0,0,0,0,0.0
AKUMS,VCP_CHAMPION_V1,2026-02-09,VAL,BULL,465.0,401.15,624.62,2.5,78.0,2.660321420389845,8.79,1.03,0.52,EXPIRED_POS,2026-03-10,20,0.6,0.3,0,0,0,0,0,0,0,0,0.0
AKUMS,VCP_CHALL_F_REGIME_ALIGNED,2026-02-09,VAL,BULL,465.0,401.15,624.62,2.5,78.0,2.660321420389845,8.79,1.03,0.52,EXPIRED_POS,2026-03-10,20,0.6,0.3,0,0,0,0,0,0,0,0,0.0
FORCEMOT,VCP_CHAMPION_V1,2026-02-09,VAL,BULL,22361.0,17660.03,34113.43,2.5,83.0,1.42857452788538,18.33,1.61,-0.02,EXPIRED_NEG,2026-03-10,20,0.87,0.53,0,0,0,0,0,0,0,0,0.0
FORCEMOT,VCP_CHALL_F_REGIME_ALIGNED,2026-02-09,VAL,BULL,22361.0,17660.03,34113.43,2.5,83.0,1.42857452788538,18.33,1.61,-0.02,EXPIRED_NEG,2026-03-10,20,0.87,0.53,0,0,0,0,0,0,0,0,0.0
NAVINFLUOR,VCP_CHAMPION_V1,2026-02-09,VAL,BULL,6590.07,5495.14,9327.39,2.5,83.0,2.1935144913078752,11.7,1.37,-0.05,EXPIRED_NEG,2026-03-10,20,0.33,0.64,0,0,0,0,0,0,0,0,0.0
NAVINFLUOR,VCP_CHALL_F_REGIME_ALIGNED,2026-02-09,VAL,BULL,6590.07,5495.14,9327.39,2.5,83.0,2.1935144913078752,11.7,1.37,-0.05,EXPIRED_NEG,2026-03-10,20,0.33,0.64,0,0,0,0,0,0,0,0,0.0
SBCL,VCP_CHAMPION_V1,2026-02-09,VAL,BULL,514.03,389.28,825.9,2.5,78.0,2.208868530610493,18.81,1.57,-0.68,EXPIRED_NEG,2026-03-10,20,0.26,0.83,0,0,0,0,0,0,0,0,0.0
SBCL,VCP_CHALL_F_REGIME_ALIGNED,2026-02-09,VAL,BULL,514.03,389.28,825.9,2.5,78.0,2.208868530610493,18.81,1.57,-0.68,EXPIRED_NEG,2026-03-10,20,0.26,0.83,0,0,0,0,0,0,0,0,0.0
SBIN,VCP_CHAMPION_V1,2026-02-09,VAL,BULL,1125.71,961.75,1535.61,2.5,78.0,4.192127713662406,9.16,1.12,-0.2,EXPIRED_NEG,2026-03-10,20,0.53,0.49,0,0,0,0,0,0,0,0,0.0
SBIN,VCP_CHALL_F_REGIME_ALIGNED,2026-02-09,VAL,BULL,1125.71,961.75,1535.61,2.5,78.0,4.192127713662406,9.16,1.12,-0.2,EXPIRED_NEG,2026-03-10,20,0.53,0.49,0,0,0,0,0,0,0,0,0.0
SHRIRAMFIN,VCP_CHAMPION_V1,2026-02-09,VAL,BULL,1056.72,919.28,1400.32,2.5,78.0,1.319427076541489,9.84,1.12,0.0,EXPIRED_POS,2026-03-10,20,0.33,0.93,0,0,0,0,0,0,0,0,0.0
SHRIRAMFIN,VCP_CHALL_F_REGIME_ALIGNED,2026-02-09,VAL,BULL,1056.72,919.28,1400.32,2.5,78.0,1.319427076541489,9.84,1.12,0.0,EXPIRED_POS,2026-03-10,20,0.33,0.93,0,0,0,0,0,0,0,0,0.0
