variant,train_n,train_exp,train_wr,val_n,val_exp,val_wr,ho_n,ho_exp,ho_wr,ho_ci_low,ho_ci_high,ho_mfe,ho_mae,ho_fwd_5d,status
D8,8,-0.538,25.0,5,0.296,80.0,5,-0.5,20.0,-1.0,0.5,1.76,-4.41,-2.95,INCONCLUSIVE / UNDERPOWERED
