symbol,pattern,signal_date,year,period,regime,score,entry,stop,target,risk_pct,clv,rvol,upper_wick_pct,outcome,r_multiple,holding_bars,pnl_pct,mfe,mae,exit_date,exit_price,exit_reason
MBAPL,HIGHER_LOW_REVERSAL,2026-07-27,2026,OOS_2026,BULL,90.0,163.95,154.11,178.71,6.0,0.84,2.35,0.16,SCRATCH,-0.25,25,-1.52,1.12,0.86,2026-08-31,161.45,TIME_EXPIRY
MCX,HIGHER_LOW_REVERSAL,2025-11-26,2025,VAL_2025,BULL,88.0,2056.6,1933.2,2241.7,6.0,0.93,1.54,0.07,WIN,1.14,25,6.87,1.52,0.86,2026-01-01,2197.8,TIME_EXPIRY
MCX,HIGHER_LOW_REVERSAL,2026-01-13,2026,OOS_2026,BULL,79.0,2293.0,2165.12,2484.82,5.58,0.84,1.23,0.16,WIN,2.35,10,13.08,2.44,0.38,2026-01-28,2593.0,TARGET_1
MINDACORP,HIGHER_LOW_REVERSAL,2026-06-30,2026,OOS_2026,BULL,86.0,696.8,654.99,759.51,6.0,0.85,1.58,0.15,LOSS,-1.0,17,-6.0,0.4,1.05,2026-07-23,654.99,STOP_LOSS
MGL,HIGHER_LOW_REVERSAL,2025-07-15,2025,VAL_2025,BULL,85.0,1400.95,1342.87,1488.07,4.15,0.81,1.35,0.19,LOSS,-0.76,25,-3.15,0.55,0.98,2025-08-19,1356.79,TIME_EXPIRY
MODEFENCE.NS,HIGHER_LOW_REVERSAL,2026-08-13,2026,OOS_2026,BULL,83.0,107.46,101.63,116.2,5.43,0.95,1.3,0.05,SCRATCH,-0.04,7,-0.21,0.57,0.25,2026-08-25,107.23,TIME_EXPIRY
MUTHOOTFIN,HIGHER_LOW_REVERSAL,2026-03-20,2026,OOS_2026,BEAR,88.0,3288.1,3090.81,3584.03,6.0,0.82,1.59,0.18,LOSS,-1.0,1,-6.0,0.0,1.38,2026-03-23,3090.81,STOP_LOSS
NATIONALUM,HIGHER_LOW_REVERSAL,2026-01-14,2026,OOS_2026,BULL,85.0,367.1,345.08,400.13,6.0,0.96,1.46,0.04,WIN,2.47,10,14.8,2.59,0.91,2026-01-29,421.45,TARGET_1
NAVINFLUOR,HIGHER_LOW_REVERSAL,2026-06-19,2026,OOS_2026,BULL,82.0,7493.5,7128.68,8040.73,4.87,0.71,1.45,0.29,SCRATCH,0.07,25,0.35,1.21,0.56,2026-07-24,7520.0,TIME_EXPIRY
NBCC,HIGHER_LOW_REVERSAL,2025-07-04,2025,VAL_2025,SIDEWAYS,93.0,873.38,832.92,934.07,4.63,0.85,2.02,0.15,WIN,1.68,25,7.78,1.98,0.67,2025-08-08,941.29,TIME_EXPIRY
NBCC,HIGHER_LOW_REVERSAL,2025-08-11,2025,VAL_2025,BULL,85.0,950.78,908.51,1014.18,4.45,0.71,1.71,0.29,WIN,2.0,10,8.89,2.02,0.0,2025-08-25,1035.32,TARGET_1
NESCO,HIGHER_LOW_REVERSAL,2025-05-09,2025,VAL_2025,BULL,91.0,709.25,692.76,734.0,2.33,0.96,1.54,0.04,LOSS,-1.0,5,-3.5,0.0,1.49,2025-05-16,684.43,STOP_LOSS
NEULANDLAB,HIGHER_LOW_REVERSAL,2026-08-05,2026,OOS_2026,BULL,86.0,19956.0,18758.64,21752.04,6.0,0.79,1.74,0.21,WIN,2.72,6,16.29,2.96,0.0,2026-08-13,23207.0,TARGET_1
NHPC,HIGHER_LOW_REVERSAL,2025-12-09,2025,VAL_2025,BULL,91.0,2278.57,2175.64,2432.96,4.52,0.93,1.5,0.07,WIN,2.0,20,9.03,2.06,0.34,2026-01-06,2484.43,TARGET_1
NTPC,HIGHER_LOW_REVERSAL,2025-10-29,2025,VAL_2025,BULL,89.0,341.99,328.24,362.62,4.02,0.77,1.8,0.23,LOSS,-1.0,3,-4.02,0.11,1.01,2025-11-03,328.24,STOP_LOSS
NSLNISP,HIGHER_LOW_REVERSAL,2025-04-10,2025,VAL_2025,BULL,91.0,1982.5,1882.26,2132.87,5.06,0.86,1.56,0.14,SCRATCH,-0.22,25,-1.1,0.44,0.56,2025-05-15,1960.67,TIME_EXPIRY
NUVAMA,HIGHER_LOW_REVERSAL,2025-06-10,2025,VAL_2025,BULL,87.0,2189.46,2087.23,2342.81,4.67,0.98,1.34,0.02,SCRATCH,0.76,25,3.57,1.13,0.16,2025-07-15,2267.54,TIME_EXPIRY
ORIENTCEM,HIGHER_LOW_REVERSAL,2026-07-03,2026,OOS_2026,SIDEWAYS,92.0,142.29,133.75,155.1,6.0,0.91,3.95,0.09,LOSS,-1.0,3,-6.0,0.2,1.02,2026-07-08,133.75,STOP_LOSS
PAGEIND,HIGHER_LOW_REVERSAL,2026-06-18,2026,OOS_2026,BULL,80.0,40180.0,37769.2,43796.2,6.0,0.85,1.21,0.15,SCRATCH,-0.05,25,-0.33,1.52,0.41,2026-07-23,40048.89,TIME_EXPIRY
PAGEIND,HIGHER_LOW_REVERSAL,2026-06-30,2026,OOS_2026,BULL,83.0,41370.0,39004.0,44919.0,5.72,0.72,1.52,0.28,LOSS,-0.78,25,-4.44,1.05,0.9,2026-08-04,39531.74,TIME_EXPIRY
OPTIEMUS,HIGHER_LOW_REVERSAL,2025-12-16,2025,VAL_2025,BULL,94.0,724.3,700.72,759.66,3.26,0.87,1.89,0.13,LOSS,-1.0,7,-3.5,0.25,1.01,2025-12-25,698.95,STOP_LOSS
PARADEEP,HIGHER_LOW_REVERSAL,2026-04-20,2026,OOS_2026,BULL,79.0,126.93,119.31,138.36,6.0,0.81,1.25,0.19,LOSS,-1.0,20,-6.0,1.52,1.52,2026-05-18,119.31,STOP_LOSS
PANAMAPET,HIGHER_LOW_REVERSAL,2026-05-20,2026,OOS_2026,BULL,92.0,320.69,301.45,349.56,6.0,0.85,3.09,0.15,WIN,2.0,7,12.0,2.28,0.13,2026-05-29,359.17,TARGET_1
OSWALPUMPS,HIGHER_LOW_REVERSAL,2026-06-23,2026,OOS_2026,BULL,97.0,2570.12,2466.04,2726.25,4.05,0.92,2.06,0.08,SCRATCH,0.69,25,2.79,1.66,0.12,2026-07-28,2641.85,TIME_EXPIRY
PARKHOSPS,HIGHER_LOW_REVERSAL,2025-05-09,2025,VAL_2025,BULL,87.0,1849.41,1761.38,1981.45,4.76,0.81,1.48,0.19,LOSS,-1.0,23,-4.76,0.18,1.2,2025-06-11,1761.38,STOP_LOSS
PAYTM,HIGHER_LOW_REVERSAL,2025-03-13,2025,VAL_2025,BULL,90.0,621.0,590.31,667.03,4.94,0.86,1.48,0.14,SCRATCH,-0.1,25,-0.5,0.41,0.95,2025-04-17,617.9,TIME_EXPIRY
PAYTM,HIGHER_LOW_REVERSAL,2025-11-10,2025,VAL_2025,BULL,86.0,660.9,626.52,712.47,5.2,0.99,1.39,0.01,LOSS,-1.0,15,-5.2,0.18,1.11,2025-12-01,626.52,STOP_LOSS
PERSISTENT,HIGHER_LOW_REVERSAL,2025-11-19,2025,VAL_2025,BULL,94.0,6293.42,5982.37,6760.01,4.94,0.9,2.36,0.1,SCRATCH,0.12,25,0.58,0.91,0.97,2025-12-24,6329.79,TIME_EXPIRY
PETRONET,HIGHER_LOW_REVERSAL,2025-12-04,2025,VAL_2025,BULL,95.0,277.75,266.03,295.32,4.22,0.96,4.65,0.04,LOSS,-1.0,3,-4.22,0.0,1.22,2025-12-09,266.03,STOP_LOSS
PETRONET,HIGHER_LOW_REVERSAL,2026-02-09,2026,OOS_2026,BULL,79.0,296.58,278.78,323.28,6.0,0.74,1.37,0.26,LOSS,-1.0,16,-6.0,1.47,1.57,2026-03-04,278.78,STOP_LOSS
PCJEWELLER,HIGHER_LOW_REVERSAL,2025-09-05,2025,VAL_2025,BULL,84.0,1712.77,1632.85,1832.64,4.67,0.85,1.24,0.15,LOSS,-1.0,3,-4.67,0.0,1.0,2025-09-10,1632.85,STOP_LOSS
PHOENIXLTD,HIGHER_LOW_REVERSAL,2026-07-13,2026,OOS_2026,BULL,82.0,2154.0,2024.76,2347.86,6.0,0.81,1.33,0.19,LOSS,-1.0,9,-6.0,0.12,1.36,2026-07-24,2024.76,STOP_LOSS
PIRAMALFIN,HIGHER_LOW_REVERSAL,2026-04-30,2026,OOS_2026,BULL,91.0,636.15,618.25,662.99,2.81,0.96,1.55,0.04,WIN,2.0,21,7.0,2.01,0.8,2026-05-29,680.69,TARGET_1
PNB,HIGHER_LOW_REVERSAL,2025-05-05,2025,VAL_2025,BULL,84.0,1286.49,1254.51,1334.47,2.49,0.84,1.25,0.16,SCRATCH,0.49,25,1.73,1.87,1.0,2025-06-09,1308.74,TIME_EXPIRY
POLYCAB,HIGHER_LOW_REVERSAL,2025-10-30,2025,VAL_2025,BULL,82.0,7807.95,7394.08,8428.76,5.3,0.86,1.28,0.14,LOSS,-1.0,16,-5.3,0.14,1.09,2025-11-24,7394.08,STOP_LOSS
POWERMECH,HIGHER_LOW_REVERSAL,2026-06-12,2026,OOS_2026,BULL,93.0,2789.5,2622.13,3040.55,6.0,0.89,4.0,0.11,LOSS,-1.0,15,-6.0,1.3,1.04,2026-07-03,2622.13,STOP_LOSS
POONAWALLA,HIGHER_LOW_REVERSAL,2025-08-11,2025,VAL_2025,BULL,83.0,1345.61,1271.87,1456.22,5.48,0.95,1.27,0.05,LOSS,-1.0,13,-5.48,0.0,1.07,2025-08-28,1271.87,STOP_LOSS
PRICOLLTD,HIGHER_LOW_REVERSAL,2026-01-02,2026,OOS_2026,BULL,85.0,683.05,642.07,744.52,6.0,0.92,1.43,0.08,LOSS,-1.0,5,-6.0,0.27,1.46,2026-01-09,642.07,STOP_LOSS
PRAJIND,HIGHER_LOW_REVERSAL,2025-03-12,2025,VAL_2025,BULL,86.0,2017.08,1940.14,2132.49,3.81,0.75,1.91,0.25,LOSS,-1.0,15,-3.81,1.06,1.16,2025-04-02,1940.14,STOP_LOSS
PTCIL,HIGHER_LOW_REVERSAL,2026-08-17,2026,OOS_2026,BULL,93.0,20584.0,19348.96,22436.56,6.0,0.9,9.51,0.1,LOSS,-1.0,2,-6.0,0.0,1.17,2026-08-19,19348.96,STOP_LOSS
PRSMJOHNSN,HIGHER_LOW_REVERSAL,2025-05-09,2025,VAL_2025,BULL,93.0,720.0,689.65,765.54,4.22,0.87,1.69,0.13,SCRATCH,0.67,25,2.81,0.99,0.65,2025-06-13,740.22,TIME_EXPIRY
PVRINOX,HIGHER_LOW_REVERSAL,2026-07-13,2026,OOS_2026,SIDEWAYS,76.0,1020.55,959.32,1112.39,6.0,0.71,1.34,0.29,WIN,2.0,11,12.0,2.33,0.64,2026-07-28,1143.01,TARGET_1
PTC,HIGHER_LOW_REVERSAL,2025-03-12,2025,VAL_2025,BULL,78.0,1917.4,1835.21,2040.69,4.29,0.72,1.3,0.28,WIN,1.11,25,4.76,1.28,0.31,2025-04-16,2008.68,TIME_EXPIRY
PTC,HIGHER_LOW_REVERSAL,2025-03-21,2025,VAL_2025,BULL,90.0,1952.01,1860.67,2089.01,4.68,0.89,1.41,0.11,WIN,1.09,25,5.1,1.32,0.66,2025-04-25,2051.57,TIME_EXPIRY
QUESS,HIGHER_LOW_REVERSAL,2026-08-26,2026,OOS_2026,BULL,90.0,370.7,348.46,404.06,6.0,0.8,3.62,0.2,LOSS,-1.0,7,-6.0,0.81,1.21,2026-09-04,348.46,STOP_LOSS
RAILTEL,HIGHER_LOW_REVERSAL,2026-01-14,2026,OOS_2026,SIDEWAYS,82.0,351.72,330.62,383.37,6.0,0.86,1.25,0.14,LOSS,-1.0,4,-6.0,0.04,1.13,2026-01-20,330.62,STOP_LOSS
PWL,HIGHER_LOW_REVERSAL,2025-05-07,2025,VAL_2025,BULL,89.0,2284.39,2204.2,2404.68,3.51,0.78,1.77,0.22,SCRATCH,0.24,25,0.85,0.93,0.53,2025-06-11,2303.87,TIME_EXPIRY
PWL,HIGHER_LOW_REVERSAL,2025-08-14,2025,VAL_2025,SIDEWAYS,90.0,2252.2,2179.2,2361.7,3.24,0.97,1.78,0.03,WIN,2.01,9,7.04,2.17,0.49,2025-08-27,2410.82,TARGET_1
RATEGAIN,HIGHER_LOW_REVERSAL,2026-05-22,2026,OOS_2026,BULL,90.0,714.45,671.58,778.76,6.0,0.8,10.64,0.2,WIN,2.0,6,12.0,2.04,0.36,2026-06-01,800.19,TARGET_1
RBA,HIGHER_LOW_REVERSAL,2026-05-20,2026,OOS_2026,BULL,84.0,68.43,65.77,72.42,3.89,0.79,1.4,0.21,WIN,3.0,22,11.66,3.9,0.41,2026-06-19,76.41,TARGET_2
RAYMONDLSL,HIGHER_LOW_REVERSAL,2025-10-21,2025,VAL_2025,SIDEWAYS,84.0,522.99,504.37,550.93,3.56,0.71,1.63,0.29,WIN,2.0,14,7.12,2.09,0.43,2025-11-10,560.23,TARGET_1
RELAXO,HIGHER_LOW_REVERSAL,2026-07-17,2026,OOS_2026,BULL,95.0,439.95,413.55,479.55,6.0,1.0,8.9,0.0,LOSS,-1.0,2,-6.0,0.56,1.28,2026-07-21,413.55,STOP_LOSS
RELIGARE,HIGHER_LOW_REVERSAL,2026-01-05,2026,OOS_2026,SIDEWAYS,92.0,261.35,245.67,284.87,6.0,0.91,3.48,0.09,LOSS,-1.0,4,-6.0,0.23,1.07,2026-01-09,245.67,STOP_LOSS
REDTAPE,HIGHER_LOW_REVERSAL,2026-05-21,2026,OOS_2026,SIDEWAYS,85.0,1105.57,1083.39,1138.84,2.01,0.99,1.27,0.01,LOSS,-1.0,20,-3.5,1.45,1.59,2026-06-18,1066.88,STOP_LOSS
REFEX,HIGHER_LOW_REVERSAL,2025-10-08,2025,VAL_2025,BULL,85.0,1124.36,1065.34,1212.88,5.25,0.77,1.46,0.23,WIN,1.69,25,8.89,1.81,0.61,2025-11-12,1224.34,TIME_EXPIRY
RISHABH,HIGHER_LOW_REVERSAL,2026-07-02,2026,OOS_2026,BULL,93.0,645.75,607.0,703.88,6.0,0.88,7.3,0.12,LOSS,-1.0,18,-6.0,1.21,1.18,2026-07-28,607.0,STOP_LOSS
RISHABH,HIGHER_LOW_REVERSAL,2026-08-17,2026,OOS_2026,BULL,93.0,694.6,652.92,757.12,6.0,0.95,5.73,0.05,LOSS,-1.0,1,-6.0,0.22,1.03,2026-08-18,652.92,STOP_LOSS
RHIM,HIGHER_LOW_REVERSAL,2026-03-25,2026,OOS_2026,BULL,79.0,1456.08,1399.52,1540.92,3.88,0.7,1.2,0.3,LOSS,-0.58,25,-2.27,0.86,0.84,2026-04-29,1423.08,TIME_EXPIRY
RPEL,HIGHER_LOW_REVERSAL,2025-10-31,2025,VAL_2025,BULL,87.0,780.99,734.13,851.29,6.0,0.72,7.52,0.28,WIN,3.0,1,18.0,3.33,0.04,2025-11-03,921.57,TARGET_2
SAGILITY,HIGHER_LOW_REVERSAL,2026-07-10,2026,OOS_2026,SIDEWAYS,89.0,42.43,39.89,46.25,5.99,0.82,2.1,0.18,SCRATCH,-0.06,25,-0.35,1.46,0.88,2026-08-14,42.28,TIME_EXPIRY
SAGILITY,HIGHER_LOW_REVERSAL,2026-07-27,2026,OOS_2026,BULL,90.0,43.19,40.6,47.08,6.0,0.83,3.87,0.17,WIN,1.47,25,8.82,1.65,0.55,2026-08-31,47.0,TIME_EXPIRY
SAFARI,HIGHER_LOW_REVERSAL,2025-11-14,2025,VAL_2025,BULL,85.0,1428.89,1354.88,1539.91,5.18,0.79,1.4,0.21,LOSS,-1.0,12,-5.18,0.0,1.11,2025-12-02,1354.88,STOP_LOSS
SAKSOFT,HIGHER_LOW_REVERSAL,2025-11-03,2025,VAL_2025,SIDEWAYS,85.0,200.41,188.39,218.45,6.0,0.88,1.67,0.12,LOSS,-1.0,24,-6.0,1.88,1.03,2025-12-08,188.39,STOP_LOSS
SANDHAR,HIGHER_LOW_REVERSAL,2026-05-21,2026,OOS_2026,BULL,86.0,586.2,551.03,638.96,6.0,0.75,14.6,0.25,WIN,3.0,2,18.0,4.2,0.03,2026-05-25,691.71,TARGET_2
SANGHVIMOV,HIGHER_LOW_REVERSAL,2026-06-15,2026,OOS_2026,BULL,90.0,420.85,395.6,458.73,6.0,0.89,1.88,0.11,WIN,2.0,15,12.0,2.02,0.59,2026-07-06,471.35,TARGET_1
SANSERA,HIGHER_LOW_REVERSAL,2026-01-01,2026,OOS_2026,BULL,87.0,1765.5,1659.57,1924.39,6.0,0.78,1.98,0.22,LOSS,-1.0,16,-6.0,1.82,1.08,2026-01-23,1659.57,STOP_LOSS
SGFIN,HIGHER_LOW_REVERSAL,2026-01-02,2026,OOS_2026,BULL,76.0,416.45,391.46,453.94,6.0,0.74,1.31,0.26,LOSS,-1.0,11,-6.0,1.45,1.21,2026-01-19,391.46,STOP_LOSS
SHILPAMED,HIGHER_LOW_REVERSAL,2026-05-06,2026,OOS_2026,BULL,86.0,441.9,415.39,481.66,6.0,0.71,2.1,0.29,WIN,2.0,12,12.0,2.89,0.59,2026-05-22,494.92,TARGET_1
SHYAMMETL,HIGHER_LOW_REVERSAL,2026-04-27,2026,OOS_2026,BULL,90.0,886.15,832.98,965.91,6.0,0.8,5.3,0.2,LOSS,-1.0,11,-6.0,0.92,1.07,2026-05-12,832.98,STOP_LOSS
SIEMENS,HIGHER_LOW_REVERSAL,2025-06-23,2025,VAL_2025,BULL,85.0,1843.08,1789.07,1924.09,2.93,0.82,1.46,0.18,LOSS,-1.0,6,-3.5,0.16,1.17,2025-07-01,1778.57,STOP_LOSS
SIEMENS,HIGHER_LOW_REVERSAL,2025-11-25,2025,VAL_2025,BULL,85.0,1766.52,1685.91,1887.43,4.56,0.88,1.21,0.12,LOSS,-1.0,23,-4.56,1.03,1.09,2025-12-26,1685.91,STOP_LOSS
SIRCA,HIGHER_LOW_REVERSAL,2025-11-10,2025,VAL_2025,BULL,87.0,526.65,495.05,574.05,6.0,0.72,4.5,0.28,LOSS,-1.0,16,-6.0,0.39,1.26,2025-12-02,495.05,STOP_LOSS
SKMEGGPROD,HIGHER_LOW_REVERSAL,2026-05-19,2026,OOS_2026,BULL,90.0,195.1,183.39,212.67,6.0,0.76,4.36,0.24,LOSS,-1.0,3,-6.0,2.59,2.13,2026-05-22,183.39,STOP_LOSS
SJVN,HIGHER_LOW_REVERSAL,2025-06-20,2025,VAL_2025,SIDEWAYS,83.0,2072.01,2012.88,2160.7,2.85,0.78,1.35,0.22,WIN,2.0,22,7.0,2.01,0.29,2025-07-22,2217.05,TARGET_1
SKIPPER,HIGHER_LOW_REVERSAL,2026-05-28,2026,OOS_2026,BULL,90.0,1210.42,1158.59,1288.17,4.28,0.95,1.36,0.05,WIN,2.02,24,8.65,2.09,0.21,2026-07-01,1315.06,TARGET_1
SOLARINDS,HIGHER_LOW_REVERSAL,2026-03-02,2026,OOS_2026,BULL,92.0,13989.0,13149.66,15248.01,6.0,0.9,2.87,0.1,LOSS,-1.0,12,-6.0,1.89,1.05,2026-03-19,13149.66,STOP_LOSS
SONACOMS,HIGHER_LOW_REVERSAL,2026-07-02,2026,OOS_2026,BULL,90.0,662.3,622.56,721.91,6.0,0.82,4.0,0.18,WIN,2.55,20,15.32,2.66,0.12,2026-07-30,763.75,TARGET_1
SMARTWORKS,HIGHER_LOW_REVERSAL,2025-10-24,2025,VAL_2025,BULL,85.0,983.15,924.16,1071.63,6.0,0.97,1.28,0.03,SCRATCH,-0.23,25,-1.36,0.32,0.65,2025-11-28,969.82,TIME_EXPIRY
SONATSOFTW,HIGHER_LOW_REVERSAL,2026-01-07,2026,OOS_2026,SIDEWAYS,93.0,364.79,343.2,397.16,5.92,0.93,5.11,0.07,LOSS,-1.0,2,-5.92,0.0,1.01,2026-01-09,343.2,STOP_LOSS
SOTL,HIGHER_LOW_REVERSAL,2026-06-03,2026,OOS_2026,BULL,92.0,510.86,480.21,556.84,6.0,0.88,14.1,0.12,WIN,2.0,7,12.0,2.73,0.0,2026-06-12,572.16,TARGET_1
STAR,HIGHER_LOW_REVERSAL,2026-05-07,2026,OOS_2026,BULL,89.0,1146.8,1077.99,1250.02,6.0,0.88,1.87,0.12,LOSS,-1.0,8,-6.0,1.22,1.62,2026-05-19,1077.99,STOP_LOSS
SUBROS,HIGHER_LOW_REVERSAL,2026-08-19,2026,OOS_2026,SIDEWAYS,83.0,1298.97,1221.03,1415.89,6.0,0.77,1.29,0.23,LOSS,-1.0,1,-6.0,0.0,7.25,2026-08-20,1221.03,STOP_LOSS
SUDEEPPHRM,HIGHER_LOW_REVERSAL,2025-11-20,2025,VAL_2025,BULL,77.0,2371.94,2248.65,2556.88,5.2,0.73,1.26,0.27,SCRATCH,0.03,25,0.14,0.33,0.67,2025-12-25,2375.36,TIME_EXPIRY
SUPREMEIND,HIGHER_LOW_REVERSAL,2026-03-11,2026,OOS_2026,BULL,91.0,4009.65,3810.67,4308.11,4.96,0.82,2.64,0.18,LOSS,-1.0,6,-4.96,0.11,1.03,2026-03-19,3810.67,STOP_LOSS
SWSOLAR,HIGHER_LOW_REVERSAL,2025-12-24,2025,VAL_2025,BULL,88.0,1000.37,940.34,1090.4,6.0,0.77,1.72,0.23,SCRATCH,0.45,25,2.68,0.73,0.55,2026-01-28,1027.21,TIME_EXPIRY
TATAMOTORS,HIGHER_LOW_REVERSAL,2026-06-25,2026,OOS_2026,SIDEWAYS,89.0,431.9,405.99,470.76,6.0,0.85,1.86,0.15,LOSS,-1.0,19,-6.0,0.58,1.15,2026-07-22,405.99,STOP_LOSS
TATATECH,HIGHER_LOW_REVERSAL,2026-02-11,2026,OOS_2026,BULL,85.0,1032.03,984.37,1103.51,4.62,0.81,1.44,0.19,LOSS,-1.0,5,-4.62,0.06,1.19,2026-02-18,984.37,STOP_LOSS
TBOTEK,HIGHER_LOW_REVERSAL,2025-08-13,2025,VAL_2025,SIDEWAYS,77.0,1242.95,1172.59,1348.48,5.66,0.7,1.21,0.3,SCRATCH,-0.49,25,-2.75,1.29,0.56,2025-09-17,1208.77,TIME_EXPIRY
TEGA,HIGHER_LOW_REVERSAL,2025-03-17,2025,VAL_2025,BULL,81.0,674.61,636.54,731.71,5.64,0.84,1.25,0.16,WIN,2.0,23,11.29,2.09,0.1,2025-04-17,750.75,TARGET_1
TIINDIA,HIGHER_LOW_REVERSAL,2026-01-07,2026,OOS_2026,BULL,82.0,2197.62,2139.47,2284.84,2.65,0.72,1.45,0.28,LOSS,-1.0,5,-3.5,0.0,1.02,2026-01-14,2120.7,STOP_LOSS
TIMKEN,HIGHER_LOW_REVERSAL,2026-02-13,2026,OOS_2026,BULL,84.0,1566.81,1488.26,1684.64,5.01,0.75,1.78,0.25,LOSS,-1.0,8,-5.01,0.01,1.03,2026-02-25,1488.26,STOP_LOSS
TITAN,HIGHER_LOW_REVERSAL,2026-06-04,2026,OOS_2026,SIDEWAYS,78.0,4217.16,4019.55,4513.58,4.69,0.81,1.21,0.19,LOSS,-1.0,5,-4.69,0.29,1.35,2026-06-11,4019.55,STOP_LOSS
TRITURBINE,HIGHER_LOW_REVERSAL,2026-05-19,2026,OOS_2026,BULL,89.0,638.05,599.77,695.47,6.0,0.82,11.03,0.18,WIN,2.12,6,12.71,2.61,0.55,2026-05-27,719.15,TARGET_1
TRAVELFOOD,HIGHER_LOW_REVERSAL,2025-07-10,2025,VAL_2025,BULL,82.0,1062.82,1024.22,1120.72,3.63,0.79,1.34,0.21,LOSS,-1.0,10,-3.63,0.22,1.26,2025-07-24,1024.22,STOP_LOSS
TVSMOTOR,HIGHER_LOW_REVERSAL,2026-02-11,2026,OOS_2026,BULL,82.0,3851.64,3636.06,4175.0,5.6,0.82,1.38,0.18,LOSS,-1.0,14,-5.6,0.48,1.02,2026-03-04,3636.06,STOP_LOSS
UCOBANK,HIGHER_LOW_REVERSAL,2026-05-07,2026,OOS_2026,BULL,90.0,1814.79,1719.42,1957.84,5.25,0.85,1.54,0.15,SCRATCH,0.57,25,3.0,1.57,0.45,2026-06-11,1869.29,TIME_EXPIRY
ULTRACEMCO,HIGHER_LOW_REVERSAL,2026-01-05,2026,OOS_2026,BULL,90.0,12087.0,11592.75,12828.38,4.09,0.89,1.52,0.11,WIN,2.0,25,8.18,2.07,0.61,2026-02-10,13075.5,TARGET_1
UNIONBANK,HIGHER_LOW_REVERSAL,2026-01-14,2026,OOS_2026,BULL,92.0,174.13,163.68,189.8,6.0,0.91,5.43,0.09,LOSS,-1.0,12,-6.0,0.38,1.32,2026-02-02,163.68,STOP_LOSS
UNOMINDA,HIGHER_LOW_REVERSAL,2026-01-02,2026,OOS_2026,BULL,92.0,1318.19,1246.77,1425.32,5.42,0.95,2.98,0.05,LOSS,-1.0,5,-5.42,0.47,1.04,2026-01-09,1246.77,STOP_LOSS
UTLSOLAR,HIGHER_LOW_REVERSAL,2026-08-17,2026,OOS_2026,BULL,92.0,464.4,436.54,506.19,6.0,0.96,3.77,0.04,LOSS,-0.64,6,-3.82,1.07,0.72,2026-08-25,446.65,TIME_EXPIRY
URBANCO,HIGHER_LOW_REVERSAL,2026-03-20,2026,OOS_2026,BULL,87.0,1216.55,1178.84,1273.12,3.1,0.86,1.29,0.14,LOSS,-1.0,18,-3.5,1.19,1.57,2026-04-15,1173.97,STOP_LOSS
VIKRAMSOLR,HIGHER_LOW_REVERSAL,2025-06-09,2025,VAL_2025,BULL,84.0,1383.2,1346.94,1437.59,2.62,0.9,1.21,0.1,WIN,2.01,6,7.05,2.38,0.0,2025-06-17,1480.75,TARGET_1
VIKRAMSOLR,HIGHER_LOW_REVERSAL,2025-10-24,2025,VAL_2025,BULL,80.0,2094.78,1989.42,2252.82,5.03,0.71,1.37,0.29,SCRATCH,-0.14,25,-0.71,0.69,0.47,2025-11-28,2079.84,TIME_EXPIRY
VIYASH,HIGHER_LOW_REVERSAL,2025-11-12,2025,VAL_2025,BULL,92.0,238.21,223.92,259.65,6.0,0.9,2.32,0.1,LOSS,-1.0,2,-6.0,0.24,1.07,2025-11-14,223.92,STOP_LOSS
VIYASH,HIGHER_LOW_REVERSAL,2025-11-18,2025,VAL_2025,BULL,92.0,247.56,232.71,269.83,6.0,0.9,4.76,0.1,LOSS,-1.0,4,-6.0,0.69,1.84,2025-11-24,232.71,STOP_LOSS
WELCORP,HIGHER_LOW_REVERSAL,2026-06-25,2026,OOS_2026,BULL,93.0,1450.28,1363.27,1580.81,6.0,0.91,2.48,0.09,WIN,2.0,11,12.0,2.11,0.48,2026-07-10,1624.3,TARGET_1
WELENT,HIGHER_LOW_REVERSAL,2026-06-30,2026,OOS_2026,SIDEWAYS,90.0,2459.76,2394.19,2558.12,2.67,0.92,1.54,0.08,LOSS,-1.0,7,-3.5,0.29,1.09,2026-07-09,2373.67,STOP_LOSS
WESTLIFE,HIGHER_LOW_REVERSAL,2026-06-25,2026,OOS_2026,BEAR,83.0,921.25,900.1,952.99,2.3,0.83,1.42,0.17,WIN,2.38,7,8.32,2.46,0.0,2026-07-06,997.92,TARGET_1
ZENSARTECH,HIGHER_LOW_REVERSAL,2026-06-02,2026,OOS_2026,SIDEWAYS,86.0,507.62,477.17,553.3,6.0,0.72,6.96,0.28,LOSS,-1.0,2,-6.0,0.0,1.39,2026-06-04,477.17,STOP_LOSS
ZFCVINDIA,HIGHER_LOW_REVERSAL,2026-06-15,2026,OOS_2026,BULL,87.0,2510.98,2360.32,2736.97,6.0,0.71,2.11,0.29,WIN,3.0,7,18.0,3.5,0.28,2026-06-24,2962.96,TARGET_2
