symbol,pattern,signal_date,year,period,regime,score,entry,stop,target,risk_pct,clv,rvol,upper_wick_pct,outcome,r_multiple,holding_bars,pnl_pct,mfe,mae,exit_date,exit_price,exit_reason
AARTIIND,HIGHER_LOW_REVERSAL,2026-07-22,2026,OOS_2026,BULL,87.0,2134.38,2006.32,2326.48,6.0,0.82,1.58,0.18,LOSS,-1.0,1,-6.0,0.0,12.95,2026-07-23,2006.32,STOP_LOSS
ABSLAMC,HIGHER_LOW_REVERSAL,2025-12-30,2025,VAL_2025,BULL,89.0,808.49,759.98,881.26,6.0,0.84,3.36,0.16,LOSS,-1.0,9,-6.0,0.69,1.18,2026-01-12,759.98,STOP_LOSS
ACMESOLAR,HIGHER_LOW_REVERSAL,2026-05-11,2026,OOS_2026,SIDEWAYS,83.0,290.25,272.83,316.38,6.0,0.75,2.4,0.25,LOSS,-1.0,5,-6.0,0.44,1.3,2026-05-18,272.83,STOP_LOSS
ADANIENSOL,HIGHER_LOW_REVERSAL,2025-10-23,2025,VAL_2025,BULL,82.0,952.4,903.61,1025.59,5.12,0.83,1.5,0.17,WIN,2.0,15,10.25,2.0,0.71,2025-11-14,1049.98,TARGET_1
ADVAIT,HIGHER_LOW_REVERSAL,2026-06-09,2026,OOS_2026,BULL,92.0,2346.2,2205.43,2557.35,6.0,0.87,2.74,0.13,LOSS,-1.0,2,-6.0,0.1,1.12,2026-06-11,2205.43,STOP_LOSS
AEGISVOPAK,HIGHER_LOW_REVERSAL,2026-01-07,2026,OOS_2026,BULL,91.0,1451.59,1385.55,1550.66,4.55,0.94,1.5,0.06,SCRATCH,0.15,25,0.67,0.96,0.84,2026-02-11,1461.31,TIME_EXPIRY
AGARWALEYE,HIGHER_LOW_REVERSAL,2025-09-02,2025,VAL_2025,BULL,82.0,1456.86,1376.2,1577.85,5.54,0.78,1.21,0.22,SCRATCH,-0.28,25,-1.53,0.35,0.96,2025-10-07,1434.51,TIME_EXPIRY
AIAENG,HIGHER_LOW_REVERSAL,2026-06-22,2026,OOS_2026,BULL,86.0,4848.0,4557.12,5284.32,6.0,0.88,1.49,0.12,LOSS,-1.0,22,-6.0,1.14,1.02,2026-07-22,4557.12,STOP_LOSS
ANANTRAJ,HIGHER_LOW_REVERSAL,2026-02-24,2026,OOS_2026,BULL,90.0,1003.0,966.13,1058.31,3.68,0.92,1.47,0.08,LOSS,-1.0,6,-3.68,1.0,1.03,2026-03-04,966.13,STOP_LOSS
ANTHEM,HIGHER_LOW_REVERSAL,2026-07-24,2026,OOS_2026,BEAR,80.0,814.97,788.7,854.37,3.22,0.78,1.4,0.22,LOSS,-1.0,2,-3.5,0.0,1.2,2026-07-28,786.45,STOP_LOSS
APLAPOLLO,HIGHER_LOW_REVERSAL,2025-12-18,2025,VAL_2025,SIDEWAYS,82.0,1795.7,1702.05,1936.17,5.22,0.95,1.25,0.05,WIN,2.0,9,10.43,2.07,0.0,2026-01-01,1983.0,TARGET_1
APLLTD,HIGHER_LOW_REVERSAL,2026-04-17,2026,OOS_2026,SIDEWAYS,83.0,784.75,737.66,855.38,6.0,0.73,1.85,0.27,LOSS,-1.0,21,-6.0,0.51,1.57,2026-05-18,737.66,STOP_LOSS
APTUS,HIGHER_LOW_REVERSAL,2026-06-30,2026,OOS_2026,BULL,90.0,278.85,262.12,303.95,6.0,0.79,2.96,0.21,LOSS,-1.0,23,-6.0,1.8,1.37,2026-07-31,262.12,STOP_LOSS
ASAHIINDIA,HIGHER_LOW_REVERSAL,2026-08-14,2026,OOS_2026,BULL,93.0,939.2,882.85,1023.73,6.0,0.86,3.47,0.14,SCRATCH,0.83,19,4.96,0.96,0.22,2026-09-11,985.8,TIME_EXPIRY
APOLLOTYRE,HIGHER_LOW_REVERSAL,2026-01-05,2026,OOS_2026,BULL,93.0,1125.75,1074.52,1202.59,4.55,0.86,1.72,0.14,LOSS,-1.0,23,-4.55,0.0,1.0,2026-02-05,1074.52,STOP_LOSS
ASHOKLEY,HIGHER_LOW_REVERSAL,2025-12-04,2025,VAL_2025,BULL,86.0,1093.61,1028.0,1192.03,6.0,0.94,1.45,0.06,WIN,1.0,25,6.02,1.08,0.3,2026-01-08,1159.48,TIME_EXPIRY
ASKAUTOLTD,HIGHER_LOW_REVERSAL,2025-07-14,2025,VAL_2025,BULL,85.0,1799.77,1748.68,1876.4,2.84,0.7,1.71,0.3,WIN,1.26,25,4.41,1.46,0.88,2025-08-18,1879.22,TIME_EXPIRY
ASTERDM,HIGHER_LOW_REVERSAL,2025-07-18,2025,VAL_2025,BULL,86.0,1263.42,1195.14,1365.85,5.4,0.86,1.42,0.14,SCRATCH,0.16,25,0.87,0.55,0.2,2025-08-22,1274.44,TIME_EXPIRY
ASTERDM,HIGHER_LOW_REVERSAL,2025-11-13,2025,VAL_2025,BULL,82.0,1405.9,1359.13,1476.05,3.33,0.73,1.42,0.27,WIN,2.0,16,7.0,2.0,0.0,2025-12-05,1504.32,TARGET_1
ASTERDM,HIGHER_LOW_REVERSAL,2025-12-10,2025,VAL_2025,BULL,90.0,1503.32,1432.94,1608.9,4.68,0.88,1.4,0.12,WIN,2.0,21,9.36,2.06,0.0,2026-01-08,1644.08,TARGET_1
AUBANK,HIGHER_LOW_REVERSAL,2025-11-19,2025,VAL_2025,BULL,87.0,925.65,874.41,1002.51,5.54,0.86,1.37,0.14,SCRATCH,0.94,25,5.23,1.59,0.33,2025-12-24,974.05,TIME_EXPIRY
AUBANK,HIGHER_LOW_REVERSAL,2026-02-18,2026,OOS_2026,BULL,87.0,1022.05,975.4,1092.02,4.56,0.93,1.41,0.07,LOSS,-1.0,3,-4.56,0.37,1.54,2026-02-23,975.4,STOP_LOSS
ATLANTAELE,HIGHER_LOW_REVERSAL,2026-01-30,2026,OOS_2026,BULL,87.0,1927.81,1858.25,2032.15,3.61,0.87,1.25,0.13,WIN,2.3,15,8.28,2.42,0.64,2026-02-20,2087.49,TARGET_1
AVANTIFEED,HIGHER_LOW_REVERSAL,2026-01-01,2026,OOS_2026,BULL,92.0,878.5,825.79,957.57,6.0,0.9,2.39,0.1,LOSS,-1.0,5,-6.0,0.22,1.58,2026-01-08,825.79,STOP_LOSS
AVL,HIGHER_LOW_REVERSAL,2026-02-10,2026,OOS_2026,SIDEWAYS,85.0,517.65,486.59,564.24,6.0,0.94,1.36,0.06,LOSS,-1.0,6,-6.0,0.55,1.05,2026-02-18,486.59,STOP_LOSS
AUROPHARMA,HIGHER_LOW_REVERSAL,2026-06-19,2026,OOS_2026,BULL,90.0,1497.8,1407.93,1632.61,6.0,0.91,1.58,0.09,LOSS,-1.0,2,-6.0,0.15,5.17,2026-06-22,1407.93,STOP_LOSS
AUROPHARMA,HIGHER_LOW_REVERSAL,2026-08-04,2026,OOS_2026,BULL,91.0,1585.9,1490.75,1728.63,6.0,1.0,1.75,0.0,LOSS,-1.0,2,-6.0,0.41,6.02,2026-08-05,1490.75,STOP_LOSS
BAJAJ-AUTO,HIGHER_LOW_REVERSAL,2026-02-25,2026,OOS_2026,BULL,79.0,9956.87,9451.33,10715.19,5.08,0.8,1.24,0.2,LOSS,-1.0,3,-5.08,0.18,1.04,2026-03-02,9451.33,STOP_LOSS
BAJAJ-AUTO,HIGHER_LOW_REVERSAL,2026-04-30,2026,OOS_2026,BULL,94.0,9855.3,9298.75,10690.13,5.65,0.93,2.94,0.07,SCRATCH,0.91,25,5.14,1.61,0.0,2026-06-04,10362.0,TIME_EXPIRY
AZAD,HIGHER_LOW_REVERSAL,2026-04-21,2026,OOS_2026,BULL,88.0,1169.23,1126.64,1233.1,3.64,0.9,1.41,0.1,WIN,2.05,17,7.45,2.22,0.75,2026-05-14,1256.33,TARGET_1
BANKBEES.NS,HIGHER_LOW_REVERSAL,2025-12-05,2025,VAL_2025,BULL,84.0,616.02,601.98,637.08,2.28,0.92,1.22,0.08,SCRATCH,-0.11,25,-0.4,0.4,0.48,2026-01-12,613.58,TIME_EXPIRY
BECTORFOOD,HIGHER_LOW_REVERSAL,2026-02-13,2026,OOS_2026,SIDEWAYS,94.0,2058.17,1972.95,2186.0,4.14,0.98,1.83,0.02,WIN,2.06,21,8.54,2.13,0.35,2026-03-16,2233.89,TARGET_1
BHARATFORG,HIGHER_LOW_REVERSAL,2026-07-17,2026,OOS_2026,BULL,86.0,2190.5,2072.59,2367.36,5.38,0.94,1.47,0.06,LOSS,-1.0,16,-5.38,0.89,1.14,2026-08-10,2072.59,STOP_LOSS
BIRLACORPN,HIGHER_LOW_REVERSAL,2025-03-21,2025,VAL_2025,BULL,90.0,1800.15,1755.22,1867.53,2.5,0.95,1.57,0.05,WIN,2.15,15,7.51,2.16,0.32,2025-04-11,1935.33,TARGET_1
BLS,HIGHER_LOW_REVERSAL,2026-04-08,2026,OOS_2026,SIDEWAYS,86.0,297.89,280.02,324.7,6.0,0.71,3.97,0.29,LOSS,-1.0,3,-6.0,0.39,1.22,2026-04-13,280.02,STOP_LOSS
BLSE,HIGHER_LOW_REVERSAL,2026-07-24,2026,OOS_2026,BULL,90.0,282.32,265.38,307.73,6.0,0.81,2.97,0.19,WIN,2.17,8,13.05,2.22,0.12,2026-08-05,319.15,TARGET_1
BLUEJET,HIGHER_LOW_REVERSAL,2026-06-04,2026,OOS_2026,BULL,84.0,475.6,447.06,518.41,6.0,0.84,1.64,0.16,WIN,2.0,13,12.0,2.25,0.99,2026-06-23,532.68,TARGET_1
BRITANNIA,HIGHER_LOW_REVERSAL,2026-07-01,2026,OOS_2026,SIDEWAYS,88.0,5262.0,5154.1,5423.85,2.05,0.91,1.75,0.09,SCRATCH,0.97,25,3.38,1.46,0.18,2026-08-05,5440.0,TIME_EXPIRY
CANBK,HIGHER_LOW_REVERSAL,2026-06-17,2026,OOS_2026,SIDEWAYS,80.0,135.24,127.13,147.41,6.0,0.75,1.45,0.25,LOSS,-1.0,8,-6.0,0.13,1.22,2026-06-29,127.13,STOP_LOSS
CANFINHOME,HIGHER_LOW_REVERSAL,2025-10-20,2025,VAL_2025,BULL,86.0,824.45,774.99,898.65,6.0,0.73,5.56,0.27,WIN,1.02,25,6.14,1.72,0.15,2025-11-26,875.1,TIME_EXPIRY
CARBORUNIV,HIGHER_LOW_REVERSAL,2025-11-19,2025,VAL_2025,BULL,81.0,911.51,877.92,961.89,3.68,0.74,1.37,0.26,LOSS,-1.0,5,-3.69,0.02,1.28,2025-11-26,877.92,STOP_LOSS
CCL,HIGHER_LOW_REVERSAL,2026-05-04,2026,OOS_2026,BULL,76.0,1170.3,1100.08,1275.63,6.0,0.73,1.21,0.27,LOSS,-1.0,5,-6.0,0.67,1.8,2026-05-11,1100.08,STOP_LOSS
CENTURYPLY,HIGHER_LOW_REVERSAL,2025-12-10,2025,VAL_2025,BULL,85.0,828.9,779.17,903.5,6.0,0.87,1.36,0.13,LOSS,-1.0,20,-6.0,0.52,1.02,2026-01-08,779.17,STOP_LOSS
CHEMICAL.NS,HIGHER_LOW_REVERSAL,2026-03-10,2026,OOS_2026,BULL,84.0,2536.31,2442.9,2676.42,3.68,0.78,1.34,0.22,WIN,2.21,20,8.14,2.26,0.1,2026-04-07,2742.73,TARGET_1
CHENNPETRO,HIGHER_LOW_REVERSAL,2025-09-24,2025,VAL_2025,BULL,84.0,1021.63,983.57,1078.72,3.73,0.78,1.34,0.22,LOSS,-1.0,3,-3.73,0.0,1.22,2025-09-29,983.57,STOP_LOSS
