evaluation_id,scanner_run_id,symbol,scanner,decision_timestamp,terminal_decision,primary_reason,alert_generated,regime_source,stock_sector,sector_rotation_key,sector_rank,sector_blended_score,sector_status,raw_cnxfin_scaling,cnxfin_sanitization_applied,sanitization_method,sanitization_version,close_price,volume,rsi,sma50,sma200,entry_price,sl_price,target_price,rr_ratio,trade_eligibility_status,eligibility_reason,cf_realized_r,cf_mfe_r,cf_mae_r,label_A_t1_hit,label_B_mfe_gt_2r,label_C_mfe_2r_mae_lt_1r,label_D_fast_t1,label_E_sl_hit,bars_to_t1,bars_to_sl,dataset_version,telemetry_source_hash,generated_at
eval_000000_RELIANCE_run_1787110058,run_1787110058,RELIANCE,EOD,2026-08-19 08:57:38 IST,SELECTED,ALL_GATES_PASSED,False,DERIVED_FROM_RUN_ID,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,1254.8,1523400.0,64.31,1198.43,1094.27,1254.8,1214.0,1378.0,3.02,ELIGIBLE,OK,1.15,1.64,0.0,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:20 IST
eval_000001_XYZ_REJECT_run_1787110058,run_1787110058,XYZ_REJECT,REVERSAL,2026-08-19 08:57:38 IST,REJECTED,TREND001_FAIL,False,DERIVED_FROM_RUN_ID,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,245.3,,,,,245.3,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:20 IST
eval_000002_MCX_run_1787110089,run_1787110089,MCX,EOD,2026-08-19 08:58:09 IST,REJECTED,Score 0.0 < 75 minimum threshold,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,3040.0,3187586.0,65.897,2804.464,2556.97,3040.0,2898.6690732842385,3040.0,,ELIGIBLE,OK,0.0,0.2,0.57,True,False,False,False,False,0.0,,1.0.0,902ee7d681,2026-08-30 13:36:20 IST
eval_000003_BALUFORGE_run_1787110094,run_1787110094,BALUFORGE,EOD,2026-08-19 08:58:14 IST,REJECTED,Score 54.0 < 75 minimum threshold,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,542.55,4047514.0,74.445,454.883,499.4515,542.5499877929688,512.5063340368333,542.5499877929688,,ELIGIBLE,OK,0.0,0.15,0.3,True,False,False,False,False,0.0,,1.0.0,902ee7d681,2026-08-30 13:36:20 IST
eval_000004_RELIANCE_run_1787110154,run_1787110154,RELIANCE,EOD,2026-08-19 08:59:14 IST,SELECTED,ALL_GATES_PASSED,False,DERIVED_FROM_RUN_ID,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,1254.8,1523400.0,64.31,1198.43,1094.27,1254.8,1214.0,1378.0,3.02,ELIGIBLE,OK,1.15,1.64,0.0,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:20 IST
eval_000005_XYZ_REJECT_run_1787110154,run_1787110154,XYZ_REJECT,REVERSAL,2026-08-19 08:59:14 IST,REJECTED,TREND001_FAIL,False,DERIVED_FROM_RUN_ID,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,245.3,,,,,245.3,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:20 IST
eval_000006_MCX_run_1787110187,run_1787110187,MCX,EOD,2026-08-19 08:59:47 IST,REJECTED,Score 0.0 < 75 minimum threshold,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,3040.0,3187586.0,65.897,2804.464,2556.97,3040.0,2898.6690732842385,3040.0,,ELIGIBLE,OK,0.0,0.2,0.57,True,False,False,False,False,0.0,,1.0.0,902ee7d681,2026-08-30 13:36:20 IST
eval_000007_BALUFORGE_run_1787110192,run_1787110192,BALUFORGE,EOD,2026-08-19 08:59:52 IST,REJECTED,Score 54.0 < 75 minimum threshold,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,542.55,4047514.0,74.445,454.883,499.4515,542.5499877929688,512.5063340368333,542.5499877929688,,ELIGIBLE,OK,0.0,0.15,0.3,True,False,False,False,False,0.0,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000008_RELIANCE_run_1787110292,run_1787110292,RELIANCE,EOD,2026-08-19 09:01:32 IST,SELECTED,ALL_GATES_PASSED,False,DERIVED_FROM_RUN_ID,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,1254.8,1523400.0,64.31,1198.43,1094.27,1254.8,1214.0,1378.0,3.02,ELIGIBLE,OK,1.15,1.64,0.0,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000009_XYZ_REJECT_run_1787110292,run_1787110292,XYZ_REJECT,REVERSAL,2026-08-19 09:01:32 IST,REJECTED,TREND001_FAIL,False,DERIVED_FROM_RUN_ID,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,245.3,,,,,245.3,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000010_MCX_run_1787110323,run_1787110323,MCX,EOD,2026-08-19 09:02:03 IST,REJECTED,Score 0.0 < 75 minimum threshold,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,3040.0,3187586.0,65.897,2804.464,2556.97,3040.0,2898.6690732842385,3040.0,,ELIGIBLE,OK,0.0,0.2,0.57,True,False,False,False,False,0.0,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000011_BALUFORGE_run_1787110334,run_1787110334,BALUFORGE,EOD,2026-08-19 09:02:14 IST,REJECTED,Score 54.0 < 75 minimum threshold,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,542.55,4047514.0,74.445,454.883,499.4515,542.5499877929688,512.5063340368333,542.5499877929688,,ELIGIBLE,OK,0.0,0.15,0.3,True,False,False,False,False,0.0,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000012_HINDCOPPER_run_1787110402,run_1787110402,HINDCOPPER,PULLBACK,2026-08-19 09:03:28 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Non-Energy Minerals,Metal,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000013_PREMIERENE_run_1787110402,run_1787110402,PREMIERENE,PULLBACK,2026-08-19 09:03:29 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Electronic Technology,Electronics,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000014_PRIVISCL_run_1787110402,run_1787110402,PRIVISCL,PULLBACK,2026-08-19 09:03:29 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Process Industries,Chemicals,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000015_THYROCARE_run_1787110402,run_1787110402,THYROCARE,PULLBACK,2026-08-19 09:03:29 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Health Services,Pharma,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000016_LUPIN_run_1787110402,run_1787110402,LUPIN,PULLBACK,2026-08-19 09:03:29 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Health Technology,Pharma,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000017_SOLARINDS_run_1787110402,run_1787110402,SOLARINDS,PULLBACK,2026-08-19 09:03:29 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Process Industries,Chemicals,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000018_MARSONS_run_1787110402,run_1787110402,MARSONS,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,INSUFFICIENT_BARS_FAIL,False,PRODUCTION_SNAPSHOT,Producer Manufacturing,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000019_WAAREERTL_run_1787110402,run_1787110402,WAAREERTL,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000020_PERSISTENT_run_1787110402,run_1787110402,PERSISTENT,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Technology Services,Technology Services,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000021_WAAREEENER_run_1787110402,run_1787110402,WAAREEENER,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Electronic Technology,Electronics,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000022_POWERINDIA_run_1787110402,run_1787110402,POWERINDIA,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_TRIGGER_FAIL,False,PRODUCTION_SNAPSHOT,Electronic Technology,Electronics,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:21 IST
eval_000023_SHAILY_run_1787110402,run_1787110402,SHAILY,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_TRIGGER_FAIL,False,PRODUCTION_SNAPSHOT,Process Industries,Chemicals,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000024_HBLENGINE_run_1787110402,run_1787110402,HBLENGINE,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Producer Manufacturing,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000025_NEULANDLAB_run_1787110402,run_1787110402,NEULANDLAB,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Health Technology,Pharma,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000026_GODFRYPHLP_run_1787110402,run_1787110402,GODFRYPHLP,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Consumer Non-Durables,FMCG,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000027_NAVINFLUOR_run_1787110402,run_1787110402,NAVINFLUOR,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_TRIGGER_FAIL,False,PRODUCTION_SNAPSHOT,Process Industries,Chemicals,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000028_HINDZINC_run_1787110402,run_1787110402,HINDZINC,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Non-Energy Minerals,Metal,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000029_BAJAJ-AUTO_run_1787110402,run_1787110402,BAJAJ-AUTO,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_TRIGGER_FAIL,False,PRODUCTION_SNAPSHOT,Consumer Durables,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000030_JSLL_run_1787110402,run_1787110402,JSLL,PULLBACK,2026-08-19 09:03:30 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Health Services,Pharma,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000031_TIMEX_run_1787110402,run_1787110402,TIMEX,PULLBACK,2026-08-19 09:03:31 IST,REJECTED,INSUFFICIENT_BARS_FAIL,False,PRODUCTION_SNAPSHOT,Consumer Durables,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000032_BLS_run_1787110402,run_1787110402,BLS,PULLBACK,2026-08-19 09:03:31 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Technology Services,Technology Services,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:22 IST
eval_000033_POLYCAB_run_1787110402,run_1787110402,POLYCAB,PULLBACK,2026-08-19 09:03:31 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Producer Manufacturing,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000034_SJS_run_1787110402,run_1787110402,SJS,PULLBACK,2026-08-19 09:03:31 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Producer Manufacturing,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000035_GARUDA_run_1787110402,run_1787110402,GARUDA,PULLBACK,2026-08-19 09:03:31 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000036_RRKABEL_run_1787110402,run_1787110402,RRKABEL,PULLBACK,2026-08-19 09:03:31 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Producer Manufacturing,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000037_TIPSMUSIC_run_1787110402,run_1787110402,TIPSMUSIC,PULLBACK,2026-08-19 09:03:31 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Consumer Services,Consumption,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000038_SKMEGGPROD_run_1787110402,run_1787110402,SKMEGGPROD,PULLBACK,2026-08-19 09:03:31 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000039_LAURUSLABS_run_1787110402,run_1787110402,LAURUSLABS,PULLBACK,2026-08-19 09:03:31 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Health Technology,Pharma,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000040_THANGAMAYL_run_1787110402,run_1787110402,THANGAMAYL,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,STALE_DATA_FAIL,False,PRODUCTION_SNAPSHOT,Consumer Durables,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000041_MANORAMA_run_1787110402,run_1787110402,MANORAMA,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Consumer Non-Durables,FMCG,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000042_SANDUMA_run_1787110402,run_1787110402,SANDUMA,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Non-Energy Minerals,Metal,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000043_HEROMOTOCO_run_1787110402,run_1787110402,HEROMOTOCO,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Consumer Durables,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000044_COFORGE_run_1787110402,run_1787110402,COFORGE,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Technology Services,Technology Services,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:23 IST
eval_000045_CUMMINSIND_run_1787110402,run_1787110402,CUMMINSIND,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Producer Manufacturing,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000046_BSE_run_1787110402,run_1787110402,BSE,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Finance,Financials,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000047_ECLERX_run_1787110402,run_1787110402,ECLERX,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Commercial Services,Commercial Services,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000048_MUTHOOTFIN_run_1787110402,run_1787110402,MUTHOOTFIN,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Finance,Financials,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000049_INFOBEAN_run_1787110402,run_1787110402,INFOBEAN,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000050_SHARDACROP_run_1787110402,run_1787110402,SHARDACROP,PULLBACK,2026-08-19 09:03:32 IST,REJECTED,STALE_DATA_FAIL,False,PRODUCTION_SNAPSHOT,Distribution Services,Distribution Services,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000051_INFY_run_1787110402,run_1787110402,INFY,PULLBACK,2026-08-19 09:03:33 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Technology Services,Technology Services,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000052_MCX_run_1787110402,run_1787110402,MCX,PULLBACK,2026-08-19 09:03:33 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000053_BANCOINDIA_run_1787110402,run_1787110402,BANCOINDIA,PULLBACK,2026-08-19 09:03:33 IST,REJECTED,STALE_DATA_FAIL,False,PRODUCTION_SNAPSHOT,Unknown,Unknown,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000054_JAMNAAUTO_run_1787110402,run_1787110402,JAMNAAUTO,PULLBACK,2026-08-19 09:03:33 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Producer Manufacturing,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000055_QPOWER_run_1787110402,run_1787110402,QPOWER,PULLBACK,2026-08-19 09:03:33 IST,REJECTED,PULLBACK_INVALID_FAIL,False,PRODUCTION_SNAPSHOT,Producer Manufacturing,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000056_FORCEMOT_run_1787110402,run_1787110402,FORCEMOT,PULLBACK,2026-08-19 09:03:33 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Consumer Durables,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000057_OFSS_run_1787110402,run_1787110402,OFSS,PULLBACK,2026-08-19 09:03:33 IST,REJECTED,NO_TRIGGER_FAIL,False,PRODUCTION_SNAPSHOT,Technology Services,Technology Services,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000058_GPPL_run_1787110402,run_1787110402,GPPL,PULLBACK,2026-08-19 09:03:33 IST,REJECTED,NO_UPTREND_FAIL,False,PRODUCTION_SNAPSHOT,Transportation,Infrastructure,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:24 IST
eval_000059_TENNIND_run_1787110402,run_1787110402,TENNIND,PULLBACK,2026-08-19 09:03:34 IST,REJECTED,STALE_DATA_FAIL,False,PRODUCTION_SNAPSHOT,Producer Manufacturing,Auto,,,NEUTRAL,1.0,False,NONE,v1.0,,,,,,,,,,NOT_ELIGIBLE,MISSING_ENTRY_OR_SL_TARGET,,,,False,False,False,False,False,,,1.0.0,902ee7d681,2026-08-30 13:36:25 IST
