scanner,symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,naive_baseline_fired,data_source_flags,gate_oversold,gate_hammer_candle,gate_vol_surge
REVERSAL,LUPIN,2017-08-04 15:30:00 IST,BEAR,2017-08-04 09:15:00 IST,992.8,941.49,1069.76,1095.42,1121.07,1146.72,2017-08-10 15:30:00 IST,941.49,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MARATHON,2025-12-26 15:30:00 IST,BEAR,2025-12-26 09:15:00 IST,505.55,476.57,549.01,563.5,577.99,592.48,2026-01-07 15:30:00 IST,515.7,TIME_EXPIRY,0.3503,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MARICO,2023-10-31 15:30:00 IST,BEAR,2023-10-31 09:15:00 IST,536.55,519.9,561.52,569.84,578.17,586.49,2023-11-08 15:30:00 IST,519.9,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MARUTI,2026-03-04 15:30:00 IST,BEAR,2026-03-04 09:15:00 IST,14158.0,13699.82,14845.26,15074.35,15303.44,15532.52,2026-03-09 15:30:00 IST,13699.82,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MASFIN,2018-06-18 15:30:00 IST,BEAR,2018-06-18 09:15:00 IST,193.35,184.63,206.43,210.8,215.16,219.52,2018-06-28 15:30:00 IST,187.8,TIME_EXPIRY,-0.6363,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MASFIN,2019-05-08 15:30:00 IST,BEAR,2019-05-08 09:15:00 IST,186.5,176.98,200.79,205.55,210.31,215.08,2019-05-09 15:30:00 IST,176.98,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MASFIN,2024-12-16 15:30:00 IST,BEAR,2024-12-16 09:15:00 IST,264.45,252.71,282.06,287.92,293.79,299.66,2024-12-23 15:30:00 IST,252.71,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,METROBRAND,2024-03-14 15:30:00 IST,BEAR,2024-03-14 09:15:00 IST,1038.95,981.03,1125.83,1154.8,1183.76,1212.72,2024-03-20 15:30:00 IST,1154.8,TARGET,2.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,METROBRAND,2024-10-23 15:30:00 IST,BEAR,2024-10-23 09:15:00 IST,1179.65,1116.9,1273.77,1305.15,1336.52,1367.9,2024-11-04 15:30:00 IST,1209.25,TIME_EXPIRY,0.4717,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MGL,2025-06-05 15:30:00 IST,BEAR,2025-06-05 09:15:00 IST,1307.1,1250.74,1391.63,1419.81,1447.99,1476.16,2025-06-09 15:30:00 IST,1419.81,TARGET,2.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MHRIL,2018-08-09 15:30:00 IST,BEAR,2018-08-09 09:15:00 IST,193.6,186.59,204.11,207.62,211.12,214.63,2018-08-10 15:30:00 IST,186.59,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MHRIL,2024-08-19 15:30:00 IST,BEAR,2024-08-19 09:15:00 IST,400.05,371.56,442.79,457.04,471.28,485.53,2024-08-29 15:30:00 IST,410.8,TIME_EXPIRY,0.3773,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MOIL,2019-12-11 15:30:00 IST,BEAR,2019-12-11 09:15:00 IST,134.05,128.91,141.76,144.33,146.9,149.47,2019-12-20 15:30:00 IST,144.33,TARGET,2.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MOLDTKPAC,2019-01-30 15:30:00 IST,BEAR,2019-01-30 09:15:00 IST,220.95,207.67,240.87,247.51,254.16,260.8,2019-02-11 15:30:00 IST,234.5,TIME_EXPIRY,1.0201,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MOTILALOFS,2022-11-29 15:30:00 IST,BEAR,2022-11-29 09:15:00 IST,165.9,161.24,172.9,175.23,177.56,179.9,2022-12-09 15:30:00 IST,165.95,TIME_EXPIRY,0.0107,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MPHASIS,2019-09-20 15:30:00 IST,BULL,2019-09-20 09:15:00 IST,972.55,942.76,1017.23,1032.13,1047.02,1061.92,2019-09-24 15:30:00 IST,942.76,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MPHASIS,2025-07-25 15:30:00 IST,BEAR,2025-07-25 09:15:00 IST,2625.0,2518.04,2785.45,2838.93,2892.41,2945.9,2025-07-30 15:30:00 IST,2838.93,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MUTHOOTFIN,2018-01-30 15:30:00 IST,BEAR,2018-01-30 09:15:00 IST,422.25,401.57,453.27,463.61,473.95,484.29,2018-02-02 15:30:00 IST,401.57,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,MUTHOOTFIN,2018-05-17 15:30:00 IST,BEAR,2018-05-17 09:15:00 IST,414.1,391.91,447.38,458.48,469.57,480.67,2018-05-29 15:30:00 IST,391.91,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,NCC,2019-08-14 15:30:00 IST,BEAR,2019-08-14 09:15:00 IST,64.6,57.98,74.53,77.84,81.16,84.47,2019-08-19 15:30:00 IST,57.98,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,NCC,2025-11-11 15:30:00 IST,BEAR,2025-11-11 09:15:00 IST,188.79,180.56,201.14,205.26,209.37,213.49,2025-11-19 15:30:00 IST,180.56,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,NELCAST,2023-12-21 15:30:00 IST,BEAR,2023-12-21 09:15:00 IST,161.95,154.74,172.76,176.36,179.97,183.57,2023-12-28 15:30:00 IST,154.74,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,NH,2024-05-30 15:30:00 IST,BEAR,2024-05-30 09:15:00 IST,1167.5,1113.41,1248.63,1275.67,1302.72,1329.76,2024-06-04 15:30:00 IST,1113.41,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,NLCINDIA,2025-12-05 15:30:00 IST,BEAR,2025-12-05 09:15:00 IST,239.4,229.79,253.82,258.63,263.43,268.24,2025-12-17 15:30:00 IST,241.79,TIME_EXPIRY,0.2486,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,NRBBEARING,2020-08-13 15:30:00 IST,BULL,2020-08-13 09:15:00 IST,77.75,74.35,82.85,84.55,86.25,87.95,2020-08-18 15:30:00 IST,84.55,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,NTPC,2018-12-10 15:30:00 IST,BEAR,2018-12-10 09:15:00 IST,113.5,108.18,121.49,124.15,126.81,129.48,2018-12-17 15:30:00 IST,124.15,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,OIL,2020-01-23 15:30:00 IST,BEAR,2020-01-23 09:15:00 IST,92.3,88.37,98.2,100.16,102.12,104.09,2020-01-31 15:30:00 IST,88.37,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,ORIANA,2025-11-24 15:30:00 IST,BEAR,2025-11-24 09:15:00 IST,513.5,476.86,568.46,586.78,605.09,623.41,2025-12-02 15:30:00 IST,476.86,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PAGEIND,2021-08-17 15:30:00 IST,BEAR,2021-08-17 09:15:00 IST,30613.2,29182.2,32759.71,33475.21,34190.71,34906.21,2021-08-27 15:30:00 IST,31424.2,TIME_EXPIRY,0.5667,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PETRONET,2023-10-31 15:30:00 IST,BEAR,2023-10-31 09:15:00 IST,192.6,183.74,205.89,210.32,214.75,219.18,2023-11-10 15:30:00 IST,194.7,TIME_EXPIRY,0.237,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PFIZER,2026-03-12 15:30:00 IST,BEAR,2026-03-12 09:15:00 IST,4695.0,4505.79,4978.81,5073.42,5168.02,5262.63,2026-03-24 15:30:00 IST,4659.5,TIME_EXPIRY,-0.1876,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PGHH,2020-05-29 15:30:00 IST,BEAR,2020-05-29 09:15:00 IST,9893.3,9519.78,10453.58,10640.34,10827.11,11013.87,2020-06-10 15:30:00 IST,9953.2,TIME_EXPIRY,0.1604,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PGHH,2022-03-08 15:30:00 IST,BEAR,2022-03-08 09:15:00 IST,14184.95,13416.16,15338.14,15722.53,16106.93,16491.32,2022-03-10 15:30:00 IST,15722.53,TARGET,2.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PGHL,2019-02-25 15:30:00 IST,BEAR,2019-02-25 09:15:00 IST,2916.1,2775.7,3126.71,3196.91,3267.11,3337.31,2019-02-27 15:30:00 IST,3196.91,TARGET,2.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PHOENIXLTD,2022-09-27 15:30:00 IST,BULL,2022-09-27 09:15:00 IST,668.5,632.22,722.93,741.07,759.21,777.35,2022-10-07 15:30:00 IST,718.9,TIME_EXPIRY,1.389,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PIDILITIND,2025-02-24 15:30:00 IST,BEAR,2025-02-24 09:15:00 IST,1380.9,1334.74,1450.14,1473.22,1496.31,1519.39,2025-02-26 15:30:00 IST,1334.74,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PLATIND,2026-03-04 15:30:00 IST,BEAR,2026-03-04 09:15:00 IST,208.25,195.12,227.95,234.52,241.08,247.65,2026-03-17 15:30:00 IST,204.99,TIME_EXPIRY,-0.2482,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PNCINFRA,2023-10-20 15:30:00 IST,BULL,2023-10-20 09:15:00 IST,365.6,350.97,387.54,394.86,402.17,409.49,2023-10-23 15:30:00 IST,350.97,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,POLYCAB,2021-07-22 15:30:00 IST,BULL,2021-07-22 09:15:00 IST,1911.95,1835.03,2027.34,2065.8,2104.26,2142.72,2021-07-27 15:30:00 IST,1835.03,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,POWERGRID,2018-01-30 15:30:00 IST,BEAR,2018-01-30 09:15:00 IST,106.1,103.49,110.02,111.33,112.63,113.94,2018-02-01 15:30:00 IST,103.49,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,POWERGRID,2026-05-18 15:30:00 IST,BEAR,2026-05-18 09:15:00 IST,296.55,286.68,311.36,316.29,321.23,326.16,2026-05-29 15:30:00 IST,286.68,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,POWERINDIA,2023-07-25 15:30:00 IST,BULL,2023-07-25 09:15:00 IST,4144.45,3963.59,4415.74,4506.17,4596.61,4687.04,2023-07-28 15:30:00 IST,3963.59,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PREMIERENE,2025-01-23 15:30:00 IST,BEAR,2025-01-23 09:15:00 IST,1036.45,943.21,1176.32,1222.94,1269.56,1316.18,2025-01-27 15:30:00 IST,943.21,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PROTEAN,2026-03-24 15:30:00 IST,BEAR,2026-03-24 09:15:00 IST,496.55,462.13,548.18,565.39,582.6,599.81,2026-03-27 15:30:00 IST,462.13,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PRSMJOHNSN,2019-09-20 15:30:00 IST,BEAR,2019-09-20 09:15:00 IST,80.85,76.1,87.98,90.36,92.74,95.12,2019-09-24 15:30:00 IST,90.36,TARGET,2.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,PRSMJOHNSN,2019-12-11 15:30:00 IST,BEAR,2019-12-11 09:15:00 IST,61.8,58.39,66.91,68.62,70.32,72.03,2019-12-23 15:30:00 IST,60.25,TIME_EXPIRY,-0.4547,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RALLIS,2023-04-28 15:30:00 IST,BEAR,2023-04-28 09:15:00 IST,189.45,183.04,199.07,202.27,205.48,208.69,2023-05-10 15:30:00 IST,189.4,TIME_EXPIRY,-0.0078,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RAMCOCEM,2022-02-25 15:30:00 IST,BEAR,2022-02-25 09:15:00 IST,778.05,732.72,846.04,868.71,891.38,914.04,2022-03-02 15:30:00 IST,732.72,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RAMCOCEM,2023-08-02 15:30:00 IST,BEAR,2023-08-02 09:15:00 IST,883.55,852.54,930.07,945.58,961.08,976.59,2023-08-07 15:30:00 IST,852.54,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RAMCOSYS,2017-05-11 15:30:00 IST,BULL,2017-05-11 09:15:00 IST,384.8,362.98,417.54,428.45,439.36,450.28,2017-05-16 15:30:00 IST,362.98,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RATEGAIN,2026-01-12 15:30:00 IST,BEAR,2026-01-12 09:15:00 IST,651.55,620.68,697.86,713.29,728.72,744.16,2026-01-22 15:30:00 IST,620.68,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RATNAMANI,2019-05-10 15:30:00 IST,BEAR,2019-05-10 09:15:00 IST,577.7,559.48,605.03,614.14,623.25,632.36,2019-05-15 15:30:00 IST,559.48,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RATNAMANI,2024-09-30 15:30:00 IST,BULL,2024-09-30 09:15:00 IST,3667.65,3513.8,3898.43,3975.35,4052.28,4129.2,2024-10-07 15:30:00 IST,3513.8,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RECLTD,2026-08-12 15:30:00 IST,BEAR,2026-08-12 09:15:00 IST,346.0,333.24,365.14,371.52,377.89,384.27,2026-08-17 15:30:00 IST,333.24,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RELIANCE,2018-05-31 15:30:00 IST,BEAR,2018-05-31 09:15:00 IST,439.1,428.07,455.65,461.16,466.68,472.2,2018-06-07 15:30:00 IST,461.16,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,RELIANCE,2023-01-13 15:30:00 IST,BEAR,2023-01-13 09:15:00 IST,1176.05,1143.76,1224.49,1240.63,1256.78,1272.92,2023-01-24 15:30:00 IST,1143.76,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,ROUTE,2017-08-29 15:30:00 IST,BEAR,2017-08-29 09:15:00 IST,1047.79,1034.12,1068.3,1075.14,1081.98,1088.81,2017-09-08 15:30:00 IST,1044.0,TIME_EXPIRY,-0.2772,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SAATVIKGL,2026-08-17 15:30:00 IST,BEAR,2026-08-17 09:15:00 IST,402.65,379.43,437.48,449.09,460.7,472.31,2026-08-27 15:30:00 IST,428.4,TIME_EXPIRY,1.109,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SANOFICONR,2025-01-27 15:30:00 IST,BEAR,2025-01-27 09:15:00 IST,4754.8,4624.52,4950.22,5015.36,5080.51,5145.65,2025-02-06 15:30:00 IST,4713.2,TIME_EXPIRY,-0.3193,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SANOFICONR,2025-12-29 15:30:00 IST,BEAR,2025-12-29 09:15:00 IST,4517.7,4362.57,4750.39,4827.96,4905.52,4983.09,2026-01-08 15:30:00 IST,4362.57,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SAREGAMA,2025-11-11 15:30:00 IST,BEAR,2025-11-11 09:15:00 IST,407.7,389.65,434.78,443.8,452.83,461.86,2025-11-19 15:30:00 IST,389.65,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SATIN,2017-11-03 15:30:00 IST,BEAR,2017-11-03 09:15:00 IST,299.1,282.74,323.64,331.82,339.99,348.17,2017-11-15 15:30:00 IST,309.85,TIME_EXPIRY,0.6572,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SBCL,2025-10-15 15:30:00 IST,BEAR,2025-10-15 09:15:00 IST,490.4,460.68,534.97,549.83,564.69,579.54,2025-10-27 15:30:00 IST,490.15,TIME_EXPIRY,-0.0084,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SBIN,2019-08-05 15:30:00 IST,BEAR,2019-08-05 09:15:00 IST,300.25,284.02,324.59,332.71,340.82,348.94,2019-08-12 15:30:00 IST,284.02,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SBIN,2022-03-08 15:30:00 IST,BEAR,2022-03-08 09:15:00 IST,440.3,415.02,478.21,490.85,503.49,516.12,2022-03-16 15:30:00 IST,490.85,TARGET,2.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SCHAEFFLER,2018-05-25 15:30:00 IST,BULL,2018-05-25 09:15:00 IST,1067.6,1037.86,1112.21,1127.07,1141.94,1156.81,2018-06-06 15:30:00 IST,1073.2,TIME_EXPIRY,0.1883,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SEAMECLTD,2023-08-29 15:30:00 IST,BEAR,2023-08-29 09:15:00 IST,633.3,581.55,710.92,736.79,762.67,788.54,2023-09-08 15:30:00 IST,629.4,TIME_EXPIRY,-0.0754,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SEAMECLTD,2024-11-22 15:30:00 IST,BEAR,2024-11-22 09:15:00 IST,1103.3,1009.4,1244.14,1291.09,1338.04,1384.99,2024-11-29 15:30:00 IST,1291.09,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SHAKTIPUMP,2025-11-19 15:30:00 IST,BEAR,2025-11-19 09:15:00 IST,701.75,671.16,747.63,762.93,778.22,793.52,2025-11-24 15:30:00 IST,671.16,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SHANTIGEAR,2018-03-23 15:30:00 IST,BEAR,2018-03-23 09:15:00 IST,129.9,122.8,140.55,144.11,147.66,151.21,2018-04-04 15:30:00 IST,135.2,TIME_EXPIRY,0.7462,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SHILPAMED,2018-01-30 15:30:00 IST,BEAR,2018-01-30 09:15:00 IST,291.1,275.99,313.76,321.32,328.87,336.43,2018-02-02 15:30:00 IST,275.99,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SMLMAH,2022-11-11 15:30:00 IST,BEAR,2022-11-11 09:15:00 IST,720.25,687.92,768.74,784.9,801.06,817.22,2022-11-17 15:30:00 IST,687.92,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SOLARINDS,2018-01-19 15:30:00 IST,BEAR,2018-01-19 09:15:00 IST,1137.45,1100.16,1193.38,1212.02,1230.67,1249.31,2018-01-25 15:30:00 IST,1100.16,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SOLARINDS,2019-01-30 15:30:00 IST,BEAR,2019-01-30 09:15:00 IST,987.75,946.12,1050.2,1071.02,1091.83,1112.65,2019-02-11 15:30:00 IST,977.25,TIME_EXPIRY,-0.2522,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SONATSOFTW,2026-02-13 15:30:00 IST,BEAR,2026-02-13 09:15:00 IST,279.1,259.39,308.67,318.52,328.38,338.23,2026-02-25 15:30:00 IST,272.6,TIME_EXPIRY,-0.3298,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SOTL,2020-07-28 15:30:00 IST,BEAR,2020-07-28 09:15:00 IST,126.55,118.98,137.9,141.68,145.47,149.25,2020-08-07 15:30:00 IST,128.95,TIME_EXPIRY,0.3171,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SPMLINFRA,2018-03-23 15:30:00 IST,BEAR,2018-03-23 09:15:00 IST,90.9,81.65,104.78,109.4,114.03,118.65,2018-03-26 15:30:00 IST,81.65,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SSWL,2021-06-17 15:30:00 IST,BULL,2021-06-17 09:15:00 IST,74.2,70.51,79.73,81.57,83.42,85.26,2021-06-29 15:30:00 IST,81.57,TARGET,2.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SUNCLAY,2024-05-31 15:30:00 IST,BEAR,2024-05-31 09:15:00 IST,1540.15,1429.95,1705.45,1760.55,1815.65,1870.75,2024-06-04 15:30:00 IST,1429.95,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SUNDRMFAST,2024-02-13 15:30:00 IST,BEAR,2024-02-13 09:15:00 IST,1090.8,1026.18,1187.73,1220.04,1252.35,1284.66,2024-02-23 15:30:00 IST,1099.5,TIME_EXPIRY,0.1346,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SUNDRMFAST,2026-03-04 15:30:00 IST,BEAR,2026-03-04 09:15:00 IST,835.9,799.24,890.9,909.23,927.56,945.89,2026-03-17 15:30:00 IST,799.24,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,SURYAROSNI,2026-02-23 15:30:00 IST,BEAR,2026-02-23 09:15:00 IST,224.22,209.83,245.81,253.0,260.2,267.4,2026-03-04 15:30:00 IST,209.83,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,TATACOMM,2017-04-24 15:30:00 IST,BEAR,2017-04-24 09:15:00 IST,709.25,686.84,742.86,754.06,765.27,776.47,2017-05-04 15:30:00 IST,686.84,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,TATAELXSI,2022-05-11 15:30:00 IST,BEAR,2022-05-11 09:15:00 IST,6872.5,6280.42,7760.62,8056.66,8352.7,8648.74,2022-05-16 15:30:00 IST,8056.66,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,TECHM,2024-03-22 15:30:00 IST,BEAR,2024-03-22 09:15:00 IST,1262.65,1224.24,1320.26,1339.46,1358.67,1377.87,2024-04-03 15:30:00 IST,1263.4,TIME_EXPIRY,0.0195,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,THANGAMAYL,2025-01-22 15:30:00 IST,BEAR,2025-01-22 09:15:00 IST,1728.75,1609.56,1907.54,1967.14,2026.73,2086.33,2025-02-03 15:30:00 IST,1810.2,TIME_EXPIRY,0.6833,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,THERMAX,2025-08-21 15:30:00 IST,BEAR,2025-08-21 09:15:00 IST,3237.2,3057.52,3506.73,3596.57,3686.41,3776.26,2025-09-02 15:30:00 IST,3260.0,TIME_EXPIRY,0.1269,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,TORNTPHARM,2017-05-29 15:30:00 IST,BEAR,2017-05-29 09:15:00 IST,609.9,577.98,657.78,673.74,689.7,705.66,2017-06-08 15:30:00 IST,608.75,TIME_EXPIRY,-0.036,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,TORNTPOWER,2017-06-14 15:30:00 IST,BEAR,2017-06-14 09:15:00 IST,184.65,173.42,201.49,207.1,212.72,218.33,2017-06-26 15:30:00 IST,173.42,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,TORNTPOWER,2025-08-21 15:30:00 IST,BEAR,2025-08-21 09:15:00 IST,1291.8,1240.08,1369.38,1395.24,1421.1,1446.96,2025-08-27 15:30:00 IST,1240.08,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,TRITURBINE,2019-09-20 15:30:00 IST,BEAR,2019-09-20 09:15:00 IST,92.2,86.04,101.44,104.52,107.59,110.67,2019-09-23 15:30:00 IST,104.52,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,TSFINV,2026-01-07 15:30:00 IST,BEAR,2026-01-07 09:15:00 IST,450.75,427.62,485.44,497.01,508.57,520.14,2026-01-12 15:30:00 IST,427.62,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
REVERSAL,TTKPRESTIG,2023-03-21 15:30:00 IST,BEAR,2023-03-21 09:15:00 IST,696.55,660.94,749.96,767.76,785.57,803.37,2023-03-28 15:30:00 IST,660.94,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
