exit_manager,sample_N,dynamic_win_rate_pct,fixed_control_win_rate_pct,dynamic_mean_R,fixed_control_mean_R,delta_mean_R,p_value_paired,mfe_capture_efficiency_pct,verdict
MULTIBAGGER_EXIT,36799,35.14,33.36,0.2702,0.0007,0.2695,0.0,74.2,CERTIFIED (Outperforms Fixed Control)
