symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_pattern_type,gate_clv_floor,gate_rvol_floor,gate_upper_wick,gate_risk_pct,naive_baseline_fired,data_source_flags
FIEMIND,2025-10-13 15:30:00 IST,SIDEWAYS,2025-10-13 09:15:00 IST,1298.79,1239.21,1388.15,1417.95,1447.74,1477.53,2025-10-28 15:30:00 IST,1388.15,TARGET_1,1.5,11,91.0,DOUBLE_BOTTOM,True,True,True,4.59,True,NONE
FIEMIND,2026-01-14 15:30:00 IST,BULL,2026-01-14 09:15:00 IST,1714.59,1645.07,1818.87,1853.63,1888.39,1923.15,2026-02-11 15:30:00 IST,1758.06,TIMEOUT_20D,0.63,20,88.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,4.05,True,NONE
FIEMIND,2026-03-12 15:30:00 IST,BULL,2026-03-12 09:15:00 IST,1753.49,1725.34,1795.73,1809.79,1823.87,1837.94,2026-03-18 15:30:00 IST,1725.34,STOP_LOSS,-1.0,4,85.0,CUP_HANDLE,True,True,True,1.61,True,NONE
FIEMIND,2026-04-29 15:30:00 IST,BEAR,2026-04-29 09:15:00 IST,1653.55,1613.93,1712.98,1732.79,1752.6,1772.41,2026-05-14 15:30:00 IST,1712.98,TARGET_1,1.5,11,84.0,WYCKOFF_SPRING_TYPE_2,True,True,True,2.4,True,NONE
FIEMIND,2026-06-18 15:30:00 IST,BULL,2026-06-18 09:15:00 IST,1790.2,1695.91,1931.64,1978.78,2025.92,2073.07,2026-07-09 15:30:00 IST,1695.91,STOP_LOSS,-1.0,15,82.0,V_REVERSAL,True,True,True,5.27,True,NONE
FIEMIND,2026-08-17 15:30:00 IST,SIDEWAYS,2026-08-17 09:15:00 IST,1713.3,1661.16,1791.52,1817.58,1843.65,1869.72,2026-08-23 15:30:00 IST,1791.52,TARGET_1,1.5,4,84.0,V_REVERSAL,True,True,True,3.04,True,NONE
FIRSTCRY,2026-01-05 15:30:00 IST,SIDEWAYS,2026-01-05 09:15:00 IST,299.25,281.29,326.19,335.17,344.15,353.13,2026-01-08 15:30:00 IST,281.29,STOP_LOSS,-1.0,4,94.0,BULL_PENNANT,True,True,True,6.0,True,NONE
FIRSTCRY,2026-02-26 15:30:00 IST,BEAR,2026-02-26 09:15:00 IST,220.45,207.22,240.29,246.91,253.52,260.14,2026-03-19 15:30:00 IST,240.29,TARGET_1,1.5,15,83.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FIRSTCRY,2026-03-20 15:30:00 IST,SIDEWAYS,2026-03-20 09:15:00 IST,250.87,235.82,273.44,280.97,288.5,296.02,2026-03-22 15:30:00 IST,235.82,STOP_LOSS,-1.0,1,96.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FIRSTCRY,2026-05-12 15:30:00 IST,SIDEWAYS,2026-05-12 09:15:00 IST,235.48,222.0,255.7,262.44,269.18,275.92,2026-05-17 15:30:00 IST,222.0,STOP_LOSS,-1.0,4,94.0,SHAKEOUT_RECLAIM,True,True,True,5.72,True,NONE
FIRSTCRY,2026-05-21 15:30:00 IST,SIDEWAYS,2026-05-21 09:15:00 IST,234.09,220.04,255.16,262.19,269.22,276.24,2026-06-03 15:30:00 IST,220.04,STOP_LOSS,-1.0,10,88.0,V_REVERSAL,True,True,True,6.0,True,NONE
FIRSTCRY,2026-09-03 15:30:00 IST,BEAR,2026-09-03 09:15:00 IST,178.67,167.95,194.75,200.11,205.47,210.83,2026-09-10 15:30:00 IST,167.95,STOP_LOSS,-1.0,6,87.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FINPIPE,2025-12-30 15:30:00 IST,SIDEWAYS,2025-12-30 09:15:00 IST,170.8,161.3,185.05,189.8,194.55,199.3,2026-01-04 15:30:00 IST,185.05,TARGET_1,1.5,4,88.0,WYCKOFF_SPRING_TYPE_2,True,True,True,5.56,True,NONE
FINPIPE,2026-02-11 15:30:00 IST,BULL,2026-02-11 09:15:00 IST,181.52,170.63,197.86,203.3,208.75,214.19,2026-03-11 15:30:00 IST,188.31,TIMEOUT_20D,0.62,20,82.0,HIGHER_LOW_REVERSAL,True,True,True,6.0,True,NONE
FIVESTAR,2025-10-29 15:30:00 IST,SIDEWAYS,2025-10-29 09:15:00 IST,605.05,583.94,636.71,647.27,657.82,668.38,2025-10-29 15:30:00 IST,636.71,TARGET_1,1.5,1,94.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,3.49,True,NONE
FIVESTAR,2026-03-18 15:30:00 IST,BEAR,2026-03-18 09:15:00 IST,376.8,354.19,410.71,422.02,433.33,444.63,2026-03-18 15:30:00 IST,354.19,STOP_LOSS,-1.0,1,93.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FIVESTAR,2026-04-07 15:30:00 IST,BEAR,2026-04-07 09:15:00 IST,374.2,351.75,407.88,419.1,430.32,441.55,2026-04-07 15:30:00 IST,407.88,TARGET_1,1.5,1,92.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FIVESTAR,2026-06-12 15:30:00 IST,BEAR,2026-06-12 09:15:00 IST,439.15,412.8,478.67,491.85,505.02,518.2,2026-06-14 15:30:00 IST,478.67,TARGET_1,1.5,1,86.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FIVESTAR,2026-06-18 15:30:00 IST,SIDEWAYS,2026-06-18 09:15:00 IST,518.85,487.72,565.54,581.11,596.67,612.24,2026-06-28 15:30:00 IST,487.72,STOP_LOSS,-1.0,7,86.0,V_REVERSAL,True,True,True,6.0,True,NONE
FIVESTAR,2026-07-02 15:30:00 IST,BULL,2026-07-02 09:15:00 IST,543.9,511.27,592.85,609.16,625.47,641.79,2026-07-29 15:30:00 IST,551.0,TIMEOUT_20D,0.22,20,86.0,BULL_FLAG,True,True,True,6.0,True,NONE
FMCGIETF.NS,2026-04-17 15:30:00 IST,SIDEWAYS,2026-04-17 09:15:00 IST,53.21,50.02,57.99,59.59,61.18,62.78,2026-05-17 15:30:00 IST,54.56,TIMEOUT_20D,0.42,20,89.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
FLUOROCHEM,2025-12-09 15:30:00 IST,SIDEWAYS,2025-12-09 09:15:00 IST,3485.4,3276.28,3799.08,3903.64,4008.2,4112.76,2026-01-06 15:30:00 IST,3508.5,TIMEOUT_20D,0.11,20,90.0,V_REVERSAL,True,True,True,6.0,True,NONE
FLUOROCHEM,2026-03-18 15:30:00 IST,BEAR,2026-03-18 09:15:00 IST,3142.8,2954.23,3425.66,3519.94,3614.23,3708.51,2026-03-29 15:30:00 IST,2954.23,STOP_LOSS,-1.0,7,86.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FLUOROCHEM,2026-04-24 15:30:00 IST,SIDEWAYS,2026-04-24 09:15:00 IST,3383.3,3234.25,3606.88,3681.4,3755.93,3830.45,2026-04-29 15:30:00 IST,3606.88,TARGET_1,1.5,4,90.0,CUP_HANDLE,True,True,True,4.41,True,NONE
FLUOROCHEM,2026-04-30 15:30:00 IST,BULL,2026-04-30 09:15:00 IST,3602.0,3443.5,3839.75,3919.0,3998.25,4077.5,2026-05-05 15:30:00 IST,3839.75,TARGET_1,1.5,4,97.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,4.4,True,NONE
FLUOROCHEM,2026-06-30 15:30:00 IST,BULL,2026-06-30 09:15:00 IST,3964.0,3772.94,4250.59,4346.12,4441.65,4537.18,2026-07-19 15:30:00 IST,4250.59,TARGET_1,1.5,14,87.0,BULL_FLAG,True,True,True,4.82,True,NONE
FLUOROCHEM,2026-07-15 15:30:00 IST,BULL,2026-07-15 09:15:00 IST,4131.6,3916.86,4453.71,4561.08,4668.45,4775.82,2026-07-20 15:30:00 IST,4453.71,TARGET_1,1.5,4,96.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,5.2,True,NONE
FLUOROCHEM,2026-07-21 15:30:00 IST,BULL,2026-07-21 09:15:00 IST,4607.1,4330.67,5021.75,5159.96,5298.18,5436.39,2026-08-17 15:30:00 IST,4674.8,TIMEOUT_20D,0.24,20,96.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,6.0,True,NONE
FINCABLES,2025-03-11 15:30:00 IST,BULL,2025-03-11 09:15:00 IST,1788.8,1741.2,1860.21,1884.0,1907.8,1931.6,2025-03-20 15:30:00 IST,1741.2,STOP_LOSS,-1.0,7,87.0,CUP_HANDLE,True,True,True,2.66,True,NONE
FINCABLES,2025-08-28 15:30:00 IST,BULL,2025-08-28 09:15:00 IST,1454.24,1366.98,1585.12,1628.76,1672.39,1716.02,2025-09-18 15:30:00 IST,1366.98,STOP_LOSS,-1.0,15,85.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
FINCABLES,2025-10-31 15:30:00 IST,SIDEWAYS,2025-10-31 09:15:00 IST,1344.31,1291.92,1422.9,1449.09,1475.28,1501.48,2025-11-28 15:30:00 IST,1364.17,TIMEOUT_20D,0.38,20,84.0,V_REVERSAL,True,True,True,3.9,True,NONE
FINCABLES,2025-12-08 15:30:00 IST,BULL,2025-12-08 09:15:00 IST,1407.85,1352.44,1490.98,1518.67,1546.37,1574.08,2025-12-16 15:30:00 IST,1352.44,STOP_LOSS,-1.0,6,88.0,CUP_HANDLE,True,True,True,3.94,True,NONE
FINCABLES,2026-01-07 15:30:00 IST,BULL,2026-01-07 09:15:00 IST,1426.69,1375.22,1503.89,1529.63,1555.37,1581.1,2026-01-14 15:30:00 IST,1503.89,TARGET_1,1.5,5,88.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,3.61,True,NONE
FINCABLES,2026-09-03 15:30:00 IST,BEAR,2026-09-03 09:15:00 IST,1263.9,1188.07,1377.65,1415.56,1453.48,1491.39,2026-09-09 15:30:00 IST,1377.65,TARGET_1,1.5,5,92.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FORCEMOT,2025-12-30 15:30:00 IST,BULL,2025-12-30 09:15:00 IST,19845.0,18721.0,21531.0,22093.0,22655.0,23217.0,2026-01-01 15:30:00 IST,21531.0,TARGET_1,1.5,3,95.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,5.66,True,NONE
FORCEMOT,2026-01-12 15:30:00 IST,BULL,2026-01-12 09:15:00 IST,19900.0,18706.0,21691.0,22288.0,22885.0,23482.0,2026-01-26 15:30:00 IST,18706.0,STOP_LOSS,-1.0,10,90.0,DOUBLE_BOTTOM,True,True,True,6.0,True,NONE
FORCEMOT,2026-02-09 15:30:00 IST,BULL,2026-02-09 09:15:00 IST,22361.0,21019.34,24373.49,25044.32,25715.15,26385.98,2026-02-10 15:30:00 IST,24373.49,TARGET_1,1.5,2,86.0,DOUBLE_BOTTOM,True,True,True,6.0,True,NONE
FORCEMOT,2026-02-17 15:30:00 IST,BULL,2026-02-17 09:15:00 IST,25776.0,24229.44,28095.84,28869.12,29642.4,30415.68,2026-02-18 15:30:00 IST,24229.44,STOP_LOSS,-1.0,2,89.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
FORCEMOT,2026-04-08 15:30:00 IST,SIDEWAYS,2026-04-08 09:15:00 IST,22075.0,20750.5,24061.75,24724.0,25386.25,26048.5,2026-04-22 15:30:00 IST,20750.5,STOP_LOSS,-1.0,10,98.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
FORCEMOT,2026-05-06 15:30:00 IST,BEAR,2026-05-06 09:15:00 IST,20173.0,18962.62,21988.57,22593.76,23198.95,23804.14,2026-05-19 15:30:00 IST,18962.62,STOP_LOSS,-1.0,10,86.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FORCEMOT,2026-06-04 15:30:00 IST,BEAR,2026-06-04 09:15:00 IST,18592.0,17476.48,20265.28,20823.04,21380.8,21938.56,2026-06-07 15:30:00 IST,17476.48,STOP_LOSS,-1.0,2,92.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FORCEMOT,2026-06-30 15:30:00 IST,SIDEWAYS,2026-06-30 09:15:00 IST,18580.0,17465.2,20252.2,20809.6,21367.0,21924.4,2026-07-21 15:30:00 IST,17465.2,STOP_LOSS,-1.0,16,90.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
FORTIS,2026-01-06 15:30:00 IST,SIDEWAYS,2026-01-06 09:15:00 IST,945.0,888.3,1030.05,1058.4,1086.75,1115.1,2026-01-11 15:30:00 IST,888.3,STOP_LOSS,-1.0,4,90.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
FORTIS,2026-02-26 15:30:00 IST,BULL,2026-02-26 09:15:00 IST,963.65,905.83,1050.38,1079.29,1108.2,1137.11,2026-03-01 15:30:00 IST,905.83,STOP_LOSS,-1.0,2,88.0,BULL_FLAG,True,True,True,6.0,True,NONE
FORTIS,2026-05-11 15:30:00 IST,BULL,2026-05-11 09:15:00 IST,974.15,915.7,1061.83,1091.05,1120.27,1149.5,2026-06-01 15:30:00 IST,915.7,STOP_LOSS,-1.0,16,89.0,BULL_FLAG,True,True,True,6.0,True,NONE
FSL,2025-10-27 15:30:00 IST,SIDEWAYS,2025-10-27 09:15:00 IST,345.12,324.41,376.18,386.54,396.89,407.25,2025-11-24 15:30:00 IST,342.92,TIMEOUT_20D,-0.11,20,96.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
FSL,2025-12-22 15:30:00 IST,BULL,2025-12-22 09:15:00 IST,348.64,327.72,380.02,390.48,400.94,411.4,2025-12-29 15:30:00 IST,327.72,STOP_LOSS,-1.0,5,87.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
FSL,2026-01-13 15:30:00 IST,BEAR,2026-01-13 09:15:00 IST,315.17,297.24,342.07,351.03,360.0,368.96,2026-02-01 15:30:00 IST,297.24,STOP_LOSS,-1.0,13,93.0,SHAKEOUT_RECLAIM,True,True,True,5.69,True,NONE
FSL,2026-05-06 15:30:00 IST,BULL,2026-05-06 09:15:00 IST,243.41,228.81,265.31,272.61,279.91,287.21,2026-05-07 15:30:00 IST,265.31,TARGET_1,1.5,2,96.0,DOUBLE_BOTTOM,True,True,True,6.0,True,NONE
FSL,2026-07-06 15:30:00 IST,SIDEWAYS,2026-07-06 09:15:00 IST,249.32,234.36,271.76,279.24,286.72,294.2,2026-07-13 15:30:00 IST,271.76,TARGET_1,1.5,6,91.0,V_REVERSAL,True,True,True,6.0,True,NONE
FSL,2026-07-10 15:30:00 IST,SIDEWAYS,2026-07-10 09:15:00 IST,259.71,244.13,283.08,290.87,298.66,306.45,2026-07-28 15:30:00 IST,283.08,TARGET_1,1.5,13,95.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
FSL,2026-07-29 15:30:00 IST,BULL,2026-07-29 09:15:00 IST,293.58,275.97,319.99,328.8,337.6,346.41,2026-08-02 15:30:00 IST,319.99,TARGET_1,1.5,3,93.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,6.0,True,NONE
GABRIEL,2025-11-19 15:30:00 IST,BEAR,2025-11-19 09:15:00 IST,1114.79,1047.9,1215.12,1248.57,1282.01,1315.46,2025-11-19 15:30:00 IST,1047.9,STOP_LOSS,-1.0,1,93.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GABRIEL,2026-02-04 15:30:00 IST,SIDEWAYS,2026-02-04 09:15:00 IST,968.9,910.77,1056.1,1085.16,1114.22,1143.29,2026-02-10 15:30:00 IST,1056.1,TARGET_1,1.5,5,92.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GABRIEL,2026-02-25 15:30:00 IST,SIDEWAYS,2026-02-25 09:15:00 IST,1011.6,950.9,1102.65,1133.0,1163.35,1193.7,2026-03-01 15:30:00 IST,950.9,STOP_LOSS,-1.0,3,86.0,V_REVERSAL,True,True,True,6.0,True,NONE
GABRIEL,2026-05-07 15:30:00 IST,BULL,2026-05-07 09:15:00 IST,1126.6,1059.0,1228.0,1261.8,1295.6,1329.4,2026-05-17 15:30:00 IST,1059.0,STOP_LOSS,-1.0,7,87.0,V_REVERSAL,True,True,True,6.0,True,NONE
GABRIEL,2026-06-09 15:30:00 IST,SIDEWAYS,2026-06-09 09:15:00 IST,1054.3,991.04,1149.19,1180.82,1212.45,1244.08,2026-06-10 15:30:00 IST,991.04,STOP_LOSS,-1.0,2,90.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GABRIEL,2026-06-19 15:30:00 IST,BULL,2026-06-19 09:15:00 IST,1197.4,1125.56,1305.16,1341.08,1377.0,1412.92,2026-07-14 15:30:00 IST,1305.16,TARGET_1,1.5,18,93.0,BULL_FLAG,True,True,True,6.0,True,NONE
GABRIEL,2026-06-29 15:30:00 IST,BULL,2026-06-29 09:15:00 IST,1275.2,1198.69,1389.96,1428.22,1466.47,1504.73,2026-07-19 15:30:00 IST,1389.96,TARGET_1,1.5,15,90.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
GABRIEL,2026-07-15 15:30:00 IST,BULL,2026-07-15 09:15:00 IST,1354.5,1273.23,1476.4,1517.04,1557.67,1598.31,2026-07-20 15:30:00 IST,1476.4,TARGET_1,1.5,4,94.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GABRIEL,2026-08-31 15:30:00 IST,BULL,2026-08-31 09:15:00 IST,1437.9,1351.63,1567.31,1610.44,1653.58,1696.71,2026-09-02 15:30:00 IST,1351.63,STOP_LOSS,-1.0,3,87.0,V_REVERSAL,True,True,True,6.0,True,NONE
GALAPREC,2026-05-13 15:30:00 IST,BULL,2026-05-13 09:15:00 IST,861.85,810.14,939.41,965.27,991.13,1016.98,2026-05-25 15:30:00 IST,939.41,TARGET_1,1.5,9,82.0,CUP_HANDLE,True,True,True,6.0,True,NONE
GALAPREC,2026-06-22 15:30:00 IST,BULL,2026-06-22 09:15:00 IST,1173.1,1102.71,1278.68,1313.88,1349.07,1384.27,2026-06-22 15:30:00 IST,1102.71,STOP_LOSS,-1.0,1,91.0,BULL_FLAG,True,True,True,6.0,True,NONE
GALAXYSURF,2026-08-14 15:30:00 IST,BULL,2026-08-14 09:15:00 IST,2508.4,2357.9,2734.15,2809.4,2884.65,2959.9,2026-08-18 15:30:00 IST,2357.9,STOP_LOSS,-1.0,3,89.0,V_REVERSAL,True,True,True,6.0,True,NONE
GARFIBRES,2025-11-13 15:30:00 IST,SIDEWAYS,2025-11-13 09:15:00 IST,743.7,699.08,810.63,832.94,855.25,877.56,2025-11-16 15:30:00 IST,699.08,STOP_LOSS,-1.0,2,86.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GARFIBRES,2025-12-09 15:30:00 IST,BEAR,2025-12-09 09:15:00 IST,690.1,648.69,752.21,772.92,793.62,814.33,2026-01-06 15:30:00 IST,675.1,TIMEOUT_20D,-0.36,20,87.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GARFIBRES,2026-02-03 15:30:00 IST,SIDEWAYS,2026-02-03 09:15:00 IST,744.1,699.45,811.07,833.4,855.72,878.05,2026-02-05 15:30:00 IST,699.45,STOP_LOSS,-1.0,3,85.0,BULL_PENNANT,True,True,True,6.0,True,NONE
GARFIBRES,2026-05-04 15:30:00 IST,SIDEWAYS,2026-05-04 09:15:00 IST,634.65,596.93,691.23,710.09,728.95,747.81,2026-05-06 15:30:00 IST,691.23,TARGET_1,1.5,3,98.0,DOUBLE_BOTTOM,True,True,True,5.94,True,NONE
GARFIBRES,2026-06-09 15:30:00 IST,BULL,2026-06-09 09:15:00 IST,688.3,647.0,750.25,770.9,791.55,812.2,2026-06-18 15:30:00 IST,750.25,TARGET_1,1.5,8,91.0,DOUBLE_BOTTOM,True,True,True,6.0,True,NONE
GARFIBRES,2026-06-19 15:30:00 IST,BULL,2026-06-19 09:15:00 IST,796.4,748.62,868.07,891.96,915.85,939.74,2026-06-23 15:30:00 IST,748.62,STOP_LOSS,-1.0,3,89.0,BULL_FLAG,True,True,True,6.0,True,NONE
GARFIBRES,2026-08-06 15:30:00 IST,BULL,2026-08-06 09:15:00 IST,838.85,788.52,914.34,939.51,964.68,989.84,2026-08-10 15:30:00 IST,788.52,STOP_LOSS,-1.0,3,83.0,V_REVERSAL,True,True,True,6.0,True,NONE
GARFIBRES,2026-08-18 15:30:00 IST,BULL,2026-08-18 09:15:00 IST,775.7,729.16,845.51,868.78,892.05,915.32,2026-08-31 15:30:00 IST,845.51,TARGET_1,1.5,10,85.0,HIGHER_LOW_REVERSAL,True,True,True,6.0,True,NONE
GAIL,2025-02-26 15:30:00 IST,BULL,2025-02-26 09:15:00 IST,1351.0,1308.57,1414.65,1435.86,1457.08,1478.29,2025-03-26 15:30:00 IST,1346.97,TIMEOUT_20D,-0.09,20,92.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,3.14,True,NONE
GAIL,2025-05-28 15:30:00 IST,SIDEWAYS,2025-05-28 09:15:00 IST,1448.6,1411.8,1503.81,1522.2,1540.6,1559.0,2025-06-19 15:30:00 IST,1411.8,STOP_LOSS,-1.0,16,90.0,WYCKOFF_SPRING_TYPE_2,True,True,True,2.54,True,NONE
GAIL,2025-07-31 15:30:00 IST,SIDEWAYS,2025-07-31 09:15:00 IST,1406.53,1346.45,1496.64,1526.69,1556.73,1586.77,2025-08-20 15:30:00 IST,1346.45,STOP_LOSS,-1.0,14,86.0,WYCKOFF_SPRING_TYPE_2,True,True,True,4.27,True,NONE
GAIL,2026-02-20 15:30:00 IST,SIDEWAYS,2026-02-20 09:15:00 IST,1230.21,1156.39,1340.93,1377.85,1414.76,1451.67,2026-03-13 15:30:00 IST,1156.39,STOP_LOSS,-1.0,15,85.0,V_REVERSAL,True,True,True,6.0,True,NONE
GAIL,2026-05-22 15:30:00 IST,BULL,2026-05-22 09:15:00 IST,1352.38,1293.35,1440.91,1470.44,1499.96,1529.47,2026-05-28 15:30:00 IST,1293.35,STOP_LOSS,-1.0,4,95.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,4.36,True,NONE
GAIL,2026-07-17 15:30:00 IST,BEAR,2026-07-17 09:15:00 IST,1210.61,1171.37,1269.48,1289.09,1308.71,1328.33,2026-07-23 15:30:00 IST,1171.37,STOP_LOSS,-1.0,4,89.0,WYCKOFF_SPRING_TYPE_2,True,True,True,3.24,True,NONE
GAIL,2026-08-24 15:30:00 IST,BEAR,2026-08-24 09:15:00 IST,173.25,169.9,178.27,179.95,181.62,183.3,2026-08-27 15:30:00 IST,169.9,STOP_LOSS,-1.0,4,95.0,SHAKEOUT_RECLAIM,True,True,True,1.93,True,NONE
GAIL,2026-08-31 15:30:00 IST,BEAR,2026-08-31 09:15:00 IST,176.99,168.77,189.31,193.43,197.54,201.65,2026-09-10 15:30:00 IST,173.62,TIMEOUT_20D,-0.41,9,95.0,SHAKEOUT_RECLAIM,True,True,True,4.64,True,NONE
GAEL,2025-03-18 15:30:00 IST,BULL,2025-03-18 09:15:00 IST,1006.58,946.18,1097.18,1127.38,1157.58,1187.78,2025-04-15 15:30:00 IST,1035.43,TIMEOUT_20D,0.48,20,81.0,V_REVERSAL,True,True,True,6.0,True,NONE
GAEL,2025-06-27 15:30:00 IST,BULL,2025-06-27 09:15:00 IST,1077.77,1029.83,1149.68,1173.65,1197.62,1221.59,2025-07-25 15:30:00 IST,1043.42,TIMEOUT_20D,-0.72,20,91.0,DOUBLE_BOTTOM,True,True,True,4.45,True,NONE
GAEL,2025-12-16 15:30:00 IST,SIDEWAYS,2025-12-16 09:15:00 IST,1415.85,1393.52,1449.34,1460.51,1471.67,1482.84,2025-12-18 15:30:00 IST,1449.34,TARGET_1,1.5,2,89.0,WYCKOFF_SPRING_TYPE_2,True,True,True,1.58,True,NONE
GAEL,2026-04-06 15:30:00 IST,SIDEWAYS,2026-04-06 09:15:00 IST,1293.76,1258.71,1346.34,1363.86,1381.38,1398.91,2026-04-13 15:30:00 IST,1346.34,TARGET_1,1.5,5,90.0,HIGHER_LOW_REVERSAL,True,True,True,2.71,True,NONE
GAEL,2026-07-22 15:30:00 IST,SIDEWAYS,2026-07-22 09:15:00 IST,1375.93,1299.48,1490.59,1528.83,1567.06,1605.28,2026-08-10 15:30:00 IST,1490.59,TARGET_1,1.5,13,95.0,WYCKOFF_SPRING_TYPE_2,True,True,True,5.56,True,NONE
GAEL,2026-08-19 15:30:00 IST,SIDEWAYS,2026-08-19 09:15:00 IST,1474.68,1386.2,1607.4,1651.64,1695.88,1740.12,2026-08-19 15:30:00 IST,1386.2,STOP_LOSS,-1.0,1,100.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GARUDA,2026-01-13 15:30:00 IST,SIDEWAYS,2026-01-13 09:15:00 IST,194.7,183.02,212.22,218.06,223.9,229.74,2026-01-13 15:30:00 IST,183.02,STOP_LOSS,-1.0,1,97.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GARUDA,2026-02-11 15:30:00 IST,SIDEWAYS,2026-02-11 09:15:00 IST,203.29,191.09,221.59,227.69,233.79,239.89,2026-02-18 15:30:00 IST,191.09,STOP_LOSS,-1.0,6,88.0,V_REVERSAL,True,True,True,6.0,True,NONE
GARUDA,2026-04-01 15:30:00 IST,BEAR,2026-04-01 09:15:00 IST,147.36,138.52,160.62,165.04,169.46,173.88,2026-04-01 15:30:00 IST,138.52,STOP_LOSS,-1.0,1,87.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GARUDA,2026-05-05 15:30:00 IST,BULL,2026-05-05 09:15:00 IST,196.62,184.82,214.32,220.22,226.12,232.02,2026-05-11 15:30:00 IST,184.82,STOP_LOSS,-1.0,5,92.0,CUP_HANDLE,True,True,True,6.0,True,NONE
GENUSPOWER,2025-12-09 15:30:00 IST,BEAR,2025-12-09 09:15:00 IST,307.6,292.83,329.76,337.14,344.53,351.91,2025-12-28 15:30:00 IST,292.83,STOP_LOSS,-1.0,13,87.0,SHAKEOUT_RECLAIM,True,True,True,4.8,True,NONE
GENUSPOWER,2026-01-27 15:30:00 IST,BEAR,2026-01-27 09:15:00 IST,264.35,248.49,288.14,296.07,304.0,311.93,2026-02-03 15:30:00 IST,248.49,STOP_LOSS,-1.0,6,91.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
GENUSPOWER,2026-03-17 15:30:00 IST,BEAR,2026-03-17 09:15:00 IST,249.35,235.07,270.77,277.91,285.05,292.19,2026-03-22 15:30:00 IST,235.07,STOP_LOSS,-1.0,4,95.0,SHAKEOUT_RECLAIM,True,True,True,5.73,True,NONE
GENUSPOWER,2026-04-15 15:30:00 IST,SIDEWAYS,2026-04-15 09:15:00 IST,296.67,278.87,323.37,332.27,341.17,350.07,2026-05-05 15:30:00 IST,323.37,TARGET_1,1.5,15,91.0,BULL_FLAG,True,True,True,6.0,True,NONE
GENUSPOWER,2026-04-27 15:30:00 IST,BULL,2026-04-27 09:15:00 IST,302.4,284.26,329.61,338.68,347.75,356.82,2026-05-05 15:30:00 IST,329.61,TARGET_1,1.5,7,91.0,BULL_FLAG,True,True,True,6.0,True,NONE
GENUSPOWER,2026-05-06 15:30:00 IST,BULL,2026-05-06 09:15:00 IST,335.05,314.95,365.2,375.25,385.3,395.35,2026-05-11 15:30:00 IST,314.95,STOP_LOSS,-1.0,4,92.0,HIGHER_LOW_REVERSAL,True,True,True,6.0,True,NONE
