symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_pattern_type,gate_clv_floor,gate_rvol_floor,gate_upper_wick,gate_risk_pct,naive_baseline_fired,data_source_flags
LODHA,2026-01-29 15:30:00 IST,BEAR,2026-01-29 09:15:00 IST,951.4,894.32,1037.02,1065.56,1094.1,1122.64,2026-02-02 15:30:00 IST,1037.02,TARGET_1,1.5,3,90.0,BULL_PENNANT,True,True,True,6.0,True,NONE
LODHA,2026-04-02 15:30:00 IST,BEAR,2026-04-02 09:15:00 IST,696.05,654.29,758.69,779.57,800.45,821.33,2026-04-07 15:30:00 IST,758.69,TARGET_1,1.5,3,86.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
LODHA,2026-05-19 15:30:00 IST,BULL,2026-05-19 09:15:00 IST,892.2,838.67,972.5,999.26,1026.03,1052.79,2026-06-15 15:30:00 IST,937.95,TIMEOUT_20D,0.85,20,85.0,CUP_HANDLE,True,True,True,6.0,True,NONE
LODHA,2026-07-01 15:30:00 IST,BULL,2026-07-01 09:15:00 IST,992.3,935.9,1076.9,1105.1,1133.3,1161.5,2026-07-05 15:30:00 IST,1076.9,TARGET_1,1.5,3,86.0,DOUBLE_BOTTOM,True,True,True,5.68,True,NONE
LODHA,2026-07-09 15:30:00 IST,BULL,2026-07-09 09:15:00 IST,1192.15,1120.62,1299.45,1335.21,1370.98,1406.74,2026-07-23 15:30:00 IST,1120.62,STOP_LOSS,-1.0,11,83.0,V_REVERSAL,True,True,True,6.0,True,NONE
LODHA,2026-07-28 15:30:00 IST,BULL,2026-07-28 09:15:00 IST,1296.84,1219.03,1413.57,1452.46,1491.36,1530.27,2026-08-05 15:30:00 IST,1219.03,STOP_LOSS,-1.0,7,93.0,BULL_FLAG,True,True,True,6.0,True,NONE
LOTUSDEV,2025-12-09 15:30:00 IST,BEAR,2025-12-09 09:15:00 IST,158.06,151.22,168.32,171.74,175.16,178.58,2025-12-17 15:30:00 IST,151.22,STOP_LOSS,-1.0,7,88.0,SHAKEOUT_RECLAIM,True,True,True,4.33,True,NONE
LOTUSDEV,2026-01-02 15:30:00 IST,SIDEWAYS,2026-01-02 09:15:00 IST,166.36,156.38,181.33,186.32,191.31,196.3,2026-01-08 15:30:00 IST,156.38,STOP_LOSS,-1.0,5,90.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
LOTUSDEV,2026-01-28 15:30:00 IST,SIDEWAYS,2026-01-28 09:15:00 IST,157.38,147.94,171.54,176.26,180.98,185.7,2026-01-28 15:30:00 IST,147.94,STOP_LOSS,-1.0,1,87.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
LOTUSDEV,2026-05-06 15:30:00 IST,BULL,2026-05-06 09:15:00 IST,143.76,136.31,154.93,158.66,162.38,166.11,2026-05-17 15:30:00 IST,136.31,STOP_LOSS,-1.0,8,87.0,CUP_HANDLE,True,True,True,5.18,True,NONE
LOTUSDEV,2026-07-22 15:30:00 IST,BULL,2026-07-22 09:15:00 IST,162.7,152.94,177.34,182.22,187.1,191.98,2026-07-23 15:30:00 IST,177.34,TARGET_1,1.5,2,94.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,6.0,True,NONE
LOTUSDEV,2026-07-30 15:30:00 IST,BULL,2026-07-30 09:15:00 IST,193.24,181.65,210.63,216.42,222.22,228.01,2026-08-09 15:30:00 IST,181.65,STOP_LOSS,-1.0,7,86.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
LLOYDSENT,2025-08-11 15:30:00 IST,BULL,2025-08-11 09:15:00 IST,1424.99,1385.25,1484.59,1504.47,1524.34,1544.21,2025-08-19 15:30:00 IST,1385.25,STOP_LOSS,-1.0,6,89.0,CUP_HANDLE,True,True,True,2.79,True,NONE
LLOYDSENT,2026-01-06 15:30:00 IST,BULL,2026-01-06 09:15:00 IST,1665.56,1616.21,1739.59,1764.26,1788.93,1813.61,2026-01-15 15:30:00 IST,1739.59,TARGET_1,1.5,7,82.0,CUP_HANDLE,True,True,True,2.96,True,NONE
LLOYDSENT,2026-01-21 15:30:00 IST,BULL,2026-01-21 09:15:00 IST,1771.57,1712.5,1860.18,1889.71,1919.24,1948.78,2026-01-29 15:30:00 IST,1712.5,STOP_LOSS,-1.0,6,97.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,3.33,True,NONE
LLOYDSENT,2026-03-17 15:30:00 IST,BEAR,2026-03-17 09:15:00 IST,1592.0,1571.87,1622.2,1632.26,1642.33,1652.39,2026-03-19 15:30:00 IST,1571.87,STOP_LOSS,-1.0,2,90.0,WYCKOFF_SPRING_TYPE_2,True,True,True,1.26,True,NONE
LLOYDSENT,2026-04-06 15:30:00 IST,SIDEWAYS,2026-04-06 09:15:00 IST,1664.05,1589.69,1775.6,1812.77,1849.95,1887.13,2026-05-04 15:30:00 IST,1736.18,TIMEOUT_20D,0.97,20,89.0,BULL_FLAG,True,True,True,4.47,True,NONE
LLOYDSENT,2026-06-30 15:30:00 IST,BULL,2026-06-30 09:15:00 IST,1819.54,1728.23,1956.5,2002.16,2047.81,2093.47,2026-07-28 15:30:00 IST,1840.38,TIMEOUT_20D,0.23,20,82.0,V_REVERSAL,True,True,True,5.02,True,NONE
LTM,2025-11-12 15:30:00 IST,BULL,2025-11-12 09:15:00 IST,5815.56,5503.74,6283.3,6439.2,6595.11,6751.02,2025-12-04 15:30:00 IST,6283.3,TARGET_1,1.5,17,90.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,5.36,True,NONE
LTM,2025-12-04 15:30:00 IST,BULL,2025-12-04 09:15:00 IST,6183.14,5950.26,6532.45,6648.9,6765.34,6881.78,2025-12-18 15:30:00 IST,5950.26,STOP_LOSS,-1.0,11,90.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,3.77,True,NONE
LTM,2026-01-16 15:30:00 IST,BULL,2026-01-16 09:15:00 IST,6224.58,5851.11,6784.79,6971.52,7158.26,7344.99,2026-01-19 15:30:00 IST,5851.11,STOP_LOSS,-1.0,2,89.0,V_REVERSAL,True,True,True,6.0,True,NONE
LTM,2026-04-02 15:30:00 IST,BEAR,2026-04-02 09:15:00 IST,4246.98,3992.17,4629.21,4756.6,4884.0,5011.41,2026-04-15 15:30:00 IST,4629.21,TARGET_1,1.5,8,98.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
LTM,2026-07-07 15:30:00 IST,SIDEWAYS,2026-07-07 09:15:00 IST,3858.5,3626.99,4205.77,4321.52,4437.28,4553.03,2026-07-12 15:30:00 IST,4205.77,TARGET_1,1.5,4,85.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
LTM,2026-08-03 15:30:00 IST,BULL,2026-08-03 09:15:00 IST,4690.0,4408.6,5112.1,5252.8,5393.5,5534.2,2026-08-30 15:30:00 IST,4540.0,TIMEOUT_20D,-0.53,20,95.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,6.0,True,NONE
LTM,2026-08-28 15:30:00 IST,BULL,2026-08-28 09:15:00 IST,4675.0,4394.5,5095.75,5236.0,5376.25,5516.5,2026-09-03 15:30:00 IST,4554.0,TIMEOUT_20D,-0.43,5,94.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
LT,2024-11-25 15:30:00 IST,SIDEWAYS,2024-11-25 09:15:00 IST,3682.35,3461.41,4013.77,4124.23,4234.7,4345.17,2024-12-22 15:30:00 IST,3571.97,TIMEOUT_20D,-0.5,20,88.0,V_REVERSAL,True,True,True,6.0,True,NONE
LT,2024-12-03 15:30:00 IST,BULL,2024-12-03 09:15:00 IST,3715.76,3548.84,3966.15,4049.6,4133.06,4216.52,2024-12-19 15:30:00 IST,3548.84,STOP_LOSS,-1.0,13,88.0,BULL_FLAG,True,True,True,4.49,True,NONE
LT,2024-12-09 15:30:00 IST,BULL,2024-12-09 09:15:00 IST,3873.0,3696.56,4137.65,4225.88,4314.1,4402.32,2024-12-17 15:30:00 IST,3696.56,STOP_LOSS,-1.0,7,93.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,4.56,True,NONE
LT,2025-01-31 15:30:00 IST,SIDEWAYS,2025-01-31 09:15:00 IST,3500.25,3314.44,3778.96,3871.87,3964.77,4057.68,2025-02-02 15:30:00 IST,3314.44,STOP_LOSS,-1.0,1,92.0,SHAKEOUT_RECLAIM,True,True,True,5.31,True,NONE
LT,2025-03-20 15:30:00 IST,SIDEWAYS,2025-03-20 09:15:00 IST,3287.97,3132.39,3521.34,3599.13,3676.92,3754.71,2025-04-06 15:30:00 IST,3132.39,STOP_LOSS,-1.0,11,90.0,DOUBLE_BOTTOM,True,True,True,4.73,True,NONE
LT,2025-05-09 15:30:00 IST,BULL,2025-05-09 09:15:00 IST,3379.07,3206.17,3638.43,3724.87,3811.32,3897.77,2025-06-04 15:30:00 IST,3638.43,TARGET_1,1.5,19,87.0,CUP_HANDLE,True,True,True,5.12,True,NONE
LT,2025-10-15 15:30:00 IST,BULL,2025-10-15 09:15:00 IST,3791.67,3675.65,3965.69,4023.71,4081.72,4139.73,2025-10-28 15:30:00 IST,3965.69,TARGET_1,1.5,9,83.0,CUP_HANDLE,True,True,True,3.06,True,NONE
LT,2025-10-28 15:30:00 IST,BULL,2025-10-28 09:15:00 IST,3934.37,3773.99,4174.94,4255.13,4335.32,4415.51,2025-11-25 15:30:00 IST,4022.71,TIMEOUT_20D,0.55,20,86.0,BULL_FLAG,True,True,True,4.08,True,NONE
LTTS,2025-11-19 15:30:00 IST,SIDEWAYS,2025-11-19 09:15:00 IST,4390.49,4127.06,4785.64,4917.35,5049.06,5180.78,2025-12-16 15:30:00 IST,4431.92,TIMEOUT_20D,0.16,20,94.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
LTTS,2025-12-04 15:30:00 IST,BULL,2025-12-04 09:15:00 IST,4632.86,4354.89,5049.81,5188.8,5327.78,5466.77,2025-12-31 15:30:00 IST,4354.89,STOP_LOSS,-1.0,19,90.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,6.0,True,NONE
LTTS,2026-01-07 15:30:00 IST,SIDEWAYS,2026-01-07 09:15:00 IST,4343.62,4210.92,4542.67,4609.02,4675.37,4741.72,2026-01-11 15:30:00 IST,4210.92,STOP_LOSS,-1.0,3,88.0,SHAKEOUT_RECLAIM,True,True,True,3.06,True,NONE
LTTS,2026-01-21 15:30:00 IST,BEAR,2026-01-21 09:15:00 IST,3855.23,3656.19,4153.78,4253.31,4352.83,4452.35,2026-02-01 15:30:00 IST,3656.19,STOP_LOSS,-1.0,7,92.0,SHAKEOUT_RECLAIM,True,True,True,5.16,True,NONE
LTTS,2026-02-27 15:30:00 IST,BEAR,2026-02-27 09:15:00 IST,3473.24,3264.84,3785.83,3890.04,3994.24,4098.44,2026-03-04 15:30:00 IST,3264.84,STOP_LOSS,-1.0,3,90.0,BULL_PENNANT,True,True,True,6.0,True,NONE
LTTS,2026-04-27 15:30:00 IST,BULL,2026-04-27 09:15:00 IST,3549.77,3336.79,3869.25,3975.73,4082.22,4188.71,2026-05-24 15:30:00 IST,3546.2,TIMEOUT_20D,-0.02,20,87.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
LTTS,2026-06-09 15:30:00 IST,SIDEWAYS,2026-06-09 09:15:00 IST,3417.7,3212.64,3725.29,3827.82,3930.35,4032.88,2026-06-28 15:30:00 IST,3212.64,STOP_LOSS,-1.0,14,92.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
LTTS,2026-07-02 15:30:00 IST,BEAR,2026-07-02 09:15:00 IST,3166.9,3014.85,3394.97,3471.0,3547.03,3623.05,2026-07-14 15:30:00 IST,3394.97,TARGET_1,1.5,9,87.0,SHAKEOUT_RECLAIM,True,True,True,4.8,True,NONE
LTFOODS,2025-02-27 15:30:00 IST,BULL,2025-02-27 09:15:00 IST,582.85,575.86,593.34,596.83,600.33,603.82,2025-03-03 15:30:00 IST,593.34,TARGET_1,1.5,2,89.0,CUP_HANDLE,True,True,True,1.2,True,NONE
LTFOODS,2025-03-05 15:30:00 IST,BULL,2025-03-05 09:15:00 IST,587.82,579.81,599.83,603.84,607.85,611.85,2025-03-06 15:30:00 IST,599.83,TARGET_1,1.5,1,93.0,CUP_HANDLE,True,True,True,1.36,True,NONE
LTFOODS,2025-08-20 15:30:00 IST,BEAR,2025-08-20 09:15:00 IST,600.68,576.1,637.54,649.84,662.13,674.42,2025-08-27 15:30:00 IST,576.1,STOP_LOSS,-1.0,5,89.0,WYCKOFF_SPRING_TYPE_2,True,True,True,4.09,True,NONE
LTFOODS,2025-09-12 15:30:00 IST,SIDEWAYS,2025-09-12 09:15:00 IST,605.86,569.5,660.39,678.58,696.76,714.94,2025-10-10 15:30:00 IST,620.6,TIMEOUT_20D,0.41,20,85.0,V_REVERSAL,True,True,True,6.0,True,NONE
LTFOODS,2025-11-05 15:30:00 IST,SIDEWAYS,2025-11-05 09:15:00 IST,614.15,596.17,641.12,650.11,659.1,668.09,2025-11-14 15:30:00 IST,596.17,STOP_LOSS,-1.0,7,91.0,WYCKOFF_SPRING_TYPE_2,True,True,True,2.93,True,NONE
LTFOODS,2025-11-27 15:30:00 IST,SIDEWAYS,2025-11-27 09:15:00 IST,603.77,584.25,633.04,642.81,652.57,662.33,2025-12-08 15:30:00 IST,584.25,STOP_LOSS,-1.0,7,81.0,V_REVERSAL,True,True,True,3.23,True,NONE
LTFOODS,2026-02-10 15:30:00 IST,BULL,2026-02-10 09:15:00 IST,628.3,616.97,645.3,650.96,656.62,662.29,2026-02-18 15:30:00 IST,616.97,STOP_LOSS,-1.0,6,90.0,CUP_HANDLE,True,True,True,1.8,True,NONE
LTF,2025-06-24 15:30:00 IST,BULL,2025-06-24 09:15:00 IST,2036.78,1979.71,2122.39,2150.92,2179.45,2207.99,2025-07-10 15:30:00 IST,2122.39,TARGET_1,1.5,12,81.0,CUP_HANDLE,True,True,True,2.8,True,NONE
LTF,2025-09-09 15:30:00 IST,BULL,2025-09-09 09:15:00 IST,2321.18,2265.94,2404.05,2431.66,2459.28,2486.9,2025-09-11 15:30:00 IST,2404.05,TARGET_1,1.5,2,81.0,CUP_HANDLE,True,True,True,2.38,True,NONE
LTF,2025-11-04 15:30:00 IST,SIDEWAYS,2025-11-04 09:15:00 IST,2449.65,2380.39,2553.53,2588.17,2622.8,2657.43,2025-11-07 15:30:00 IST,2553.53,TARGET_1,1.5,3,89.0,WYCKOFF_SPRING_TYPE_2,True,True,True,2.83,True,NONE
LTF,2026-02-12 15:30:00 IST,BULL,2026-02-12 09:15:00 IST,2997.03,2817.21,3266.77,3356.67,3446.58,3536.49,2026-03-12 15:30:00 IST,3067.06,TIMEOUT_20D,0.39,20,90.0,V_REVERSAL,True,True,True,6.0,True,NONE
LTF,2026-02-27 15:30:00 IST,BULL,2026-02-27 09:15:00 IST,3026.89,2953.83,3136.48,3173.01,3209.54,3246.07,2026-03-25 15:30:00 IST,2953.83,STOP_LOSS,-1.0,18,91.0,CUP_HANDLE,True,True,True,2.41,True,NONE
LUMAXTECH,2025-11-07 15:30:00 IST,BULL,2025-11-07 09:15:00 IST,1200.2,1128.19,1308.21,1344.22,1380.22,1416.23,2025-11-09 15:30:00 IST,1308.21,TARGET_1,1.5,1,85.0,V_REVERSAL,True,True,True,6.0,True,NONE
LUMAXTECH,2025-12-15 15:30:00 IST,BULL,2025-12-15 09:15:00 IST,1575.7,1481.16,1717.51,1764.78,1812.05,1859.32,2025-12-15 15:30:00 IST,1481.16,STOP_LOSS,-1.0,1,87.0,BULL_PENNANT,True,True,True,6.0,True,NONE
LUMAXTECH,2026-01-02 15:30:00 IST,BULL,2026-01-02 09:15:00 IST,1655.4,1556.08,1804.38,1854.04,1903.7,1953.36,2026-01-07 15:30:00 IST,1556.08,STOP_LOSS,-1.0,4,88.0,HIGHER_LOW_REVERSAL,True,True,True,6.0,True,NONE
LUMAXTECH,2026-02-03 15:30:00 IST,SIDEWAYS,2026-02-03 09:15:00 IST,1471.8,1383.49,1604.27,1648.42,1692.57,1736.73,2026-02-09 15:30:00 IST,1604.27,TARGET_1,1.5,5,86.0,V_REVERSAL,True,True,True,6.0,True,NONE
LUMAXTECH,2026-05-07 15:30:00 IST,BULL,2026-05-07 09:15:00 IST,1707.3,1604.86,1860.96,1912.18,1963.4,2014.62,2026-05-13 15:30:00 IST,1604.86,STOP_LOSS,-1.0,5,87.0,CUP_HANDLE,True,True,True,6.0,True,NONE
LUMAXTECH,2026-08-11 15:30:00 IST,BULL,2026-08-11 09:15:00 IST,2076.3,1951.72,2263.17,2325.46,2387.75,2450.04,2026-08-23 15:30:00 IST,1951.72,STOP_LOSS,-1.0,9,92.0,BULL_FLAG,True,True,True,6.0,True,NONE
LUPIN,2025-11-12 15:30:00 IST,BULL,2025-11-12 09:15:00 IST,2019.26,1920.45,2167.47,2216.88,2266.28,2315.69,2025-12-09 15:30:00 IST,2040.6,TIMEOUT_20D,0.22,20,87.0,HIGHER_LOW_REVERSAL,True,True,True,4.89,True,NONE
LUPIN,2026-01-06 15:30:00 IST,BULL,2026-01-06 09:15:00 IST,2134.23,2067.5,2234.31,2267.69,2301.06,2334.42,2026-02-01 15:30:00 IST,2067.5,STOP_LOSS,-1.0,18,100.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,3.13,True,NONE
LUPIN,2026-06-29 15:30:00 IST,BULL,2026-06-29 09:15:00 IST,2391.96,2308.48,2517.17,2558.92,2600.66,2642.4,2026-07-20 15:30:00 IST,2517.17,TARGET_1,1.5,16,90.0,CUP_HANDLE,True,True,True,3.49,True,NONE
M&M,2026-01-28 15:30:00 IST,BEAR,2026-01-28 09:15:00 IST,3413.35,3292.8,3594.19,3654.45,3714.72,3775.0,2026-01-28 15:30:00 IST,3292.8,STOP_LOSS,-1.0,1,91.0,SHAKEOUT_RECLAIM,True,True,True,3.53,True,NONE
M&M,2026-03-16 15:30:00 IST,BEAR,2026-03-16 09:15:00 IST,3004.55,2851.57,3234.01,3310.51,3387.0,3463.49,2026-04-09 15:30:00 IST,3234.01,TARGET_1,1.5,16,91.0,SHAKEOUT_RECLAIM,True,True,True,5.09,True,NONE
M&M,2026-05-05 15:30:00 IST,SIDEWAYS,2026-05-05 09:15:00 IST,3177.43,2986.79,3463.4,3558.71,3654.03,3749.35,2026-05-28 15:30:00 IST,2986.79,STOP_LOSS,-1.0,18,94.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
M&MFIN,2025-11-28 15:30:00 IST,BULL,2025-11-28 09:15:00 IST,363.67,341.85,396.39,407.31,418.22,429.13,2025-12-03 15:30:00 IST,341.85,STOP_LOSS,-1.0,4,91.0,BULL_FLAG,True,True,True,6.0,True,NONE
M&MFIN,2025-12-05 15:30:00 IST,BULL,2025-12-05 09:15:00 IST,359.46,337.89,391.82,402.6,413.38,424.17,2025-12-07 15:30:00 IST,337.89,STOP_LOSS,-1.0,1,97.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
M&MFIN,2025-12-30 15:30:00 IST,BULL,2025-12-30 09:15:00 IST,395.5,371.77,431.1,442.96,454.83,466.69,2026-01-05 15:30:00 IST,371.77,STOP_LOSS,-1.0,5,90.0,BULL_FLAG,True,True,True,6.0,True,NONE
M&MFIN,2026-01-29 15:30:00 IST,BULL,2026-01-29 09:15:00 IST,366.02,344.05,398.96,409.96,420.94,431.93,2026-02-01 15:30:00 IST,344.05,STOP_LOSS,-1.0,2,80.0,V_REVERSAL,True,True,True,6.0,True,NONE
M&MFIN,2026-02-17 15:30:00 IST,BULL,2026-02-17 09:15:00 IST,375.94,353.39,409.77,421.04,432.32,443.59,2026-03-01 15:30:00 IST,353.39,STOP_LOSS,-1.0,9,90.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
M&MFIN,2026-04-08 15:30:00 IST,BEAR,2026-04-08 09:15:00 IST,290.17,272.76,316.29,324.99,333.7,342.4,2026-04-26 15:30:00 IST,316.29,TARGET_1,1.5,12,90.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
M&MFIN,2026-04-29 15:30:00 IST,SIDEWAYS,2026-04-29 09:15:00 IST,313.15,294.37,341.33,350.71,360.1,369.49,2026-05-04 15:30:00 IST,294.37,STOP_LOSS,-1.0,4,90.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
M&MFIN,2026-06-24 15:30:00 IST,SIDEWAYS,2026-06-24 09:15:00 IST,304.01,285.77,331.37,340.49,349.61,358.73,2026-07-05 15:30:00 IST,331.37,TARGET_1,1.5,8,94.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
M&MFIN,2026-07-03 15:30:00 IST,BULL,2026-07-03 09:15:00 IST,326.7,307.1,356.1,365.9,375.7,385.5,2026-07-20 15:30:00 IST,356.1,TARGET_1,1.5,12,91.0,CUP_HANDLE,True,True,True,6.0,True,NONE
MAHABANK,2025-12-31 15:30:00 IST,SIDEWAYS,2025-12-31 09:15:00 IST,60.2,57.94,63.6,64.72,65.85,66.98,2026-01-04 15:30:00 IST,63.6,TARGET_1,1.5,3,89.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,3.76,True,NONE
MAHABANK,2026-01-12 15:30:00 IST,BULL,2026-01-12 09:15:00 IST,61.87,58.18,67.41,69.25,71.09,72.94,2026-02-09 15:30:00 IST,66.03,TIMEOUT_20D,1.13,20,87.0,CUP_HANDLE,True,True,True,5.97,True,NONE
MAHABANK,2026-02-18 15:30:00 IST,BULL,2026-02-18 09:15:00 IST,67.95,63.88,74.06,76.09,78.12,80.16,2026-02-25 15:30:00 IST,74.06,TARGET_1,1.5,6,88.0,BULL_FLAG,True,True,True,6.0,True,NONE
MAHABANK,2026-02-25 15:30:00 IST,BULL,2026-02-25 09:15:00 IST,72.97,68.59,79.53,81.73,83.92,86.11,2026-03-03 15:30:00 IST,68.59,STOP_LOSS,-1.0,4,85.0,V_REVERSAL,True,True,True,6.0,True,NONE
MAHABANK,2026-06-09 15:30:00 IST,BULL,2026-06-09 09:15:00 IST,83.97,78.93,91.53,94.05,96.57,99.09,2026-06-28 15:30:00 IST,91.53,TARGET_1,1.5,14,91.0,V_REVERSAL,True,True,True,6.0,True,NONE
MAHABANK,2026-06-17 15:30:00 IST,BULL,2026-06-17 09:15:00 IST,90.14,84.73,98.25,100.96,103.66,106.37,2026-07-06 15:30:00 IST,84.73,STOP_LOSS,-1.0,14,87.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
MAHABANK,2026-06-29 15:30:00 IST,BULL,2026-06-29 09:15:00 IST,93.85,88.22,102.29,105.11,107.92,110.74,2026-07-02 15:30:00 IST,88.22,STOP_LOSS,-1.0,4,94.0,BULL_FLAG,True,True,True,6.0,True,NONE
MAHABANK,2026-08-12 15:30:00 IST,SIDEWAYS,2026-08-12 09:15:00 IST,81.87,76.96,89.24,91.69,94.15,96.6,2026-09-03 15:30:00 IST,85.95,TIMEOUT_20D,0.83,17,96.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
MAHSEAMLES,2026-02-04 15:30:00 IST,SIDEWAYS,2026-02-04 09:15:00 IST,536.65,504.45,584.95,601.05,617.15,633.25,2026-03-04 15:30:00 IST,552.35,TIMEOUT_20D,0.49,20,84.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
MAHSEAMLES,2026-02-26 15:30:00 IST,SIDEWAYS,2026-02-26 09:15:00 IST,568.95,534.81,620.16,637.23,654.3,671.37,2026-03-03 15:30:00 IST,534.81,STOP_LOSS,-1.0,3,91.0,V_REVERSAL,True,True,True,6.0,True,NONE
LXCHEM,2025-10-03 15:30:00 IST,SIDEWAYS,2025-10-03 09:15:00 IST,1356.23,1324.87,1403.26,1418.95,1434.63,1450.31,2025-10-14 15:30:00 IST,1403.26,TARGET_1,1.5,7,89.0,WYCKOFF_SPRING_TYPE_2,True,True,True,2.31,True,NONE
LXCHEM,2026-02-02 15:30:00 IST,SIDEWAYS,2026-02-02 09:15:00 IST,1252.53,1178.44,1363.65,1400.71,1437.75,1474.8,2026-03-02 15:30:00 IST,1256.61,TIMEOUT_20D,0.06,20,92.0,WYCKOFF_SPRING_TYPE_2,True,True,True,5.91,True,NONE
LXCHEM,2026-03-10 15:30:00 IST,BULL,2026-03-10 09:15:00 IST,1293.42,1261.68,1341.04,1356.9,1372.77,1388.64,2026-03-31 15:30:00 IST,1341.04,TARGET_1,1.5,15,89.0,CUP_HANDLE,True,True,True,2.45,True,NONE
LXCHEM,2026-06-09 15:30:00 IST,BULL,2026-06-09 09:15:00 IST,1435.42,1370.36,1533.02,1565.54,1598.07,1630.6,2026-06-25 15:30:00 IST,1370.36,STOP_LOSS,-1.0,12,90.0,DOUBLE_BOTTOM,True,True,True,4.53,True,NONE
LXCHEM,2026-06-15 15:30:00 IST,BULL,2026-06-15 09:15:00 IST,1477.55,1424.99,1556.39,1582.67,1608.95,1635.23,2026-06-23 15:30:00 IST,1424.99,STOP_LOSS,-1.0,6,94.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,3.56,True,NONE
LXCHEM,2026-07-13 15:30:00 IST,SIDEWAYS,2026-07-13 09:15:00 IST,1394.11,1320.1,1505.13,1542.13,1579.13,1616.14,2026-08-10 15:30:00 IST,1366.36,TIMEOUT_20D,-0.37,20,93.0,WYCKOFF_SPRING_TYPE_2,True,True,True,5.31,True,NONE
MANAPPURAM,2025-12-24 15:30:00 IST,BULL,2025-12-24 09:15:00 IST,312.62,293.86,340.76,350.14,359.52,368.9,2026-01-08 15:30:00 IST,293.86,STOP_LOSS,-1.0,11,93.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
MANAPPURAM,2026-01-07 15:30:00 IST,BULL,2026-01-07 09:15:00 IST,317.94,301.61,342.43,350.6,358.76,366.93,2026-01-08 15:30:00 IST,301.61,STOP_LOSS,-1.0,2,90.0,BULL_FLAG,True,True,True,5.14,True,NONE
MANAPPURAM,2026-01-13 15:30:00 IST,BULL,2026-01-13 09:15:00 IST,306.16,287.79,333.72,342.9,352.09,361.27,2026-01-27 15:30:00 IST,287.79,STOP_LOSS,-1.0,10,86.0,V_REVERSAL,True,True,True,6.0,True,NONE
MANAPPURAM,2026-05-13 15:30:00 IST,BULL,2026-05-13 09:15:00 IST,308.61,290.1,336.38,345.63,354.88,364.14,2026-06-09 15:30:00 IST,290.1,STOP_LOSS,-1.0,20,92.0,SHAKEOUT_RECLAIM,True,True,True,6.0,True,NONE
MANAPPURAM,2026-06-25 15:30:00 IST,BULL,2026-06-25 09:15:00 IST,317.59,298.53,346.17,355.71,365.24,374.77,2026-07-05 15:30:00 IST,346.17,TARGET_1,1.5,7,96.0,WYCKOFF_SPRING_TYPE_2,True,True,True,6.0,True,NONE
MANAPPURAM,2026-07-06 15:30:00 IST,BULL,2026-07-06 09:15:00 IST,345.11,324.5,376.02,386.33,396.64,406.94,2026-07-13 15:30:00 IST,324.5,STOP_LOSS,-1.0,6,96.0,MULTI_MONTH_BASE_BREAKOUT,True,True,True,5.97,True,NONE
MANAPPURAM,2026-07-20 15:30:00 IST,BULL,2026-07-20 09:15:00 IST,336.13,319.72,360.76,368.95,377.15,385.36,2026-07-27 15:30:00 IST,360.76,TARGET_1,1.5,6,85.0,DOUBLE_BOTTOM,True,True,True,4.88,True,NONE
