scanner,symbol,entry_date,signal_regime,entry_price,stop_loss,target,exit_price,exit_reason,r_multiple,holding_days,stride,data_source,gate_uptrend,gate_pullback_zone,gate_vol_dryup
PULLBACK,360ONE,2020-03-06,BULL,365.05,333.33,428.49,333.33,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2020-03-09,BULL,350.3,318.15,414.6,318.15,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-02-01,BULL,260.5,247.4,286.71,286.71,TARGET,2.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-02-04,BULL,267.15,254.29,292.88,292.88,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-03-19,BULL,293.3,276.09,327.72,327.72,TARGET,2.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-03-22,BULL,301.2,283.09,337.42,337.42,TARGET,2.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-05-07,BULL,298.55,275.22,345.21,275.22,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-06-10,BULL,293.25,276.18,327.38,276.18,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-06-22,BULL,288.95,276.58,313.7,302.7,TIME_EXPIRY,1.1111,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-09-22,BULL,397.55,374.26,444.13,392.1,TIME_EXPIRY,-0.234,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-09-29,BULL,396.0,372.12,443.75,412.2,TIME_EXPIRY,0.6785,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-10-07,BULL,400.0,376.74,446.53,376.74,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-10-11,BULL,394.85,372.59,439.36,439.36,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-11-08,BULL,405.55,374.71,467.23,374.71,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-01-05,BULL,378.5,355.22,425.06,398.85,TIME_EXPIRY,0.8741,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-01-07,BULL,380.0,356.79,426.42,407.15,TIME_EXPIRY,1.1696,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-01-10,BULL,384.3,361.27,430.36,381.5,TIME_EXPIRY,-0.1216,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-01-11,BULL,393.55,370.83,439.0,370.83,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-01-19,BULL,398.85,379.14,438.27,379.14,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-01-31,BULL,400.3,374.19,452.52,385.65,TIME_EXPIRY,-0.5611,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-02-16,BULL,405.4,377.58,461.05,377.58,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-02-18,BULL,400.85,373.03,456.48,373.03,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-04-28,BULL,426.4,397.06,485.07,397.06,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-05-02,BULL,442.55,413.39,500.87,413.39,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-09-14,BULL,427.45,409.7,462.94,462.94,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-09-27,BULL,448.2,421.55,501.5,450.45,TIME_EXPIRY,0.0844,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-11-07,BULL,458.75,434.6,507.05,434.6,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-11-10,BULL,446.15,420.99,496.48,455.0,TIME_EXPIRY,0.3517,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-12-16,BULL,460.95,437.31,508.22,437.31,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-01-18,BULL,466.4,448.87,501.46,448.87,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-01-30,BULL,461.2,438.06,507.48,463.15,TIME_EXPIRY,0.0843,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-02-08,BULL,459.55,432.12,514.4,446.3,TIME_EXPIRY,-0.4831,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-02-10,BULL,464.2,438.96,514.68,444.15,TIME_EXPIRY,-0.7943,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-08-29,BULL,507.05,487.45,546.26,487.45,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-09-20,BULL,518.9,489.65,577.4,489.65,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-10-09,BULL,514.4,486.09,571.02,532.8,TIME_EXPIRY,0.6499,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-10-11,BULL,516.2,490.46,567.67,521.4,TIME_EXPIRY,0.202,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-10-19,BULL,539.95,517.72,584.42,517.72,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-10-26,BULL,521.4,498.4,567.4,545.65,TIME_EXPIRY,1.0542,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-10-31,BULL,525.1,501.99,571.32,541.85,TIME_EXPIRY,0.7248,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-11-02,BULL,551.55,526.83,600.99,526.83,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-11-08,BULL,535.95,510.31,587.23,540.0,TIME_EXPIRY,0.158,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-11-09,BULL,545.65,519.31,598.32,540.3,TIME_EXPIRY,-0.2031,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-11-13,BULL,541.85,516.58,592.39,558.85,TIME_EXPIRY,0.6727,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-11-20,BULL,546.6,519.75,600.31,600.31,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-11-24,BULL,543.1,516.94,595.42,595.42,TARGET,2.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-11-28,BULL,543.9,518.92,593.85,593.85,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-03-14,BULL,696.7,648.7,792.71,648.7,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-03-19,BULL,692.6,644.9,788.0,721.0,TIME_EXPIRY,0.5954,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-04-01,BULL,696.8,657.89,774.62,750.8,TIME_EXPIRY,1.3878,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-05-10,BULL,748.4,683.9,877.39,823.7,TIME_EXPIRY,1.1675,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-05-13,BULL,759.25,694.26,889.24,821.5,TIME_EXPIRY,0.9578,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-05-16,BULL,764.6,701.11,891.58,781.55,TIME_EXPIRY,0.267,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-06-07,BULL,799.85,753.57,892.42,848.45,TIME_EXPIRY,1.0501,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-09-11,BULL,1082.5,1027.26,1192.97,1034.4,TIME_EXPIRY,-0.8708,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-09-24,BULL,1078.55,1021.94,1191.77,1021.94,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-10-31,BULL,1090.5,1013.51,1244.48,1013.51,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-11-19,BULL,1065.5,999.11,1198.28,1128.4,TIME_EXPIRY,0.9474,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-11-26,BULL,1092.15,1034.41,1207.63,1207.63,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-01-20,BULL,1216.5,1132.68,1384.15,1132.68,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-09-17,BULL,1103.0,1061.7,1185.6,1061.7,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-10-10,BULL,1095.1,1056.73,1171.84,1171.84,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-11-03,BULL,1093.6,1046.92,1186.96,1078.0,TIME_EXPIRY,-0.3342,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-11-12,BULL,1089.0,1041.06,1184.88,1150.0,TIME_EXPIRY,1.2724,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-12-05,BULL,1146.7,1096.64,1246.82,1096.64,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-12-11,BULL,1135.8,1081.71,1243.98,1179.4,TIME_EXPIRY,0.8061,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-12-12,BULL,1142.2,1088.97,1248.66,1170.6,TIME_EXPIRY,0.5336,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-12-18,BULL,1143.2,1091.3,1247.0,1200.1,TIME_EXPIRY,1.0963,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-12-22,BULL,1165.5,1113.02,1270.46,1187.0,TIME_EXPIRY,0.4097,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2025-12-23,BULL,1181.7,1129.6,1285.89,1191.8,TIME_EXPIRY,0.1939,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-02-03,BULL,1167.6,1098.15,1306.5,1098.15,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-02-04,BULL,1166.1,1096.72,1304.86,1096.72,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-02-10,BULL,1162.4,1092.91,1301.38,1092.91,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-07-20,BULL,1126.5,1077.0,1225.5,1077.0,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-07-29,BULL,1161.3,1109.04,1265.82,1161.0,TIME_EXPIRY,-0.0057,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-08-11,BULL,1168.0,1118.54,1266.91,1210.0,TIME_EXPIRY,0.8493,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-08-12,BULL,1161.0,1111.49,1260.02,1197.2,TIME_EXPIRY,0.7312,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-08-13,BULL,1183.0,1133.96,1281.08,1204.0,TIME_EXPIRY,0.4282,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-08-19,BULL,1180.5,1133.13,1275.24,1133.13,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-09-02,BULL,1181.3,1136.2,1271.51,1136.2,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2017-06-29,BULL,13409.9,12961.43,14306.83,13504.7,TIME_EXPIRY,0.2114,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2017-07-14,BULL,13664.3,13204.94,14583.01,13204.94,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2017-08-22,BULL,13864.0,13359.82,14872.35,14872.35,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2017-09-28,BULL,14467.85,14032.9,15337.74,14262.4,TIME_EXPIRY,-0.4724,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2017-10-04,BULL,14326.6,13870.94,15237.92,14116.6,TIME_EXPIRY,-0.4609,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2017-11-02,BULL,14476.85,14088.24,15254.08,15254.08,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2017-12-06,BULL,15430.85,14643.08,17006.38,16288.35,TIME_EXPIRY,1.0885,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-03-14,BULL,20116.15,19097.26,22153.94,19097.26,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-04-05,BULL,20638.7,19854.71,22206.67,20579.75,TIME_EXPIRY,-0.0752,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-04-10,BULL,20663.45,19909.12,22172.12,20404.2,TIME_EXPIRY,-0.3437,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-04-12,BULL,20720.25,19951.92,22256.9,20412.85,TIME_EXPIRY,-0.4001,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-04-23,BULL,20471.15,19694.99,22023.46,20616.4,TIME_EXPIRY,0.1871,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-04-26,BULL,20412.85,19704.02,21830.5,20400.65,TIME_EXPIRY,-0.0172,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-04-27,BULL,20479.2,19795.76,21846.08,20469.4,TIME_EXPIRY,-0.0143,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-05-07,BULL,20474.1,19875.5,21671.31,19875.5,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-05-08,BULL,20616.4,20056.83,21735.54,20056.83,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-05-09,BULL,20599.05,20059.51,21678.14,20059.51,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-05-11,BULL,20400.65,19908.05,21385.86,19908.05,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-05-14,BULL,20469.4,20002.96,21402.27,20002.96,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-07-06,BULL,19861.35,19105.27,21373.5,21373.5,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-07-09,BULL,19873.3,19143.87,21332.16,21332.16,TARGET,2.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-07-10,BULL,20051.4,19320.48,21513.24,21513.24,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2019-04-10,BULL,24294.3,23280.65,26321.6,23510.9,TIME_EXPIRY,-0.7729,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2019-05-24,BULL,23836.1,22849.29,25809.72,22849.29,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2019-06-28,BULL,23215.8,22429.89,24787.62,22429.89,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2019-07-02,BULL,23392.9,22573.97,25030.76,22573.97,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2020-02-13,BULL,22678.4,21298.91,25437.39,21298.91,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2020-08-28,BULL,20907.35,20049.72,22622.61,20049.72,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2020-12-28,BULL,21356.3,20291.94,23485.01,21727.25,TIME_EXPIRY,0.3485,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-01-01,BULL,21127.6,20224.96,22932.87,20766.85,TIME_EXPIRY,-0.3997,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-01-05,BULL,21594.2,20696.94,23388.72,20696.94,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-02-24,BULL,21785.55,20749.66,23857.33,23857.33,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-02-25,BULL,22361.05,21288.51,24506.13,24506.13,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-04-13,BULL,26179.9,24223.39,30092.91,25494.35,TIME_EXPIRY,-0.3504,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-09-27,BULL,25131.7,23999.66,27395.79,25720.0,TIME_EXPIRY,0.5197,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-09-30,BULL,24832.5,23845.33,26806.84,26013.1,TIME_EXPIRY,1.1959,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-10-01,BULL,24863.2,23918.63,26752.34,26355.9,TIME_EXPIRY,1.5803,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-10-07,BULL,25231.65,24183.06,27328.83,26187.95,TIME_EXPIRY,0.912,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-10-20,BULL,26016.7,24944.87,28160.36,26758.15,TIME_EXPIRY,0.6918,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-10-22,BULL,26187.95,25118.28,28327.3,25118.28,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-10-25,BULL,26146.9,25061.33,28318.04,25061.33,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-11-01,BULL,25560.5,24442.51,27796.48,27796.48,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-11-02,BULL,26355.15,25228.74,28607.96,25457.0,TIME_EXPIRY,-0.7974,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-11-24,BULL,25885.0,24880.01,27894.98,24880.01,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-12-03,BULL,25809.9,24750.26,27929.19,24750.26,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-12-07,BULL,26204.25,25119.87,28373.01,25119.87,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-01-10,BULL,25564.55,24696.4,27300.86,24696.4,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-08-29,BULL,23221.7,22083.22,25498.66,22802.15,TIME_EXPIRY,-0.3685,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-09-02,BULL,23076.75,21935.59,25359.07,23938.1,TIME_EXPIRY,0.7548,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-09-05,BULL,23244.85,22105.54,25523.48,23441.9,TIME_EXPIRY,0.173,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-09-20,BULL,23919.55,22998.58,25761.5,22998.58,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-09-28,BULL,23876.65,22782.49,26064.96,23384.1,TIME_EXPIRY,-0.4502,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-09-29,BULL,24086.55,22973.99,26311.67,22973.99,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-10-18,BULL,23683.6,22403.42,26243.95,23408.75,TIME_EXPIRY,-0.2147,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-11-17,BULL,24004.75,23028.59,25957.08,23028.59,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2022-11-18,BULL,24316.05,23342.1,26263.94,23342.1,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-01-30,BULL,22778.2,22126.84,24080.93,22956.95,TIME_EXPIRY,0.2744,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-02-07,BULL,22900.05,22141.91,24416.33,22141.91,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-05-19,BULL,23911.9,23170.72,25394.25,25394.25,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-08-16,BULL,28746.55,27359.53,31520.59,31520.59,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-08-18,BULL,29126.7,27750.28,31879.54,31879.54,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-10-06,BULL,31150.1,29707.25,34035.81,30092.7,TIME_EXPIRY,-0.7329,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-10-11,BULL,31098.75,29736.76,33822.74,29736.76,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-11-06,BULL,31450.75,30506.32,33339.61,30506.32,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-11-08,BULL,31479.85,30548.2,33343.16,30548.2,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-12-07,BULL,31496.1,30467.82,33552.65,31358.3,TIME_EXPIRY,-0.134,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-12-13,BULL,31498.45,30533.19,33428.97,30533.19,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-12-18,BULL,31016.05,30079.87,32888.4,32888.4,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-12-26,BULL,31447.6,30461.28,33420.24,33420.24,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2024-08-12,BULL,37718.65,35972.14,41211.68,35972.14,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2024-11-06,BULL,35432.4,34125.79,38045.62,34125.79,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2024-11-07,BULL,36063.3,34756.19,38677.53,34756.19,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2025-08-26,BULL,30415.0,29169.25,32906.5,30565.0,TIME_EXPIRY,0.1204,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2025-08-29,BULL,30760.0,29502.25,33275.5,30715.0,TIME_EXPIRY,-0.0358,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2025-09-01,BULL,31295.0,30028.62,33827.75,30028.62,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2025-12-31,BULL,35115.0,33880.12,37584.75,33880.12,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
