scanner,symbol,entry_date_str,signal_regime,entry_price,stop_loss,entry_atr,entry_risk_distance,holding_cap,arm_a_exit_date,arm_a_exit_reason,arm_a_exit_price,arm_a_holding_days,arm_a_gross_r,arm_a_cost_r,arm_a_net_r,arm_b_exit_dates,arm_b_exit_reasons,arm_b_exit_prices,arm_b_holding_days,arm_b_gross_r,arm_b_cost_r,arm_b_net_r,paired_delta
EOD,FORCEMOT,2025-07-09,BULL,16719.0,15464.62,836.2533,1254.38,10,2025-07-23,TIME_EXPIRY,17140.0,10,0.3356,0.0135,0.3221,2025-07-23,TIME_EXPIRY(100%),17140.0,10,0.3356,0.0135,0.3221,0.0
EOD,FORTIS,2019-10-31,BULL,146.8,140.78,4.0133,6.02,10,2019-11-11,TARGET,158.84,7,2.0,0.0254,1.9746,2019-11-08,TRAILING_STOP(100%),152.39,6,0.9291,0.0248,0.9043,-1.0703
EOD,FORTIS,2022-08-16,BULL,292.25,277.0,10.1667,15.25,10,2022-08-30,TIME_EXPIRY,294.3,10,0.1344,0.0192,0.1152,2022-08-30,TIME_EXPIRY(100%),294.3,10,0.1344,0.0192,0.1152,0.0
EOD,FORTIS,2022-09-14,BULL,307.7,294.57,8.7533,13.13,10,2022-09-19,STOP_LOSS,294.57,3,-1.0,0.0229,-1.0229,2022-09-19,STOP_LOSS(100%),294.57,3,-1.0,0.0229,-1.0229,0.0
EOD,FORTIS,2025-05-22,BULL,723.8,685.3,25.6667,38.5,10,2025-06-05,TIME_EXPIRY,754.75,10,0.8039,0.0192,0.7847,2025-06-05,TIME_EXPIRY(100%),754.75,10,0.8039,0.0192,0.7847,0.0
EOD,FORTIS,2025-07-24,BULL,846.55,815.07,20.9867,31.48,10,2025-08-07,TIME_EXPIRY,884.0,10,1.1896,0.0275,1.1622,2025-08-07;2025-08-07,TARGET_1(50%);TIME_EXPIRY(50%),893.77;884.0,10,1.3448,0.0276,1.3173,0.1551
EOD,FOSECOIND,2017-07-19,BULL,1484.5,1429.69,36.54,54.81,10,2017-07-28,STOP_LOSS,1429.69,7,-1.0,0.0266,-1.0266,2017-07-26,TRAILING_STOP(100%),1521.53,5,0.6756,0.0274,0.6482,1.6748
EOD,FOSECOIND,2022-05-20,BULL,1633.4,1523.67,73.1533,109.73,10,2022-06-03,TIME_EXPIRY,1603.25,10,-0.2748,0.0147,-0.2895,2022-06-03,TIME_EXPIRY(100%),1603.25,10,-0.2748,0.0147,-0.2895,0.0
EOD,FOSECOIND,2023-02-28,BULL,2242.15,2112.19,86.64,129.96,10,2023-03-15,TARGET,2502.07,10,2.0,0.0183,1.9817,2023-03-02,TRAILING_STOP(100%),2338.38,2,0.7405,0.0176,0.7228,-1.2589
EOD,FOSECOIND,2023-07-27,BULL,2922.55,2787.64,89.94,134.91,10,2023-07-28,TARGET,3192.37,1,2.0,0.0227,1.9773,2023-07-28;2023-07-28,TARGET_1(50%);TARGET_2(50%),3124.92;3259.83,1,2.0,0.0227,1.9773,0.0
EOD,FOSECOIND,2025-08-22,BULL,6469.0,5971.97,331.3533,497.03,10,2025-09-02,STOP_LOSS,5971.97,6,-1.0,0.0125,-1.0125,2025-09-02,STOP_LOSS(100%),5971.97,6,-1.0,0.0125,-1.0125,0.0
EOD,FSL,2025-08-07,BULL,369.85,351.96,11.9267,17.89,10,2025-08-22,TIME_EXPIRY,368.15,10,-0.095,0.0206,-0.1157,2025-08-22,TIME_EXPIRY(100%),368.15,10,-0.095,0.0206,-0.1157,0.0
EOD,GABRIEL,2021-05-19,BULL,118.4,112.82,3.72,5.58,10,2021-05-25,TARGET,129.56,4,2.0,0.0222,1.9778,2021-05-24;2021-05-25,TARGET_1(50%);TRAILING_STOP(50%),126.77;126.94,4,1.5152,0.022,1.4933,-0.4845
EOD,GABRIEL,2023-08-18,BULL,248.1,234.4,9.1333,13.7,10,2023-08-23,TARGET,275.5,3,2.0,0.0191,1.9809,2023-08-23;2023-08-23,TARGET_1(50%);TARGET_2(50%),268.65;282.35,3,2.0,0.0191,1.9809,0.0
EOD,GABRIEL,2025-03-12,BULL,532.55,490.7,27.9,41.85,10,2025-03-27,TIME_EXPIRY,588.75,10,1.3429,0.0134,1.3295,2025-03-19,TRAILING_STOP(100%),573.05,4,0.9677,0.0132,0.9545,-0.375
EOD,GABRIEL,2025-09-01,BULL,1229.4,1152.02,51.5867,77.38,10,2025-09-15,TIME_EXPIRY,1302.4,10,0.9434,0.0164,0.927,2025-09-15,TIME_EXPIRY(100%),1302.4,10,0.9434,0.0164,0.927,0.0
EOD,GAEL,2023-07-20,BULL,130.4,126.04,2.9067,4.36,10,2023-08-03,STOP_LOSS,126.04,10,-1.0,0.0294,-1.0294,2023-08-03,STOP_LOSS(100%),126.04,10,-1.0,0.0294,-1.0294,0.0
EOD,GAEL,2023-09-25,BULL,169.2,157.04,8.1067,12.16,10,2023-10-10,TIME_EXPIRY,183.35,10,1.1637,0.0145,1.1492,2023-09-29,TRAILING_STOP(100%),177.65,4,0.6946,0.0143,0.6804,-0.4688
