date,above_sma50_pct,above_sma200_pct,n_symbols,regime,is_trading_day,year
2016-09-27,0.0,0.0,110,BEAR,True,2016
2016-09-28,0.0,0.0,110,BEAR,True,2016
2016-09-29,0.0,0.0,110,BEAR,True,2016
2016-09-30,0.0,0.0,110,BEAR,True,2016
2016-10-03,0.0,0.0,110,BEAR,True,2016
2016-10-04,0.0,0.0,110,BEAR,True,2016
2016-10-05,0.0,0.0,110,BEAR,True,2016
2016-10-06,0.0,0.0,110,BEAR,True,2016
2016-10-07,0.0,0.0,110,BEAR,True,2016
2016-10-10,0.0,0.0,110,BEAR,True,2016
2016-10-13,0.0,0.0,110,BEAR,True,2016
2016-10-14,0.0,0.0,110,BEAR,True,2016
2016-10-17,0.0,0.0,110,BEAR,True,2016
2016-10-18,0.0,0.0,110,BEAR,True,2016
2016-10-19,0.0,0.0,110,BEAR,True,2016
2016-10-20,0.0,0.0,110,BEAR,True,2016
2016-10-21,0.0,0.0,110,BEAR,True,2016
2016-10-24,0.0,0.0,110,BEAR,True,2016
2016-10-25,0.0,0.0,110,BEAR,True,2016
2016-10-26,0.0,0.0,110,BEAR,True,2016
2016-10-27,0.0,0.0,110,BEAR,True,2016
2016-10-28,0.0,0.0,110,BEAR,True,2016
2016-11-01,0.0,0.0,110,BEAR,True,2016
2016-11-02,0.0,0.0,110,BEAR,True,2016
2016-11-03,0.0,0.0,110,BEAR,True,2016
2016-11-04,0.0,0.0,110,BEAR,True,2016
2016-11-07,0.0,0.0,110,BEAR,True,2016
2016-11-08,0.0,0.0,110,BEAR,True,2016
2016-11-09,0.0,0.0,110,BEAR,True,2016
2016-11-10,0.0,0.0,110,BEAR,True,2016
2016-11-11,0.0,0.0,110,BEAR,True,2016
2016-11-15,0.0,0.0,110,BEAR,True,2016
2016-11-16,0.0,0.0,110,BEAR,True,2016
2016-11-17,0.0,0.0,110,BEAR,True,2016
2016-11-18,0.0,0.0,110,BEAR,True,2016
2016-11-21,0.0,0.0,110,BEAR,True,2016
2016-11-22,0.0,0.0,110,BEAR,True,2016
2016-11-23,0.0,0.0,110,BEAR,True,2016
2016-11-24,0.0,0.0,110,BEAR,True,2016
2016-11-25,0.0,0.0,110,BEAR,True,2016
2016-11-28,0.0,0.0,110,BEAR,True,2016
2016-11-29,0.0,0.0,110,BEAR,True,2016
2016-11-30,0.0,0.0,110,BEAR,True,2016
2016-12-01,0.0,0.0,110,BEAR,True,2016
2016-12-02,0.0,0.0,110,BEAR,True,2016
2016-12-05,0.0,0.0,110,BEAR,True,2016
2016-12-06,0.0,0.0,110,BEAR,True,2016
2016-12-07,0.0,0.0,110,BEAR,True,2016
2016-12-08,0.0,0.0,110,BEAR,True,2016
2016-12-09,0.4,0.4,110,SIDEWAYS,True,2016
2016-12-12,0.34545454545454546,0.34545454545454546,110,BEAR,True,2016
2016-12-13,0.37272727272727274,0.37272727272727274,110,BEAR,True,2016
2016-12-14,0.32727272727272727,0.33636363636363636,110,BEAR,True,2016
2016-12-15,0.34545454545454546,0.35454545454545455,110,BEAR,True,2016
2016-12-16,0.33636363636363636,0.34545454545454546,110,BEAR,True,2016
2016-12-19,0.3181818181818182,0.32727272727272727,110,BEAR,True,2016
2016-12-20,0.2727272727272727,0.2909090909090909,110,BEAR,True,2016
2016-12-21,0.2818181818181818,0.3,110,BEAR,True,2016
2016-12-22,0.20909090909090908,0.21818181818181817,110,BEAR,True,2016
2016-12-23,0.22727272727272727,0.22727272727272727,110,BEAR,True,2016
2016-12-26,0.16363636363636364,0.17272727272727273,110,BEAR,True,2016
2016-12-27,0.18181818181818182,0.20909090909090908,110,BEAR,True,2016
2016-12-28,0.20909090909090908,0.20909090909090908,110,BEAR,True,2016
2016-12-29,0.2636363636363636,0.24545454545454545,110,BEAR,True,2016
2016-12-30,0.3090909090909091,0.3090909090909091,110,BEAR,True,2016
2017-01-02,0.37272727272727274,0.32727272727272727,110,BEAR,True,2017
2017-01-03,0.4909090909090909,0.4,110,SIDEWAYS,True,2017
2017-01-04,0.4636363636363636,0.43636363636363634,110,SIDEWAYS,True,2017
2017-01-05,0.5909090909090909,0.4818181818181818,110,SIDEWAYS,True,2017
2017-01-06,0.6090909090909091,0.43636363636363634,110,SIDEWAYS,True,2017
2017-01-09,0.5545454545454546,0.4636363636363636,110,SIDEWAYS,True,2017
2017-01-10,0.6818181818181818,0.5,110,BULL,True,2017
2017-01-11,0.7454545454545455,0.5545454545454546,110,BULL,True,2017
2017-01-12,0.7363636363636363,0.5272727272727272,110,BULL,True,2017
2017-01-13,0.7363636363636363,0.5272727272727272,110,BULL,True,2017
