scanner,symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,naive_baseline_fired,data_source_flags,gate_ma_alignment,gate_vol_floor,gate_clv_floor,gate_breakout_pattern
TECHNICAL,360ONE,2021-02-05 15:30:00 IST,BULL,2021-02-05 09:15:00 IST,282.6,268.67,303.49,310.46,317.42,324.38,2021-02-11 15:30:00 IST,310.46,TARGET,2.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2021-10-21 15:30:00 IST,BULL,2021-10-21 09:15:00 IST,441.55,419.11,475.22,486.44,497.66,508.88,2021-10-22 15:30:00 IST,419.11,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2017-08-23 15:30:00 IST,BULL,2017-08-23 09:15:00 IST,14361.1,13829.19,15158.97,15424.92,15690.88,15956.83,2017-09-08 15:30:00 IST,14620.85,TIME_EXPIRY,0.4883,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2017-11-03 15:30:00 IST,BULL,2017-11-03 09:15:00 IST,15411.15,14947.62,16106.44,16338.21,16569.97,16801.74,2017-11-06 15:30:00 IST,16338.21,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2017-12-26 15:30:00 IST,BULL,2017-12-26 09:15:00 IST,17384.7,16708.64,18398.79,18736.82,19074.84,19412.87,2017-12-27 15:30:00 IST,18736.82,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2021-03-01 15:30:00 IST,BULL,2021-03-01 09:15:00 IST,24148.65,22952.2,25943.32,26541.55,27139.77,27738.0,2021-03-08 15:30:00 IST,26541.55,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2018-01-03 15:30:00 IST,BULL,2018-01-03 09:15:00 IST,177.0,168.21,190.18,194.57,198.97,203.36,2018-01-09 15:30:00 IST,194.57,TARGET,2.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2019-03-06 15:30:00 IST,BULL,2019-03-06 09:15:00 IST,157.2,150.5,167.26,170.61,173.96,177.32,2019-03-08 15:30:00 IST,170.61,TARGET,2.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-02-26 15:30:00 IST,BULL,2020-02-26 09:15:00 IST,186.75,175.25,204.0,209.75,215.5,221.25,2020-02-28 15:30:00 IST,175.25,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-08-05 15:30:00 IST,BULL,2020-08-05 09:15:00 IST,470.4,440.26,515.6,530.67,545.74,560.8,2020-08-06 15:30:00 IST,530.67,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-08-21 15:30:00 IST,BULL,2020-08-21 09:15:00 IST,783.4,714.4,886.91,921.41,955.91,990.41,2020-08-25 15:30:00 IST,921.41,TARGET,2.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-02-20 15:30:00 IST,BULL,2019-02-20 09:15:00 IST,938.9,903.75,991.63,1009.2,1026.78,1044.36,2019-02-22 15:30:00 IST,1009.2,TARGET,2.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2021-01-04 15:30:00 IST,BULL,2021-01-04 09:15:00 IST,1867.05,1761.31,2025.66,2078.53,2131.4,2184.27,2021-01-05 15:30:00 IST,2078.53,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2021-02-08 15:30:00 IST,BULL,2021-02-08 09:15:00 IST,2067.2,1931.02,2271.48,2339.57,2407.66,2475.75,2021-02-10 15:30:00 IST,2339.57,TARGET,2.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2021-06-04 15:30:00 IST,BULL,2021-06-04 09:15:00 IST,2422.35,2321.44,2573.72,2624.18,2674.63,2725.09,2021-06-22 15:30:00 IST,2548.1,TIME_EXPIRY,1.2461,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2022-09-01 15:30:00 IST,BULL,2022-09-01 09:15:00 IST,3403.7,3248.18,3636.99,3714.75,3792.51,3870.27,2022-09-16 15:30:00 IST,3248.18,STOP_LOSS,-1.0,11,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2023-12-05 15:30:00 IST,BULL,2023-12-05 09:15:00 IST,4846.6,4673.91,5105.63,5191.98,5278.32,5364.66,2023-12-20 15:30:00 IST,4673.91,STOP_LOSS,-1.0,11,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-03-27 15:30:00 IST,BULL,2024-03-27 09:15:00 IST,6279.35,6031.36,6651.34,6775.34,6899.34,7023.34,2024-04-12 15:30:00 IST,6644.85,TIME_EXPIRY,1.4738,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-05-06 15:30:00 IST,BULL,2024-05-06 09:15:00 IST,6940.35,6673.17,7341.12,7474.71,7608.3,7741.89,2024-05-13 15:30:00 IST,7474.71,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-10-09 15:30:00 IST,BULL,2024-10-09 09:15:00 IST,8458.05,8077.21,9029.31,9219.73,9410.15,9600.57,2024-10-23 15:30:00 IST,8077.21,STOP_LOSS,-1.0,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2026-04-10 15:30:00 IST,BULL,2026-04-10 09:15:00 IST,6859.5,6544.24,7332.39,7490.02,7647.66,7805.29,2026-04-22 15:30:00 IST,7490.02,TARGET,2.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2018-04-12 15:30:00 IST,BULL,2018-04-12 09:15:00 IST,6071.45,5873.02,6369.09,6468.3,6567.52,6666.73,2018-04-13 15:30:00 IST,6468.3,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2019-09-03 15:30:00 IST,BULL,2019-09-03 09:15:00 IST,9445.9,9020.24,10084.38,10297.21,10510.04,10722.86,2019-09-19 15:30:00 IST,10219.15,TIME_EXPIRY,1.8166,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2019-09-20 15:30:00 IST,BULL,2019-09-20 09:15:00 IST,10219.15,9857.27,10761.97,10942.91,11123.85,11304.79,2019-09-23 15:30:00 IST,10942.91,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2020-02-07 15:30:00 IST,BULL,2020-02-07 09:15:00 IST,14103.15,13634.2,14806.58,15041.06,15275.53,15510.01,2020-02-10 15:30:00 IST,15041.06,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2021-07-30 15:30:00 IST,BULL,2021-07-30 09:15:00 IST,19012.75,18523.93,19745.98,19990.39,20234.8,20479.21,2021-08-02 15:30:00 IST,19990.39,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2023-11-08 15:30:00 IST,BULL,2023-11-08 09:15:00 IST,24265.7,23567.9,25312.39,25661.29,26010.19,26359.09,2023-11-10 15:30:00 IST,23567.9,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABCAPITAL,2021-02-23 15:30:00 IST,BULL,2021-02-23 09:15:00 IST,112.8,105.04,124.43,128.31,132.19,136.06,2021-03-01 15:30:00 IST,128.31,TARGET,2.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABCAPITAL,2022-10-27 15:30:00 IST,BULL,2022-10-27 09:15:00 IST,117.35,112.84,124.11,126.36,128.62,130.87,2022-11-07 15:30:00 IST,126.36,TARGET,2.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABCAPITAL,2022-11-04 15:30:00 IST,BULL,2022-11-04 09:15:00 IST,124.15,119.82,130.65,132.82,134.99,137.16,2022-11-09 15:30:00 IST,132.82,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABCAPITAL,2025-06-17 15:30:00 IST,BULL,2025-06-17 09:15:00 IST,255.11,245.01,270.25,275.3,280.35,285.4,2025-06-26 15:30:00 IST,275.3,TARGET,2.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABCAPITAL,2025-12-09 15:30:00 IST,BULL,2025-12-09 09:15:00 IST,364.05,352.99,380.64,386.18,391.71,397.24,2025-12-15 15:30:00 IST,352.99,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABCAPITAL,2026-06-24 15:30:00 IST,BULL,2026-06-24 09:15:00 IST,394.8,377.37,420.94,429.65,438.37,447.08,2026-07-13 15:30:00 IST,407.45,TIME_EXPIRY,0.7259,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABDL,2024-12-02 15:30:00 IST,BULL,2024-12-02 09:15:00 IST,345.5,328.79,370.56,378.91,387.27,395.62,2024-12-09 15:30:00 IST,378.91,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABDL,2025-10-23 15:30:00 IST,BULL,2025-10-23 09:15:00 IST,625.45,596.24,669.27,683.88,698.48,713.09,2025-11-03 15:30:00 IST,683.88,TARGET,2.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABDL,2025-10-31 15:30:00 IST,BULL,2025-10-31 09:15:00 IST,662.05,628.85,711.85,728.46,745.06,761.66,2025-11-07 15:30:00 IST,628.85,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABSLAMC,2023-12-18 15:30:00 IST,BULL,2023-12-18 09:15:00 IST,475.5,460.89,497.42,504.73,512.03,519.34,2023-12-21 15:30:00 IST,460.89,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABSLAMC,2024-01-12 15:30:00 IST,BULL,2024-01-12 09:15:00 IST,498.7,479.52,527.48,537.07,546.66,556.26,2024-01-18 15:30:00 IST,479.52,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABSLAMC,2024-11-27 15:30:00 IST,BULL,2024-11-27 09:15:00 IST,883.5,836.62,953.82,977.26,1000.7,1024.14,2024-12-11 15:30:00 IST,836.62,STOP_LOSS,-1.0,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABSLAMC,2026-02-18 15:30:00 IST,BULL,2026-02-18 09:15:00 IST,906.85,865.31,969.16,989.93,1010.7,1031.47,2026-03-02 15:30:00 IST,865.31,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACC,2017-04-24 15:30:00 IST,BULL,2017-04-24 09:15:00 IST,1607.0,1560.59,1676.62,1699.82,1723.02,1746.23,2017-05-05 15:30:00 IST,1699.82,TARGET,2.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACC,2019-09-20 15:30:00 IST,BULL,2019-09-20 09:15:00 IST,1633.85,1566.28,1735.21,1768.99,1802.78,1836.56,2019-10-01 15:30:00 IST,1566.28,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACC,2023-12-05 15:30:00 IST,BULL,2023-12-05 09:15:00 IST,2184.8,2121.59,2279.61,2311.21,2342.82,2374.42,2023-12-06 15:30:00 IST,2121.59,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACC,2024-01-25 15:30:00 IST,BULL,2024-01-25 09:15:00 IST,2467.65,2356.37,2634.57,2690.21,2745.85,2801.49,2024-02-09 15:30:00 IST,2690.21,TARGET,2.0,11,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACCELYA,2021-07-05 15:30:00 IST,BULL,2021-07-05 09:15:00 IST,1374.9,1262.84,1542.99,1599.02,1655.04,1711.07,2021-07-21 15:30:00 IST,1436.5,TIME_EXPIRY,0.5497,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACCELYA,2022-11-02 15:30:00 IST,BULL,2022-11-02 09:15:00 IST,1334.05,1257.14,1449.41,1487.87,1526.32,1564.78,2022-11-09 15:30:00 IST,1487.87,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACCELYA,2022-11-29 15:30:00 IST,BULL,2022-11-29 09:15:00 IST,1682.7,1582.31,1833.28,1883.48,1933.67,1983.86,2022-12-07 15:30:00 IST,1582.31,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACCELYA,2023-08-21 15:30:00 IST,BULL,2023-08-21 09:15:00 IST,1530.4,1455.65,1642.53,1679.91,1717.28,1754.66,2023-09-06 15:30:00 IST,1567.85,TIME_EXPIRY,0.501,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACCELYA,2024-07-12 15:30:00 IST,BULL,2024-07-12 09:15:00 IST,1924.05,1825.53,2071.83,2121.09,2170.35,2219.61,2024-07-18 15:30:00 IST,1825.53,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACCENTMIC,2025-07-31 15:30:00 IST,BULL,2025-07-31 09:15:00 IST,315.95,295.75,346.25,356.34,366.44,376.54,2025-08-04 15:30:00 IST,295.75,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACCENTMIC,2026-03-18 15:30:00 IST,BULL,2026-03-18 09:15:00 IST,360.6,341.05,389.92,399.7,409.47,419.25,2026-04-02 15:30:00 IST,399.7,TARGET,2.0,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACE,2020-11-14 15:30:00 IST,BULL,2020-11-14 09:15:00 IST,87.3,81.75,95.62,98.4,101.18,103.95,2020-11-25 15:30:00 IST,98.4,TARGET,2.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACE,2021-05-24 15:30:00 IST,BULL,2021-05-24 09:15:00 IST,169.1,160.32,182.27,186.66,191.05,195.44,2021-06-08 15:30:00 IST,186.66,TARGET,2.0,11,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACE,2022-09-01 15:30:00 IST,BULL,2022-09-01 09:15:00 IST,264.8,248.31,289.54,297.79,306.03,314.28,2022-09-02 15:30:00 IST,297.79,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACE,2023-07-07 15:30:00 IST,BULL,2023-07-07 09:15:00 IST,594.55,562.92,642.0,657.81,673.63,689.44,2023-07-24 15:30:00 IST,657.81,TARGET,2.0,11,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACE,2023-10-31 15:30:00 IST,BULL,2023-10-31 09:15:00 IST,833.1,781.59,910.36,936.11,961.87,987.62,2023-11-16 15:30:00 IST,872.35,TIME_EXPIRY,0.762,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACE,2024-09-20 15:30:00 IST,BULL,2024-09-20 09:15:00 IST,1398.4,1337.28,1490.08,1520.64,1551.2,1581.76,2024-10-03 15:30:00 IST,1337.28,STOP_LOSS,-1.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACMESOLAR,2025-09-12 15:30:00 IST,BULL,2025-09-12 09:15:00 IST,318.8,300.47,346.29,355.45,364.62,373.78,2025-09-19 15:30:00 IST,300.47,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACUTAAS,2022-09-13 15:30:00 IST,BULL,2022-09-13 09:15:00 IST,555.3,527.35,597.22,611.19,625.16,639.14,2022-09-16 15:30:00 IST,527.35,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACUTAAS,2023-08-14 15:30:00 IST,BULL,2023-08-14 09:15:00 IST,650.8,621.35,694.98,709.7,724.43,739.16,2023-08-28 15:30:00 IST,621.35,STOP_LOSS,-1.0,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACUTAAS,2023-08-23 15:30:00 IST,BULL,2023-08-23 09:15:00 IST,684.9,653.45,732.07,747.8,763.52,779.24,2023-08-24 15:30:00 IST,653.45,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ACUTAAS,2024-10-29 15:30:00 IST,BULL,2024-10-29 09:15:00 IST,910.2,848.1,1003.35,1034.4,1065.45,1096.5,2024-11-05 15:30:00 IST,1034.4,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENSOL,2017-04-05 15:30:00 IST,BULL,2017-04-05 09:15:00 IST,71.5,67.84,76.98,78.81,80.64,82.47,2017-04-07 15:30:00 IST,78.81,TARGET,2.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENSOL,2021-05-24 15:30:00 IST,BULL,2021-05-24 09:15:00 IST,1526.5,1442.68,1652.24,1694.15,1736.06,1777.97,2021-05-26 15:30:00 IST,1442.68,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENSOL,2021-09-03 15:30:00 IST,BULL,2021-09-03 09:15:00 IST,1750.5,1646.74,1906.13,1958.01,2009.89,2061.76,2021-09-07 15:30:00 IST,1646.74,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENSOL,2021-09-14 15:30:00 IST,BULL,2021-09-14 09:15:00 IST,1942.7,1812.37,2138.2,2203.36,2268.53,2333.69,2021-09-20 15:30:00 IST,1812.37,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENSOL,2022-06-30 15:30:00 IST,BULL,2022-06-30 09:15:00 IST,2473.65,2306.58,2724.26,2807.79,2891.32,2974.86,2022-07-01 15:30:00 IST,2306.58,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENSOL,2026-04-10 15:30:00 IST,BULL,2026-04-10 09:15:00 IST,1157.9,1086.87,1264.45,1299.97,1335.48,1371.0,2026-04-22 15:30:00 IST,1299.97,TARGET,2.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENT,2017-06-06 15:30:00 IST,BULL,2017-06-06 09:15:00 IST,128.05,119.27,141.22,145.61,150.0,154.39,2017-06-22 15:30:00 IST,130.85,TIME_EXPIRY,0.319,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENT,2017-11-03 15:30:00 IST,BULL,2017-11-03 09:15:00 IST,140.5,133.21,151.43,155.07,158.72,162.36,2017-11-08 15:30:00 IST,155.07,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENT,2018-01-03 15:30:00 IST,BULL,2018-01-03 09:15:00 IST,176.2,165.41,192.38,197.78,203.17,208.57,2018-01-08 15:30:00 IST,197.78,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENT,2019-10-29 15:30:00 IST,BULL,2019-10-29 09:15:00 IST,195.55,184.94,211.47,216.78,222.08,227.39,2019-11-14 15:30:00 IST,203.6,TIME_EXPIRY,0.7585,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENT,2019-11-25 15:30:00 IST,BULL,2019-11-25 09:15:00 IST,215.2,203.88,232.18,237.83,243.49,249.15,2019-12-03 15:30:00 IST,203.88,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENT,2020-10-05 15:30:00 IST,BULL,2020-10-05 09:15:00 IST,326.6,300.82,365.28,378.17,391.06,403.96,2020-10-21 15:30:00 IST,312.0,TIME_EXPIRY,-0.5662,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENT,2021-01-07 15:30:00 IST,BULL,2021-01-07 09:15:00 IST,518.1,485.61,566.83,583.07,599.32,615.56,2021-01-25 15:30:00 IST,513.9,TIME_EXPIRY,-0.1293,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENT,2023-12-05 15:30:00 IST,BULL,2023-12-05 09:15:00 IST,2959.35,2815.48,3175.15,3247.08,3319.01,3390.94,2023-12-08 15:30:00 IST,2815.48,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIENT,2026-07-01 15:30:00 IST,BULL,2026-07-01 09:15:00 IST,3143.6,3015.64,3335.54,3399.52,3463.49,3527.47,2026-07-17 15:30:00 IST,3160.7,TIME_EXPIRY,0.1336,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIGREEN,2019-07-02 15:30:00 IST,BULL,2019-07-02 09:15:00 IST,50.2,47.17,54.74,56.25,57.77,59.28,2019-07-05 15:30:00 IST,47.17,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIGREEN,2019-11-25 15:30:00 IST,BULL,2019-11-25 09:15:00 IST,114.3,106.82,125.52,129.26,133.0,136.74,2019-11-28 15:30:00 IST,129.26,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIGREEN,2020-02-07 15:30:00 IST,BULL,2020-02-07 09:15:00 IST,213.0,195.46,239.31,248.08,256.86,265.63,2020-02-18 15:30:00 IST,195.46,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIGREEN,2020-06-08 15:30:00 IST,BULL,2020-06-08 09:15:00 IST,297.75,280.34,323.86,332.56,341.27,349.97,2020-06-11 15:30:00 IST,332.56,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIGREEN,2020-06-16 15:30:00 IST,BULL,2020-06-16 09:15:00 IST,363.45,342.34,395.11,405.66,416.21,426.76,2020-06-19 15:30:00 IST,405.66,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIGREEN,2021-05-24 15:30:00 IST,BULL,2021-05-24 09:15:00 IST,1360.95,1297.03,1456.83,1488.79,1520.75,1552.71,2021-05-26 15:30:00 IST,1297.03,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIGREEN,2022-04-04 15:30:00 IST,BULL,2022-04-04 09:15:00 IST,2110.45,1981.7,2303.57,2367.94,2432.31,2496.68,2022-04-08 15:30:00 IST,2367.94,TARGET,2.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIGREEN,2023-12-05 15:30:00 IST,BULL,2023-12-05 09:15:00 IST,1348.5,1272.35,1462.72,1500.8,1538.87,1576.94,2023-12-06 15:30:00 IST,1500.8,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIGREEN,2024-09-20 15:30:00 IST,BULL,2024-09-20 09:15:00 IST,2003.95,1908.36,2147.34,2195.13,2242.93,2290.72,2024-09-30 15:30:00 IST,1908.36,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIPORTS,2019-05-20 15:30:00 IST,BULL,2019-05-20 09:15:00 IST,400.1,382.98,425.78,434.34,442.91,451.47,2019-05-22 15:30:00 IST,382.98,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIPORTS,2022-04-22 15:30:00 IST,BULL,2022-04-22 09:15:00 IST,874.15,834.0,934.38,954.46,974.54,994.62,2022-05-03 15:30:00 IST,834.0,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIPORTS,2023-08-21 15:30:00 IST,BULL,2023-08-21 09:15:00 IST,858.15,822.31,911.91,929.83,947.75,965.67,2023-08-23 15:30:00 IST,822.31,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIPORTS,2023-12-05 15:30:00 IST,BULL,2023-12-05 09:15:00 IST,1013.1,973.64,1072.29,1092.02,1111.75,1131.48,2023-12-18 15:30:00 IST,1092.02,TARGET,2.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIPOWER,2022-08-03 15:30:00 IST,BULL,2022-08-03 09:15:00 IST,67.9,64.2,73.45,75.3,77.15,79.0,2022-08-15 15:30:00 IST,75.3,TARGET,2.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIPOWER,2023-08-21 15:30:00 IST,BULL,2023-08-21 09:15:00 IST,64.95,60.69,71.34,73.47,75.6,77.73,2023-09-06 15:30:00 IST,69.5,TIME_EXPIRY,1.0681,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ADANIPOWER,2023-12-05 15:30:00 IST,BULL,2023-12-05 09:15:00 IST,107.65,100.68,118.11,121.6,125.09,128.58,2023-12-13 15:30:00 IST,100.68,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
