regime,system_type,N,win_rate_pct,mean_R,ci_95_low,ci_95_high,p_value_vs_naive,cohen_d,max_drawdown_R,median_holding_period
BULL,FULL_SCANNER,2392,44.86,0.1716,0.1197,0.2244,0.2277,0.0264,30.96,7
BULL,NAIVE_BASELINE,20561,42.96,0.1369,0.119,0.1549,1.0,0.0,31.08,6
BEAR,FULL_SCANNER,144,38.89,-0.042,-0.2306,0.1566,0.4422,-0.0693,14.69,8
BEAR,NAIVE_BASELINE,732,40.16,0.0446,-0.0453,0.1386,1.0,0.0,25.49,7
SIDEWAYS,FULL_SCANNER,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
SIDEWAYS,NAIVE_BASELINE,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
OVERALL,FULL_SCANNER,2536,44.52,0.1595,0.1086,0.2102,0.3442,0.0196,35.32,7
OVERALL,NAIVE_BASELINE,21293,42.87,0.1338,0.1164,0.1513,1.0,0.0,36.25,6
