entry_timestamp,r_multiple,cum_r
2023-10-20 09:15:00 IST,3.0,3937.0066999999985
2023-11-20 09:15:00 IST,2.1761,3939.1827999999987
2023-12-19 09:15:00 IST,2.2347,3941.4174999999987
2024-01-17 09:15:00 IST,1.1319,3942.5493999999985
2024-02-15 09:15:00 IST,-1.0,3941.5493999999985
2024-03-14 09:15:00 IST,-1.0,3940.5493999999985
2024-04-16 09:15:00 IST,-1.0,3939.5493999999985
2024-05-16 09:15:00 IST,-1.0,3938.5493999999985
2024-06-13 09:15:00 IST,3.0,3941.5493999999985
2024-07-12 09:15:00 IST,-0.1863,3941.3630999999987
2024-08-12 09:15:00 IST,-1.0,3940.3630999999987
2024-09-10 09:15:00 IST,-1.0,3939.3630999999987
2024-10-09 09:15:00 IST,-1.0,3938.3630999999987
2024-11-06 09:15:00 IST,-1.0,3937.3630999999987
2024-12-06 09:15:00 IST,-1.0,3936.3630999999987
2025-07-01 09:15:00 IST,-1.0,3935.3630999999987
2025-07-29 09:15:00 IST,0.1945,3935.5575999999987
2025-09-25 09:15:00 IST,-0.0505,3935.507099999999
2025-10-27 09:15:00 IST,-1.0,3934.507099999999
2025-11-25 09:15:00 IST,-1.0,3933.507099999999
2025-12-23 09:15:00 IST,-1.0,3932.507099999999
2026-02-19 09:15:00 IST,-1.0,3931.507099999999
2017-07-21 09:15:00 IST,-1.0,3930.507099999999
2017-08-21 09:15:00 IST,-1.0,3929.507099999999
2017-09-19 09:15:00 IST,-1.0,3928.507099999999
2018-01-15 09:15:00 IST,-1.0,3927.507099999999
2018-05-15 09:15:00 IST,-1.0,3926.507099999999
2018-06-12 09:15:00 IST,-1.0,3925.507099999999
2018-08-07 09:15:00 IST,-1.0,3924.507099999999
2019-04-04 09:15:00 IST,-1.0,3923.507099999999
2019-05-08 09:15:00 IST,-1.0,3922.507099999999
2019-06-06 09:15:00 IST,3.0,3925.507099999999
2019-07-04 09:15:00 IST,3.0,3928.507099999999
2019-08-01 09:15:00 IST,3.0,3931.507099999999
2019-09-03 09:15:00 IST,3.0,3934.507099999999
2019-10-03 09:15:00 IST,0.3587,3934.865799999999
2019-11-04 09:15:00 IST,-1.0,3933.865799999999
2019-12-03 09:15:00 IST,-1.0,3932.865799999999
2020-01-01 09:15:00 IST,-1.0,3931.865799999999
2020-01-29 09:15:00 IST,-1.0,3930.865799999999
2020-02-26 09:15:00 IST,-1.0,3929.865799999999
2020-07-24 09:15:00 IST,-1.0,3928.865799999999
2020-08-21 09:15:00 IST,-1.0,3927.865799999999
2020-10-19 09:15:00 IST,3.0,3930.865799999999
2020-11-14 09:15:00 IST,3.0,3933.865799999999
2020-12-15 09:15:00 IST,-1.0,3932.865799999999
2021-01-13 09:15:00 IST,-1.0,3931.865799999999
2021-02-11 09:15:00 IST,-1.0,3930.865799999999
2021-03-12 09:15:00 IST,-1.0,3929.865799999999
2021-04-13 09:15:00 IST,3.0,3932.865799999999
2021-05-14 09:15:00 IST,3.0,3935.865799999999
2021-06-11 09:15:00 IST,3.0,3938.865799999999
2021-07-09 09:15:00 IST,0.1416,3939.007399999999
2021-08-09 09:15:00 IST,-1.0,3938.007399999999
2021-09-07 09:15:00 IST,-1.0,3937.007399999999
2021-10-06 09:15:00 IST,-1.0,3936.007399999999
2021-11-04 09:15:00 IST,-1.0,3935.007399999999
2022-08-25 09:15:00 IST,-1.0,3934.007399999999
2022-09-23 09:15:00 IST,-1.0,3933.007399999999
2023-06-16 09:15:00 IST,-0.3557,3932.651699999999
2023-07-17 09:15:00 IST,-1.0,3931.651699999999
2023-08-14 09:15:00 IST,-1.0,3930.651699999999
2023-09-12 09:15:00 IST,-1.0,3929.651699999999
2023-10-12 09:15:00 IST,-1.0,3928.651699999999
2023-11-10 09:15:00 IST,-1.0,3927.651699999999
2023-12-11 09:15:00 IST,-1.0,3926.651699999999
2024-01-09 09:15:00 IST,-1.0,3925.651699999999
2024-02-07 09:15:00 IST,1.7685,3927.420199999999
2024-03-05 09:15:00 IST,2.025,3929.445199999999
2024-04-05 09:15:00 IST,-1.0,3928.445199999999
2024-05-08 09:15:00 IST,-1.0,3927.445199999999
2024-06-05 09:15:00 IST,3.0,3930.445199999999
2024-07-04 09:15:00 IST,3.0,3933.445199999999
2024-08-02 09:15:00 IST,-1.0,3932.445199999999
2024-09-02 09:15:00 IST,-1.0,3931.445199999999
2024-09-30 09:15:00 IST,-1.0,3930.445199999999
2024-10-29 09:15:00 IST,-1.0,3929.445199999999
2024-11-28 09:15:00 IST,-1.0,3928.445199999999
2025-08-19 09:15:00 IST,-1.0,3927.445199999999
2025-11-17 09:15:00 IST,-1.0,3926.445199999999
2025-12-15 09:15:00 IST,-1.0,3925.445199999999
2026-01-13 09:15:00 IST,-1.0,3924.445199999999
2026-02-11 09:15:00 IST,-1.0,3923.445199999999
2018-09-04 09:15:00 IST,-1.0,3922.445199999999
2019-07-30 09:15:00 IST,-1.0,3921.445199999999
2019-12-30 09:15:00 IST,-1.0,3920.445199999999
2020-01-27 09:15:00 IST,-1.0,3919.445199999999
2020-02-24 09:15:00 IST,-1.0,3918.445199999999
2020-09-16 09:15:00 IST,-1.0,3917.445199999999
2020-10-15 09:15:00 IST,0.1499,3917.595099999999
2020-12-11 09:15:00 IST,3.0,3920.595099999999
2021-01-11 09:15:00 IST,-1.0,3919.595099999999
2021-02-09 09:15:00 IST,-1.0,3918.595099999999
2021-03-09 09:15:00 IST,3.0,3921.595099999999
2021-04-09 09:15:00 IST,-1.0,3920.595099999999
2021-05-11 09:15:00 IST,3.0,3923.595099999999
2021-06-09 09:15:00 IST,1.386,3924.981099999999
2021-07-07 09:15:00 IST,0.7511,3925.732199999999
2021-08-05 09:15:00 IST,-0.1527,3925.579499999999
2021-09-03 09:15:00 IST,-0.5951,3924.984399999999
2021-10-04 09:15:00 IST,0.3445,3925.328899999999
2021-11-02 09:15:00 IST,3.0,3928.328899999999
2021-12-02 09:15:00 IST,3.0,3931.328899999999
2022-01-28 09:15:00 IST,3.0,3934.328899999999
2022-02-25 09:15:00 IST,0.317,3934.645899999999
2022-03-29 09:15:00 IST,-1.0,3933.645899999999
2022-04-28 09:15:00 IST,-1.0,3932.645899999999
2022-05-27 09:15:00 IST,-1.0,3931.645899999999
2022-06-24 09:15:00 IST,3.0,3934.645899999999
2022-07-22 09:15:00 IST,-1.0,3933.645899999999
2022-08-23 09:15:00 IST,3.0,3936.645899999999
2022-09-21 09:15:00 IST,3.0,3939.645899999999
2022-10-20 09:15:00 IST,3.0,3942.645899999999
2022-11-21 09:15:00 IST,3.0,3945.645899999999
2022-12-19 09:15:00 IST,0.8375,3946.483399999999
2023-01-16 09:15:00 IST,1.2059,3947.689299999999
2023-02-14 09:15:00 IST,2.393,3950.082299999999
2023-03-15 09:15:00 IST,3.0,3953.082299999999
2023-04-18 09:15:00 IST,3.0,3956.082299999999
2023-05-17 09:15:00 IST,3.0,3959.082299999999
2023-06-14 09:15:00 IST,3.0,3962.082299999999
2023-07-13 09:15:00 IST,0.1475,3962.229799999999
2023-08-10 09:15:00 IST,-1.0,3961.229799999999
2023-09-08 09:15:00 IST,-1.0,3960.229799999999
2023-10-10 09:15:00 IST,1.2624,3961.4921999999992
2023-11-08 09:15:00 IST,-0.4688,3961.023399999999
2023-12-07 09:15:00 IST,-1.0,3960.023399999999
2024-01-05 09:15:00 IST,-1.0,3959.023399999999
2024-02-05 09:15:00 IST,-1.0,3958.023399999999
2024-03-02 09:15:00 IST,-1.0,3957.023399999999
2024-06-03 09:15:00 IST,3.0,3960.023399999999
2024-07-02 09:15:00 IST,3.0,3963.023399999999
2024-07-31 09:15:00 IST,3.0,3966.023399999999
2024-08-29 09:15:00 IST,3.0,3969.023399999999
2024-09-26 09:15:00 IST,-1.0,3968.023399999999
2024-10-25 09:15:00 IST,-1.0,3967.023399999999
2024-11-26 09:15:00 IST,-1.0,3966.023399999999
2024-12-24 09:15:00 IST,-1.0,3965.023399999999
2025-05-22 09:15:00 IST,0.1291,3965.1524999999992
2025-06-19 09:15:00 IST,-1.0,3964.1524999999992
2025-07-17 09:15:00 IST,-1.0,3963.1524999999992
2025-09-15 09:15:00 IST,-1.0,3962.1524999999992
2025-10-14 09:15:00 IST,-1.0,3961.1524999999992
2025-11-13 09:15:00 IST,-1.0,3960.1524999999992
2018-08-08 09:15:00 IST,0.5644,3960.7168999999994
2018-09-07 09:15:00 IST,-1.0,3959.7168999999994
2018-10-10 09:15:00 IST,-1.0,3958.7168999999994
2019-01-09 09:15:00 IST,-1.0,3957.7168999999994
2019-02-06 09:15:00 IST,-1.0,3956.7168999999994
2019-04-05 09:15:00 IST,-1.0,3955.7168999999994
2020-01-02 09:15:00 IST,3.0,3958.7168999999994
2020-01-30 09:15:00 IST,3.0,3961.7168999999994
2020-02-27 09:15:00 IST,-1.0,3960.7168999999994
2020-06-01 09:15:00 IST,3.0,3963.7168999999994
2020-06-29 09:15:00 IST,0.1945,3963.9113999999995
2020-07-27 09:15:00 IST,3.0,3966.9113999999995
2020-08-24 09:15:00 IST,2.3922,3969.3035999999993
2020-09-21 09:15:00 IST,3.0,3972.3035999999993
2020-10-20 09:15:00 IST,-1.0,3971.3035999999993
2020-11-17 09:15:00 IST,3.0,3974.3035999999993
2020-12-16 09:15:00 IST,-1.0,3973.3035999999993
2021-01-14 09:15:00 IST,3.0,3976.3035999999993
2021-02-12 09:15:00 IST,3.0,3979.3035999999993
2021-03-15 09:15:00 IST,3.0,3982.3035999999993
2021-04-15 09:15:00 IST,3.0,3985.3035999999993
2021-05-17 09:15:00 IST,3.0,3988.3035999999993
2021-06-14 09:15:00 IST,3.0,3991.3035999999993
2021-07-12 09:15:00 IST,3.0,3994.3035999999993
2021-08-10 09:15:00 IST,3.0,3997.3035999999993
2021-09-08 09:15:00 IST,3.0,4000.3035999999993
2021-10-07 09:15:00 IST,3.0,4003.3035999999993
2021-11-08 09:15:00 IST,-1.0,4002.3035999999993
2021-12-07 09:15:00 IST,-1.0,4001.3035999999993
2022-01-04 09:15:00 IST,-1.0,4000.3035999999993
2022-02-02 09:15:00 IST,-1.0,3999.3035999999993
2022-04-01 09:15:00 IST,-1.0,3998.3035999999993
2023-05-22 09:15:00 IST,-1.0,3997.3035999999993
2023-12-12 09:15:00 IST,-1.0,3996.3035999999993
2024-01-10 09:15:00 IST,-1.0,3995.3035999999993
2024-02-08 09:15:00 IST,-1.0,3994.3035999999993
2024-03-06 09:15:00 IST,-1.0,3993.3035999999993
2024-04-08 09:15:00 IST,3.0,3996.3035999999993
2024-05-09 09:15:00 IST,3.0,3999.3035999999993
2024-06-06 09:15:00 IST,3.0,4002.3035999999993
2024-07-05 09:15:00 IST,-1.0,4001.3035999999993
2024-08-05 09:15:00 IST,3.0,4004.3035999999993
2024-09-03 09:15:00 IST,-1.0,4003.3035999999993
2024-10-01 09:15:00 IST,-1.0,4002.3035999999993
2024-10-30 09:15:00 IST,-1.0,4001.3035999999993
2024-11-29 09:15:00 IST,-1.0,4000.3035999999993
2024-12-30 09:15:00 IST,-1.0,3999.3035999999993
2025-04-28 09:15:00 IST,-1.0,3998.3035999999993
2025-05-27 09:15:00 IST,-1.0,3997.3035999999993
2025-06-24 09:15:00 IST,-1.0,3996.3035999999993
2025-07-22 09:15:00 IST,-1.0,3995.3035999999993
2017-07-19 09:15:00 IST,-1.0,3994.3035999999993
2017-08-17 09:15:00 IST,3.0,3997.3035999999993
2017-09-15 09:15:00 IST,3.0,4000.3035999999993
2017-10-16 09:15:00 IST,3.0,4003.3035999999993
2017-11-15 09:15:00 IST,3.0,4006.3035999999993
2017-12-13 09:15:00 IST,-1.0,4005.3035999999993
2018-01-11 09:15:00 IST,-1.0,4004.3035999999993
2018-02-09 09:15:00 IST,-1.0,4003.3035999999993
2018-03-13 09:15:00 IST,-1.0,4002.3035999999993
2018-04-12 09:15:00 IST,-1.0,4001.3035999999993
2018-05-11 09:15:00 IST,-1.0,4000.3035999999993
