regime,system_type,N,win_rate_pct,mean_R,ci_95_low,ci_95_high,p_value_vs_naive,cohen_d,max_drawdown_R,median_holding_period
BULL,FULL_SCANNER,2268,36.42,-0.1225,-0.1626,-0.0823,0.3218,-0.0312,280.63,6
BULL,NAIVE_BASELINE,1776,37.84,-0.0925,-0.1371,-0.0476,1.0,0.0,163.6,6
BEAR,FULL_SCANNER,500,41.4,-0.031,-0.1119,0.0522,1.0,0.0,27.67,6
BEAR,NAIVE_BASELINE,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
SIDEWAYS,FULL_SCANNER,251,47.01,-0.0016,-0.1194,0.1213,1.0,0.0,20.78,6
SIDEWAYS,NAIVE_BASELINE,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
OVERALL,FULL_SCANNER,3019,38.13,-0.0973,-0.1318,-0.0631,0.8638,-0.005,298.53,6
OVERALL,NAIVE_BASELINE,1776,37.84,-0.0925,-0.1351,-0.0473,1.0,0.0,163.6,6
