scanner,symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,pattern,gate_pattern,gate_rvol,gate_clv,naive_baseline_fired,data_source_flags
TECHNICAL_INTRADAY,SUNPHARMA,61 IST,BULL,61 IST,1913.0,1893.87,1941.7,1951.26,1960.82,1970.39,67 IST,1921.5,SESSION_CLOSE,0.4443,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,94 IST,BULL,94 IST,1926.2,1906.94,1955.09,1964.72,1974.36,1983.99,99 IST,1964.72,TARGET,2.0,5,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,148 IST,BULL,148 IST,1928.0,1908.72,1956.92,1966.56,1976.2,1985.84,154 IST,1920.2,SESSION_CLOSE,-0.4046,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,196 IST,BULL,196 IST,1904.1,1885.06,1932.66,1942.18,1951.7,1961.22,202 IST,1897.3,SESSION_CLOSE,-0.3571,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,199 IST,BULL,199 IST,1899.0,1880.01,1927.48,1936.98,1946.48,1955.97,205 IST,1904.5,SESSION_CLOSE,0.2896,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,211 IST,BULL,211 IST,1896.7,1877.73,1925.15,1934.63,1944.12,1953.6,217 IST,1889.0,SESSION_CLOSE,-0.406,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,223 IST,BULL,223 IST,1889.9,1871.0,1918.25,1927.7,1937.15,1946.6,229 IST,1888.0,SESSION_CLOSE,-0.1005,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,235 IST,BULL,235 IST,1892.4,1873.48,1920.79,1930.25,1939.71,1949.17,241 IST,1888.3,SESSION_CLOSE,-0.2167,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,244 IST,BULL,244 IST,1883.7,1864.86,1911.96,1921.37,1930.79,1940.21,250 IST,1897.4,SESSION_CLOSE,0.7273,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,298 IST,BULL,298 IST,1850.0,1831.5,1877.75,1887.0,1896.25,1905.5,304 IST,1851.2,SESSION_CLOSE,0.0649,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,346 IST,BULL,346 IST,1845.4,1826.95,1873.08,1882.31,1891.54,1900.76,352 IST,1847.1,SESSION_CLOSE,0.0921,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,373 IST,BULL,373 IST,1857.4,1838.83,1885.26,1894.55,1903.84,1913.12,379 IST,1860.4,SESSION_CLOSE,0.1615,6,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,400 IST,BULL,400 IST,1873.3,1854.57,1901.4,1910.77,1920.13,1929.5,404 IST,1854.57,STOP_LOSS,-1.0,4,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,448 IST,BULL,448 IST,1875.0,1856.25,1903.12,1912.5,1921.88,1931.25,454 IST,1861.5,SESSION_CLOSE,-0.72,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,469 IST,BEAR,469 IST,1853.9,1835.36,1881.71,1890.98,1900.25,1909.52,475 IST,1848.6,SESSION_CLOSE,-0.2859,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,499 IST,BULL,499 IST,1865.0,1846.35,1892.98,1902.3,1911.62,1920.95,505 IST,1866.2,SESSION_CLOSE,0.0643,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,508 IST,BULL,508 IST,1868.9,1850.21,1896.93,1906.28,1915.62,1924.97,514 IST,1861.4,SESSION_CLOSE,-0.4013,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,523 IST,BEAR,523 IST,1851.0,1832.49,1878.76,1888.02,1897.28,1906.53,529 IST,1844.8,SESSION_CLOSE,-0.335,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,SUNPHARMA,535 IST,BULL,535 IST,1850.2,1831.7,1877.95,1887.2,1896.46,1905.71,541 IST,1846.0,SESSION_CLOSE,-0.227,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,85 IST,BEAR,85 IST,365.5,361.84,370.98,372.81,374.64,376.46,91 IST,365.5,SESSION_CLOSE,0.0,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,100 IST,BEAR,100 IST,362.45,358.83,367.89,369.7,371.51,373.32,106 IST,362.4,SESSION_CLOSE,-0.0138,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,241 IST,BULL,241 IST,353.5,349.96,358.8,360.57,362.34,364.1,247 IST,355.8,SESSION_CLOSE,0.6506,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,250 IST,BULL,250 IST,357.85,354.27,363.22,365.01,366.8,368.59,256 IST,358.65,SESSION_CLOSE,0.2236,6,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,256 IST,BULL,256 IST,358.65,355.06,364.03,365.82,367.62,369.41,262 IST,355.65,SESSION_CLOSE,-0.8365,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,274 IST,BULL,274 IST,360.95,357.34,366.36,368.17,369.97,371.78,280 IST,359.4,SESSION_CLOSE,-0.4294,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,298 IST,BULL,298 IST,360.9,357.29,366.31,368.12,369.92,371.73,300 IST,357.29,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,322 IST,BULL,322 IST,355.15,351.6,360.48,362.25,364.03,365.8,326 IST,351.6,STOP_LOSS,-1.0,4,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,328 IST,BULL,328 IST,356.1,352.54,361.44,363.22,365.0,366.78,334 IST,355.85,SESSION_CLOSE,-0.0702,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,349 IST,BEAR,349 IST,355.0,351.45,360.32,362.1,363.88,365.65,350 IST,351.45,STOP_LOSS,-1.0,1,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,352 IST,BEAR,352 IST,354.0,350.46,359.31,361.08,362.85,364.62,358 IST,356.5,SESSION_CLOSE,0.7062,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,379 IST,BULL,379 IST,365.8,362.14,371.29,373.12,374.94,376.77,381 IST,362.14,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,400 IST,BEAR,400 IST,362.55,358.92,367.99,369.8,371.61,373.43,406 IST,364.65,SESSION_CLOSE,0.5792,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,445 IST,BULL,445 IST,369.0,365.31,374.54,376.38,378.22,380.07,447 IST,365.31,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,475 IST,SIDEWAYS,475 IST,361.9,358.28,367.33,369.14,370.95,372.76,481 IST,363.45,SESSION_CLOSE,0.4283,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,499 IST,BULL,499 IST,378.0,374.22,383.67,385.56,387.45,389.34,500 IST,374.22,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDRAMEDCO,511 IST,SIDEWAYS,511 IST,374.95,371.2,380.57,382.45,384.32,386.2,517 IST,374.15,SESSION_CLOSE,-0.2134,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDIAMART,46 IST,BULL,46 IST,1759.2,1741.61,1785.59,1794.38,1803.18,1811.98,52 IST,1758.8,SESSION_CLOSE,-0.0227,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDIAMART,148 IST,BULL,148 IST,1742.1,1724.68,1768.23,1776.94,1785.65,1794.36,154 IST,1743.1,SESSION_CLOSE,0.0574,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDIAMART,274 IST,BULL,274 IST,1674.0,1657.26,1699.11,1707.48,1715.85,1724.22,278 IST,1657.26,STOP_LOSS,-1.0,4,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDIAMART,322 IST,BULL,322 IST,1699.4,1682.41,1724.89,1733.39,1741.88,1750.38,323 IST,1682.41,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDIAMART,349 IST,BULL,349 IST,1675.0,1658.25,1700.12,1708.5,1716.88,1725.25,350 IST,1658.25,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDIAMART,355 IST,BULL,355 IST,1745.0,1727.55,1771.18,1779.9,1788.62,1797.35,356 IST,1727.55,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INDIAMART,424 IST,BULL,424 IST,1650.0,1633.5,1674.75,1683.0,1691.25,1699.5,425 IST,1633.5,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,73 IST,BULL,73 IST,1143.0,1131.57,1160.14,1165.86,1171.58,1177.29,75 IST,1131.57,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,100 IST,BULL,100 IST,1142.6,1131.17,1159.74,1165.45,1171.16,1176.88,106 IST,1142.8,SESSION_CLOSE,0.0175,6,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,148 IST,BEAR,148 IST,1134.5,1123.16,1151.52,1157.19,1162.86,1168.54,150 IST,1123.16,STOP_LOSS,-1.0,2,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,175 IST,BULL,175 IST,1142.1,1130.68,1159.23,1164.94,1170.65,1176.36,180 IST,1130.68,STOP_LOSS,-1.0,5,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,223 IST,BEAR,223 IST,1087.3,1076.43,1103.61,1109.05,1114.48,1119.92,229 IST,1088.8,SESSION_CLOSE,0.138,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,298 IST,BULL,298 IST,1032.5,1022.18,1047.99,1053.15,1058.31,1063.47,304 IST,1038.2,SESSION_CLOSE,0.5521,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,325 IST,BULL,325 IST,1094.9,1083.95,1111.32,1116.8,1122.27,1127.75,327 IST,1083.95,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,349 IST,BEAR,349 IST,1077.0,1066.23,1093.16,1098.54,1103.92,1109.31,355 IST,1074.8,SESSION_CLOSE,-0.2043,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,424 IST,BULL,424 IST,1051.4,1040.89,1067.17,1072.43,1077.69,1082.94,425 IST,1040.89,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,448 IST,BULL,448 IST,1040.5,1030.1,1056.11,1061.31,1066.51,1071.71,450 IST,1030.1,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,451 IST,BEAR,451 IST,1030.2,1019.9,1045.65,1050.8,1055.96,1061.11,455 IST,1019.9,STOP_LOSS,-1.0,4,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,INFY,499 IST,BULL,499 IST,1020.5,1010.3,1035.81,1040.91,1046.01,1051.12,505 IST,1014.2,SESSION_CLOSE,-0.6173,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,73 IST,BULL,73 IST,4615.0,4568.85,4684.23,4707.3,4730.38,4753.45,75 IST,4568.85,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,169 IST,BULL,169 IST,4534.9,4489.55,4602.92,4625.6,4648.27,4670.95,175 IST,4505.3,SESSION_CLOSE,-0.6527,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,172 IST,BULL,172 IST,4549.0,4503.51,4617.23,4639.98,4662.73,4685.47,175 IST,4503.51,STOP_LOSS,-1.0,3,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,223 IST,BULL,223 IST,4456.0,4411.44,4522.84,4545.12,4567.4,4589.68,229 IST,4441.4,SESSION_CLOSE,-0.3276,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,238 IST,BULL,238 IST,4472.0,4427.28,4539.08,4561.44,4583.8,4606.16,244 IST,4466.0,SESSION_CLOSE,-0.1342,6,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,265 IST,BEAR,265 IST,4412.4,4368.28,4478.59,4500.65,4522.71,4544.77,271 IST,4426.6,SESSION_CLOSE,0.3218,6,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,301 IST,BEAR,301 IST,4384.4,4340.56,4450.17,4472.09,4494.01,4515.93,307 IST,4402.1,SESSION_CLOSE,0.4037,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,322 IST,BULL,322 IST,4377.7,4333.92,4443.37,4465.25,4487.14,4509.03,327 IST,4333.92,STOP_LOSS,-1.0,5,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,349 IST,SIDEWAYS,349 IST,4360.0,4316.4,4425.4,4447.2,4469.0,4490.8,355 IST,4371.4,SESSION_CLOSE,0.2615,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,400 IST,BULL,400 IST,4428.0,4383.72,4494.42,4516.56,4538.7,4560.84,406 IST,4435.8,SESSION_CLOSE,0.1762,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,418 IST,BULL,418 IST,4431.2,4386.89,4497.67,4519.82,4541.98,4564.14,424 IST,4519.82,TARGET,2.0,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,424 IST,BULL,424 IST,4535.4,4490.05,4603.43,4626.11,4648.78,4671.46,425 IST,4490.05,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,RADICO,475 IST,BULL,475 IST,4569.7,4524.0,4638.25,4661.09,4683.94,4706.79,481 IST,4595.0,SESSION_CLOSE,0.5536,6,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,49 IST,BULL,49 IST,197.25,195.28,200.21,201.2,202.18,203.17,50 IST,195.28,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,172 IST,BULL,172 IST,190.21,188.31,193.06,194.01,194.97,195.92,175 IST,194.01,TARGET,2.0,3,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,175 IST,BULL,175 IST,195.15,193.2,198.08,199.05,200.03,201.0,177 IST,193.2,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,199 IST,BULL,199 IST,194.5,192.56,197.42,198.39,199.36,200.34,200 IST,192.56,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,244 IST,BULL,244 IST,194.64,192.69,197.56,198.53,199.51,200.48,250 IST,193.4,SESSION_CLOSE,-0.6371,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,247 IST,BULL,247 IST,195.1,193.15,198.03,199.0,199.98,200.95,250 IST,193.15,STOP_LOSS,-1.0,3,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,289 IST,BULL,289 IST,197.4,195.43,200.36,201.35,202.34,203.32,295 IST,196.0,SESSION_CLOSE,-0.7092,6,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,298 IST,BULL,298 IST,196.0,194.04,198.94,199.92,200.9,201.88,300 IST,194.04,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,322 IST,BULL,322 IST,200.65,198.64,203.66,204.66,205.67,206.67,325 IST,198.64,STOP_LOSS,-1.0,3,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,328 IST,BULL,328 IST,203.46,201.43,206.51,207.53,208.55,209.56,331 IST,201.43,STOP_LOSS,-1.0,3,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,373 IST,BULL,373 IST,189.97,188.07,192.82,193.77,194.72,195.67,379 IST,191.89,SESSION_CLOSE,1.0107,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,397 IST,BEAR,397 IST,187.8,185.92,190.62,191.56,192.5,193.43,400 IST,185.92,STOP_LOSS,-1.0,3,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,GROWW,499 IST,BULL,499 IST,188.69,186.8,191.52,192.46,193.41,194.35,502 IST,186.8,STOP_LOSS,-1.0,3,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,HEROMOTOCO,148 IST,BULL,148 IST,5280.0,5227.2,5359.2,5385.6,5412.0,5438.4,154 IST,5276.0,SESSION_CLOSE,-0.0758,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,HEROMOTOCO,172 IST,BULL,172 IST,5290.0,5237.1,5369.35,5395.8,5422.25,5448.7,178 IST,5295.5,SESSION_CLOSE,0.104,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,HEROMOTOCO,184 IST,BULL,184 IST,5290.0,5237.1,5369.35,5395.8,5422.25,5448.7,190 IST,5299.5,SESSION_CLOSE,0.1796,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,HEROMOTOCO,256 IST,SIDEWAYS,256 IST,5258.0,5205.42,5336.87,5363.16,5389.45,5415.74,262 IST,5259.0,SESSION_CLOSE,0.019,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,HEROMOTOCO,280 IST,BEAR,280 IST,5208.5,5156.42,5286.63,5312.67,5338.71,5364.76,286 IST,5244.5,SESSION_CLOSE,0.6912,6,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,HEROMOTOCO,298 IST,BULL,298 IST,5261.5,5208.88,5340.42,5366.73,5393.04,5419.34,300 IST,5208.88,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,HEROMOTOCO,325 IST,BULL,325 IST,5313.5,5260.36,5393.2,5419.77,5446.34,5472.9,328 IST,5260.36,STOP_LOSS,-1.0,3,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,49 IST,BULL,49 IST,1152.5,1140.97,1169.79,1175.55,1181.31,1187.08,55 IST,1151.0,SESSION_CLOSE,-0.1302,6,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,82 IST,BULL,82 IST,1205.4,1193.35,1223.48,1229.51,1235.54,1241.56,88 IST,1229.51,TARGET,2.0,6,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,88 IST,BULL,88 IST,1231.3,1218.99,1249.77,1255.93,1262.08,1268.24,89 IST,1218.99,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,124 IST,BEAR,124 IST,1175.0,1163.25,1192.62,1198.5,1204.38,1210.25,125 IST,1163.25,STOP_LOSS,-1.0,1,81.0,WYCKOFF_SPRING_TYPE_2,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,223 IST,BEAR,223 IST,1130.8,1119.49,1147.76,1153.42,1159.07,1164.72,225 IST,1153.42,TARGET,2.0,2,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,349 IST,SIDEWAYS,349 IST,1144.0,1132.56,1161.16,1166.88,1172.6,1178.32,350 IST,1166.88,TARGET,2.0,1,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,373 IST,BULL,373 IST,1176.7,1164.93,1194.35,1200.23,1206.12,1212.0,374 IST,1200.23,TARGET,2.0,1,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,451 IST,BULL,451 IST,1218.5,1206.32,1236.78,1242.87,1248.96,1255.06,452 IST,1206.32,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,475 IST,BULL,475 IST,1224.6,1212.35,1242.97,1249.09,1255.21,1261.34,476 IST,1212.35,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,481 IST,BULL,481 IST,1261.8,1249.18,1280.73,1287.04,1293.34,1299.65,487 IST,1263.9,SESSION_CLOSE,0.1664,6,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,499 IST,BULL,499 IST,1309.8,1296.7,1329.45,1336.0,1342.54,1349.09,500 IST,1296.7,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,PGIL,526 IST,BULL,526 IST,1339.9,1326.5,1360.0,1366.7,1373.4,1380.1,527 IST,1326.5,STOP_LOSS,-1.0,1,81.0,BULL_FLAG,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
TECHNICAL_INTRADAY,TATAELXSI,73 IST,BULL,73 IST,3682.0,3645.18,3737.23,3755.64,3774.05,3792.46,75 IST,3645.18,STOP_LOSS,-1.0,2,81.0,BULL_FLAG,True,True,True,False,UPSTOX_V3_FRESH_2026-09-26
