scanner,symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,naive_baseline_fired,data_source_flags,gate_uptrend,gate_pullback_zone,gate_vol_dryup
PULLBACK,360ONE,2020-03-09 15:30:00 IST,BULL,2020-03-09 09:15:00 IST,350.3,318.15,398.52,414.6,430.67,446.75,2020-03-11 15:30:00 IST,318.15,STOP_LOSS,-1.0,2,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-03-22 15:30:00 IST,BULL,2021-03-22 09:15:00 IST,301.2,283.09,328.37,337.42,346.48,355.54,2021-04-01 15:30:00 IST,337.42,TARGET,2.0,8,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2021-05-07 15:30:00 IST,BULL,2021-05-07 09:15:00 IST,298.55,275.22,333.54,345.21,356.87,368.54,2021-05-17 15:30:00 IST,275.22,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2022-01-07 15:30:00 IST,BULL,2022-01-07 09:15:00 IST,380.0,356.79,414.82,426.42,438.03,449.64,2022-01-21 15:30:00 IST,407.15,TIME_EXPIRY,1.1696,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-02-08 15:30:00 IST,BULL,2023-02-08 09:15:00 IST,459.55,432.12,500.69,514.4,528.12,541.83,2023-02-22 15:30:00 IST,446.3,TIME_EXPIRY,-0.4831,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-11-02 15:30:00 IST,BULL,2023-11-02 09:15:00 IST,551.55,526.83,588.63,600.99,613.35,625.71,2023-11-07 15:30:00 IST,526.83,STOP_LOSS,-1.0,3,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2023-11-20 15:30:00 IST,BULL,2023-11-20 09:15:00 IST,546.6,519.75,586.88,600.31,613.73,627.16,2023-12-01 15:30:00 IST,600.31,TARGET,2.0,9,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-04-01 15:30:00 IST,BULL,2024-04-01 09:15:00 IST,696.8,657.89,755.16,774.62,794.08,813.53,2024-04-15 15:30:00 IST,750.8,TIME_EXPIRY,1.3878,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-05-16 15:30:00 IST,BULL,2024-05-16 09:15:00 IST,764.6,701.11,859.84,891.58,923.33,955.07,2024-05-30 15:30:00 IST,781.55,TIME_EXPIRY,0.267,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-09-24 15:30:00 IST,BULL,2024-09-24 09:15:00 IST,1078.55,1021.94,1163.46,1191.77,1220.07,1248.38,2024-09-26 15:30:00 IST,1021.94,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2024-11-26 15:30:00 IST,BULL,2024-11-26 09:15:00 IST,1092.15,1034.41,1178.76,1207.63,1236.5,1265.37,2024-12-10 15:30:00 IST,1207.63,TARGET,2.0,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,360ONE,2026-07-29 15:30:00 IST,BULL,2026-07-29 09:15:00 IST,1161.3,1109.04,1239.69,1265.82,1291.95,1318.08,2026-08-12 15:30:00 IST,1161.0,TIME_EXPIRY,-0.0057,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-04-12 15:30:00 IST,BULL,2018-04-12 09:15:00 IST,20720.25,19951.92,21872.74,22256.9,22641.07,23025.23,2018-04-26 15:30:00 IST,20412.85,TIME_EXPIRY,-0.4001,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-05-09 15:30:00 IST,BULL,2018-05-09 09:15:00 IST,20599.05,20059.51,21408.36,21678.14,21947.91,22217.68,2018-05-17 15:30:00 IST,20059.51,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2018-07-06 15:30:00 IST,BULL,2018-07-06 09:15:00 IST,19861.35,19105.27,20995.46,21373.5,21751.54,22129.58,2018-07-19 15:30:00 IST,21373.5,TARGET,2.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2019-04-10 15:30:00 IST,BULL,2019-04-10 09:15:00 IST,24294.3,23280.65,25814.77,26321.6,26828.42,27335.24,2019-04-24 15:30:00 IST,23510.9,TIME_EXPIRY,-0.7729,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2019-07-02 15:30:00 IST,BULL,2019-07-02 09:15:00 IST,23392.9,22573.97,24621.3,25030.76,25440.23,25849.7,2019-07-08 15:30:00 IST,22573.97,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-09-30 15:30:00 IST,BULL,2021-09-30 09:15:00 IST,24832.5,23845.33,26313.25,26806.84,27300.42,27794.01,2021-10-14 15:30:00 IST,26013.1,TIME_EXPIRY,1.1959,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2021-11-24 15:30:00 IST,BULL,2021-11-24 09:15:00 IST,25885.0,24880.01,27392.48,27894.98,28397.47,28899.97,2021-11-29 15:30:00 IST,24880.01,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-11-08 15:30:00 IST,BULL,2023-11-08 09:15:00 IST,31479.85,30548.2,32877.33,33343.16,33808.98,34274.81,2023-11-17 15:30:00 IST,30548.2,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2023-12-13 15:30:00 IST,BULL,2023-12-13 09:15:00 IST,31498.45,30533.19,32946.34,33428.97,33911.59,34394.22,2023-12-20 15:30:00 IST,30533.19,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,3MINDIA,2025-09-01 15:30:00 IST,BULL,2025-09-01 09:15:00 IST,31295.0,30028.62,33194.56,33827.75,34460.94,35094.12,2025-09-05 15:30:00 IST,30028.62,STOP_LOSS,-1.0,4,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AADHARHFC,2024-10-30 15:30:00 IST,BULL,2024-10-30 09:15:00 IST,452.6,421.07,499.9,515.66,531.42,547.19,2024-11-13 15:30:00 IST,421.07,STOP_LOSS,-1.0,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AADHARHFC,2024-12-13 15:30:00 IST,BULL,2024-12-13 09:15:00 IST,438.75,415.77,473.23,484.72,496.21,507.7,2024-12-27 15:30:00 IST,434.25,TIME_EXPIRY,-0.1958,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AADHARHFC,2025-05-07 15:30:00 IST,BULL,2025-05-07 09:15:00 IST,454.55,426.04,497.32,511.58,525.84,540.1,2025-05-21 15:30:00 IST,440.75,TIME_EXPIRY,-0.484,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2016-12-12 15:30:00 IST,BULL,2016-12-12 09:15:00 IST,163.85,156.48,174.9,178.58,182.26,185.94,2016-12-23 15:30:00 IST,156.48,STOP_LOSS,-1.0,9,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2018-11-01 15:30:00 IST,BULL,2018-11-01 09:15:00 IST,151.3,142.98,163.78,167.94,172.1,176.26,2018-11-02 15:30:00 IST,142.98,STOP_LOSS,-1.0,1,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2019-02-15 15:30:00 IST,BULL,2019-02-15 09:15:00 IST,146.2,139.99,155.51,158.61,161.72,164.82,2019-03-01 15:30:00 IST,148.45,TIME_EXPIRY,0.3625,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2019-02-25 15:30:00 IST,BULL,2019-02-25 09:15:00 IST,148.55,142.1,158.22,161.44,164.67,167.89,2019-03-07 15:30:00 IST,161.44,TARGET,2.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2019-04-10 15:30:00 IST,BULL,2019-04-10 09:15:00 IST,158.75,152.26,168.48,171.72,174.97,178.21,2019-04-24 15:30:00 IST,156.3,TIME_EXPIRY,-0.3776,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2021-01-07 15:30:00 IST,BULL,2021-01-07 09:15:00 IST,727.75,685.6,790.98,812.05,833.12,854.2,2021-01-21 15:30:00 IST,693.65,TIME_EXPIRY,-0.809,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2021-03-18 15:30:00 IST,BULL,2021-03-18 09:15:00 IST,683.3,645.86,739.45,758.17,776.89,795.61,2021-03-19 15:30:00 IST,758.17,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2021-04-07 15:30:00 IST,BULL,2021-04-07 09:15:00 IST,700.3,650.29,775.31,800.31,825.32,850.32,2021-04-21 15:30:00 IST,715.0,TIME_EXPIRY,0.294,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2021-06-01 15:30:00 IST,BULL,2021-06-01 09:15:00 IST,736.6,688.38,808.93,833.04,857.15,881.26,2021-06-15 15:30:00 IST,731.25,TIME_EXPIRY,-0.1109,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2024-02-13 15:30:00 IST,BULL,2024-02-13 09:15:00 IST,528.25,504.16,564.38,576.42,588.47,600.51,2024-02-27 15:30:00 IST,516.1,TIME_EXPIRY,-0.5044,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2024-07-23 15:30:00 IST,BULL,2024-07-23 09:15:00 IST,527.6,502.21,565.68,578.38,591.07,603.76,2024-07-29 15:30:00 IST,502.21,STOP_LOSS,-1.0,4,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2025-08-04 15:30:00 IST,BULL,2025-08-04 09:15:00 IST,493.1,460.13,542.55,559.03,575.52,592.0,2025-08-18 15:30:00 IST,490.75,TIME_EXPIRY,-0.0713,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2025-10-06 15:30:00 IST,BULL,2025-10-06 09:15:00 IST,499.3,473.99,537.27,549.93,562.58,575.24,2025-10-20 15:30:00 IST,515.05,TIME_EXPIRY,0.6222,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2026-08-20 15:30:00 IST,BULL,2026-08-20 09:15:00 IST,414.75,395.42,443.75,453.42,463.09,472.76,2026-09-03 15:30:00 IST,425.85,TIME_EXPIRY,0.5741,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AARTIDRUGS,2026-08-28 15:30:00 IST,BULL,2026-08-28 09:15:00 IST,418.55,399.58,447.0,456.48,465.97,475.45,2026-09-11 15:30:00 IST,428.5,TIME_EXPIRY,0.5246,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2019-04-25 15:30:00 IST,BULL,2019-04-25 09:15:00 IST,1169.3,1103.03,1268.71,1301.85,1334.98,1368.12,2019-05-01 15:30:00 IST,1301.85,TARGET,2.0,4,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2019-07-23 15:30:00 IST,BULL,2019-07-23 09:15:00 IST,1497.85,1431.37,1597.58,1630.82,1664.06,1697.3,2019-07-29 15:30:00 IST,1431.37,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2019-07-31 15:30:00 IST,BULL,2019-07-31 09:15:00 IST,1491.2,1421.96,1595.07,1629.69,1664.31,1698.93,2019-08-02 15:30:00 IST,1421.96,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2019-08-08 15:30:00 IST,BULL,2019-08-08 09:15:00 IST,1520.35,1447.5,1629.63,1666.05,1702.48,1738.9,2019-08-21 15:30:00 IST,1447.5,STOP_LOSS,-1.0,9,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2019-08-28 15:30:00 IST,BULL,2019-08-28 09:15:00 IST,1557.85,1464.88,1697.31,1743.8,1790.28,1836.77,2019-09-02 15:30:00 IST,1464.88,STOP_LOSS,-1.0,3,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2020-01-28 15:30:00 IST,BULL,2020-01-28 09:15:00 IST,1944.6,1845.49,2093.27,2142.82,2192.38,2241.94,2020-02-10 15:30:00 IST,1845.49,STOP_LOSS,-1.0,9,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2021-05-19 15:30:00 IST,BULL,2021-05-19 09:15:00 IST,2290.3,2179.36,2456.72,2512.19,2567.66,2623.13,2021-06-02 15:30:00 IST,2297.6,TIME_EXPIRY,0.0658,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2021-10-05 15:30:00 IST,BULL,2021-10-05 09:15:00 IST,2598.7,2462.63,2802.8,2870.84,2938.87,3006.91,2021-10-13 15:30:00 IST,2870.84,TARGET,2.0,6,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2024-09-17 15:30:00 IST,BULL,2024-09-17 09:15:00 IST,1827.85,1745.14,1951.92,1993.27,2034.62,2075.98,2024-10-01 15:30:00 IST,1850.6,TIME_EXPIRY,0.2751,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2024-10-04 15:30:00 IST,BULL,2024-10-04 09:15:00 IST,1776.9,1683.49,1917.02,1963.72,2010.43,2057.14,2024-10-18 15:30:00 IST,1731.15,TIME_EXPIRY,-0.4898,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,AAVAS,2025-04-07 15:30:00 IST,BULL,2025-04-07 09:15:00 IST,1978.95,1841.4,2185.28,2254.06,2322.83,2391.61,2025-04-21 15:30:00 IST,2096.2,TIME_EXPIRY,0.8524,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2017-09-27 15:30:00 IST,BULL,2017-09-27 09:15:00 IST,1126.0,1074.76,1202.86,1228.48,1254.1,1279.72,2017-10-05 15:30:00 IST,1074.76,STOP_LOSS,-1.0,6,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2019-05-20 15:30:00 IST,BULL,2019-05-20 09:15:00 IST,1123.65,1070.59,1203.24,1229.77,1256.3,1282.83,2019-05-27 15:30:00 IST,1229.77,TARGET,2.0,5,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2019-11-06 15:30:00 IST,BULL,2019-11-06 09:15:00 IST,1142.95,1095.04,1214.82,1238.78,1262.73,1286.69,2019-11-20 15:30:00 IST,1125.3,TIME_EXPIRY,-0.3684,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2021-09-30 15:30:00 IST,BULL,2021-09-30 09:15:00 IST,1870.6,1792.33,1988.0,2027.14,2066.28,2105.41,2021-10-14 15:30:00 IST,1819.0,TIME_EXPIRY,-0.6593,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2022-04-22 15:30:00 IST,BULL,2022-04-22 09:15:00 IST,2161.1,2052.24,2324.39,2378.82,2433.25,2487.68,2022-04-27 15:30:00 IST,2052.24,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2022-05-27 15:30:00 IST,BULL,2022-05-27 09:15:00 IST,2284.15,2135.83,2506.62,2580.78,2654.94,2729.1,2022-06-10 15:30:00 IST,2333.35,TIME_EXPIRY,0.3317,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2022-11-02 15:30:00 IST,BULL,2022-11-02 09:15:00 IST,3170.85,3019.87,3397.32,3472.81,3548.3,3623.79,2022-11-11 15:30:00 IST,3019.87,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2023-02-06 15:30:00 IST,BULL,2023-02-06 09:15:00 IST,2932.0,2816.41,3105.39,3163.19,3220.98,3278.78,2023-02-10 15:30:00 IST,3163.19,TARGET,2.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2024-12-10 15:30:00 IST,BULL,2024-12-10 09:15:00 IST,7693.25,7400.6,8132.23,8278.56,8424.88,8571.21,2024-12-19 15:30:00 IST,7400.6,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2026-05-26 15:30:00 IST,BULL,2026-05-26 09:15:00 IST,6804.0,6474.86,7297.71,7462.28,7626.84,7791.41,2026-06-10 15:30:00 IST,6801.0,TIME_EXPIRY,-0.0091,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2026-08-20 15:30:00 IST,BULL,2026-08-20 09:15:00 IST,7479.0,7184.7,7920.45,8067.6,8214.75,8361.9,2026-09-03 15:30:00 IST,7432.0,TIME_EXPIRY,-0.1597,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2026-08-28 15:30:00 IST,BULL,2026-08-28 09:15:00 IST,7509.0,7254.3,7891.05,8018.4,8145.75,8273.1,2026-09-11 15:30:00 IST,7254.3,STOP_LOSS,-1.0,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABB,2026-09-07 15:30:00 IST,BULL,2026-09-07 09:15:00 IST,7434.0,7194.11,7793.83,7913.78,8033.72,8153.66,2026-09-11 15:30:00 IST,7194.11,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2018-01-19 15:30:00 IST,BULL,2018-01-19 09:15:00 IST,5488.1,5310.42,5754.62,5843.46,5932.3,6021.14,2018-02-02 15:30:00 IST,5394.3,TIME_EXPIRY,-0.5279,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2018-01-30 15:30:00 IST,BULL,2018-01-30 09:15:00 IST,5512.1,5345.54,5761.95,5845.23,5928.51,6011.79,2018-02-06 15:30:00 IST,5345.54,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2018-03-07 15:30:00 IST,BULL,2018-03-07 09:15:00 IST,5739.35,5410.45,6232.7,6397.15,6561.6,6726.05,2018-03-21 15:30:00 IST,5449.55,TIME_EXPIRY,-0.8811,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2020-01-15 15:30:00 IST,BULL,2020-01-15 09:15:00 IST,12772.05,12368.14,13377.91,13579.87,13781.82,13983.78,2020-01-29 15:30:00 IST,12655.4,TIME_EXPIRY,-0.2888,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2020-05-20 15:30:00 IST,BULL,2020-05-20 09:15:00 IST,16635.2,15692.25,18049.62,18521.1,18992.57,19464.05,2020-06-03 15:30:00 IST,16683.15,TIME_EXPIRY,0.0509,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2020-05-29 15:30:00 IST,BULL,2020-05-29 09:15:00 IST,16723.4,15893.4,17968.4,18383.41,18798.41,19213.41,2020-06-12 15:30:00 IST,15893.4,STOP_LOSS,-1.0,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2020-09-08 15:30:00 IST,BULL,2020-09-08 09:15:00 IST,16723.0,16133.12,17607.82,17902.76,18197.7,18492.64,2020-09-21 15:30:00 IST,16133.12,STOP_LOSS,-1.0,9,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2021-10-27 15:30:00 IST,BULL,2021-10-27 09:15:00 IST,20607.7,19174.67,22757.25,23473.76,24190.28,24906.8,2021-11-10 15:30:00 IST,19990.45,TIME_EXPIRY,-0.4307,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2022-10-06 15:30:00 IST,BULL,2022-10-06 09:15:00 IST,19134.95,18463.74,20141.76,20477.37,20812.97,21148.58,2022-10-11 15:30:00 IST,18463.74,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2023-05-25 15:30:00 IST,BULL,2023-05-25 09:15:00 IST,21840.9,21213.66,22781.76,23095.38,23409.0,23722.62,2023-06-08 15:30:00 IST,21645.25,TIME_EXPIRY,-0.3119,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2024-03-07 15:30:00 IST,BULL,2024-03-07 09:15:00 IST,27434.95,26572.04,28729.32,29160.78,29592.23,30023.69,2024-03-21 15:30:00 IST,27067.1,TIME_EXPIRY,-0.4263,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2024-07-23 15:30:00 IST,BULL,2024-07-23 09:15:00 IST,27728.8,26772.43,29163.35,29641.53,30119.72,30597.9,2024-08-06 15:30:00 IST,27809.75,TIME_EXPIRY,0.0846,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2024-08-19 15:30:00 IST,BULL,2024-08-19 09:15:00 IST,28098.6,26957.48,29810.29,30380.85,30951.41,31521.98,2024-08-30 15:30:00 IST,30380.85,TARGET,2.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2025-04-11 15:30:00 IST,BULL,2025-04-11 09:15:00 IST,29641.1,28400.59,31501.86,32122.12,32742.37,33362.62,2025-04-25 15:30:00 IST,30100.0,TIME_EXPIRY,0.3699,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABBOTINDIA,2025-06-13 15:30:00 IST,BULL,2025-06-13 09:15:00 IST,31515.0,30625.88,32848.69,33293.25,33737.81,34182.38,2025-06-20 15:30:00 IST,30625.88,STOP_LOSS,-1.0,5,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABCAPITAL,2021-06-03 15:30:00 IST,BULL,2021-06-03 09:15:00 IST,124.1,117.36,134.2,137.57,140.94,144.3,2021-06-17 15:30:00 IST,122.05,TIME_EXPIRY,-0.3044,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABCAPITAL,2022-10-10 15:30:00 IST,BULL,2022-10-10 09:15:00 IST,114.65,109.15,122.9,125.65,128.4,131.15,2022-10-17 15:30:00 IST,109.15,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABCAPITAL,2023-08-23 15:30:00 IST,BULL,2023-08-23 09:15:00 IST,186.8,179.7,197.44,200.99,204.54,208.08,2023-08-25 15:30:00 IST,179.7,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABCAPITAL,2024-04-01 15:30:00 IST,BULL,2024-04-01 09:15:00 IST,181.85,172.19,196.34,201.17,206.0,210.83,2024-04-02 15:30:00 IST,201.17,TARGET,2.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABCAPITAL,2025-08-14 15:30:00 IST,BULL,2025-08-14 09:15:00 IST,273.0,259.58,293.14,299.85,306.56,313.27,2025-08-28 15:30:00 IST,280.05,TIME_EXPIRY,0.5251,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABCAPITAL,2025-09-03 15:30:00 IST,BULL,2025-09-03 09:15:00 IST,279.25,267.73,296.53,302.29,308.05,313.81,2025-09-17 15:30:00 IST,283.95,TIME_EXPIRY,0.408,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABCAPITAL,2026-02-09 15:30:00 IST,BULL,2026-02-09 09:15:00 IST,352.9,333.86,381.45,390.97,400.49,410.0,2026-02-16 15:30:00 IST,333.86,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABCAPITAL,2026-08-24 15:30:00 IST,BULL,2026-08-24 09:15:00 IST,412.9,397.18,436.49,444.35,452.21,460.07,2026-09-01 15:30:00 IST,397.18,STOP_LOSS,-1.0,6,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABDL,2025-12-15 15:30:00 IST,BULL,2025-12-15 09:15:00 IST,626.1,593.88,674.44,690.55,706.66,722.77,2025-12-26 15:30:00 IST,593.88,STOP_LOSS,-1.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABSLAMC,2023-11-03 15:30:00 IST,BULL,2023-11-03 09:15:00 IST,445.65,426.52,474.35,483.92,493.48,503.05,2023-11-17 15:30:00 IST,459.5,TIME_EXPIRY,0.7239,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABSLAMC,2024-01-04 15:30:00 IST,BULL,2024-01-04 09:15:00 IST,471.85,454.1,498.47,507.35,516.22,525.1,2024-01-15 15:30:00 IST,507.35,TARGET,2.0,7,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABSLAMC,2024-01-20 15:30:00 IST,BULL,2024-01-20 09:15:00 IST,489.1,471.3,515.81,524.71,533.61,542.52,2024-01-22 15:30:00 IST,471.3,STOP_LOSS,-1.0,1,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ABSLAMC,2024-09-09 15:30:00 IST,BULL,2024-09-09 09:15:00 IST,723.5,689.43,774.61,791.64,808.68,825.72,2024-09-23 15:30:00 IST,750.4,TIME_EXPIRY,0.7895,10,83.0,False,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,ACC,2017-10-16 15:30:00 IST,BULL,2017-10-16 09:15:00 IST,1789.7,1723.54,1888.94,1922.02,1955.1,1988.18,2017-10-30 15:30:00 IST,1823.35,TIME_EXPIRY,0.5086,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
