scanner,symbol,entry_date,signal_regime,entry_price,stop_loss,target,exit_price,exit_reason,r_multiple,holding_days,stride,data_source,gate_ma_alignment,gate_vol_floor,gate_clv_floor,gate_breakout_pattern
TECHNICAL,BALRAMCHIN,2021-10-04,BULL,392.75,375.47,427.31,375.47,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2021-12-29,BULL,361.45,341.92,400.52,400.52,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2021-12-31,BULL,367.5,347.08,408.34,408.34,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2022-01-03,BULL,374.3,353.59,415.72,415.72,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2022-01-04,BULL,427.3,402.79,476.33,453.4,TIME_EXPIRY,1.0647,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2022-01-13,BULL,444.65,417.15,499.65,417.15,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2022-03-11,BULL,487.35,451.0,560.04,481.2,TIME_EXPIRY,-0.1692,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2023-03-08,BULL,400.35,383.02,435.0,383.02,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2023-11-20,BULL,445.15,428.8,477.86,477.86,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2023-11-22,BULL,461.6,446.5,491.8,446.5,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2023-11-23,BULL,470.3,455.0,500.91,455.0,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2024-08-20,BULL,570.85,540.93,630.69,586.85,TIME_EXPIRY,0.5347,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2024-09-27,BULL,654.8,626.03,712.33,626.03,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2024-10-01,BULL,680.55,648.56,744.53,648.56,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2026-08-03,BULL,646.8,615.03,710.33,615.03,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALRAMCHIN,2026-08-20,BULL,767.1,722.0,857.3,722.0,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALUFORGE,2024-07-11,BULL,416.35,387.06,474.94,387.06,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALUFORGE,2024-07-26,BULL,447.0,411.53,517.94,517.94,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALUFORGE,2024-08-07,BULL,534.55,488.74,626.16,626.16,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALUFORGE,2024-08-08,BULL,577.55,529.14,674.36,674.36,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALUFORGE,2024-08-23,BULL,774.3,710.97,900.95,839.75,TIME_EXPIRY,1.0335,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALUFORGE,2024-09-09,BULL,854.35,782.09,998.87,782.09,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALUFORGE,2024-12-10,BULL,835.95,788.43,930.99,788.43,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALUFORGE,2025-09-03,BULL,672.35,637.63,741.79,661.1,TIME_EXPIRY,-0.324,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BALUFORGE,2025-09-04,BULL,680.65,645.03,751.88,645.03,STOP_LOSS,-1.0,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2017-02-07,BULL,2220.4,2100.26,2460.68,2100.26,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2017-02-08,BULL,2283.1,2167.06,2515.17,2167.06,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2017-11-02,BULL,2520.85,2401.42,2759.7,2401.42,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2017-11-03,BULL,2573.6,2452.78,2815.23,2452.78,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2021-02-04,BULL,1574.9,1500.84,1723.01,1585.0,TIME_EXPIRY,0.1364,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2021-02-09,BULL,1623.6,1546.11,1778.59,1546.11,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2021-05-03,BULL,1942.85,1803.2,2222.15,1849.0,TIME_EXPIRY,-0.672,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2021-08-03,BULL,1911.6,1805.33,2124.14,1805.33,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2021-08-06,BULL,1984.85,1880.27,2194.01,1880.27,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2022-01-04,BULL,2911.4,2722.22,3289.75,2956.7,TIME_EXPIRY,0.2395,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2022-11-14,BULL,3018.3,2924.02,3206.85,3080.65,TIME_EXPIRY,0.6614,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2023-03-08,BULL,2921.0,2835.08,3092.83,2835.08,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2024-10-10,BULL,3888.15,3699.46,4265.54,3699.46,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2024-12-04,BULL,3730.4,3593.53,4004.14,3593.53,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2025-03-24,BULL,3839.6,3650.58,4217.63,3650.58,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANARISUG,2025-04-24,BULL,4135.8,3886.25,4634.91,3886.25,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2017-04-03,BULL,116.0,111.06,125.87,111.06,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2017-04-24,BULL,118.0,111.74,130.52,114.55,TIME_EXPIRY,-0.5512,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2020-11-13,BULL,53.4,50.8,58.6,58.6,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2020-11-14,BULL,56.65,53.83,62.28,53.83,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2020-11-24,BULL,65.55,61.25,74.14,71.2,TIME_EXPIRY,1.3147,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2020-12-09,BULL,69.1,63.49,80.31,63.49,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2021-04-26,BULL,76.0,71.63,84.74,75.35,TIME_EXPIRY,-0.1487,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2021-06-16,BULL,92.55,86.69,104.26,86.69,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2021-06-24,BULL,98.7,92.56,110.99,92.56,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2021-08-27,BULL,106.3,97.56,123.79,103.6,TIME_EXPIRY,-0.3087,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2022-01-06,BULL,96.45,91.67,106.01,91.67,STOP_LOSS,-1.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2022-08-16,BULL,99.3,94.64,108.63,108.63,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2022-08-17,BULL,104.35,99.5,114.05,114.05,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2022-08-18,BULL,109.2,104.07,119.47,119.47,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2022-08-23,BULL,116.3,110.55,127.8,127.8,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2022-08-24,BULL,123.7,117.67,135.75,117.67,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2022-11-15,BULL,101.2,96.93,109.74,102.6,TIME_EXPIRY,0.3281,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2022-11-17,BULL,104.9,100.3,114.11,100.3,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-02-09,BULL,108.6,104.1,117.59,117.59,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-02-13,BULL,116.9,111.15,128.4,111.15,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-04-19,BULL,122.1,115.9,134.5,127.3,TIME_EXPIRY,0.8389,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-05-11,BULL,135.5,128.72,149.07,128.72,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-05-18,BULL,143.8,136.57,158.25,136.57,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-06-05,BULL,155.2,146.0,173.6,155.6,TIME_EXPIRY,0.0435,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-07-17,BULL,166.4,159.43,180.35,171.1,TIME_EXPIRY,0.6738,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-08-08,BULL,200.5,189.3,222.91,222.91,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-11-08,BULL,259.8,245.02,289.35,289.35,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-11-10,BULL,266.35,252.12,294.8,294.8,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2023-12-22,BULL,309.4,292.18,343.85,343.85,TARGET,2.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2024-01-09,BULL,343.45,321.85,386.64,346.2,TIME_EXPIRY,0.1273,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2024-06-25,BULL,334.85,313.91,376.74,351.4,TIME_EXPIRY,0.7902,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2024-06-26,BULL,355.3,332.86,400.19,332.86,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2024-07-26,BULL,380.15,356.86,426.72,356.86,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2024-10-01,BULL,372.85,357.32,403.91,357.32,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2024-11-14,BULL,419.5,391.98,474.54,474.54,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2024-11-18,BULL,495.5,462.63,561.24,561.24,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2024-11-19,BULL,527.0,490.51,599.98,550.1,TIME_EXPIRY,0.6331,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2024-11-22,BULL,564.5,524.29,644.92,535.3,TIME_EXPIRY,-0.7262,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2025-06-30,BULL,641.0,599.71,723.58,667.65,TIME_EXPIRY,0.6455,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2025-07-01,BULL,670.25,627.35,756.05,664.7,TIME_EXPIRY,-0.1294,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2025-09-03,BULL,630.85,589.69,713.17,713.17,TARGET,2.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2025-09-15,BULL,697.45,655.81,780.73,780.73,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2025-09-17,BULL,743.75,700.02,831.21,831.21,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2025-09-18,BULL,802.25,752.81,901.14,795.65,TIME_EXPIRY,-0.1335,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2025-09-19,BULL,835.6,783.15,940.5,783.15,STOP_LOSS,-1.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANCOINDIA,2026-02-11,BULL,690.15,644.27,781.91,644.27,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2017-03-27,BULL,172.3,165.72,185.46,175.65,TIME_EXPIRY,0.509,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2017-03-28,BULL,173.9,167.44,186.82,175.95,TIME_EXPIRY,0.3173,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2017-05-04,BULL,195.75,187.72,211.81,187.72,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2018-01-23,BULL,173.15,164.92,189.6,164.92,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2018-01-24,BULL,178.35,169.73,195.59,169.73,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-01-12,BULL,70.75,66.34,79.57,79.57,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-01-13,BULL,75.25,70.59,84.57,70.59,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-02-18,BULL,95.65,87.7,111.55,87.7,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-05-21,BULL,80.8,75.86,90.67,81.8,TIME_EXPIRY,0.2026,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-05-27,BULL,83.55,78.4,93.86,84.95,TIME_EXPIRY,0.2717,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-06-28,BULL,87.8,82.95,97.5,82.95,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-09-16,BULL,85.9,82.32,93.06,82.32,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-10-08,BULL,88.1,83.68,96.95,96.95,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-10-18,BULL,93.05,88.9,101.35,88.9,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2021-10-21,BULL,95.45,90.63,105.1,105.1,TARGET,2.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2022-01-25,BULL,98.5,94.16,107.18,107.18,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2022-01-27,BULL,103.5,98.64,113.21,113.21,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2022-01-31,BULL,107.55,102.28,118.1,118.1,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2022-02-08,BULL,117.95,111.21,131.44,111.21,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2022-07-19,BULL,112.7,107.58,122.93,122.93,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2022-08-02,BULL,121.75,116.05,133.14,118.25,TIME_EXPIRY,-0.6144,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2022-11-09,BULL,166.3,158.01,182.88,167.85,TIME_EXPIRY,0.187,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2022-12-08,BULL,188.25,181.58,201.59,181.58,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2023-06-19,BULL,193.75,188.98,203.28,188.98,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2023-07-03,BULL,199.1,193.28,210.74,210.74,TARGET,2.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2023-07-07,BULL,209.0,202.24,222.52,202.24,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2023-09-11,BULL,202.8,197.12,214.17,214.17,TARGET,2.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2023-09-13,BULL,208.65,202.24,221.48,217.85,TIME_EXPIRY,1.4347,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2023-09-18,BULL,217.35,210.4,231.24,210.4,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2023-12-04,BULL,209.05,202.79,221.57,221.57,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2023-12-13,BULL,221.05,214.12,234.92,234.92,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2024-01-31,BULL,247.6,235.66,271.48,271.48,TARGET,2.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2024-02-01,BULL,255.95,243.54,280.77,243.54,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2024-02-09,BULL,263.5,249.19,292.11,270.35,TIME_EXPIRY,0.4788,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2024-03-06,BULL,282.55,268.82,310.01,268.82,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2024-04-30,BULL,281.5,271.2,302.09,271.2,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2024-06-03,BULL,296.95,283.56,323.72,283.56,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2025-09-30,BULL,258.54,251.37,272.89,264.5,TIME_EXPIRY,0.8307,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2025-11-03,BULL,291.2,281.72,310.16,281.72,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKBARODA,2026-02-26,BULL,324.45,312.23,348.89,312.23,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2017-03-27,BULL,135.9,130.23,147.23,147.23,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2017-07-24,BULL,159.8,152.06,175.27,152.06,STOP_LOSS,-1.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2017-07-25,BULL,163.95,156.35,179.14,156.35,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2017-07-31,BULL,166.0,157.13,183.74,157.13,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2017-10-25,BULL,188.5,178.92,207.67,207.67,TARGET,2.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2019-05-24,BULL,96.7,90.55,109.01,90.55,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2021-01-12,BULL,53.9,50.75,60.2,50.75,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2021-02-04,BULL,57.4,53.24,65.71,65.71,TARGET,2.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2021-02-16,BULL,70.6,65.39,81.02,81.02,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2021-02-17,BULL,84.7,78.56,96.97,96.97,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2021-02-18,BULL,93.15,86.52,106.4,86.52,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2022-10-25,BULL,56.45,53.73,61.89,61.89,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2022-10-28,BULL,58.7,55.86,64.37,64.37,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2022-10-31,BULL,60.25,57.52,65.7,65.7,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2022-11-01,BULL,61.8,59.07,67.26,67.26,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2022-11-03,BULL,64.0,60.89,70.22,70.22,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2022-11-07,BULL,70.65,67.08,77.78,77.78,TARGET,2.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2022-11-09,BULL,76.95,72.86,85.12,72.86,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2022-12-08,BULL,100.2,94.47,111.66,94.47,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2023-04-28,BULL,84.0,79.57,92.85,79.57,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2023-07-03,BULL,77.3,74.82,82.26,80.25,TIME_EXPIRY,1.1901,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2023-07-04,BULL,80.25,77.58,85.59,77.58,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2023-09-05,BULL,93.4,89.02,102.15,102.15,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2023-09-11,BULL,98.8,94.47,107.46,107.46,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2023-09-13,BULL,103.55,98.71,113.23,113.23,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,BANKINDIA,2023-12-06,BULL,116.65,112.23,125.49,112.23,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
