scanner,symbol,entry_date,signal_regime,entry_price,stop_loss,target,exit_price,exit_reason,r_multiple,holding_days,stride,data_source,gate_ma_alignment,gate_vol_floor,gate_clv_floor,gate_breakout_pattern
TECHNICAL,360ONE,2021-02-05,BULL,282.6,268.67,310.46,310.46,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2021-08-04,BULL,397.4,367.18,457.84,371.9,TIME_EXPIRY,-0.8438,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2021-09-09,BULL,418.65,393.6,468.76,393.6,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2021-10-21,BULL,441.55,419.11,486.44,419.11,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2023-01-19,BULL,485.0,466.86,521.28,466.86,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2023-09-11,BULL,549.9,526.97,595.75,526.97,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2023-12-06,BULL,649.45,617.94,712.47,712.47,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2024-02-13,BULL,691.7,655.33,764.44,764.44,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2024-02-26,BULL,769.6,728.66,851.47,728.66,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2024-06-19,BULL,852.9,802.64,953.42,953.42,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2024-06-26,BULL,889.2,836.1,995.39,995.39,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2024-06-27,BULL,934.7,879.47,1045.17,1045.17,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2024-07-29,BULL,1068.15,1000.45,1203.55,1203.55,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2024-07-31,BULL,1132.3,1065.58,1265.75,1065.58,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2024-12-10,BULL,1198.4,1137.88,1319.44,1250.9,TIME_EXPIRY,0.8675,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2025-10-14,BULL,1126.7,1087.99,1204.12,1087.99,STOP_LOSS,-1.0,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2025-10-15,BULL,1160.4,1119.0,1243.2,1119.0,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2025-10-20,BULL,1183.3,1137.84,1274.23,1137.84,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,360ONE,2025-11-28,BULL,1183.2,1135.89,1277.82,1135.89,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2017-08-23,BULL,14361.1,13829.19,15424.92,14620.85,TIME_EXPIRY,0.4883,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2017-11-03,BULL,15411.15,14947.62,16338.21,16338.21,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2017-12-22,BULL,16935.7,16265.15,18276.8,18276.8,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2017-12-26,BULL,17384.7,16708.64,18736.82,18736.82,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2017-12-27,BULL,19216.3,18363.72,20921.46,18363.72,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2018-02-12,BULL,21706.7,20568.89,23982.32,20568.89,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2018-07-17,BULL,20398.3,19629.63,21935.64,21935.64,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2018-07-19,BULL,21722.15,20926.68,23313.09,23313.09,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2018-07-20,BULL,23338.75,22460.0,25096.26,23763.55,TIME_EXPIRY,0.4834,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2020-02-10,BULL,24662.45,23516.66,26954.03,23516.66,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2021-03-01,BULL,24148.65,22952.2,26541.55,26541.55,TARGET,2.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2022-09-16,BULL,23938.1,23071.28,25671.75,23071.28,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2022-11-14,BULL,24483.7,23438.5,26574.1,23438.5,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2023-01-31,BULL,23329.05,22636.0,24715.16,22636.0,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2023-05-30,BULL,24817.45,23967.71,26516.94,26516.94,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2023-05-31,BULL,25153.45,24318.55,26823.25,26823.25,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2023-06-01,BULL,26290.7,25408.44,28055.22,28055.22,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2023-08-11,BULL,29469.3,28139.43,32129.03,31684.65,TIME_EXPIRY,1.6658,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2023-09-04,BULL,32820.85,31359.52,35743.51,31359.52,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2023-12-27,BULL,36389.95,34998.72,39172.4,34998.72,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2024-10-31,BULL,36047.6,34744.6,38653.6,34744.6,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2025-11-03,BULL,30700.0,29906.12,32287.75,32287.75,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,3MINDIA,2025-11-04,BULL,35885.0,34692.5,38270.0,35455.0,TIME_EXPIRY,-0.3606,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AADHARHFC,2024-09-23,BULL,498.9,472.62,551.45,472.62,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AADHARHFC,2024-09-24,BULL,510.45,483.32,564.7,483.32,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AADHARHFC,2025-07-01,BULL,463.9,446.24,499.21,499.21,TARGET,2.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AADHARHFC,2025-07-16,BULL,504.65,481.59,550.78,499.5,TIME_EXPIRY,-0.2233,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AADHARHFC,2025-09-16,BULL,537.8,517.6,578.2,517.6,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AADHARHFC,2026-07-03,BULL,555.6,529.1,608.6,529.1,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2017-12-29,BULL,160.3,152.69,175.52,175.52,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2018-01-03,BULL,177.0,168.21,194.57,194.57,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2019-03-06,BULL,157.2,150.5,170.61,170.61,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2019-03-08,BULL,168.3,160.98,182.93,165.55,TIME_EXPIRY,-0.3759,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-01-14,BULL,157.2,148.05,175.51,148.05,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-02-26,BULL,186.75,175.25,209.75,175.25,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-04-13,BULL,170.25,147.23,216.28,147.23,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-04-24,BULL,180.6,162.15,217.51,191.1,TIME_EXPIRY,0.569,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-05-14,BULL,208.9,191.98,242.74,191.98,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-05-15,BULL,215.85,200.84,245.86,200.84,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-05-28,BULL,234.2,216.62,269.35,243.65,TIME_EXPIRY,0.5377,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-07-24,BULL,396.65,374.86,440.22,440.22,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-08-05,BULL,470.4,440.26,530.67,530.67,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-08-06,BULL,554.7,518.12,627.87,627.87,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-08-20,BULL,712.2,646.01,844.58,844.58,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-08-21,BULL,783.4,714.4,921.41,921.41,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-08-24,BULL,861.75,790.96,1003.32,790.96,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-10-07,BULL,937.4,888.4,1035.4,888.4,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-10-08,BULL,1011.85,954.36,1126.84,954.36,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2020-12-07,BULL,791.05,743.4,886.35,743.4,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2023-07-24,BULL,605.5,576.74,663.02,576.74,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2023-09-05,BULL,613.2,583.64,672.33,583.64,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2023-12-19,BULL,517.6,497.17,558.46,497.17,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AARTIDRUGS,2025-07-15,BULL,530.3,503.47,583.96,506.75,TIME_EXPIRY,-0.8777,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-02-20,BULL,938.9,903.75,1009.2,1009.2,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-02-22,BULL,999.3,960.51,1076.88,960.51,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-03-01,BULL,1069.6,1023.53,1161.74,1161.74,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-03-07,BULL,1226.2,1166.7,1345.2,1166.7,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-03-08,BULL,1239.8,1175.76,1367.88,1175.76,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-05-03,BULL,1303.95,1234.55,1442.75,1442.75,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-05-06,BULL,1343.15,1268.96,1491.53,1491.53,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-11-26,BULL,1822.25,1716.18,2034.4,1909.85,TIME_EXPIRY,0.8259,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2019-12-31,BULL,1981.1,1879.85,2183.6,1987.35,TIME_EXPIRY,0.0617,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2021-01-04,BULL,1867.05,1761.31,2078.53,2078.53,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2021-02-08,BULL,2067.2,1931.02,2339.57,2339.57,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2021-02-09,BULL,2261.1,2110.63,2562.04,2253.7,TIME_EXPIRY,-0.0492,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2021-06-04,BULL,2422.35,2321.44,2624.18,2548.1,TIME_EXPIRY,1.2461,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2022-02-01,BULL,3113.9,2870.9,3599.89,2870.9,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2024-09-05,BULL,1815.75,1741.97,1963.3,1898.85,TIME_EXPIRY,1.1264,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2025-04-21,BULL,2166.3,2023.15,2452.6,2023.15,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,AAVAS,2025-06-06,BULL,1922.3,1841.39,2084.12,1841.39,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2017-03-30,BULL,987.7,953.43,1056.24,1056.24,TARGET,2.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2017-03-31,BULL,1000.75,965.71,1070.83,1070.83,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2017-04-03,BULL,1033.3,996.79,1106.33,1106.33,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2017-04-07,BULL,1078.9,1040.17,1156.36,1156.36,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2017-05-10,BULL,1252.55,1197.26,1363.12,1197.26,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2017-09-14,BULL,1115.2,1074.07,1197.46,1091.2,TIME_EXPIRY,-0.5835,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2018-02-01,BULL,1329.6,1259.17,1470.46,1259.17,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2018-11-28,BULL,1093.95,1047.79,1186.28,1118.2,TIME_EXPIRY,0.5253,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2019-05-27,BULL,1261.45,1198.54,1387.28,1198.54,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2019-07-04,BULL,1291.7,1242.8,1389.5,1242.8,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2019-09-23,BULL,1214.5,1156.57,1330.36,1156.57,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2020-12-02,BULL,1190.8,1112.24,1347.92,1246.95,TIME_EXPIRY,0.7148,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2020-12-18,BULL,1246.95,1167.27,1406.32,1167.27,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2021-01-18,BULL,1344.5,1284.17,1465.15,1465.15,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2021-08-27,BULL,1850.05,1753.34,2043.48,1905.9,TIME_EXPIRY,0.5775,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2021-08-30,BULL,1921.7,1821.18,2122.74,1908.05,TIME_EXPIRY,-0.1358,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2021-10-28,BULL,1983.65,1894.48,2161.99,2161.99,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2021-10-29,BULL,2119.9,2020.15,2319.39,2191.7,TIME_EXPIRY,0.7198,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2021-11-09,BULL,2185.05,2065.58,2424.0,2065.58,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2021-12-09,BULL,2300.4,2153.02,2595.15,2153.02,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2022-07-06,BULL,2517.0,2390.21,2770.58,2770.58,TARGET,2.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2022-07-21,BULL,2772.75,2654.85,3008.56,2654.85,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2022-08-16,BULL,2898.0,2757.64,3178.72,3178.72,TARGET,2.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2022-08-24,BULL,3060.45,2922.32,3336.7,3336.7,TARGET,2.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2022-08-25,BULL,3144.4,3005.86,3421.47,3421.47,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2022-09-01,BULL,3403.7,3248.18,3714.75,3248.18,STOP_LOSS,-1.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2023-02-07,BULL,3023.5,2901.73,3267.03,3138.35,TIME_EXPIRY,0.9432,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2023-02-08,BULL,3079.45,2956.37,3325.61,3142.0,TIME_EXPIRY,0.5082,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2023-05-04,BULL,3645.35,3521.92,3892.2,3892.2,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2023-06-13,BULL,4319.8,4170.15,4619.11,4423.0,TIME_EXPIRY,0.6896,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2023-09-11,BULL,4618.85,4467.9,4920.76,4467.9,STOP_LOSS,-1.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2023-12-04,BULL,4630.75,4472.4,4947.45,4947.45,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2023-12-05,BULL,4846.6,4673.91,5191.98,4673.91,STOP_LOSS,-1.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-02-22,BULL,5425.0,5151.34,5972.31,5151.34,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-03-27,BULL,6279.35,6031.36,6775.34,6644.85,TIME_EXPIRY,1.4738,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-05-06,BULL,6940.35,6673.17,7474.71,7474.71,TARGET,2.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-05-13,BULL,7984.25,7618.5,8715.75,8198.35,TIME_EXPIRY,0.5854,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-05-16,BULL,8305.15,7921.75,9071.96,8728.0,TIME_EXPIRY,1.1029,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-06-14,BULL,9020.0,8515.3,10029.41,8515.3,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2024-10-09,BULL,8458.05,8077.21,9219.73,8077.21,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2026-04-08,BULL,6565.0,6247.86,7199.28,7199.28,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2026-04-09,BULL,6614.0,6300.65,7240.7,7240.7,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABB,2026-04-10,BULL,6859.5,6544.24,7490.02,7490.02,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2018-04-12,BULL,6071.45,5873.02,6468.3,6468.3,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2018-04-13,BULL,6484.15,6242.3,6967.85,6242.3,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2019-01-08,BULL,7752.05,7548.12,8159.9,8159.9,TARGET,2.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2019-09-03,BULL,9445.9,9020.24,10297.21,10219.15,TIME_EXPIRY,1.8166,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2019-09-20,BULL,10219.15,9857.27,10942.91,10942.91,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2020-02-07,BULL,14103.15,13634.2,15041.06,15041.06,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2021-07-27,BULL,17992.4,17556.27,18864.66,18864.66,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2021-07-30,BULL,19012.75,18523.93,19990.39,19990.39,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2021-08-02,BULL,19750.7,19197.62,20856.86,19197.62,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2021-09-01,BULL,20028.8,19190.86,21704.68,21704.68,TARGET,2.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2021-09-09,BULL,20706.9,20009.26,22102.19,21010.8,TIME_EXPIRY,0.4356,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2021-09-13,BULL,21378.55,20647.74,22840.16,20647.74,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2021-10-01,BULL,22031.25,20932.71,24228.33,20932.71,STOP_LOSS,-1.0,11,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2021-10-04,BULL,23108.85,21935.41,25455.74,21935.41,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2022-07-21,BULL,20117.65,19485.33,21382.29,19485.33,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2022-08-01,BULL,20543.35,19923.7,21782.64,19923.7,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2022-09-29,BULL,19181.1,18539.05,20465.2,18539.05,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2022-11-01,BULL,19685.95,19040.14,20977.56,19741.25,TIME_EXPIRY,0.0856,12,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2022-11-03,BULL,19950.65,19315.3,21221.36,19315.3,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
TECHNICAL,ABBOTINDIA,2022-12-13,BULL,20838.0,20279.27,21955.46,21955.46,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True,True
