regime,r_multiple
BULL,-0.07223476297968447
BULL,2.0
BULL,-1.0000000000000007
BULL,-1.0000000000000009
BULL,-1.0000000000000009
BULL,-0.9999999999999991
BULL,1.9999999999999987
BULL,-0.9999999999999996
BULL,-1.0000000000000007
BULL,-0.9999999999999992
BULL,0.7192254495159071
BULL,0.7115976736229885
BULL,-0.9999999999999997
BULL,-1.0000000000000009
BULL,0.6399326386696134
BULL,-1.0000000000000009
BULL,-0.9999999999999998
BULL,1.9999999999999998
BULL,1.9999999999999993
BULL,-0.9999999999999997
BULL,-1.0000000000000018
BULL,-0.9999999999999999
BULL,-1.0000000000000009
BULL,2.0000000000000013
BULL,2.000000000000002
BULL,1.9999999999999991
BULL,2.000000000000001
BULL,1.9999999999999993
BULL,-1.0
BULL,-0.7560904992348089
BULL,-0.9999999999999993
BULL,-0.9999999999999996
BULL,-1.0
BULL,-1.0000000000000002
BULL,-0.9999999999999988
BULL,-0.9999999999999988
BULL,-0.9999999999999988
BULL,-0.9999999999999998
BULL,-0.9999999999999994
BULL,2.0000000000000004
BULL,1.9999999999999993
BULL,1.1054893640171903
BULL,-1.0000000000000004
BULL,-0.9999999999999992
BULL,-1.0000000000000009
BULL,0.503493629264283
BULL,0.8499170812603651
BULL,0.4475638287051165
BULL,1.033400236735113
BULL,0.680143188039589
BULL,1.999999999999999
BULL,-1.0
BULL,-0.999999999999999
BULL,-1.0000000000000007
BULL,-1.0000000000000009
BULL,-1.0
BULL,-1.0
BULL,1.2794612794612774
BULL,1.2958474713200845
BULL,2.0000000000000018
BULL,-1.0000000000000016
BULL,-0.9999999999999994
BULL,-1.0000000000000004
BULL,-0.9999999999999978
BULL,-1.0000000000000016
BULL,1.9999999999999993
BULL,1.999999999999998
BULL,0.7070201767550458
BULL,0.09138381201044239
BULL,-1.0000000000000002
BULL,-0.9999999999999991
BULL,2.000000000000001
BULL,-1.0000000000000018
BULL,-1.0000000000000018
BULL,-1.0000000000000009
BULL,-1.0000000000000009
BULL,-0.999999999999998
BULL,1.9999999999999978
BULL,2.000000000000001
BULL,1.999999999999999
BULL,1.9999999999999998
BULL,-1.0
BULL,-0.9999999999999988
BULL,2.0
BULL,1.9999999999999993
BULL,0.19297036526533481
BULL,-1.000000000000001
BULL,1.9999999999999991
BULL,-1.0000000000000009
BULL,2.0000000000000004
BULL,2.000000000000001
BULL,1.9999999999999984
BULL,-0.2234681299455239
BULL,2.0000000000000004
BULL,-0.9999999999999991
BULL,-0.9999999999999983
BULL,2.0000000000000013
BULL,2.0000000000000018
BULL,1.9999999999999982
BULL,0.9319618292229495
BULL,1.0807693891840704
BULL,0.25204788909892867
BULL,-0.5621999837279301
BULL,-1.0
BULL,-1.0000000000000007
BULL,-0.9999999999999997
BULL,1.3023255813953472
BULL,-0.9999999999999986
BULL,0.0921063007649234
BULL,0.12047642951672359
