scanner,symbol,entry_date,exit_date,signal_regime,entry_price,stop_loss,target,exit_price,exit_reason,r_multiple,holding_period_days,ledger_type,data_source
WEALTH_ENGINE,360ONE,2021-02-08,2021-04-15,BULL,294.95,271.35,365.74,271.35,STOP_LOSS,-1.0,48,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2021-04-23,2021-07-15,SIDEWAYS,273.8,251.9,339.51,339.51,TARGET,3.0,59,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2021-07-19,2021-07-27,BULL,346.55,318.83,429.72,318.83,STOP_LOSS,-1.0,6,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2021-07-29,2021-08-04,BULL,324.05,298.13,401.82,401.82,TARGET,3.0,4,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2021-08-05,2021-10-28,BULL,383.85,353.14,475.97,394.0,TIME_EXPIRY,0.3305,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2021-11-03,2021-11-24,BULL,401.5,369.38,497.86,369.38,STOP_LOSS,-1.0,15,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2021-11-29,2021-12-17,BULL,361.65,332.72,448.45,332.72,STOP_LOSS,-1.0,14,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2021-12-21,2022-03-15,SIDEWAYS,346.35,318.64,429.47,388.5,TIME_EXPIRY,1.5212,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2022-03-21,2022-05-10,BULL,395.65,364.0,490.61,364.0,STOP_LOSS,-1.0,36,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2022-05-18,2022-05-25,SIDEWAYS,400.75,368.69,496.93,368.69,STOP_LOSS,-1.0,5,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2022-07-08,2022-09-15,SIDEWAYS,391.85,360.5,485.89,485.89,TARGET,3.0,49,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2022-09-21,2022-09-26,BULL,469.35,431.8,581.99,431.8,STOP_LOSS,-1.0,3,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2022-09-27,2022-12-20,BULL,448.2,412.34,555.77,437.25,TIME_EXPIRY,-0.3054,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2022-12-26,2023-03-17,SIDEWAYS,438.5,403.42,543.74,403.42,STOP_LOSS,-1.0,59,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2023-03-28,2023-04-11,SIDEWAYS,435.95,401.07,540.58,401.07,STOP_LOSS,-1.0,10,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2023-06-16,2023-09-07,SIDEWAYS,440.65,405.4,546.41,546.41,TARGET,3.0,59,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2023-09-12,2023-09-28,BULL,545.85,502.18,676.85,502.18,STOP_LOSS,-1.0,12,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2023-10-03,2023-11-30,BULL,501.4,461.29,621.74,621.74,TARGET,3.0,42,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2023-12-05,2024-02-22,BULL,608.1,559.45,754.04,754.04,TARGET,3.0,57,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2024-02-27,2024-03-08,BULL,747.85,688.02,927.33,688.02,STOP_LOSS,-1.0,8,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2024-03-11,2024-03-25,BULL,710.7,653.84,881.27,653.84,STOP_LOSS,-1.0,10,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2024-03-27,2024-04-15,BULL,667.95,614.51,828.26,828.26,TARGET,3.0,13,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2024-04-19,2024-05-08,BULL,790.6,727.35,980.34,727.35,STOP_LOSS,-1.0,13,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2024-05-10,2024-06-26,BULL,748.4,688.53,928.02,928.02,TARGET,3.0,33,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2024-06-28,2024-09-20,BULL,980.15,901.74,1215.39,1078.55,TIME_EXPIRY,1.2549,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2024-09-25,2024-10-02,BULL,1034.4,951.65,1282.66,951.65,STOP_LOSS,-1.0,5,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2024-10-04,2024-12-13,BULL,1011.2,930.3,1253.89,1253.89,TARGET,3.0,50,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2024-12-18,2025-01-09,BULL,1240.8,1141.54,1538.59,1141.54,STOP_LOSS,-1.0,16,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2025-01-13,2025-01-28,BULL,1101.95,1013.79,1366.42,1013.79,STOP_LOSS,-1.0,11,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2025-01-29,2025-02-14,SIDEWAYS,1028.35,946.08,1275.15,946.08,STOP_LOSS,-1.0,12,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2025-02-25,2025-03-07,SIDEWAYS,1038.5,955.42,1287.74,955.42,STOP_LOSS,-1.0,8,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2025-04-23,2025-04-25,SIDEWAYS,1059.75,974.97,1314.09,974.97,STOP_LOSS,-1.0,2,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2025-06-05,2025-08-28,SIDEWAYS,1074.0,988.08,1331.76,1030.8,TIME_EXPIRY,-0.5028,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2025-09-10,2025-12-03,SIDEWAYS,1078.0,991.76,1336.72,1128.2,TIME_EXPIRY,0.5821,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2025-12-09,2026-01-29,BULL,1117.9,1028.47,1386.2,1028.47,STOP_LOSS,-1.0,36,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2026-02-02,2026-03-12,SIDEWAYS,1110.5,1021.66,1377.02,1021.66,STOP_LOSS,-1.0,27,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2026-04-17,2026-04-30,SIDEWAYS,1113.3,1024.24,1380.49,1024.24,STOP_LOSS,-1.0,9,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,360ONE,2026-05-07,2026-08-03,SIDEWAYS,1111.7,1022.76,1378.51,1147.8,TIME_EXPIRY,0.4059,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2017-07-19,2017-10-11,BULL,13385.35,12314.52,16597.83,14199.9,TIME_EXPIRY,0.7607,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2017-10-17,2017-12-22,BULL,14140.75,13009.49,17534.53,17534.53,TARGET,3.0,48,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2017-12-28,2018-01-12,BULL,19366.4,17817.09,24014.34,17817.09,STOP_LOSS,-1.0,11,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2018-01-15,2018-02-09,BULL,17943.35,16507.88,22249.75,22249.75,TARGET,3.0,19,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2018-02-14,2018-03-22,BULL,20689.1,19033.97,25654.48,19033.97,STOP_LOSS,-1.0,26,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2018-03-26,2018-06-18,BULL,19034.4,17511.65,23602.66,19829.5,TIME_EXPIRY,0.5221,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2018-06-22,2018-08-13,BULL,20073.15,18467.3,24890.71,24890.71,TARGET,3.0,36,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2018-08-14,2018-09-17,BULL,24879.2,22888.86,30850.21,22888.86,STOP_LOSS,-1.0,24,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2018-09-24,2018-10-03,BULL,23018.55,21177.07,28543.0,21177.07,STOP_LOSS,-1.0,7,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2018-10-05,2018-10-22,BULL,21917.2,20163.82,27177.33,20163.82,STOP_LOSS,-1.0,11,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2018-11-30,2018-12-25,SIDEWAYS,21634.0,19903.28,26826.16,19903.28,STOP_LOSS,-1.0,17,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2019-02-11,2019-05-06,SIDEWAYS,21619.2,19889.66,26807.81,23219.05,TIME_EXPIRY,0.925,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2019-05-15,2019-07-24,SIDEWAYS,22951.25,21115.15,28459.55,21115.15,STOP_LOSS,-1.0,50,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2019-10-17,2019-10-18,SIDEWAYS,22882.1,21051.53,28373.8,21051.53,STOP_LOSS,-1.0,1,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2019-10-27,2020-01-17,SIDEWAYS,22249.15,20469.22,27588.95,22258.95,TIME_EXPIRY,0.0055,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2020-01-23,2020-02-27,SIDEWAYS,22409.7,20616.92,27788.03,20616.92,STOP_LOSS,-1.0,25,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2020-03-04,2020-03-11,SIDEWAYS,22335.75,20548.89,27696.33,20548.89,STOP_LOSS,-1.0,5,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2020-07-15,2020-09-09,SIDEWAYS,20375.9,18745.83,25266.12,18745.83,STOP_LOSS,-1.0,40,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2020-11-05,2021-01-28,SIDEWAYS,20214.25,18597.11,25065.67,20617.0,TIME_EXPIRY,0.2491,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2021-02-03,2021-03-04,BULL,21019.9,19338.31,26064.68,26064.68,TARGET,3.0,21,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2021-03-05,2021-05-28,BULL,25701.2,23645.1,31869.49,26339.65,TIME_EXPIRY,0.3105,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2021-06-08,2021-07-02,BULL,26305.45,24201.01,32618.76,24201.01,STOP_LOSS,-1.0,18,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2021-07-05,2021-09-27,SIDEWAYS,23949.65,22033.68,29697.57,24832.5,TIME_EXPIRY,0.4608,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2021-10-01,2021-12-24,SIDEWAYS,24863.2,22874.14,30830.37,24950.05,TIME_EXPIRY,0.0437,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2022-01-03,2022-02-07,SIDEWAYS,25797.2,23733.42,31988.53,23733.42,STOP_LOSS,-1.0,25,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2022-07-08,2022-09-30,SIDEWAYS,22871.05,21041.37,28360.1,25130.7,TIME_EXPIRY,1.235,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2022-10-07,2022-10-26,BULL,24464.95,22507.75,30336.54,22507.75,STOP_LOSS,-1.0,13,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2022-10-28,2023-01-20,SIDEWAYS,23040.45,21197.21,28570.16,22756.1,TIME_EXPIRY,-0.1543,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2023-01-24,2023-04-18,SIDEWAYS,22748.55,20928.67,28208.2,22425.7,TIME_EXPIRY,-0.1774,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2023-05-03,2023-07-11,SIDEWAYS,23016.25,21174.95,28540.15,28540.15,TARGET,3.0,49,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2023-07-13,2023-10-05,BULL,28842.95,26535.51,35765.26,30880.1,TIME_EXPIRY,0.8829,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2023-10-11,2023-12-26,BULL,31098.75,28610.85,38562.45,38562.45,TARGET,3.0,54,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2024-01-01,2024-01-03,BULL,36659.95,33727.15,45458.34,33727.15,STOP_LOSS,-1.0,2,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2024-01-04,2024-02-12,BULL,34321.8,31576.06,42559.03,31576.06,STOP_LOSS,-1.0,27,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2024-02-14,2024-05-08,SIDEWAYS,30947.25,28471.47,38374.59,28619.05,TIME_EXPIRY,-0.9404,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2024-05-18,2024-06-28,SIDEWAYS,31096.65,28608.92,38559.85,38559.85,TARGET,3.0,30,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2024-07-03,2024-08-13,BULL,39411.85,36258.9,48870.69,36258.9,STOP_LOSS,-1.0,29,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2024-08-16,2024-11-08,BULL,35680.05,32825.65,44243.26,34973.3,TIME_EXPIRY,-0.2476,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2024-11-12,2024-11-15,SIDEWAYS,34898.85,32106.94,43274.57,32106.94,STOP_LOSS,-1.0,3,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2025-07-21,2025-10-13,SIDEWAYS,30210.0,27793.2,37460.4,29395.0,TIME_EXPIRY,-0.3372,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2025-10-17,2025-11-04,SIDEWAYS,29565.0,27199.8,36660.6,36660.6,TARGET,3.0,12,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2025-11-07,2026-02-02,BULL,35580.0,32733.6,44119.2,35025.0,TIME_EXPIRY,-0.195,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2026-02-04,2026-03-13,BULL,35765.0,32903.8,44348.6,32903.8,STOP_LOSS,-1.0,26,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2026-03-16,2026-03-27,SIDEWAYS,32970.0,30332.4,40882.8,30332.4,STOP_LOSS,-1.0,9,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2026-04-23,2026-05-18,SIDEWAYS,33135.0,30484.2,41087.4,30484.2,STOP_LOSS,-1.0,16,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,3MINDIA,2026-05-22,2026-08-18,SIDEWAYS,33315.0,30649.8,41310.6,34945.0,TIME_EXPIRY,0.6116,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AADHARHFC,2025-03-07,2025-05-30,SIDEWAYS,426.7,392.56,529.11,452.95,TIME_EXPIRY,0.769,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AADHARHFC,2025-06-10,2025-06-24,BULL,452.55,416.35,561.16,416.35,STOP_LOSS,-1.0,10,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AADHARHFC,2025-06-25,2025-09-17,SIDEWAYS,441.5,406.18,547.46,539.15,TIME_EXPIRY,2.7647,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AADHARHFC,2025-09-22,2025-11-04,BULL,527.55,485.35,654.16,485.35,STOP_LOSS,-1.0,31,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AADHARHFC,2025-11-10,2026-02-03,BULL,498.45,458.57,618.08,472.6,TIME_EXPIRY,-0.6483,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AADHARHFC,2026-04-16,2026-05-18,SIDEWAYS,491.6,452.27,609.58,452.27,STOP_LOSS,-1.0,21,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AADHARHFC,2026-06-15,2026-09-08,SIDEWAYS,488.95,449.83,606.3,479.65,TIME_EXPIRY,-0.2378,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2017-11-28,2018-01-02,SIDEWAYS,137.9,126.87,171.0,171.0,TARGET,3.0,25,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-01-04,2018-01-24,BULL,185.1,170.29,229.52,170.29,STOP_LOSS,-1.0,14,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-01-25,2018-01-30,BULL,169.4,155.85,210.06,155.85,STOP_LOSS,-1.0,3,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-02-01,2018-02-05,BULL,155.6,143.15,192.94,143.15,STOP_LOSS,-1.0,2,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-02-06,2018-03-06,BULL,148.5,136.62,184.14,136.62,STOP_LOSS,-1.0,20,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-03-15,2018-03-22,SIDEWAYS,141.35,130.04,175.27,130.04,STOP_LOSS,-1.0,5,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-04-06,2018-05-15,SIDEWAYS,146.2,134.5,181.29,134.5,STOP_LOSS,-1.0,27,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-06-15,2018-06-27,BULL,155.85,143.38,193.25,143.38,STOP_LOSS,-1.0,8,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-09-04,2018-09-19,SIDEWAYS,151.4,139.29,187.74,139.29,STOP_LOSS,-1.0,11,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-09-26,2018-09-28,SIDEWAYS,147.3,135.52,182.65,135.52,STOP_LOSS,-1.0,2,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-10-22,2018-11-16,SIDEWAYS,146.0,134.32,181.04,134.32,STOP_LOSS,-1.0,19,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2018-12-07,2019-03-01,SIDEWAYS,141.5,130.18,175.46,148.0,TIME_EXPIRY,0.5742,60,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2019-03-06,2019-05-10,BULL,157.2,144.62,194.93,144.62,STOP_LOSS,-1.0,47,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2019-05-27,2019-06-06,SIDEWAYS,147.85,136.02,183.33,136.02,STOP_LOSS,-1.0,8,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2019-12-27,2020-02-26,BULL,150.05,138.05,186.06,186.06,TARGET,3.0,43,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-02-27,2020-02-28,BULL,191.15,175.86,237.03,175.86,STOP_LOSS,-1.0,1,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-03-02,2020-03-10,BULL,167.05,153.69,207.14,153.69,STOP_LOSS,-1.0,6,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-04-07,2020-04-14,BULL,151.95,139.79,188.42,139.79,STOP_LOSS,-1.0,5,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-04-17,2020-05-13,BULL,167.55,154.15,207.76,207.76,TARGET,3.0,18,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-05-15,2020-05-18,BULL,215.85,198.58,267.65,198.58,STOP_LOSS,-1.0,1,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-05-19,2020-05-27,BULL,191.65,176.32,237.65,237.65,TARGET,3.0,6,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-05-29,2020-06-23,BULL,243.05,223.61,301.38,301.38,TARGET,3.0,17,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-06-24,2020-07-15,BULL,294.0,270.48,364.56,364.56,TARGET,3.0,15,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-07-16,2020-07-27,BULL,356.15,327.66,441.63,441.63,TARGET,3.0,7,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-07-28,2020-08-06,BULL,431.75,397.21,535.37,535.37,TARGET,3.0,7,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-08-07,2020-08-11,BULL,589.1,541.97,730.48,541.97,STOP_LOSS,-1.0,2,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-08-12,2020-08-20,BULL,518.3,476.84,642.69,642.69,TARGET,3.0,6,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-08-21,2020-08-27,BULL,783.4,720.73,971.42,720.73,STOP_LOSS,-1.0,4,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-08-28,2020-08-31,BULL,732.75,674.13,908.61,674.13,STOP_LOSS,-1.0,1,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-09-01,2020-10-05,BULL,696.1,640.41,863.16,863.16,TARGET,3.0,24,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-10-07,2020-10-08,BULL,937.4,862.41,1162.38,862.41,STOP_LOSS,-1.0,1,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-10-09,2020-10-12,BULL,984.4,905.65,1220.66,905.65,STOP_LOSS,-1.0,1,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
WEALTH_ENGINE,AARTIDRUGS,2020-10-13,2020-10-22,BULL,799.2,735.26,991.01,735.26,STOP_LOSS,-1.0,7,ONE_ROW_PER_HOLDING,UPSTOX_V3_FRESH_2026-09-26
