scanner,symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,naive_baseline_fired,data_source_flags,gate_vcp_tightness,gate_vol_contraction,gate_pivot_breakout
ACCUMULATION,360ONE,2021-03-31 15:30:00 IST,BULL,2021-03-31 09:15:00 IST,309.85,294.13,333.44,341.3,349.16,357.02,2021-04-09 15:30:00 IST,294.13,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,360ONE,2022-01-17 15:30:00 IST,BULL,2022-01-17 09:15:00 IST,408.4,390.25,435.62,444.7,453.78,462.85,2022-01-18 15:30:00 IST,390.25,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,360ONE,2022-07-12 15:30:00 IST,BULL,2022-07-12 09:15:00 IST,398.95,375.2,434.57,446.44,458.31,470.18,2022-08-01 15:30:00 IST,415.1,TIME_EXPIRY,0.6801,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,360ONE,2023-05-29 15:30:00 IST,BULL,2023-05-29 09:15:00 IST,419.75,403.42,444.25,452.42,460.59,468.76,2023-06-16 15:30:00 IST,440.65,TIME_EXPIRY,1.2795,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,360ONE,2023-07-03 15:30:00 IST,BULL,2023-07-03 09:15:00 IST,475.7,455.24,506.4,516.63,526.86,537.09,2023-07-17 15:30:00 IST,516.63,TARGET,2.0,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,360ONE,2023-11-02 15:30:00 IST,BULL,2023-11-02 09:15:00 IST,551.55,526.83,588.63,600.99,613.35,625.71,2023-11-07 15:30:00 IST,526.83,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,360ONE,2025-12-01 15:30:00 IST,BULL,2025-12-01 09:15:00 IST,1189.3,1144.43,1256.61,1279.04,1301.48,1323.92,2025-12-03 15:30:00 IST,1144.43,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,360ONE,2026-08-06 15:30:00 IST,BULL,2026-08-06 09:15:00 IST,1186.0,1136.51,1260.24,1284.98,1309.73,1334.48,2026-08-26 15:30:00 IST,1197.2,TIME_EXPIRY,0.2263,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,3MINDIA,2020-01-23 15:30:00 IST,BULL,2020-01-23 09:15:00 IST,22409.7,21797.47,23328.04,23634.16,23940.27,24246.39,2020-01-31 15:30:00 IST,23634.16,TARGET,2.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,3MINDIA,2020-07-10 15:30:00 IST,BULL,2020-07-10 09:15:00 IST,19504.05,18614.46,20838.43,21283.23,21728.02,22172.82,2020-07-20 15:30:00 IST,21283.23,TARGET,2.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,3MINDIA,2020-07-28 15:30:00 IST,BULL,2020-07-28 09:15:00 IST,21512.2,20731.49,22683.27,23073.62,23463.98,23854.34,2020-08-04 15:30:00 IST,20731.49,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,3MINDIA,2020-12-03 15:30:00 IST,BULL,2020-12-03 09:15:00 IST,22713.4,21598.07,24386.39,24944.06,25501.72,26059.39,2020-12-21 15:30:00 IST,21598.07,STOP_LOSS,-1.0,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,3MINDIA,2022-07-08 15:30:00 IST,BULL,2022-07-08 09:15:00 IST,22871.05,21770.86,24521.34,25071.44,25621.53,26171.63,2022-07-15 15:30:00 IST,21770.86,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,3MINDIA,2022-10-06 15:30:00 IST,BULL,2022-10-06 09:15:00 IST,25130.7,23912.82,26957.51,27566.45,28175.39,28784.33,2022-10-11 15:30:00 IST,23912.82,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,3MINDIA,2023-11-08 15:30:00 IST,BULL,2023-11-08 09:15:00 IST,31479.85,30548.2,32877.33,33343.16,33808.98,34274.81,2023-11-17 15:30:00 IST,30548.2,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,3MINDIA,2024-06-18 15:30:00 IST,BULL,2024-06-18 09:15:00 IST,37068.55,34909.34,40307.36,41386.97,42466.57,43546.18,2024-07-08 15:30:00 IST,39294.7,TIME_EXPIRY,1.031,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,AARTIDRUGS,2025-04-23 15:30:00 IST,BULL,2025-04-23 09:15:00 IST,364.6,343.36,396.45,407.07,417.69,428.31,2025-05-01 15:30:00 IST,343.36,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,AAVAS,2019-11-20 15:30:00 IST,BULL,2019-11-20 09:15:00 IST,1695.3,1603.23,1833.4,1879.43,1925.47,1971.5,2019-11-22 15:30:00 IST,1603.23,STOP_LOSS,-1.0,2,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,AAVAS,2020-01-02 15:30:00 IST,BULL,2020-01-02 09:15:00 IST,1987.9,1886.28,2140.33,2191.14,2241.95,2292.76,2020-01-22 15:30:00 IST,1944.6,TIME_EXPIRY,-0.4261,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,AAVAS,2025-03-19 15:30:00 IST,BULL,2025-03-19 09:15:00 IST,1918.05,1846.7,2025.07,2060.74,2096.42,2132.09,2025-03-27 15:30:00 IST,2060.74,TARGET,2.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,AAVAS,2025-03-27 15:30:00 IST,BULL,2025-03-27 09:15:00 IST,2087.2,1993.82,2227.27,2273.96,2320.66,2367.35,2025-04-04 15:30:00 IST,1993.82,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,AAVAS,2026-06-25 15:30:00 IST,BULL,2026-06-25 09:15:00 IST,1489.9,1413.06,1605.16,1643.58,1681.99,1720.41,2026-07-16 15:30:00 IST,1500.8,TIME_EXPIRY,0.1419,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABB,2017-04-13 15:30:00 IST,BULL,2017-04-13 09:15:00 IST,1136.0,1091.54,1202.69,1224.92,1247.15,1269.38,2017-04-20 15:30:00 IST,1091.54,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABB,2020-07-02 15:30:00 IST,BULL,2020-07-02 09:15:00 IST,963.4,910.76,1042.36,1068.68,1095.0,1121.32,2020-07-13 15:30:00 IST,910.76,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABB,2023-05-17 15:30:00 IST,BULL,2023-05-17 09:15:00 IST,3918.9,3793.53,4106.96,4169.65,4232.33,4295.02,2023-05-31 15:30:00 IST,4169.65,TARGET,2.0,10,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABB,2024-03-07 15:30:00 IST,BULL,2024-03-07 09:15:00 IST,5770.75,5499.06,6178.28,6314.12,6449.97,6585.81,2024-03-25 15:30:00 IST,6314.12,TARGET,2.0,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABB,2024-12-02 15:30:00 IST,BEAR,2024-12-02 09:15:00 IST,7490.75,7162.73,7982.77,8146.78,8310.79,8474.8,2024-12-20 15:30:00 IST,7162.73,STOP_LOSS,-1.0,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABB,2024-12-10 15:30:00 IST,BULL,2024-12-10 09:15:00 IST,7693.25,7400.6,8132.23,8278.56,8424.88,8571.21,2024-12-19 15:30:00 IST,7400.6,STOP_LOSS,-1.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABB,2025-03-24 15:30:00 IST,BEAR,2025-03-24 09:15:00 IST,5532.2,5260.55,5939.68,6075.51,6211.33,6347.16,2025-04-01 15:30:00 IST,5260.55,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABB,2025-05-28 15:30:00 IST,BULL,2025-05-28 09:15:00 IST,6015.0,5784.26,6361.11,6476.48,6591.84,6707.21,2025-06-17 15:30:00 IST,6034.5,TIME_EXPIRY,0.0845,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABB,2026-04-21 15:30:00 IST,BULL,2026-04-21 09:15:00 IST,7255.0,6935.65,7734.02,7893.7,8053.38,8213.05,2026-05-11 15:30:00 IST,6935.65,STOP_LOSS,-1.0,13,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2017-04-05 15:30:00 IST,BULL,2017-04-05 09:15:00 IST,4799.55,4642.11,5035.72,5114.44,5193.16,5271.88,2017-04-17 15:30:00 IST,4642.11,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2017-06-14 15:30:00 IST,BEAR,2017-06-14 09:15:00 IST,4293.3,4172.64,4474.28,4534.61,4594.94,4655.27,2017-07-04 15:30:00 IST,4238.75,TIME_EXPIRY,-0.4521,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2017-10-16 15:30:00 IST,BULL,2017-10-16 09:15:00 IST,4304.7,4161.99,4518.76,4590.12,4661.47,4732.83,2017-10-19 15:30:00 IST,4161.99,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2017-12-07 15:30:00 IST,BULL,2017-12-07 09:15:00 IST,5591.15,5294.57,6036.02,6184.31,6332.6,6480.89,2017-12-27 15:30:00 IST,5494.8,TIME_EXPIRY,-0.3249,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2018-01-30 15:30:00 IST,BULL,2018-01-30 09:15:00 IST,5512.1,5345.54,5761.95,5845.23,5928.51,6011.79,2018-02-06 15:30:00 IST,5345.54,STOP_LOSS,-1.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2019-01-22 15:30:00 IST,BULL,2019-01-22 09:15:00 IST,8212.4,8003.48,8525.79,8630.25,8734.71,8839.17,2019-01-28 15:30:00 IST,8003.48,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2021-05-24 15:30:00 IST,BULL,2021-05-24 09:15:00 IST,16165.65,15762.44,16770.46,16972.06,17173.67,17375.27,2021-06-11 15:30:00 IST,16327.3,TIME_EXPIRY,0.4009,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2021-06-17 15:30:00 IST,BULL,2021-06-17 09:15:00 IST,16526.45,16169.76,17061.49,17239.84,17418.18,17596.53,2021-06-18 15:30:00 IST,16169.76,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2021-07-05 15:30:00 IST,BULL,2021-07-05 09:15:00 IST,16809.75,16333.09,17524.74,17763.08,18001.41,18239.74,2021-07-22 15:30:00 IST,17763.08,TARGET,2.0,13,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2022-03-08 15:30:00 IST,BULL,2022-03-08 09:15:00 IST,17705.85,16784.43,19087.99,19548.7,20009.41,20470.12,2022-03-21 15:30:00 IST,16784.43,STOP_LOSS,-1.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2022-11-29 15:30:00 IST,BULL,2022-11-29 09:15:00 IST,20169.55,19514.81,21151.66,21479.03,21806.4,22133.77,2022-12-19 15:30:00 IST,20885.65,TIME_EXPIRY,1.0937,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2023-03-21 15:30:00 IST,BULL,2023-03-21 09:15:00 IST,21287.85,20597.51,22323.36,22668.53,23013.7,23358.87,2023-04-03 15:30:00 IST,22668.53,TARGET,2.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABBOTINDIA,2024-02-13 15:30:00 IST,BULL,2024-02-13 09:15:00 IST,28884.9,27792.44,30523.6,31069.83,31616.06,32162.3,2024-02-26 15:30:00 IST,27792.44,STOP_LOSS,-1.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABCAPITAL,2022-08-17 15:30:00 IST,BULL,2022-08-17 09:15:00 IST,112.8,108.27,119.6,121.86,124.12,126.39,2022-08-23 15:30:00 IST,108.27,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABCAPITAL,2025-03-18 15:30:00 IST,BULL,2025-03-18 09:15:00 IST,166.49,158.75,178.1,181.97,185.84,189.71,2025-03-21 15:30:00 IST,181.97,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABCAPITAL,2025-05-30 15:30:00 IST,BULL,2025-05-30 09:15:00 IST,222.51,212.01,238.26,243.51,248.76,254.01,2025-06-10 15:30:00 IST,243.51,TARGET,2.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABCAPITAL,2025-10-27 15:30:00 IST,BULL,2025-10-27 09:15:00 IST,310.75,299.36,327.84,333.54,339.23,344.93,2025-11-03 15:30:00 IST,333.54,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABCAPITAL,2026-07-13 15:30:00 IST,BULL,2026-07-13 09:15:00 IST,407.45,391.0,432.13,440.36,448.59,456.81,2026-07-23 15:30:00 IST,391.0,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABSLAMC,2022-09-06 15:30:00 IST,BULL,2022-09-06 09:15:00 IST,473.9,458.69,496.72,504.33,511.93,519.54,2022-09-26 15:30:00 IST,458.69,STOP_LOSS,-1.0,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABSLAMC,2022-12-12 15:30:00 IST,BULL,2022-12-12 09:15:00 IST,451.2,438.96,469.56,475.68,481.8,487.92,2022-12-23 15:30:00 IST,438.96,STOP_LOSS,-1.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABSLAMC,2023-11-12 15:30:00 IST,BULL,2023-11-12 09:15:00 IST,459.6,440.79,487.82,497.23,506.63,516.04,2023-11-30 15:30:00 IST,452.25,TIME_EXPIRY,-0.3907,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ABSLAMC,2026-01-06 15:30:00 IST,BULL,2026-01-06 09:15:00 IST,849.95,811.08,908.25,927.69,947.12,966.56,2026-01-09 15:30:00 IST,811.08,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACC,2018-01-03 15:30:00 IST,BULL,2018-01-03 09:15:00 IST,1774.6,1724.17,1850.25,1875.47,1900.68,1925.9,2018-01-23 15:30:00 IST,1790.15,TIME_EXPIRY,0.3083,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACC,2018-08-09 15:30:00 IST,BULL,2018-08-09 09:15:00 IST,1570.75,1497.16,1681.14,1717.94,1754.73,1791.53,2018-08-29 15:30:00 IST,1638.75,TIME_EXPIRY,0.924,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACC,2021-07-30 15:30:00 IST,BULL,2021-07-30 09:15:00 IST,2394.1,2311.63,2517.8,2559.04,2600.27,2641.51,2021-08-09 15:30:00 IST,2311.63,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACC,2021-11-04 15:30:00 IST,BULL,2021-11-04 09:15:00 IST,2431.45,2333.7,2578.08,2626.95,2675.83,2724.7,2021-11-24 15:30:00 IST,2333.7,STOP_LOSS,-1.0,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACC,2021-11-15 15:30:00 IST,BULL,2021-11-15 09:15:00 IST,2563.1,2462.9,2713.4,2763.5,2813.6,2863.7,2021-11-18 15:30:00 IST,2462.9,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACC,2022-04-22 15:30:00 IST,BULL,2022-04-22 09:15:00 IST,2263.25,2160.02,2418.1,2469.72,2521.33,2572.95,2022-05-10 15:30:00 IST,2160.02,STOP_LOSS,-1.0,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACC,2024-01-01 15:30:00 IST,BULL,2024-01-01 09:15:00 IST,2243.3,2141.16,2396.51,2447.58,2498.65,2549.72,2024-01-19 15:30:00 IST,2277.1,TIME_EXPIRY,0.3309,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACC,2026-04-21 15:30:00 IST,BEAR,2026-04-21 09:15:00 IST,1438.0,1367.35,1543.98,1579.3,1614.62,1649.95,2026-05-11 15:30:00 IST,1367.35,STOP_LOSS,-1.0,13,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACCELYA,2017-01-13 15:30:00 IST,BULL,2017-01-13 09:15:00 IST,1469.6,1414.27,1552.6,1580.26,1607.93,1635.59,2017-01-18 15:30:00 IST,1580.26,TARGET,2.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACCELYA,2025-04-23 15:30:00 IST,BULL,2025-04-23 09:15:00 IST,1368.3,1316.03,1446.71,1472.84,1498.98,1525.11,2025-05-01 15:30:00 IST,1316.03,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACE,2019-11-06 15:30:00 IST,BULL,2019-11-06 09:15:00 IST,84.35,80.92,89.49,91.2,92.92,94.63,2019-11-14 15:30:00 IST,80.92,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACUTAAS,2026-02-25 15:30:00 IST,BULL,2026-02-25 09:15:00 IST,2165.9,2048.71,2341.68,2400.28,2458.87,2517.46,2026-03-18 15:30:00 IST,2257.8,TIME_EXPIRY,0.7842,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACUTAAS,2026-05-20 15:30:00 IST,BULL,2026-05-20 09:15:00 IST,2880.6,2725.25,3113.62,3191.3,3268.97,3346.64,2026-06-05 15:30:00 IST,3191.3,TARGET,2.0,11,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ACUTAAS,2026-07-03 15:30:00 IST,BULL,2026-07-03 09:15:00 IST,3694.8,3481.13,4015.3,4122.14,4228.97,4335.8,2026-07-06 15:30:00 IST,3481.13,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIENSOL,2022-08-12 15:30:00 IST,BULL,2022-08-12 09:15:00 IST,3535.6,3344.93,3821.6,3916.94,4012.27,4107.61,2022-08-22 15:30:00 IST,3344.93,STOP_LOSS,-1.0,6,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIENT,2020-11-14 15:30:00 IST,BULL,2020-11-14 09:15:00 IST,371.25,353.17,398.37,407.42,416.46,425.5,2020-11-20 15:30:00 IST,407.42,TARGET,2.0,5,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIENT,2022-07-08 15:30:00 IST,BULL,2022-07-08 09:15:00 IST,2293.05,2175.19,2469.84,2528.77,2587.7,2646.63,2022-07-25 15:30:00 IST,2528.77,TARGET,2.0,11,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIENT,2022-07-18 15:30:00 IST,BULL,2022-07-18 09:15:00 IST,2423.6,2334.64,2557.04,2601.52,2645.99,2690.47,2022-07-29 15:30:00 IST,2601.52,TARGET,2.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIENT,2022-11-11 15:30:00 IST,BULL,2022-11-11 09:15:00 IST,4008.85,3853.07,4242.52,4320.41,4398.3,4476.19,2022-11-24 15:30:00 IST,3853.07,STOP_LOSS,-1.0,9,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIENT,2026-04-10 15:30:00 IST,BULL,2026-04-10 09:15:00 IST,2086.8,1969.31,2263.03,2321.78,2380.52,2439.26,2026-04-23 15:30:00 IST,2321.78,TARGET,2.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIENT,2026-08-28 15:30:00 IST,BULL,2026-08-28 09:15:00 IST,3168.5,3077.36,3305.21,3350.78,3396.35,3441.92,2026-08-31 15:30:00 IST,3077.36,STOP_LOSS,-1.0,1,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIGREEN,2020-05-20 15:30:00 IST,BULL,2020-05-20 09:15:00 IST,234.7,221.22,254.92,261.65,268.39,275.13,2020-06-01 15:30:00 IST,261.65,TARGET,2.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2017-10-26 15:30:00 IST,BULL,2017-10-26 09:15:00 IST,414.3,400.02,435.73,442.87,450.01,457.15,2017-11-06 15:30:00 IST,442.87,TARGET,2.0,7,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2018-04-30 15:30:00 IST,BULL,2018-04-30 09:15:00 IST,407.3,392.47,429.55,436.96,444.38,451.79,2018-05-03 15:30:00 IST,392.47,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2018-05-09 15:30:00 IST,BULL,2018-05-09 09:15:00 IST,413.35,398.09,436.24,443.88,451.51,459.14,2018-05-15 15:30:00 IST,398.09,STOP_LOSS,-1.0,4,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2018-11-21 15:30:00 IST,BULL,2018-11-21 09:15:00 IST,361.25,340.92,391.74,401.91,412.07,422.24,2018-12-11 15:30:00 IST,374.45,TIME_EXPIRY,0.6493,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2019-03-14 15:30:00 IST,BULL,2019-03-14 09:15:00 IST,366.0,349.68,390.47,398.63,406.79,414.95,2019-04-03 15:30:00 IST,380.2,TIME_EXPIRY,0.8703,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2019-06-14 15:30:00 IST,BULL,2019-06-14 09:15:00 IST,426.4,405.13,458.3,468.93,479.57,490.2,2019-06-19 15:30:00 IST,405.13,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2020-01-15 15:30:00 IST,BULL,2020-01-15 09:15:00 IST,390.8,379.51,407.74,413.38,419.03,424.67,2020-01-20 15:30:00 IST,379.51,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2020-08-13 15:30:00 IST,BULL,2020-08-13 09:15:00 IST,347.65,333.34,369.12,376.28,383.43,390.59,2020-08-31 15:30:00 IST,376.28,TARGET,2.0,12,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2021-09-03 15:30:00 IST,BULL,2021-09-03 09:15:00 IST,754.9,724.67,800.24,815.36,830.47,845.59,2021-09-23 15:30:00 IST,744.8,TIME_EXPIRY,-0.3341,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2024-07-04 15:30:00 IST,BULL,2024-07-04 09:15:00 IST,1503.65,1453.0,1579.63,1604.95,1630.28,1655.6,2024-07-19 15:30:00 IST,1453.0,STOP_LOSS,-1.0,11,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2025-05-28 15:30:00 IST,BULL,2025-05-28 09:15:00 IST,1411.0,1351.2,1500.7,1530.6,1560.49,1590.39,2025-06-17 15:30:00 IST,1392.3,TIME_EXPIRY,-0.3127,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2025-11-27 15:30:00 IST,BULL,2025-11-27 09:15:00 IST,1509.1,1470.4,1567.15,1586.5,1605.85,1625.2,2025-12-09 15:30:00 IST,1470.4,STOP_LOSS,-1.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2026-04-29 15:30:00 IST,BULL,2026-04-29 09:15:00 IST,1661.1,1590.01,1767.74,1803.28,1838.83,1874.38,2026-05-15 15:30:00 IST,1803.28,TARGET,2.0,11,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADANIPORTS,2026-05-26 15:30:00 IST,BULL,2026-05-26 09:15:00 IST,1811.2,1739.64,1918.54,1954.32,1990.09,2025.87,2026-06-16 15:30:00 IST,1822.0,TIME_EXPIRY,0.1509,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADFFOODS,2020-11-14 15:30:00 IST,BULL,2020-11-14 09:15:00 IST,93.85,88.69,101.59,104.17,106.75,109.33,2020-11-18 15:30:00 IST,88.69,STOP_LOSS,-1.0,3,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADOR,2017-03-17 15:30:00 IST,BULL,2017-03-17 09:15:00 IST,302.4,290.42,320.37,326.36,332.35,338.34,2017-04-06 15:30:00 IST,315.5,TIME_EXPIRY,1.0934,14,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
ACCUMULATION,ADOR,2024-04-16 15:30:00 IST,BULL,2024-04-16 09:15:00 IST,1462.35,1385.68,1577.35,1615.68,1654.01,1692.34,2024-04-26 15:30:00 IST,1615.68,TARGET,2.0,8,83.0,True,UPSTOX_V3_FRESH_2026-09-26,True,True,True
