scanner,gate_component,full_mean_R,ablated_mean_R,delta_mean_R,p_value,cohen_d,action_recommendation
ACCUMULATION,GATE_VCP_TIGHTNESS,0.1595,0.1338,0.0257,0.3591,0.0196,MARGINAL
ACCUMULATION,GATE_VOL_CONTRACTION,0.1595,0.1338,0.0257,0.3536,0.0196,MARGINAL
ACCUMULATION,GATE_PIVOT_BREAKOUT,0.1595,0.1338,0.0257,0.351,0.0196,MARGINAL
