scanner,symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_20d_high,gate_vol_surge,gate_rsi_corridor,gate_candle_struct,gate_atr_tightness,gate_52w_prox,naive_baseline_fired,data_source_flags
EOD,IPCALAB,2018-02-09 15:30:00 IST,BULL,2018-02-09 09:15:00 IST,310.0,290.8,338.79,348.39,357.99,367.59,2018-02-23 15:30:00 IST,338.15,TIME_EXPIRY,1.4664,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,IPCALAB,2022-03-29 15:30:00 IST,SIDEWAYS,2022-03-29 09:15:00 IST,1059.2,1001.81,1145.28,1173.97,1202.67,1231.36,2022-04-07 15:30:00 IST,1001.81,STOP_LOSS,-1.0,7,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,IPCALAB,2023-09-15 15:30:00 IST,BULL,2023-09-15 09:15:00 IST,930.75,899.92,977.0,992.42,1007.83,1023.25,2023-09-20 15:30:00 IST,899.92,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,IRCTC,2023-05-29 15:30:00 IST,BULL,2023-05-29 09:15:00 IST,645.75,629.18,670.6,678.88,687.17,695.45,2023-05-30 15:30:00 IST,629.18,STOP_LOSS,-1.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,IRCTC,2024-04-01 15:30:00 IST,SIDEWAYS,2024-04-01 09:15:00 IST,970.15,931.61,1027.96,1047.23,1066.5,1085.77,2024-04-11 15:30:00 IST,1047.23,TARGET,2.0,8,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ITC,2022-07-01 15:30:00 IST,BULL,2022-07-01 09:15:00 IST,284.35,276.04,296.82,300.98,305.13,309.29,2022-07-15 15:30:00 IST,293.55,TIME_EXPIRY,1.1066,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ITDC,2022-11-25 15:30:00 IST,BULL,2022-11-25 09:15:00 IST,404.55,383.19,436.59,447.27,457.95,468.63,2022-11-28 15:30:00 IST,383.19,STOP_LOSS,-1.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ITI,2019-04-02 15:30:00 IST,BULL,2019-04-02 09:15:00 IST,104.4,99.45,111.83,114.3,116.78,119.25,2019-04-08 15:30:00 IST,99.45,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ITI,2022-07-15 15:30:00 IST,BULL,2022-07-15 09:15:00 IST,120.6,108.75,138.37,144.29,150.22,156.14,2022-07-29 15:30:00 IST,116.75,TIME_EXPIRY,-0.325,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ITI,2024-11-08 15:30:00 IST,BULL,2024-11-08 09:15:00 IST,304.24,284.33,334.11,344.06,354.02,363.97,2024-11-11 15:30:00 IST,344.06,TARGET,2.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,IZMO,2023-05-31 15:30:00 IST,BULL,2023-05-31 09:15:00 IST,171.9,156.9,194.39,201.89,209.39,216.89,2023-06-02 15:30:00 IST,201.89,TARGET,2.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,IZMO,2024-11-18 15:30:00 IST,BULL,2024-11-18 09:15:00 IST,419.5,390.06,463.66,478.38,493.1,507.82,2024-11-26 15:30:00 IST,478.38,TARGET,2.0,6,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,IZMO,2024-11-26 15:30:00 IST,BULL,2024-11-26 09:15:00 IST,476.7,436.59,536.86,556.91,576.97,597.02,2024-12-09 15:30:00 IST,556.91,TARGET,2.0,9,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,J&KBANK,2026-02-23 15:30:00 IST,SIDEWAYS,2026-02-23 09:15:00 IST,106.54,102.62,112.41,114.37,116.33,118.29,2026-02-24 15:30:00 IST,114.37,TARGET,2.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,J&KBANK,2026-06-03 15:30:00 IST,BULL,2026-06-03 09:15:00 IST,148.65,140.55,160.79,164.84,168.89,172.94,2026-06-17 15:30:00 IST,162.95,TIME_EXPIRY,1.7662,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JAICORPLTD,2017-11-22 15:30:00 IST,BULL,2017-11-22 09:15:00 IST,158.25,146.39,176.04,181.97,187.89,193.82,2017-11-24 15:30:00 IST,181.97,TARGET,2.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JAICORPLTD,2021-03-02 15:30:00 IST,BULL,2021-03-02 09:15:00 IST,105.5,99.02,115.21,118.45,121.69,124.93,2021-03-05 15:30:00 IST,99.02,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JAICORPLTD,2021-11-25 15:30:00 IST,SIDEWAYS,2021-11-25 09:15:00 IST,129.95,121.41,142.76,147.04,151.31,155.58,2021-11-26 15:30:00 IST,121.41,STOP_LOSS,-1.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JAICORPLTD,2022-08-16 15:30:00 IST,BULL,2022-08-16 09:15:00 IST,131.25,124.78,140.96,144.2,147.43,150.67,2022-08-23 15:30:00 IST,124.78,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JAICORPLTD,2022-12-05 15:30:00 IST,BULL,2022-12-05 09:15:00 IST,175.4,166.27,189.1,193.66,198.23,202.79,2022-12-09 15:30:00 IST,166.27,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JAMNAAUTO,2023-07-06 15:30:00 IST,BULL,2023-07-06 09:15:00 IST,108.8,103.76,116.36,118.88,121.4,123.92,2023-07-20 15:30:00 IST,109.9,TIME_EXPIRY,0.2183,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JAMNAAUTO,2026-01-02 15:30:00 IST,BULL,2026-01-02 09:15:00 IST,132.57,126.43,141.78,144.84,147.91,150.98,2026-01-09 15:30:00 IST,126.43,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JAMNAAUTO,2026-02-09 15:30:00 IST,BULL,2026-02-09 09:15:00 IST,135.14,125.48,149.63,154.46,159.28,164.11,2026-02-23 15:30:00 IST,138.41,TIME_EXPIRY,0.3386,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JAYBARMARU,2026-01-02 15:30:00 IST,BULL,2026-01-02 09:15:00 IST,100.42,93.82,110.32,113.63,116.93,120.23,2026-01-12 15:30:00 IST,93.82,STOP_LOSS,-1.0,6,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JBMA,2022-01-06 15:30:00 IST,BULL,2022-01-06 09:15:00 IST,270.5,250.21,300.93,311.08,321.22,331.36,2022-01-11 15:30:00 IST,311.08,TARGET,2.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JBMA,2024-05-27 15:30:00 IST,BULL,2024-05-27 09:15:00 IST,1058.6,992.61,1157.58,1190.57,1223.56,1256.55,2024-05-31 15:30:00 IST,992.61,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JBMA,2026-01-02 15:30:00 IST,BULL,2026-01-02 09:15:00 IST,666.6,628.62,723.58,742.57,761.56,780.55,2026-01-09 15:30:00 IST,628.62,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JINDALSAW,2024-08-22 15:30:00 IST,SIDEWAYS,2024-08-22 09:15:00 IST,344.0,321.81,377.28,388.38,399.47,410.57,2024-09-05 15:30:00 IST,356.9,TIME_EXPIRY,0.5814,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JINDALSAW,2026-07-09 15:30:00 IST,BULL,2026-07-09 09:15:00 IST,272.3,257.34,294.73,302.21,309.69,317.17,2026-07-14 15:30:00 IST,257.34,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JINDRILL,2020-01-27 15:30:00 IST,BULL,2020-01-27 09:15:00 IST,118.75,107.92,135.0,140.42,145.83,151.25,2020-01-31 15:30:00 IST,107.92,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JINDRILL,2022-02-04 15:30:00 IST,BULL,2022-02-04 09:15:00 IST,207.0,185.94,238.58,249.11,259.64,270.17,2022-02-18 15:30:00 IST,192.2,TIME_EXPIRY,-0.7029,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JKCEMENT,2022-11-14 15:30:00 IST,BULL,2022-11-14 09:15:00 IST,2939.9,2798.66,3151.76,3222.38,3293.0,3363.62,2022-11-28 15:30:00 IST,3014.7,TIME_EXPIRY,0.5296,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JKCEMENT,2023-03-29 15:30:00 IST,BULL,2023-03-29 09:15:00 IST,2961.45,2853.56,3123.29,3177.24,3231.19,3285.14,2023-04-03 15:30:00 IST,2853.56,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JKIL,2020-01-02 15:30:00 IST,BULL,2020-01-02 09:15:00 IST,151.4,143.38,163.43,167.44,171.44,175.45,2020-01-08 15:30:00 IST,143.38,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JKLAKSHMI,2017-10-25 15:30:00 IST,BULL,2017-10-25 09:15:00 IST,429.05,411.64,455.16,463.86,472.57,481.27,2017-11-08 15:30:00 IST,436.35,TIME_EXPIRY,0.4194,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JKLAKSHMI,2021-05-19 15:30:00 IST,BULL,2021-05-19 09:15:00 IST,444.7,424.05,475.68,486.0,496.33,506.65,2021-05-21 15:30:00 IST,486.0,TARGET,2.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JKTYRE,2022-08-23 15:30:00 IST,BULL,2022-08-23 09:15:00 IST,142.3,134.4,154.15,158.1,162.04,165.99,2022-09-05 15:30:00 IST,158.1,TARGET,2.0,9,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JKTYRE,2022-11-28 15:30:00 IST,BULL,2022-11-28 09:15:00 IST,193.55,183.44,208.72,213.77,218.83,223.88,2022-12-12 15:30:00 IST,205.9,TIME_EXPIRY,1.2216,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JKTYRE,2023-12-29 15:30:00 IST,BULL,2023-12-29 09:15:00 IST,398.3,374.09,434.61,446.71,458.82,470.92,2024-01-12 15:30:00 IST,404.65,TIME_EXPIRY,0.2623,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JMFINANCIL,2021-07-14 15:30:00 IST,BULL,2021-07-14 09:15:00 IST,106.2,100.16,115.27,118.29,121.31,124.34,2021-07-28 15:30:00 IST,104.35,TIME_EXPIRY,-0.306,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JPOLYINVST,2023-06-05 15:30:00 IST,BULL,2023-06-05 09:15:00 IST,625.25,580.07,693.01,715.6,738.19,760.78,2023-06-19 15:30:00 IST,619.35,TIME_EXPIRY,-0.1306,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JPOLYINVST,2023-06-12 15:30:00 IST,BULL,2023-06-12 09:15:00 IST,655.85,599.25,740.75,769.05,797.35,825.65,2023-06-22 15:30:00 IST,599.25,STOP_LOSS,-1.0,8,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSL,2021-10-26 15:30:00 IST,BULL,2021-10-26 09:15:00 IST,192.35,178.35,213.35,220.36,227.36,234.36,2021-11-09 15:30:00 IST,182.95,TIME_EXPIRY,-0.6713,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSL,2022-12-12 15:30:00 IST,BULL,2022-12-12 09:15:00 IST,214.05,200.92,233.75,240.32,246.88,253.45,2022-12-26 15:30:00 IST,218.2,TIME_EXPIRY,0.316,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSLL,2024-08-16 15:30:00 IST,BULL,2024-08-16 09:15:00 IST,265.9,247.55,293.42,302.59,311.76,320.93,2024-08-30 15:30:00 IST,281.85,TIME_EXPIRY,0.8694,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSLL,2024-09-06 15:30:00 IST,BULL,2024-09-06 09:15:00 IST,299.95,282.46,326.18,334.93,343.68,352.42,2024-09-12 15:30:00 IST,282.46,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSWDULUX,2020-12-28 15:30:00 IST,BULL,2020-12-28 09:15:00 IST,2327.3,2212.66,2499.27,2556.59,2613.91,2671.24,2021-01-11 15:30:00 IST,2393.45,TIME_EXPIRY,0.577,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSWDULUX,2022-09-07 15:30:00 IST,BULL,2022-09-07 09:15:00 IST,2021.9,1966.54,2104.94,2132.62,2160.29,2187.97,2022-09-14 15:30:00 IST,2132.62,TARGET,2.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSWDULUX,2023-08-03 15:30:00 IST,BULL,2023-08-03 09:15:00 IST,2899.85,2775.33,3086.63,3148.89,3211.15,3273.41,2023-08-08 15:30:00 IST,2775.33,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSWDULUX,2023-12-07 15:30:00 IST,BULL,2023-12-07 09:15:00 IST,2591.45,2521.59,2696.24,2731.17,2766.1,2801.03,2023-12-11 15:30:00 IST,2521.59,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSWDULUX,2024-07-16 15:30:00 IST,BULL,2024-07-16 09:15:00 IST,3017.9,2894.72,3202.66,3264.25,3325.84,3387.43,2024-07-18 15:30:00 IST,2894.72,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSWDULUX,2025-03-27 15:30:00 IST,BULL,2025-03-27 09:15:00 IST,3717.45,3530.51,3997.86,4091.33,4184.8,4278.27,2025-03-31 15:30:00 IST,3530.51,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSWINFRA,2024-02-19 15:30:00 IST,BULL,2024-02-19 09:15:00 IST,233.1,220.06,252.65,259.17,265.69,272.2,2024-02-23 15:30:00 IST,259.17,TARGET,2.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSWINFRA,2025-06-05 15:30:00 IST,BULL,2025-06-05 09:15:00 IST,307.1,296.23,323.41,328.85,334.29,339.72,2025-06-13 15:30:00 IST,296.23,STOP_LOSS,-1.0,6,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JSWSTEEL,2026-01-27 15:30:00 IST,SIDEWAYS,2026-01-27 09:15:00 IST,1222.0,1180.49,1284.26,1305.01,1325.76,1346.52,2026-02-02 15:30:00 IST,1180.49,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUBLFOOD,2018-07-20 15:30:00 IST,BULL,2018-07-20 09:15:00 IST,296.3,284.72,313.66,319.45,325.24,331.03,2018-07-23 15:30:00 IST,284.72,STOP_LOSS,-1.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUBLFOOD,2019-02-01 15:30:00 IST,BULL,2019-02-01 09:15:00 IST,271.6,259.83,289.25,295.14,301.02,306.9,2019-02-05 15:30:00 IST,259.83,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUBLFOOD,2020-08-05 15:30:00 IST,BULL,2020-08-05 09:15:00 IST,372.3,353.03,401.2,410.84,420.47,430.1,2020-08-19 15:30:00 IST,388.4,TIME_EXPIRY,0.8356,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUBLFOOD,2021-07-22 15:30:00 IST,BULL,2021-07-22 09:15:00 IST,686.0,661.43,722.86,735.15,747.43,759.72,2021-07-27 15:30:00 IST,735.15,TARGET,2.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUBLINGREA,2024-08-02 15:30:00 IST,BULL,2024-08-02 09:15:00 IST,640.2,593.33,710.51,733.95,757.39,780.82,2024-08-16 15:30:00 IST,643.9,TIME_EXPIRY,0.0789,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUBLINGREA,2024-09-16 15:30:00 IST,BULL,2024-09-16 09:15:00 IST,773.55,719.89,854.04,880.87,907.7,934.53,2024-09-30 15:30:00 IST,775.6,TIME_EXPIRY,0.0382,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUBLINGREA,2025-11-17 15:30:00 IST,BULL,2025-11-17 09:15:00 IST,718.25,685.43,767.49,783.9,800.31,816.72,2025-12-01 15:30:00 IST,703.55,TIME_EXPIRY,-0.4478,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUSTDIAL,2018-05-25 15:30:00 IST,BULL,2018-05-25 09:15:00 IST,507.65,456.82,583.89,609.3,634.72,660.13,2018-05-28 15:30:00 IST,609.3,TARGET,2.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUSTDIAL,2019-07-09 15:30:00 IST,BULL,2019-07-09 09:15:00 IST,812.25,768.08,878.51,900.59,922.68,944.76,2019-07-11 15:30:00 IST,768.08,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUSTDIAL,2021-06-16 15:30:00 IST,BULL,2021-06-16 09:15:00 IST,1070.25,985.81,1196.91,1239.14,1281.36,1323.58,2021-06-18 15:30:00 IST,985.81,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JUSTDIAL,2022-01-20 15:30:00 IST,BULL,2022-01-20 09:15:00 IST,924.4,867.8,1009.3,1037.6,1065.9,1094.2,2022-01-24 15:30:00 IST,867.8,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JYOTHYLAB,2021-05-26 15:30:00 IST,BULL,2021-05-26 09:15:00 IST,156.9,150.21,166.94,170.29,173.63,176.98,2021-06-09 15:30:00 IST,154.5,TIME_EXPIRY,-0.3585,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JYOTHYLAB,2022-08-05 15:30:00 IST,BULL,2022-08-05 09:15:00 IST,181.05,172.71,193.55,197.72,201.89,206.06,2022-08-19 15:30:00 IST,180.4,TIME_EXPIRY,-0.078,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JYOTHYLAB,2024-07-02 15:30:00 IST,SIDEWAYS,2024-07-02 09:15:00 IST,477.25,447.07,522.53,537.62,552.71,567.8,2024-07-16 15:30:00 IST,491.95,TIME_EXPIRY,0.487,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JYOTICNC,2024-11-21 15:30:00 IST,BULL,2024-11-21 09:15:00 IST,1213.1,1129.26,1338.86,1380.78,1422.7,1464.62,2024-12-05 15:30:00 IST,1380.78,TARGET,2.0,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,JYOTICNC,2026-08-03 15:30:00 IST,BULL,2026-08-03 09:15:00 IST,858.3,812.49,927.01,949.91,972.82,995.72,2026-08-07 15:30:00 IST,812.49,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KAJARIACER,2017-08-24 15:30:00 IST,BULL,2017-08-24 09:15:00 IST,703.2,667.88,756.19,773.85,791.51,809.17,2017-09-07 15:30:00 IST,712.95,TIME_EXPIRY,0.276,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KAJARIACER,2021-12-30 15:30:00 IST,BULL,2021-12-30 09:15:00 IST,1284.9,1230.57,1366.4,1393.57,1420.73,1447.9,2022-01-13 15:30:00 IST,1358.95,TIME_EXPIRY,1.3629,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KAJARIACER,2022-07-29 15:30:00 IST,BULL,2022-07-29 09:15:00 IST,1176.05,1116.63,1265.18,1294.89,1324.61,1354.32,2022-08-08 15:30:00 IST,1116.63,STOP_LOSS,-1.0,6,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KAJARIACER,2024-06-18 15:30:00 IST,SIDEWAYS,2024-06-18 09:15:00 IST,1362.5,1281.36,1484.21,1524.78,1565.36,1605.93,2024-07-02 15:30:00 IST,1479.55,TIME_EXPIRY,1.4425,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KANSAINER,2019-03-11 15:30:00 IST,BULL,2019-03-11 09:15:00 IST,317.7,302.85,339.97,347.39,354.82,362.24,2019-03-13 15:30:00 IST,302.85,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KANSAINER,2020-06-24 15:30:00 IST,BULL,2020-06-24 09:15:00 IST,288.65,274.83,309.38,316.29,323.2,330.11,2020-06-25 15:30:00 IST,316.29,TARGET,2.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KANSAINER,2020-12-04 15:30:00 IST,BULL,2020-12-04 09:15:00 IST,375.85,355.95,405.7,415.65,425.6,435.55,2020-12-18 15:30:00 IST,371.1,TIME_EXPIRY,-0.2387,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KARURVYSYA,2017-09-15 15:30:00 IST,BULL,2017-09-15 09:15:00 IST,110.85,104.83,119.88,122.89,125.9,128.91,2017-09-22 15:30:00 IST,104.83,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KARURVYSYA,2024-06-10 15:30:00 IST,BULL,2024-06-10 09:15:00 IST,179.25,169.3,194.18,199.15,204.13,209.11,2024-06-24 15:30:00 IST,172.25,TIME_EXPIRY,-0.7033,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KARURVYSYA,2026-01-27 15:30:00 IST,SIDEWAYS,2026-01-27 09:15:00 IST,292.55,276.5,316.62,324.65,332.67,340.69,2026-02-10 15:30:00 IST,324.65,TARGET,2.0,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KAYNES,2024-03-04 15:30:00 IST,BULL,2024-03-04 09:15:00 IST,3104.25,2897.99,3413.64,3516.77,3619.9,3723.03,2024-03-11 15:30:00 IST,2897.99,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KCP,2017-12-20 15:30:00 IST,BULL,2017-12-20 09:15:00 IST,141.5,134.02,152.72,156.46,160.2,163.94,2018-01-03 15:30:00 IST,156.46,TARGET,2.0,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KCP,2022-11-04 15:30:00 IST,BULL,2022-11-04 09:15:00 IST,128.65,120.88,140.3,144.19,148.07,151.96,2022-11-11 15:30:00 IST,120.88,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KCP,2023-08-03 15:30:00 IST,BULL,2023-08-03 09:15:00 IST,120.3,114.76,128.6,131.37,134.14,136.9,2023-08-15 15:30:00 IST,114.76,STOP_LOSS,-1.0,8,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KCP,2024-09-05 15:30:00 IST,BULL,2024-09-05 09:15:00 IST,254.87,241.29,275.24,282.03,288.82,295.6,2024-09-09 15:30:00 IST,241.29,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KDDL,2017-11-22 15:30:00 IST,BULL,2017-11-22 09:15:00 IST,300.2,274.32,339.02,351.96,364.91,377.85,2017-12-06 15:30:00 IST,292.85,TIME_EXPIRY,-0.284,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KEC,2019-05-27 15:30:00 IST,BULL,2019-05-27 09:15:00 IST,324.75,308.08,349.76,358.1,366.43,374.77,2019-06-06 15:30:00 IST,308.08,STOP_LOSS,-1.0,8,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KEC,2021-02-02 15:30:00 IST,BULL,2021-02-02 09:15:00 IST,396.85,377.96,425.18,434.63,444.07,453.52,2021-02-08 15:30:00 IST,434.63,TARGET,2.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KEC,2022-01-13 15:30:00 IST,BULL,2022-01-13 09:15:00 IST,519.95,499.1,551.22,561.64,572.07,582.49,2022-01-18 15:30:00 IST,499.1,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KEC,2022-07-15 15:30:00 IST,BULL,2022-07-15 09:15:00 IST,473.6,443.45,518.82,533.89,548.97,564.04,2022-07-29 15:30:00 IST,459.95,TIME_EXPIRY,-0.4528,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,KEC,2023-01-09 15:30:00 IST,BULL,2023-01-09 09:15:00 IST,514.3,482.33,562.25,578.24,594.22,610.21,2023-01-12 15:30:00 IST,482.33,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
