scanner,symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_20d_high,gate_vol_surge,gate_rsi_corridor,gate_candle_struct,gate_atr_tightness,gate_52w_prox,naive_baseline_fired,data_source_flags
EOD,360ONE,2020-01-17 15:30:00 IST,BULL,2020-01-17 09:15:00 IST,339.2,314.28,376.58,389.04,401.5,413.96,2020-01-31 15:30:00 IST,334.7,TIME_EXPIRY,-0.1806,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,360ONE,2021-09-09 15:30:00 IST,BULL,2021-09-09 09:15:00 IST,418.65,393.6,456.23,468.76,481.28,493.81,2021-09-17 15:30:00 IST,393.6,STOP_LOSS,-1.0,6,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,360ONE,2026-04-17 15:30:00 IST,BULL,2026-04-17 09:15:00 IST,1113.3,1056.49,1198.51,1226.91,1255.31,1283.72,2026-04-22 15:30:00 IST,1056.49,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,3MINDIA,2022-11-14 15:30:00 IST,BULL,2022-11-14 09:15:00 IST,24483.7,23438.5,26051.5,26574.1,27096.7,27619.3,2022-11-21 15:30:00 IST,23438.5,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,3MINDIA,2023-01-31 15:30:00 IST,BULL,2023-01-31 09:15:00 IST,23329.05,22636.0,24368.63,24715.16,25061.68,25408.21,2023-02-01 15:30:00 IST,22636.0,STOP_LOSS,-1.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AADHARHFC,2026-06-19 15:30:00 IST,BULL,2026-06-19 09:15:00 IST,515.1,492.83,548.51,559.64,570.78,581.91,2026-06-24 15:30:00 IST,492.83,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AARTIDRUGS,2022-10-06 15:30:00 IST,BULL,2022-10-06 09:15:00 IST,501.4,474.2,542.19,555.79,569.39,582.98,2022-10-11 15:30:00 IST,474.2,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AARTIDRUGS,2023-04-10 15:30:00 IST,BULL,2023-04-10 09:15:00 IST,408.75,373.9,461.02,478.44,495.86,513.29,2023-04-24 15:30:00 IST,420.85,TIME_EXPIRY,0.3473,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AAVAS,2025-01-23 15:30:00 IST,SIDEWAYS,2025-01-23 09:15:00 IST,1727.85,1684.32,1793.15,1814.92,1836.68,1858.45,2025-01-27 15:30:00 IST,1684.32,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AAVAS,2025-06-06 15:30:00 IST,BULL,2025-06-06 09:15:00 IST,1922.3,1841.39,2043.66,2084.12,2124.58,2165.03,2025-06-11 15:30:00 IST,1841.39,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABB,2017-03-30 15:30:00 IST,BULL,2017-03-30 09:15:00 IST,987.7,953.43,1039.11,1056.24,1073.38,1090.51,2017-04-06 15:30:00 IST,1056.24,TARGET,2.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABB,2019-05-27 15:30:00 IST,BULL,2019-05-27 09:15:00 IST,1261.45,1198.54,1355.82,1387.28,1418.73,1450.19,2019-06-05 15:30:00 IST,1198.54,STOP_LOSS,-1.0,7,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABB,2021-08-27 15:30:00 IST,BULL,2021-08-27 09:15:00 IST,1850.05,1753.34,1995.12,2043.48,2091.83,2140.19,2021-09-10 15:30:00 IST,1861.0,TIME_EXPIRY,0.1132,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABB,2021-12-09 15:30:00 IST,BULL,2021-12-09 09:15:00 IST,2300.4,2153.02,2521.46,2595.15,2668.84,2742.52,2021-12-20 15:30:00 IST,2153.02,STOP_LOSS,-1.0,7,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABB,2024-05-06 15:30:00 IST,SIDEWAYS,2024-05-06 09:15:00 IST,6940.35,6673.17,7341.12,7474.71,7608.3,7741.89,2024-05-13 15:30:00 IST,7474.71,TARGET,2.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABB,2026-04-10 15:30:00 IST,BULL,2026-04-10 09:15:00 IST,6859.5,6544.24,7332.39,7490.02,7647.66,7805.29,2026-04-22 15:30:00 IST,7490.02,TARGET,2.0,7,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABBOTINDIA,2019-06-11 15:30:00 IST,BULL,2019-06-11 09:15:00 IST,8588.45,8262.23,9077.79,9240.9,9404.01,9567.12,2019-06-25 15:30:00 IST,8557.75,TIME_EXPIRY,-0.0941,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABBOTINDIA,2023-08-03 15:30:00 IST,BULL,2023-08-03 09:15:00 IST,24555.8,23936.87,25484.2,25793.66,26103.12,26412.59,2023-08-04 15:30:00 IST,23936.87,STOP_LOSS,-1.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABBOTINDIA,2025-06-26 15:30:00 IST,BULL,2025-06-26 09:15:00 IST,33055.0,31983.25,34662.62,35198.5,35734.38,36270.25,2025-06-27 15:30:00 IST,35198.5,TARGET,2.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABCAPITAL,2019-11-22 15:30:00 IST,BULL,2019-11-22 09:15:00 IST,100.15,94.59,108.49,111.27,114.05,116.83,2019-11-25 15:30:00 IST,111.27,TARGET,2.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABCAPITAL,2022-01-06 15:30:00 IST,BULL,2022-01-06 09:15:00 IST,133.1,126.02,143.73,147.27,150.81,154.35,2022-01-19 15:30:00 IST,126.02,STOP_LOSS,-1.0,9,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABCAPITAL,2026-05-05 15:30:00 IST,BULL,2026-05-05 09:15:00 IST,360.85,342.19,388.84,398.17,407.5,416.83,2026-05-12 15:30:00 IST,342.19,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABDL,2025-07-31 15:30:00 IST,BULL,2025-07-31 09:15:00 IST,515.05,486.13,558.43,572.89,587.35,601.81,2025-08-11 15:30:00 IST,486.13,STOP_LOSS,-1.0,7,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABSLAMC,2024-01-12 15:30:00 IST,BULL,2024-01-12 09:15:00 IST,498.7,479.52,527.48,537.07,546.66,556.26,2024-01-18 15:30:00 IST,479.52,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABSLAMC,2024-06-03 15:30:00 IST,BULL,2024-06-03 09:15:00 IST,574.8,547.86,615.22,628.69,642.16,655.63,2024-06-04 15:30:00 IST,547.86,STOP_LOSS,-1.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ABSLAMC,2026-06-10 15:30:00 IST,BULL,2026-06-10 09:15:00 IST,1110.3,1049.22,1201.92,1232.46,1263.0,1293.54,2026-06-24 15:30:00 IST,1195.2,TIME_EXPIRY,1.39,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACCENTMIC,2026-03-18 15:30:00 IST,BULL,2026-03-18 09:15:00 IST,360.6,341.05,389.92,399.7,409.47,419.25,2026-04-02 15:30:00 IST,399.7,TARGET,2.0,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACCENTMIC,2026-04-06 15:30:00 IST,BULL,2026-04-06 09:15:00 IST,409.35,385.65,444.89,456.74,468.59,480.44,2026-04-21 15:30:00 IST,418.25,TIME_EXPIRY,0.3756,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACCENTMIC,2026-08-07 15:30:00 IST,SIDEWAYS,2026-08-07 09:15:00 IST,543.9,518.02,582.72,595.66,608.6,621.54,2026-08-18 15:30:00 IST,595.66,TARGET,2.0,7,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACE,2018-01-25 15:30:00 IST,BULL,2018-01-25 09:15:00 IST,185.45,171.51,206.36,213.33,220.31,227.28,2018-01-29 15:30:00 IST,171.51,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACE,2021-02-02 15:30:00 IST,BULL,2021-02-02 09:15:00 IST,155.35,144.39,171.79,177.27,182.75,188.23,2021-02-16 15:30:00 IST,155.85,TIME_EXPIRY,0.0456,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACE,2022-08-16 15:30:00 IST,BULL,2022-08-16 09:15:00 IST,241.8,230.33,259.0,264.74,270.47,276.2,2022-08-22 15:30:00 IST,230.33,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACE,2022-11-04 15:30:00 IST,BULL,2022-11-04 09:15:00 IST,327.75,306.92,359.0,369.41,379.83,390.24,2022-11-18 15:30:00 IST,306.92,STOP_LOSS,-1.0,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACE,2022-11-14 15:30:00 IST,BULL,2022-11-14 09:15:00 IST,345.1,323.13,378.05,389.04,400.02,411.0,2022-11-16 15:30:00 IST,323.13,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACE,2023-05-03 15:30:00 IST,BULL,2023-05-03 09:15:00 IST,439.7,418.13,472.05,482.83,493.62,504.4,2023-05-17 15:30:00 IST,448.7,TIME_EXPIRY,0.4173,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACE,2023-05-31 15:30:00 IST,BULL,2023-05-31 09:15:00 IST,472.0,451.73,502.4,512.54,522.67,532.81,2023-06-14 15:30:00 IST,486.95,TIME_EXPIRY,0.7376,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACE,2023-07-06 15:30:00 IST,BULL,2023-07-06 09:15:00 IST,551.9,523.94,593.83,607.81,621.79,635.77,2023-07-10 15:30:00 IST,607.81,TARGET,2.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACE,2026-06-17 15:30:00 IST,BULL,2026-06-17 09:15:00 IST,962.1,915.49,1032.02,1055.32,1078.63,1101.94,2026-07-02 15:30:00 IST,1016.7,TIME_EXPIRY,1.1714,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACUTAAS,2024-03-04 15:30:00 IST,BULL,2024-03-04 09:15:00 IST,588.0,558.14,632.79,647.71,662.64,677.57,2024-03-06 15:30:00 IST,558.14,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACUTAAS,2025-10-15 15:30:00 IST,BULL,2025-10-15 09:15:00 IST,1548.8,1479.84,1652.23,1686.71,1721.19,1755.67,2025-10-20 15:30:00 IST,1686.71,TARGET,2.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ACUTAAS,2026-01-28 15:30:00 IST,BULL,2026-01-28 09:15:00 IST,1862.4,1764.44,2009.35,2058.33,2107.31,2156.3,2026-02-04 15:30:00 IST,2058.33,TARGET,2.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENSOL,2017-05-16 15:30:00 IST,BULL,2017-05-16 09:15:00 IST,100.15,92.85,111.1,114.75,118.4,122.05,2017-05-26 15:30:00 IST,114.75,TARGET,2.0,8,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENSOL,2019-11-29 15:30:00 IST,BULL,2019-11-29 09:15:00 IST,310.15,290.29,339.94,349.87,359.8,369.73,2019-12-11 15:30:00 IST,349.87,TARGET,2.0,8,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENSOL,2020-10-08 15:30:00 IST,BULL,2020-10-08 09:15:00 IST,281.6,264.65,307.02,315.49,323.97,332.44,2020-10-22 15:30:00 IST,293.55,TIME_EXPIRY,0.7052,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENSOL,2025-10-29 15:30:00 IST,BULL,2025-10-29 09:15:00 IST,967.55,932.93,1019.48,1036.79,1054.1,1071.41,2025-11-12 15:30:00 IST,1021.4,TIME_EXPIRY,1.5555,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENSOL,2026-04-10 15:30:00 IST,BULL,2026-04-10 09:15:00 IST,1157.9,1086.87,1264.45,1299.97,1335.48,1371.0,2026-04-22 15:30:00 IST,1299.97,TARGET,2.0,7,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENT,2017-06-06 15:30:00 IST,SIDEWAYS,2017-06-06 09:15:00 IST,128.05,119.27,141.22,145.61,150.0,154.39,2017-06-20 15:30:00 IST,130.9,TIME_EXPIRY,0.3246,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENT,2017-07-12 15:30:00 IST,BULL,2017-07-12 09:15:00 IST,141.3,134.59,151.36,154.72,158.07,161.43,2017-07-26 15:30:00 IST,140.75,TIME_EXPIRY,-0.082,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENT,2018-08-28 15:30:00 IST,BULL,2018-08-28 09:15:00 IST,229.7,213.98,253.29,261.15,269.01,276.87,2018-09-03 15:30:00 IST,213.98,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENT,2019-10-16 15:30:00 IST,BULL,2019-10-16 09:15:00 IST,160.15,150.32,174.89,179.81,184.72,189.64,2019-10-21 15:30:00 IST,179.81,TARGET,2.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIENT,2021-06-02 15:30:00 IST,BULL,2021-06-02 09:15:00 IST,1546.75,1462.23,1673.53,1715.78,1758.04,1800.3,2021-06-07 15:30:00 IST,1715.78,TARGET,2.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIGREEN,2024-07-25 15:30:00 IST,BULL,2024-07-25 09:15:00 IST,1820.5,1748.28,1928.83,1964.94,2001.04,2037.15,2024-08-06 15:30:00 IST,1748.28,STOP_LOSS,-1.0,8,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIGREEN,2024-09-20 15:30:00 IST,SIDEWAYS,2024-09-20 09:15:00 IST,2003.95,1908.36,2147.34,2195.13,2242.93,2290.72,2024-09-30 15:30:00 IST,1908.36,STOP_LOSS,-1.0,6,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIGREEN,2026-04-06 15:30:00 IST,SIDEWAYS,2026-04-06 09:15:00 IST,921.1,864.44,1006.09,1034.43,1062.76,1091.09,2026-04-08 15:30:00 IST,1034.43,TARGET,2.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIPORTS,2017-03-16 15:30:00 IST,BULL,2017-03-16 09:15:00 IST,325.7,312.63,345.3,351.84,358.37,364.91,2017-03-30 15:30:00 IST,339.3,TIME_EXPIRY,1.0407,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIPOWER,2024-04-03 15:30:00 IST,BULL,2024-04-03 09:15:00 IST,123.55,116.73,133.78,137.18,140.59,144.0,2024-04-12 15:30:00 IST,116.73,STOP_LOSS,-1.0,7,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIPOWER,2026-04-02 15:30:00 IST,BULL,2026-04-02 09:15:00 IST,159.97,150.45,174.26,179.02,183.78,188.54,2026-04-13 15:30:00 IST,179.02,TARGET,2.0,6,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADANIPOWER,2026-05-26 15:30:00 IST,BULL,2026-05-26 09:15:00 IST,244.53,230.9,264.97,271.78,278.6,285.41,2026-06-02 15:30:00 IST,230.9,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADFFOODS,2021-02-23 15:30:00 IST,BULL,2021-02-23 09:15:00 IST,167.3,154.74,186.13,192.41,198.69,204.97,2021-03-09 15:30:00 IST,186.9,TIME_EXPIRY,1.5611,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADFFOODS,2024-09-12 15:30:00 IST,BULL,2024-09-12 09:15:00 IST,290.15,266.53,325.58,337.38,349.19,361.0,2024-09-19 15:30:00 IST,266.53,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADFFOODS,2024-11-26 15:30:00 IST,BULL,2024-11-26 09:15:00 IST,323.95,300.54,359.06,370.76,382.47,394.17,2024-12-10 15:30:00 IST,325.3,TIME_EXPIRY,0.0577,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADOR,2017-09-15 15:30:00 IST,BULL,2017-09-15 09:15:00 IST,447.8,418.72,491.43,505.97,520.51,535.05,2017-09-21 15:30:00 IST,418.72,STOP_LOSS,-1.0,4,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADOR,2019-05-27 15:30:00 IST,BULL,2019-05-27 09:15:00 IST,368.55,343.27,406.47,419.11,431.75,444.39,2019-06-10 15:30:00 IST,343.27,STOP_LOSS,-1.0,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADOR,2021-11-10 15:30:00 IST,BULL,2021-11-10 09:15:00 IST,820.75,766.49,902.14,929.27,956.4,983.53,2021-11-15 15:30:00 IST,766.49,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADOR,2022-09-21 15:30:00 IST,BULL,2022-09-21 09:15:00 IST,1011.7,938.04,1122.19,1159.02,1195.84,1232.67,2022-09-26 15:30:00 IST,938.04,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADOR,2023-05-24 15:30:00 IST,BULL,2023-05-24 09:15:00 IST,1220.55,1145.07,1333.78,1371.52,1409.26,1447.0,2023-05-31 15:30:00 IST,1145.07,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADOR,2026-05-26 15:30:00 IST,BULL,2026-05-26 09:15:00 IST,1151.8,1088.86,1246.21,1277.68,1309.15,1340.62,2026-06-01 15:30:00 IST,1088.86,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADVAIT,2026-06-04 15:30:00 IST,BULL,2026-06-04 09:15:00 IST,2215.4,2034.48,2486.77,2577.23,2667.69,2758.14,2026-06-18 15:30:00 IST,2434.3,TIME_EXPIRY,1.21,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADVENZYMES,2019-05-27 15:30:00 IST,BULL,2019-05-27 09:15:00 IST,211.5,200.43,228.1,233.63,239.17,244.7,2019-06-07 15:30:00 IST,200.43,STOP_LOSS,-1.0,9,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,ADVENZYMES,2022-12-05 15:30:00 IST,BULL,2022-12-05 09:15:00 IST,307.15,292.96,328.44,335.54,342.63,349.73,2022-12-19 15:30:00 IST,300.8,TIME_EXPIRY,-0.4474,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AEGISLOG,2021-06-02 15:30:00 IST,BULL,2021-06-02 09:15:00 IST,374.6,350.1,411.34,423.59,435.84,448.08,2021-06-16 15:30:00 IST,362.75,TIME_EXPIRY,-0.4838,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AEGISLOG,2022-10-28 15:30:00 IST,BULL,2022-10-28 09:15:00 IST,317.5,298.39,346.16,355.71,365.27,374.82,2022-11-04 15:30:00 IST,298.39,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AEGISLOG,2024-11-18 15:30:00 IST,BULL,2024-11-18 09:15:00 IST,842.9,797.96,910.32,932.79,955.26,977.73,2024-11-20 15:30:00 IST,797.96,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AEGISLOG,2025-03-27 15:30:00 IST,BULL,2025-03-27 09:15:00 IST,902.6,841.53,994.21,1024.74,1055.28,1085.82,2025-03-28 15:30:00 IST,841.53,STOP_LOSS,-1.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AEGISVOPAK,2026-07-13 15:30:00 IST,BULL,2026-07-13 09:15:00 IST,303.3,280.29,337.82,349.32,360.83,372.33,2026-07-14 15:30:00 IST,280.29,STOP_LOSS,-1.0,1,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AEROENTER,2024-10-11 15:30:00 IST,BULL,2024-10-11 09:15:00 IST,144.78,134.29,160.52,165.76,171.01,176.25,2024-10-21 15:30:00 IST,134.29,STOP_LOSS,-1.0,6,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AEROFLEX,2024-08-21 15:30:00 IST,BULL,2024-08-21 09:15:00 IST,171.02,160.99,186.07,191.08,196.1,201.12,2024-09-04 15:30:00 IST,175.12,TIME_EXPIRY,0.4087,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AEROFLEX,2026-03-16 15:30:00 IST,BULL,2026-03-16 09:15:00 IST,246.91,227.36,276.24,286.02,295.8,305.57,2026-03-23 15:30:00 IST,227.36,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AETHER,2026-01-02 15:30:00 IST,BULL,2026-01-02 09:15:00 IST,944.1,895.46,1017.07,1041.39,1065.71,1090.03,2026-01-16 15:30:00 IST,979.95,TIME_EXPIRY,0.737,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AETHER,2026-02-02 15:30:00 IST,BULL,2026-02-02 09:15:00 IST,1038.0,982.26,1121.62,1149.49,1177.36,1205.23,2026-02-09 15:30:00 IST,982.26,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AETHER,2026-03-24 15:30:00 IST,BULL,2026-03-24 09:15:00 IST,1224.65,1136.06,1357.53,1401.82,1446.12,1490.41,2026-03-26 15:30:00 IST,1136.06,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AFFLE,2024-08-09 15:30:00 IST,BULL,2024-08-09 09:15:00 IST,1595.2,1502.43,1734.35,1780.74,1827.12,1873.5,2024-08-14 15:30:00 IST,1502.43,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AFSL,2024-01-04 15:30:00 IST,BULL,2024-01-04 09:15:00 IST,339.5,325.7,360.21,367.11,374.01,380.91,2024-01-08 15:30:00 IST,325.7,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AHLUCONT,2017-07-05 15:30:00 IST,BULL,2017-07-05 09:15:00 IST,349.8,333.65,374.03,382.1,390.18,398.25,2017-07-10 15:30:00 IST,333.65,STOP_LOSS,-1.0,3,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AIAENG,2021-09-03 15:30:00 IST,BULL,2021-09-03 09:15:00 IST,2097.05,2007.26,2231.73,2276.62,2321.52,2366.41,2021-09-17 15:30:00 IST,2061.7,TIME_EXPIRY,-0.3937,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AIAENG,2023-05-31 15:30:00 IST,BULL,2023-05-31 09:15:00 IST,3064.7,2938.18,3254.48,3317.74,3381.0,3444.26,2023-06-14 15:30:00 IST,3317.74,TARGET,2.0,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AIAENG,2023-11-01 15:30:00 IST,BULL,2023-11-01 09:15:00 IST,3679.35,3523.43,3913.23,3991.19,4069.15,4147.11,2023-11-08 15:30:00 IST,3523.43,STOP_LOSS,-1.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AIAENG,2026-05-26 15:30:00 IST,BULL,2026-05-26 09:15:00 IST,4143.4,3963.77,4412.85,4502.66,4592.48,4682.3,2026-05-29 15:30:00 IST,4502.66,TARGET,2.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AIIL,2026-05-21 15:30:00 IST,BULL,2026-05-21 09:15:00 IST,527.2,494.55,576.18,592.5,608.83,625.15,2026-05-25 15:30:00 IST,494.55,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AIMTRON,2025-06-24 15:30:00 IST,BULL,2025-06-24 09:15:00 IST,648.0,604.73,712.91,734.54,756.18,777.81,2025-07-08 15:30:00 IST,734.54,TARGET,2.0,10,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AIMTRON,2025-11-03 15:30:00 IST,BULL,2025-11-03 09:15:00 IST,880.45,830.22,955.79,980.9,1006.02,1031.13,2025-11-05 15:30:00 IST,830.22,STOP_LOSS,-1.0,2,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
EOD,AIMTRON,2026-08-04 15:30:00 IST,BULL,2026-08-04 09:15:00 IST,1547.2,1452.55,1689.18,1736.5,1783.83,1831.15,2026-08-11 15:30:00 IST,1736.5,TARGET,2.0,5,84.5,True,True,True,True,True,True,True,UPSTOX_V3_FRESH_2026-09-26
